"query"	"ko"
"yHAB154_Kazachstania_transvaalensis@Seq_436"	"K12779"
"yHMPu5000034673_Blastobotrys_nivea@Seq_5610"	"K08158"
"yHMPu5000034862_Zygotorulaspora_florentina@Seq_715"	"K22020"
"Aspergillus_nidulans@Seq_9044"	"K19285"
"Saccharomyces_cerevisiae@YER170W"	"K00939"
"yHMPu5000034947_Ambrosiozyma_philentoma@Seq_4366"	"K00667"
"Candida_parapsilosis@Seq_4568"	"K01536"
"Neurospora_crassa@Seq_8577"	"K06009"
"Fusarium_graminearum@Seq_5397"	"K07415"
"Spathaspora_gorwiae@Seq_736"	"K17741"
"Arthrobotrys_oligospora@Seq_8667"	"K00889"
"yHMPu5000035686_Cyberlindnera_saturnus@Seq_1212"	"K03034"
"Metschnikowia_borealis@Seq_1231"	"K10967"
"yHMPu5000034761_Lipomyces_lipofer@Seq_5356"	"K08141"
"yHMPu5000041822_Dipodascus_geniculatus@Seq_4075"	"K14803"
"Spathaspora_hagerdaliae@Seq_2771"	"K14809"
"yHAB155_Kazachstania_spencerorum@Seq_5411"	"K01834"
"yHMPu5000035696_Hanseniaspora_singularis@Seq_3361"	"K01537"
"Nakaseomyces_bacillisporus@Seq_4625"	"K15620"
"yHMPu5000034998_Cephaloascus_albidus@Seq_5511"	"K00122"
"Candida_orthopsilosis@Seq_1012"	"K06005"
"yHMPu5000034605_Spencermartinsiella_europaea@Seq_1522"	"K16261"
"Stagonospora_nodorum@Seq_928"	"K17960"
"yHMPu5000034952_Citeromyces_siamensis@Seq_7422"	"K08675"
"yHMPu5000034607_Saccharomycopsis_capsularis@Seq_2301"	"K15079"
"Saccharomyces_cerevisiae@YGL198W"	"K22943"
"Stagonospora_nodorum@Seq_9764"	"K00008"
"Sclerotinia_sclerotiorum@Seq_12882"	"K20174"
"yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_3335"	"K01262"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_6007"	"K05658"
"yHMPu5000034952_Citeromyces_siamensis@Seq_2891"	"K02209"
"Cyberlindnera_jadinii@Seq_2989"	"K19245"
"yHMPu5000035639_Wickerhamomyces_canadensis@Seq_4683"	"K14644"
"yHMPu5000034952_Citeromyces_siamensis@Seq_6122"	"K00872"
"yHMPu5000034952_Citeromyces_siamensis@Seq_7758"	"K06877"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_7419"	"K05727"
"yHAB155_Kazachstania_spencerorum@Seq_4615"	"K08139"
"Lachancea_cidri@Seq_4522"	"K20989"
"Metschnikowia_continentalis@Seq_6301"	"K00981"
"yHMPu5000034952_Citeromyces_siamensis@Seq_7678"	"K09704"
"yHMPu5000034947_Ambrosiozyma_philentoma@Seq_6538"	"K09359"
"yHMPu5000035011_Candida_pyralidae@Seq_513"	"K14802"
"Geotrichum_candidum@Seq_726"	"K00683"
"yHMPu5000026142_Citeromyces_matritensis@Seq_2062"	"K12828"
"Pachysolen_tannophilus@Seq_2463"	"K06009"
"Botrytis_cinerea@Seq_16151"	"K11968"
"Saccharomyces_cerevisiae@YBR020W"	"K00849"
"Saccharomyces_cerevisiae@YOR346W"	"K03515"
"Fusarium_graminearum@Seq_1833"	"K09228"
"Saccharomyces_cerevisiae@YGR243W"	"K22139"
"yHMPu5000035286_Candida_azyma@Seq_1491"	"K15027"
"Ambrosiozyma_monospora@Seq_3446"	"K00354"
"Metschnikowia_hamakuensis@Seq_827"	"K06110"
"yHMPu5000035643_Yarrowia_bubula@Seq_6541"	"K11541"
"yHMPu5000035690_Candida_vartiovaarae@Seq_4832"	"K03781"
"yHAB155_Kazachstania_spencerorum@Seq_1873"	"K01537"
"Botrytis_cinerea@Seq_1221"	"K05841"
"Ascoidea_rubescens@Seq_3679"	"K01598"
"yHMPu5000035271_Wickerhamomyces_bovis@Seq_521"	"K03943"
"yHMPu5000034627_Pichia_heedii@Seq_2229"	"K14297"
"yHMPu5000034884_Peterozyma_toletana@Seq_2386"	"K11367"
"Saccharomyces_cerevisiae@YIL125W"	"K00164"
"Aspergillus_nidulans@Seq_2405"	"K00667"
"Saccharomyces_cerevisiae@YMR120C"	"K00602"
"Botrytis_cinerea@Seq_8142"	"K01381"
"Saccharomyces_cerevisiae@YBL033C"	"K01497"
"Cyberlindnera_jadinii@Seq_1267"	"K06693"
"Aspergillus_nidulans@Seq_4439"	"K00761"
"yHMPu5000034605_Spencermartinsiella_europaea@Seq_6025"	"K00008"
"Arthrobotrys_oligospora@Seq_3670"	"K22483"
"Saccharomyces_cerevisiae@YBR281C"	"K14262"
"yHMPu5000034665_Kodamaea_laetipori@Seq_3929"	"K00002"
"Saccharomyces_cerevisiae@YHL038C"	"K17661"
"yHMPu5000034760_Lipomyces_kononenkoae@Seq_4509"	"K11153"
"yHAB166_Kazachstania_yakushimaensis@Seq_1901"	"K19848"
"yHMPu5000034952_Citeromyces_siamensis@Seq_10611"	"K03178"
"Metschnikowia_mauinuiana@Seq_5525"	"K01869"
"Stagonospora_nodorum@Seq_11614"	"K08158"
"Saccharomyces_cerevisiae@YDR256C"	"K03781"
"Fusarium_graminearum@Seq_3999"	"K01710"
"yHMPu5000034624_Pichia_nakasei@Seq_290"	"K05665"
"Alloascoidea_hylecoeti@Seq_4211"	"K19245"
"Fusarium_graminearum@Seq_2149"	"K08139"
"Nakaseomyces_bacillisporus@Seq_3820"	"K15223"
"Fusarium_graminearum@Seq_9837"	"K10380"
"Lipomyces_starkeyi@Seq_7539"	"K02449"
"Alloascoidea_hylecoeti@Seq_1439"	"K15453"
"yHMPu5000034604_Sporopachydermia_lactativora@Seq_465"	"K06647"
"Arthrobotrys_oligospora@Seq_6999"	"K11124"
"yHMPu5000034627_Pichia_heedii@Seq_4592"	"K00101"
"yHAB155_Kazachstania_spencerorum@Seq_662"	"K14565"
"yHMPu5000035261_Candida_ponderosae@Seq_2343"	"K01188"
"Botrytis_cinerea@Seq_12243"	"K21421"
"Metschnikowia_cerradonensis@Seq_2695"	"K12606"
"Xylona_heveae@Seq_7237"	"K22397"
"yHMPu5000034903_Ogataea_naganishii@Seq_2393"	"K07838"
"yHMPu5000035645_Yarrowia_divulgata@Seq_5384"	"K10260"
"Metschnikowia_borealis@Seq_5479"	"K00621"
"Lipomyces_starkeyi@Seq_6096"	"K10706"
"yHMPu5000034892_Ogataea_pilisensis@Seq_1503"	"K01771"
"yHMPu5000035261_Candida_ponderosae@Seq_97"	"K11518"
"Saitoella_complicata@Seq_203"	"K01426"
"yHMPu5000034952_Citeromyces_siamensis@Seq_9081"	"K04711"
"yHMPu5000035282_Trigonopsis_vinaria@Seq_3707"	"K19525"
"yHMPu5000034986_Candida_oregonensis@Seq_1504"	"K14401"
"yHAB132_Kazachstania_martiniae@Seq_482"	"K14644"
"Saitoella_complicata@Seq_463"	"K10899"
"Candida_sorboxylosa@Seq_3157"	"K14719"
"Saccharomyces_cerevisiae@YGL231C"	"K23565"
"Metschnikowia_continentalis@Seq_5008"	"K11762"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2005"	"K07836"
"yHAB155_Kazachstania_spencerorum@Seq_64"	"K07561"
"Saccharomyces_cerevisiae@YLR305C"	"K00888"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_172"	"K11883"
"Metschnikowia_hamakuensis@Seq_4317"	"K15015"
"yHMPu5000034952_Citeromyces_siamensis@Seq_5399"	"K01719"
"yHMPu5000034597_Candida_stellimalicola@Seq_4120"	"K20361"
"Pachysolen_tannophilus@Seq_3975"	"K07152"
"Saitoella_complicata@Seq_5478"	"K13368"
"Candida_sojae@Seq_4171"	"K09243"
"Yarrowia_lipolytica@Seq_2497"	"K03809"
"Saccharomyces_cerevisiae@YPR043W"	"K02921"
"Saccharomyces_cerevisiae@YNL102W"	"K02320"
"Fusarium_graminearum@Seq_666"	"K23195"
"Botrytis_cinerea@Seq_10140"	"K10841"
"Yarrowia_lipolytica@Seq_2257"	"K03469"
"Metschnikowia_borealis@Seq_2076"	"K04079"
"Metschnikowia_arizonensis@Seq_1075"	"K11654"
"Neurospora_crassa@Seq_7513"	"K08257"
"Stagonospora_nodorum@Seq_4952"	"K07436"
"yHAB155_Kazachstania_spencerorum@Seq_3864"	"K06072"
"yHMPu5000034952_Citeromyces_siamensis@Seq_6284"	"K03094"
"yHMPu5000034675_Blastobotrys_mokoenaii@Seq_3326"	"K13524"
"yHMPu5000034625_Pichia_kudriavzevii@Seq_121"	"K05864"
"yHMPu5000035681_Candida_gotoi@Seq_4889"	"K06005"
"yHMPu5000034661_Dipodascus_albidus@Seq_550"	"K17978"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_1056"	"K02202"
"yHMPu5000026256_Zygotorulaspora_mrakii@Seq_434"	"K01293"
"Metschnikowia_proteae@Seq_3191"	"K11541"
"Aspergillus_nidulans@Seq_8123"	"K03417"
"Yarrowia_keelungensis@Seq_1424"	"K18327"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_8535"	"K14326"
"Saccharomyces_cerevisiae@YMR127C"	"K11401"
"Metschnikowia_hawaiiensis@Seq_23"	"K00888"
"yHMPu5000034673_Blastobotrys_nivea@Seq_6290"	"K02212"
"yHMPu5000034978_Cyberlindnera_mrakii@Seq_2056"	"K08711"
"Saccharomyces_cerevisiae@YKR069W"	"K00589"
"Ambrosiozyma_monospora@Seq_1473"	"K09511"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_4259"	"K03135"
"Kazachstania_africana@Seq_2283"	"K00974"
"Metschnikowia_ipomoeae@Seq_2722"	"K17803"
"yHMPu5000026142_Citeromyces_matritensis@Seq_6832"	"K16073"
"Metschnikowia_matae_maris@Seq_4848"	"K01836"
"Saccharomyces_cerevisiae@YDL080C"	"K01568"
"Metschnikowia_continentalis@Seq_1050"	"K03108"
"yHMPu5000035261_Candida_ponderosae@Seq_1582"	"K17741"
"yHMPu5000034952_Citeromyces_siamensis@Seq_10789"	"K18722"
"yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_4394"	"K03283"
"Arxula_adeninivorans@Seq_2416"	"K11761"
"Saccharomyces_cerevisiae@YNL298W"	"K19833"
"Fusarium_graminearum@Seq_12768"	"K15503"
"Metschnikowia_proteae@Seq_270"	"K22493"
"yHMPu5000035707_Candida_heveicola@Seq_4436"	"K06013"
"yHMPu5000034952_Citeromyces_siamensis@Seq_5797"	"K12823"
"Metschnikowia_continentalis@Seq_3318"	"K13950"
"Lachancea_waltii@Seq_887"	"K12412"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_6798"	"K06276"
"Saccharomyces_cerevisiae@YIR008C"	"K02684"
"yHMPu5000026142_Citeromyces_matritensis@Seq_6401"	"K06125"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_7563"	"K11718"
"Metschnikowia_matae@Seq_4753"	"K02324"
"Metschnikowia_hamakuensis@Seq_4903"	"K23541"
"yHAB166_Kazachstania_yakushimaensis@Seq_2220"	"K18716"
"Saccharomyces_cerevisiae@YKL040C"	"K22074"
"Alloascoidea_hylecoeti@Seq_4158"	"K12763"
"yHMPu5000034998_Cephaloascus_albidus@Seq_4226"	"K03094"
"yHMPu5000034952_Citeromyces_siamensis@Seq_9364"	"K02355"
"Saccharomyces_cerevisiae@YER146W"	"K12624"
"Fusarium_graminearum@Seq_3457"	"K04063"
"yHMPu5000034670_Blastobotrys_proliferans@Seq_7210"	"K08141"
"Saccharomyces_cerevisiae@YBR282W"	"K17422"
"Saccharomyces_cerevisiae@YBL064C"	"K03386"
"Saccharomyces_cerevisiae@YPR145W"	"K01953"
"Fusarium_graminearum@Seq_12460"	"K19788"
"Saccharomyces_cerevisiae@YLL027W"	"K22063"
"yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_1821"	"K19851"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_2123"	"K00995"
"Stagonospora_nodorum@Seq_11044"	"K05349"
"yHMPu5000041678_Debaryomyces_prosopidis@Seq_12"	"K14709"
"yHMPu5000034674_Blastobotrys_muscicola@Seq_209"	"K15272"
"Saccharomyces_cerevisiae@YOL080C"	"K18327"
"Wickerhamiella_domercqiae@Seq_3256"	"K09467"
"yHMPu5000034952_Citeromyces_siamensis@Seq_9166"	"K20361"
"Hanseniaspora_valbyensis@Seq_3990"	"K12472"
"yHMPu5000034999_Cephaloascus_fragrans@Seq_1667"	"K15158"
"Xylona_heveae@Seq_4904"	"K14754"
"Hanseniaspora_valbyensis@Seq_4211"	"K08486"
"Saitoella_complicata@Seq_6909"	"K17969"
"Saccharomyces_cerevisiae@YGL055W"	"K00507"
"yHMPu5000034952_Citeromyces_siamensis@Seq_1839"	"K19525"
"Stagonospora_nodorum@Seq_10953"	"K10352"
"yHMPu5000035650_Trigonopsis_variabilis@Seq_2746"	"K23480"
"yHAB166_Kazachstania_yakushimaensis@Seq_4125"	"K17782"
"Saccharomyces_cerevisiae@YNR030W"	"K03847"
"Candida_versatilis@Seq_3602"	"K00102"
"yHMPu5000034957_Hanseniaspora_osmophila@Seq_4749"	"K00026"
"Metschnikowia_matae@Seq_2150"	"K00765"
"yHMPu5000034918_Nakazawaea_holstii@Seq_1672"	"K00974"
"yHMPu5000034673_Blastobotrys_nivea@Seq_6219"	"K14635"
"yHMPu5000034952_Citeromyces_siamensis@Seq_689"	"K14003"
"yHMPu5000034635_Nadsonia_fulvescens@Seq_4093"	"K21390"
"yHAB155_Kazachstania_spencerorum@Seq_630"	"K19801"
"yHMPu5000035671_Phaffomyces_antillensis@Seq_963"	"K12346"
"Candida_dubliniensis@Seq_2539"	"K07034"
"Ascoidea_asiatica@Seq_6759"	"K07034"
"Saccharomyces_cerevisiae@YKL009W"	"K14815"
"Candida_sorboxylosa@Seq_3172"	"K20522"
"yHMPu5000035261_Candida_ponderosae@Seq_6288"	"K06123"
"Alloascoidea_hylecoeti@Seq_8036"	"K07034"
"Alloascoidea_hylecoeti@Seq_4909"	"K03267"
"yHMPu5000035271_Wickerhamomyces_bovis@Seq_224"	"K00838"
"yHMPu5000041863_Candida_gorgasii@Seq_4133"	"K21850"
"Saccharomyces_cerevisiae@YMR009W"	"K08967"
"Saccharomyces_cerevisiae@YEL058W"	"K01836"
"yHMPu5000034952_Citeromyces_siamensis@Seq_7681"	"K13526"
"yHAB164_Kazachstania_aerobia@Seq_4054"	"K14808"
"yHAB159_Kazachstania_solicola@Seq_3079"	"K02136"
"Saccharomyces_cerevisiae@YBL014C"	"K15218"
"Xylona_heveae@Seq_4625"	"K08832"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_223"	"K15437"
"yHMPu5000034757_Lipomyces_doorenjongii@Seq_1557"	"K03448"
"Lodderomyces_elongisporus@Seq_3647"	"K03809"
"Spathaspora_girioi@Seq_2249"	"K15447"
"Saccharomyces_cerevisiae@YMR193W"	"K02902"
"Lipomyces_starkeyi@Seq_1430"	"K06689"
"Fusarium_graminearum@Seq_6639"	"K13611"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_3943"	"K06972"
"yHMPu5000035045_Barnettozyma_hawaiiensis@Seq_1979"	"K05349"
"Millerozyma_acaciae@Seq_1690"	"K11118"
"Metschnikowia_cerradonensis@Seq_5271"	"K03144"
"Metschnikowia_cerradonensis@Seq_2312"	"K01182"
"yHMPu5000034884_Peterozyma_toletana@Seq_1426"	"K15158"
"Xylona_heveae@Seq_424"	"K13289"
"yHMPu5000035684_Kloeckera_hatyaiensis@Seq_756"	"K09423"
"yHMPu5000035243_Zygoascus_meyerae@Seq_2979"	"K02256"
"yHAB148_Kazachstania_intestinalis@Seq_916"	"K09448"
"yHMPu5000034862_Zygotorulaspora_florentina@Seq_1758"	"K07034"
"yHMPu5000041855_Candida_ascalaphidarum@Seq_582"	"K02984"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_515"	"K12385"
"Alloascoidea_hylecoeti@Seq_4408"	"K12581"
"Lachancea_waltii@Seq_3780"	"K19852"
"Saccharomyces_cerevisiae@YER133W"	"K06269"
"yHAB134_Kazachstania_turicensis@Seq_2342"	"K00128"
"Saccharomyces_cerevisiae@YNL095C"	"K07088"
"yHMPu5000035658_Starmera_amethionina@Seq_5145"	"K08192"
"Saccharomyces_cerevisiae@YLR229C"	"K04393"
"yHAB160_Kazachstania_kunashirensis@Seq_3946"	"K17782"
"Arthrobotrys_oligospora@Seq_2104"	"K03626"
"yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_2821"	"K01714"
"yHMPu5000034622_Pichia_occidentalis@Seq_3246"	"K14674"
"Metschnikowia_continentalis@Seq_3957"	"K13179"
"Naumovozyma_castellii@Seq_821"	"K09291"
"Candida_glabrata@Seq_4032"	"K11882"
"yHMPu5000034654_Aciculoconidium_aculeatum@Seq_5929"	"K01535"
"Aspergillus_nidulans@Seq_5438"	"K01265"
"Ascoidea_asiatica@Seq_106"	"K03113"
"Zygosaccharomyces_bailii@Seq_2427"	"K01568"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_4334"	"K00326"
"yHAB155_Kazachstania_spencerorum@Seq_2881"	"K15068"
"Candida_intermedia@Seq_3428"	"K14328"
"Metschnikowia_hawaiiensis@Seq_1694"	"K19953"
"yHMPu5000035639_Wickerhamomyces_canadensis@Seq_2662"	"K19245"
"yHMPu5000041855_Candida_ascalaphidarum@Seq_2859"	"K01662"
"yHMPu5000034932_Kuraishia_ogatae@Seq_1026"	"K13682"
"Naumovozyma_dairenensis@Seq_4217"	"K11245"
"Ambrosiozyma_kashinagacola@Seq_4907"	"K05528"
"Spathaspora_girioi@Seq_6542"	"K00063"
"Saccharomyces_cerevisiae@YPL198W"	"K02937"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_7799"	"K17980"
"yHMPu5000034865_Zygosaccharomyces_kombuchaensis@Seq_2883"	"K17741"
"yHMPu5000035671_Phaffomyces_antillensis@Seq_4887"	"K03685"
"yHMPu5000034952_Citeromyces_siamensis@Seq_1060"	"K12762"
"Saccharomyces_cerevisiae@YEL020C"	"K12261"
"Saccharomyces_cerevisiae@YMR006C"	"K13333"
"yHMPu5000035699_Cyberlindnera_maclurae@Seq_1116"	"K00700"
"yHMPu5000034947_Ambrosiozyma_philentoma@Seq_372"	"K01488"
"Starmerella_bombicola_JCM9596@Seq_4030"	"K06005"
"yHMPu5000041863_Candida_gorgasii@Seq_1079"	"K17833"
"Neurospora_crassa@Seq_8057"	"K00129"
"yHMPu5000035261_Candida_ponderosae@Seq_6881"	"K11369"
"yHMPu5000035302_Candida_fragi@Seq_1816"	"K22438"
"Saccharomyces_cerevisiae@YGL112C"	"K03131"
"yHMPu5000034671_Blastobotrys_peoriensis@Seq_6210"	"K08157"
"yHMPu5000035654_Tortispora_ganteri@Seq_196"	"K04563"
"Saccharomyces_cerevisiae@YLR181C"	"K12199"
"Saccharomyces_cerevisiae@YML015C"	"K03135"
"Metschnikowia_similis@Seq_4306"	"K13979"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_1870"	"K02870"
"yHMPu5000035691_Candida_salmanticensis@Seq_577"	"K22020"
"yHMPu5000034978_Cyberlindnera_mrakii@Seq_1047"	"K22493"
"Starmerella_bombicola_JCM9596@Seq_3874"	"K01383"
"yHMPu5000035279_Tortispora_starmeri@Seq_4162"	"K04565"
"yHAB155_Kazachstania_spencerorum@Seq_3756"	"K12732"
"Metschnikowia_dekortum@Seq_1983"	"K01656"
"yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_3336"	"K06676"
"Metschnikowia_matae_maris@Seq_3051"	"K00789"
"Metschnikowia_hawaiiensis@Seq_36"	"K14308"
"Spathaspora_gorwiae@Seq_5067"	"K02889"
"yHAB155_Kazachstania_spencerorum@Seq_1516"	"K00381"
"Geotrichum_candidum@Seq_5815"	"K22016"
"yHMPu5000035261_Candida_ponderosae@Seq_4354"	"K08711"
"yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4841"	"K17623"
"yHMPu5000034952_Citeromyces_siamensis@Seq_4128"	"K14815"
"Geotrichum_candidum@Seq_4547"	"K02937"
"yHMPu5000026142_Citeromyces_matritensis@Seq_7632"	"K01874"
"Alloascoidea_hylecoeti@Seq_972"	"K22804"
"Saccharomyces_cerevisiae@YIL096C"	"K19307"
"yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_3640"	"K08192"
"yHMPu5000034754_Lipomyces_arxii@Seq_3002"	"K08150"
"Arthrobotrys_oligospora@Seq_2323"	"K15502"
"yHMPu5000034877_Tetrapisispora_namnaonensis@Seq_2836"	"K12812"
"Spathaspora_gorwiae@Seq_5411"	"K12397"
"yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_3929"	"K22401"
"Saitoella_complicata@Seq_5775"	"K02357"
"Nakaseomyces_bacillisporus@Seq_2905"	"K22493"
"yHMPu5000026145_Ambrosiozyma_vanderkliftii@Seq_812"	"K08257"
"yHMPu5000034952_Citeromyces_siamensis@Seq_4620"	"K20028"
"Metschnikowia_aberdeeniae@Seq_3322"	"K19900"
"yHMPu5000034761_Lipomyces_lipofer@Seq_373"	"K08141"
"yHAB147_Kazachstania_taianensis@Seq_4265"	"K15613"
"Metschnikowia_ipomoeae@Seq_3474"	"K02873"
"Botrytis_cinerea@Seq_9681"	"K07436"
"yHMPu5000041833_Candida_tammaniensis@Seq_4865"	"K03255"
"Stagonospora_nodorum@Seq_1744"	"K08257"
"yHMPu5000034604_Sporopachydermia_lactativora@Seq_3915"	"K01130"
"yHAB147_Kazachstania_taianensis@Seq_448"	"K14163"
"yHMPu5000034988_Candida_fructus@Seq_815"	"K14852"
"Spathaspora_girioi@Seq_1272"	"K08711"
"yHMPu5000034625_Pichia_kudriavzevii@Seq_1716"	"K08711"
"yHMPu5000034978_Cyberlindnera_mrakii@Seq_292"	"K22493"
"yHMPu5000035261_Candida_ponderosae@Seq_6086"	"K03458"
"yHMPu5000035032_Candida_gatunensis@Seq_74"	"K14328"
"yHMPu5000035296_Priceomyces_carsonii@Seq_1412"	"K16261"
"yHMPu5000034673_Blastobotrys_nivea@Seq_6019"	"K14007"
"Lachancea_waltii@Seq_4382"	"K08192"
"yHMPu5000035674_Kregervanrija_delftensis@Seq_4016"	"K17790"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_5269"	"K11770"
"yHMPu5000034950_Citeromyces_hawaiiensis@Seq_1458"	"K22503"
"Saccharomyces_cerevisiae@YJL102W"	"K02355"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_4864"	"K03165"
"Candida_intermedia@Seq_4346"	"K05759"
"yHMPu5000041855_Candida_ascalaphidarum@Seq_3799"	"K03458"
"Metschnikowia_hawaiiensis@Seq_3309"	"K11373"
"yHAB153_Kazachstania_rosinii@Seq_3791"	"K11254"
"Spathaspora_gorwiae@Seq_2165"	"K09486"
"yHAB155_Kazachstania_spencerorum@Seq_4305"	"K14169"
"Nadsonia_fulvescens_var_elongata@Seq_5575"	"K00273"
"Metschnikowia_hamakuensis@Seq_3860"	"K18155"
"yHMPu5000041824_Debaryomyces_subglobosus@Seq_2840"	"K22889"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_2031"	"K19691"
"Saitoella_complicata@Seq_1184"	"K08139"
"Nadsonia_fulvescens_var_elongata@Seq_321"	"K02943"
"yHMPu5000035261_Candida_ponderosae@Seq_2582"	"K11776"
"yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_5649"	"K00921"
"Saccharomyces_cerevisiae@YLR103C"	"K06628"
"yHMPu5000035686_Cyberlindnera_saturnus@Seq_715"	"K07088"
"yHAB166_Kazachstania_yakushimaensis@Seq_5191"	"K12881"
"Ascoidea_asiatica@Seq_682"	"K14816"
"yHMPu5000034631_Martiniozyma_abiesophila@Seq_8896"	"K12275"
"Neurospora_crassa@Seq_6033"	"K08257"
"Saccharomyces_cerevisiae@YML025C"	"K02926"
"yHAB159_Kazachstania_solicola@Seq_2696"	"K23469"
"Saccharomyces_cerevisiae@YIL091C"	"K14774"
"Saccharomyces_cerevisiae@YJR006W"	"K02328"
"yHMPu5000034670_Blastobotrys_proliferans@Seq_5337"	"K08464"
"Metschnikowia_hamakuensis@Seq_3645"	"K07897"
"Saccharomyces_cerevisiae@YBR223C"	"K10862"
"yHMPu5000035274_Wickerhamomyces_alni@Seq_3967"	"K13754"
"yHMPu5000035699_Cyberlindnera_maclurae@Seq_3468"	"K01568"
"yHMPu5000034673_Blastobotrys_nivea@Seq_9613"	"K17302"
"Metschnikowia_proteae@Seq_5117"	"K22493"
"yHMPu5000034635_Nadsonia_fulvescens@Seq_3873"	"K10729"
"Metschnikowia_hamakuensis@Seq_885"	"K12613"
"yHMPu5000034952_Citeromyces_siamensis@Seq_5426"	"K17450"
"yHMPu5000034625_Pichia_kudriavzevii@Seq_1425"	"K21597"
"yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_4168"	"K13206"
"Metschnikowia_borealis@Seq_2912"	"K06681"
"Aspergillus_nidulans@Seq_6428"	"K01757"
"Ascoidea_asiatica@Seq_1739"	"K17896"
"Nadsonia_fulvescens_var_elongata@Seq_849"	"K03505"
"yHMPu5000034952_Citeromyces_siamensis@Seq_11735"	"K07304"
"yHMPu5000035335_Candida_blattae@Seq_4359"	"K03841"
"Metschnikowia_mauinuiana@Seq_2671"	"K20369"
"Metschnikowia_cerradonensis@Seq_3814"	"K13996"
"yHAB134_Kazachstania_turicensis@Seq_5462"	"K01530"
"yHMPu5000035675_Kregervanrija_fluxuum@Seq_2057"	"K14833"
"yHMPu5000035651_Torulaspora_microellipsoides@Seq_4234"	"K00045"
"yHAB158_Kazachstania_viticola@Seq_3346"	"K13682"
"yHMPu5000035675_Kregervanrija_fluxuum@Seq_71"	"K05727"
"Ascoidea_asiatica@Seq_1916"	"K17978"
"Metschnikowia_similis@Seq_1237"	"K01952"
"Metschnikowia_dekortum@Seq_281"	"K00411"
"yHMPu5000041840_Candida_wancherniae@Seq_2886"	"K14429"
"Saccharomyces_cerevisiae@YDR332W"	"K17677"
"Fusarium_graminearum@Seq_8457"	"K13953"
"Stagonospora_nodorum@Seq_10385"	"K04428"
"yHAB166_Kazachstania_yakushimaensis@Seq_1814"	"K03809"
"yHMPu5000034865_Zygosaccharomyces_kombuchaensis@Seq_2018"	"K03361"
"Spathaspora_gorwiae@Seq_5757"	"K16261"
"yHMPu5000035325_Cyberlindnera_petersonii@Seq_1501"	"K00667"
"Stagonospora_nodorum@Seq_5454"	"K02125"
"Metschnikowia_ipomoeae@Seq_1340"	"K00817"
"Candida_sojae@Seq_194"	"K03809"
"Saccharomyces_cerevisiae@YIL110W"	"K18803"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_9848"	"K20120"
"yHMPu5000034952_Citeromyces_siamensis@Seq_7875"	"K03854"
"yHAB160_Kazachstania_kunashirensis@Seq_2805"	"K11407"
"Metschnikowia_lockheadii@Seq_3653"	"K01681"
"Cyberlindnera_fabianii_JCM3601@Seq_5331"	"K09246"
"Metschnikowia_borealis@Seq_5796"	"K17450"
"yHMPu5000034952_Citeromyces_siamensis@Seq_203"	"K16261"
"Spathaspora_hagerdaliae@Seq_4573"	"K03327"
"yHMPu5000034655_Botryozyma_nematodophila@Seq_7274"	"K08333"
"Saitoella_complicata@Seq_5450"	"K01866"
"yHMPu5000035244_Candida_incommunis@Seq_4450"	"K22023"
"yHMPu5000034661_Dipodascus_albidus@Seq_4544"	"K03123"
"yHMPu5000026142_Citeromyces_matritensis@Seq_590"	"K01568"
"Xylona_heveae@Seq_7674"	"K01904"
"yHMPu5000035252_Yamadazyma_nakazawae@Seq_760"	"K17560"
"yHMPu5000035667_Kurtzmaniella_cleridarum@Seq_1171"	"K09184"
"yHMPu5000035677_Kodamaea_ohmeri@Seq_640"	"K22493"
"yHMPu5000035687_Cyberlindnera_suaveolens@Seq_5289"	"K00833"
