"locus_tag"	"SNP_NUM"	"nsSNP"	"nsSNP_unique"
"YHL005C"	2437	"357"	3
"YHL004W"	2058	"260"	1
"YHL003C"	3775	"1221"	1
"YHL002W"	4169	"1236"	4
"YHL001W"	3393	"11"	0
"YHR001W"	4108	"1020"	3
"YHR001W-A"	1251	"7"	0
"YHR002W"	1263	"1077"	1
"YHR003C"	2327	"1046"	4
"YHR004C"	4464	"2091"	5
"YHR005C"	6336	"2863"	5
"YHR005C-A"	208	"89"	1
"YHR006W"	5289	"2886"	7
"YHR007C"	2739	"668"	2
"YHR007C-A"	1203	"132"	0
"YHR008C"	1069	"119"	0
"YHR009C"	4422	"1903"	4
"YHR010W"	5042	"46"	0
"YHR011W"	4866	"860"	1
"YHR012W"	2820	"931"	2
"YHR013C"	2512	"651"	1
"YHR014W"	4784	"3926"	5
"YHR015W"	4390	"1383"	4
"YHR016C"	7608	"387"	3
"YHR017W"	3959	"942"	4
"YHR018C"	2794	"125"	0
"YHR019C"	3114	"175"	0
"YHR020W"	6970	"1230"	2
"YHR021C"	2808	"3"	0
"YHR021W-A"	7377	"5300"	11
"YHR022C"	10979	"7425"	13
"YHR022C-A"	44	"33"	0
"YHR023W"	42207	"13028"	24
"YHR024C"	4962	"150"	0
"YHR025W"	5160	"407"	2
"YHR026W"	910	"43"	0
"YHR027C"	9614	"1644"	4
"YHR028C"	19834	"4769"	11
"YHR029C"	5669	"877"	2
"YHR030C"	3977	"52"	0
"YHR031C"	9570	"2700"	5
"YHR032W"	6809	"1833"	5
"YHR033W"	4613	"2263"	4
"YHR034C"	6486	"2727"	6
"YHR035W"	20173	"8599"	24
"YHR036W"	4959	"2274"	6
"YHR037W"	5266	"1847"	2
"YHR038W"	5182	"1993"	3
"YHR039C"	5563	"250"	0
"YHR039C-A"	1539	"45"	0
"YHR040W"	3882	"489"	5
"YHR041C"	3897	"1104"	2
"YHR042W"	7273	"3083"	5
"YHR043C"	3024	"534"	2
"YHR044C"	2188	"293"	1
"YHR045W"	7367	"2437"	4
"YHR046C"	2353	"1207"	4
"YHR047C"	3992	"1366"	5
"YHR048W"	2841	"1343"	7
"YHR049W"	581	"99"	0
"YHR050W"	5452	"2599"	6
"YHR050W-A"	94	"50"	0
"YHR051W"	274	"96"	1
"YHR052W"	4972	"1719"	4
"YHR053C"	0	"NA"	NA
"YHR054C"	0	"NA"	NA
"YHR055C"	0	"NA"	NA
"YHR056C"	3738	"1989"	6
"YHR057C"	966	"198"	1
"YHR058C"	5481	"1881"	4
"YHR059W"	2498	"825"	1
"YHR060W"	1032	"85"	0
"YHR061C"	4383	"2070"	3
"YHR062C"	2250	"803"	1
"YHR063C"	3083	"527"	1
"YHR064C"	6889	"2673"	4
"YHR065C"	5825	"1969"	5
"YHR066W"	4091	"649"	2
"YHR067W"	2085	"873"	3
"YHR068W"	1849	"81"	0
"YHR069C"	1031	"304"	1
"YHR070W"	4142	"1133"	6
"YHR071W"	2196	"1263"	4
"YHR072W"	1940	"410"	1
"YHR072W-A"	135	"19"	0
"YHR073W"	4483	"1241"	2
"YHR074W"	2932	"368"	1
"YHR075C"	1601	"549"	2
"YHR076W"	1029	"241"	0
"YHR077C"	8423	"3562"	6
"YHR078W"	2418	"402"	2
"YHR079C"	7279	"2628"	6
"YHR079C-A"	1075	"331"	2
"YHR080C"	10495	"5721"	16
"YHR081W"	488	"57"	0
"YHR082C"	1977	"659"	1
"YHR083W"	4189	"2359"	4
"YHR084W"	3041	"1509"	4
"YHR085W"	895	"309"	0
"YHR086W"	3926	"1367"	4
"YHR086W-A"	71	"55"	0
"YHR087W"	407	"5"	0
"YHR088W"	277	"59"	0
"YHR089C"	1839	"1011"	1
"YHR090C"	1859	"840"	1
"YHR091C"	3048	"1468"	8
"YHR092C"	6813	"1180"	4
"YHR093W"	1311	"1184"	6
"YHR094C"	4282	"1738"	3
"YHR096C"	3622	"895"	4
"YHR097C"	4192	"1522"	4
"YHR098C"	5236	"1615"	3
"YHR099W"	16062	"2568"	7
"YHR100C"	1964	"476"	2
"YHR101C"	5967	"2376"	7
"YHR102W"	11143	"4031"	13
"YHR103W"	6701	"2130"	8
"YHR104W"	1274	"229"	1
"YHR105W"	1758	"617"	1
"YHR106W"	990	"380"	1
"YHR107C"	1948	"203"	1
"YHR108W"	3818	"774"	3
"YHR109W"	5270	"3050"	8
"YHR110W"	1813	"299"	1
"YHR111W"	3328	"414"	3
"YHR112C"	1539	"571"	2
"YHR113W"	5852	"303"	1
"YHR114W"	5145	"2079"	3
"YHR115C"	2562	"796"	1
"YHR116W"	959	"302"	1
"YHR117W"	3952	"2120"	7
"YHR118C"	3612	"661"	2
"YHR119W"	8518	"3305"	11
"YHR120W"	6912	"2243"	5
"YHR121W"	642	"139"	2
"YHR122W"	1492	"571"	2
"YHR123W"	1648	"526"	2
"YHR124W"	2641	"1043"	3
"YHR125W"	1423	"998"	6
"YHR126C"	1487	"126"	0
"YHR127W"	3410	"1835"	2
"YHR128W"	313	"53"	0
"YHR129C"	2182	"381"	1
"YHR130C"	1230	"498"	1
"YHR131C"	5808	"2770"	8
"YHR132C"	2627	"414"	0
"YHR132W-A"	65	"17"	0
"YHR133C"	1736	"742"	1
"YHR134W"	2829	"1714"	6
"YHR135C"	4333	"1709"	4
"YHR136C"	1650	"1007"	3
"YHR137W"	5507	"2678"	7
"YHR138C"	1034	"86"	0
"YHR139C"	3002	"389"	2
"YHR139C-A"	1164	"782"	4
"YHR140W"	3323	"451"	3
"YHR141C"	2249	"0"	0
"YHR142W"	3526	"99"	0
"YHR143W"	2413	"1389"	4
"YHR143W-A"	792	"12"	0
"YHR144C"	8004	"959"	1
"YHR146W"	8953	"1602"	7
"YHR147C"	2290	"1001"	2
"YHR148W"	1770	"57"	0
"YHR149C"	12416	"6366"	13
"YHR150W"	6259	"3073"	5
"YHR151C"	10699	"1325"	3
"YHR152W"	847	"350"	2
"YHR153C"	2187	"1841"	5
"YHR154W"	13801	"9552"	18
"YHR155W"	9492	"3177"	5
"YHR156C"	3429	"2010"	4
"YHR157W"	3274	"1494"	2
"YHR158C"	8420	"3105"	7
"YHR159W"	1993	"712"	2
"YHR160C"	2520	"1393"	5
"YHR161C"	5408	"1667"	7
"YHR162W"	726	"530"	2
"YHR163W"	2037	"438"	1
"YHR164C"	21618	"8180"	18
"YHR165C"	25088	"4492"	11
"YHR166C"	5920	"239"	0
"YHR167W"	4390	"719"	2
"YHR168W"	4537	"2385"	3
"YHR169W"	1214	"233"	0
"YHR170W"	4029	"116"	1
"YHR171W"	5290	"2887"	7
"YHR172W"	10247	"2422"	3
"YHR173C"	308	"296"	1
"YHR174W"	1005	"66"	0
"YHR175W"	2539	"962"	5
"YHR175W-A"	710	"371"	1
"YHR176W"	2756	"1565"	6
"YHR177W"	6792	"2633"	10
"YHR178W"	5392	"920"	4
"YHR179W"	4351	"2618"	5
"YHR180W"	1652	"791"	1
"YHR181W"	302	"106"	0
"YHR182W"	9904	"4584"	13
"YHR183W"	1463	"167"	0
"YHR184W"	4233	"2563"	4
"YHR185C"	592	"233"	1
"YHR186C"	9873	"3316"	8
"YHR187W"	3302	"2013"	5
"YHR188C"	10259	"1770"	3
"YHR189W"	1734	"168"	0
"YHR190W"	3772	"1159"	1
"YHR191C"	740	"168"	0
"YHR192W"	2375	"852"	2
"YHR193C"	370	"135"	0
"YHR194W"	3177	"296"	0
"YHR195W"	4149	"2297"	10
"YHR196W"	3262	"572"	0
"YHR197W"	7408	"2312"	6
"YHR198C"	1599	"788"	5
"YHR199C"	1991	"393"	1
"YHR199C-A"	211	"43"	0
"YHR200W"	752	"266"	1
"YHR201C"	4446	"1165"	3
"YHR202W"	4688	"1479"	2
"YHR203C"	1377	"40"	0
"YHR204W"	3341	"1934"	5
"YHR205W"	5764	"1489"	5
"YHR206W"	3933	"709"	2
"YHR207C"	3041	"1527"	4
"YHR208W"	3016	"55"	0
"YHR209W"	2501	"560"	1
"YHR210C"	3634	"1067"	2
"YHR211W"	2757	"748"	5
"YHR212W-A"	0	"NA"	NA
"YHR213W"	0	"NA"	NA
"YHR213W-A"	0	"NA"	NA
"YHR213W-B"	0	"NA"	NA
"YHR214W"	0	"NA"	NA
"YHR214C-D"	0	"NA"	NA
"YHR214C-E"	3	"3"	0
"YHR215W"	94	"0"	0
"YHR216W"	3769	"1226"	9
"YHR218W"	0	"NA"	NA
"YHR219W"	0	"NA"	NA
"YIL177C"	0	"NA"	NA
"YIL176C"	0	"NA"	NA
"YIL173W"	0	"NA"	NA
"YIL172C"	0	"NA"	NA
"YIL169C"	6678	"1749"	10
"YIL166C"	7765	"642"	2
"YIL165C"	3056	"811"	1
"YIL164C"	1463	"1049"	2
"YIL163C"	1058	"851"	6
"YIL162W"	12217	"3010"	15
"YIL161W"	2784	"2364"	8
"YIL160C"	6505	"334"	1
"YIL159W"	27549	"10183"	12
"YIL158W"	3467	"2458"	4
"YIL157C"	3639	"956"	1
"YIL156W-B"	2242	"30"	0
"YIL156W"	12364	"2473"	5
"YIL155C"	7478	"279"	1
"YIL154C"	3187	"1440"	7
"YIL153W"	8613	"2286"	4
"YIL152W"	3501	"259"	1
"YIL151C"	13674	"2756"	3
"YIL150C"	6329	"2052"	3
"YIL149C"	35705	"15004"	36
"YIL148W"	7249	"1"	0
"YIL147C"	31786	"12661"	31
"YIL146C"	8972	"935"	3
"YIL145C"	4738	"363"	1
"YIL144W"	12843	"2803"	4
"YIL143C"	12979	"1941"	4
"YIL142W"	6570	"408"	1
"YIL140W"	13070	"3385"	11
"YIL139C"	3064	"1855"	3
"YIL138C"	920	"281"	2
"YIL137C"	22339	"5355"	10
"YIL136W"	5046	"663"	1
"YIL135C"	4055	"2082"	6
"YIL134C-A"	248	"204"	1
"YIL134W"	5197	"1649"	2
"YIL133C"	1990	"95"	0
"YIL132C"	4669	"2467"	4
"YIL131C"	13499	"2758"	4
"YIL130W"	14076	"5136"	14
"YIL129C"	15050	"4652"	7
"YIL128W"	11166	"5267"	14
"YIL127C"	3560	"2170"	4
"YIL126W"	9047	"4562"	12
"YIL125W"	4985	"1366"	2
"YIL124W"	2729	"785"	2
"YIL123W"	1091	"301"	2
"YIL122W"	8177	"2406"	3
"YIL121W"	10145	"2296"	7
"YIL120W"	15158	"5778"	11
"YIL119C"	7331	"4263"	11
"YIL118W"	309	"42"	0
"YIL117C"	6390	"3917"	8
"YIL116W"	3636	"656"	1
"YIL115C"	12850	"6571"	18
"YIL114C"	3908	"2731"	7
"YIL113W"	2238	"1271"	1
"YIL112W"	12820	"7484"	17
"YIL111W"	2968	"616"	2
"YIL110W"	2346	"1598"	6
"YIL109C"	5656	"443"	3
"YIL108W"	3187	"345"	0
"YIL107C"	6247	"3608"	5
"YIL106W"	2052	"99"	0
"YIL105C"	5017	"1470"	6
"YIL105W-A"	0	"NA"	NA
"YIL104C"	3305	"1200"	4
"YIL103W"	3279	"1443"	3
"YIL102C-A"	92	"39"	0
"YIL102C"	1942	"1574"	7
"YIL101C"	8793	"5171"	11
"YIL099W"	4296	"2527"	3
"YIL098C"	1374	"330"	1
"YIL097W"	5665	"1021"	5
"YIL096C"	4381	"1234"	1
"YIL095W"	6284	"2977"	9
"YIL094C"	1239	"71"	0
"YIL093C"	1107	"117"	0
"YIL092W"	20785	"11496"	28
"YIL091C"	11126	"2634"	7
"YIL090W"	6579	"2099"	2
"YIL089W"	6315	"2802"	6
"YIL088C"	6440	"1665"	4
"YIL087C"	234	"108"	0
"YIL086C"	5009	"4450"	12
"YIL085C"	8414	"2326"	7
"YIL084C"	5167	"860"	2
"YIL083C"	2692	"126"	0
"YIL079C"	4660	"1908"	3
"YIL078W"	7812	"1962"	3
"YIL077C"	2259	"986"	4
"YIL076W"	2773	"243"	0
"YIL075C"	7030	"1609"	5
"YIL074C"	1599	"1074"	1
"YIL073C"	10405	"4367"	14
"YIL072W"	5285	"2770"	6
"YIL071C"	2466	"462"	1
"YIL070C"	1346	"421"	1
"YIL069C"	881	"9"	0
"YIL068C"	3537	"314"	0
"YIL067C"	2401	"965"	2
"YIL066C"	5033	"1056"	3
"YIL065C"	155	"25"	0
"YIL064W"	3428	"2488"	4
"YIL063C"	5396	"2558"	5
"YIL062C"	583	"240"	1
"YIL061C"	4281	"1841"	3
"YIL060W"	2932	"995"	3
"YIL057C"	958	"504"	1
"YIL056W"	13114	"2990"	7
"YIL055C"	6735	"3630"	7
"YIL054W"	1341	"1275"	4
"YIL053W"	1621	"125"	1
"YIL052C"	10987	"5"	0
"YIL051C"	1439	"76"	0
"YIL050W"	3708	"1083"	1
"YIL049W"	8798	"3583"	6
"YIL048W"	11138	"334"	0
"YIL047C"	9778	"1800"	3
"YIL046W-A"	1768	"1400"	2
"YIL046W"	9020	"1677"	4
"YIL045W"	7613	"2631"	7
"YIL044C"	6600	"3041"	6
"YIL043C"	3986	"2567"	5
"YIL042C"	7402	"1762"	2
"YIL041W"	3454	"149"	1
"YIL040W"	2202	"847"	1
"YIL039W"	8668	"1254"	1
"YIL038C"	10275	"2786"	6
"YIL037C"	12016	"6521"	15
"YIL036W"	10858	"5167"	12
"YIL035C"	2384	"94"	0
"YIL034C"	1174	"343"	2
"YIL033C"	1619	"177"	0
"YIL031W"	4595	"1395"	5
"YIL030C"	6814	"2370"	4
"YIL029C"	254	"238"	2
"YIL027C"	484	"271"	1
"YIL026C"	8688	"2009"	5
"YIL024C"	1971	"607"	1
"YIL023C"	5429	"2020"	3
"YIL022W"	3626	"221"	0
"YIL021W"	458	"38"	0
"YIL020C"	1049	"412"	1
"YIL019W"	3672	"838"	4
"YIL018W"	1798	"10"	0
"YIL017C"	7190	"3112"	10
"YIL016W"	510	"360"	2
"YIL015W"	4667	"836"	6
"YIL014C-A"	687	"637"	2
"YIL014W"	7281	"1946"	6
"YIL013C"	8157	"857"	4
"YIL012W"	1916	"1859"	3
"YIL011W"	3354	"1413"	3
"YIL010W"	6110	"3633"	5
"YIL009C-A"	3969	"2389"	6
"YIL009W"	10060	"2573"	5
"YIL008W"	132	"12"	0
"YIL007C"	1490	"927"	2
"YIL006W"	3572	"872"	2
"YIL005W"	5959	"3830"	16
"YIL004C"	782	"42"	0
"YIL003W"	1774	"705"	4
"YIL002W-A"	423	"412"	1
"YIL002C"	3726	"1226"	5
"YIL001W"	2614	"1510"	4
"YIR001C"	898	"503"	1
"YIR002C"	6105	"3062"	8
"YIR003W"	7030	"4629"	22
"YIR004W"	2628	"718"	1
"YIR005W"	241	"21"	0
"YIR006C"	8028	"3642"	13
"YIR007W"	8345	"2062"	4
"YIR008C"	2627	"1225"	2
"YIR009W"	742	"384"	2
"YIR010W"	3701	"1436"	2
"YIR011C"	1552	"658"	3
"YIR012W"	3147	"1205"	2
"YIR013C"	926	"290"	2
"YIR014W"	2733	"1509"	4
"YIR015W"	1318	"164"	1
"YIR016W"	4826	"2262"	7
"YIR017C"	992	"693"	2
"YIR018W"	1598	"758"	3
"YIR018C-A"	1191	"1181"	5
"YIR019C"	21162	"9906"	30
"YIR020C"	3199	"2995"	6
"YIR021W"	9327	"4339"	9
"YIR021W-A"	1420	"1198"	4
"YIR022W"	1741	"25"	0
"YIR023W"	12443	"3076"	11
"YIR024C"	3454	"1455"	4
"YIR025W"	8485	"1385"	4
"YIR026C"	5202	"1191"	2
"YIR027C"	6362	"2355"	4
"YIR028W"	11763	"1142"	3
"YIR029W"	3863	"269"	0
"YIR030C"	10184	"2563"	3
"YIR031C"	3885	"1089"	3
"YIR032C"	4179	"1592"	2
"YIR033W"	16316	"4811"	11
"YIR034C"	7706	"450"	1
"YIR035C"	3310	"890"	2
"YIR036C"	3199	"1067"	2
"YIR037W"	1584	"31"	0
"YIR038C"	3811	"419"	1
"YIR039C"	8849	"2254"	5
"YIR041W"	524	"1"	0
"YIR042C"	2037	"1063"	6
"YJL225C"	0	"NA"	NA
"YJL223C"	0	"NA"	NA
"YJL222W"	0	"NA"	NA
"YJL221C"	0	"NA"	NA
"YJL219W"	298	"245"	3
"YJL218W"	2509	"936"	9
"YJL217W"	2179	"775"	5
"YJL216C"	5444	"2565"	8
"YJL214W"	17037	"5274"	7
"YJL213W"	3184	"2004"	4
"YJL212C"	19762	"2395"	13
"YJL210W"	2356	"1368"	2
"YJL209W"	10157	"5162"	9
"YJL208C"	3008	"1144"	1
"YJL207C"	20954	"3603"	7
"YJL206C"	10928	"4610"	8
"YJL205C"	1086	"871"	1
"YJL204C"	9816	"3939"	7
"YJL203W"	6629	"2799"	5
"YJL201W"	7330	"1685"	4
"YJL200C"	10917	"3039"	7
"YJL199C"	2587	"726"	1
"YJL198W"	17096	"3565"	5
"YJL197W"	12407	"4790"	17
"YJL196C"	2416	"1199"	2
"YJL194W"	6945	"892"	1
"YJL193W"	4631	"1158"	4
"YJL192C"	2933	"1266"	2
"YJL191W"	4035	"12"	0
"YJL190C"	990	"7"	0
"YJL189W"	3084	"0"	0
"YJL187C"	10833	"2594"	3
"YJL186W"	14856	"5314"	8
"YJL185C"	4754	"1340"	2
"YJL184W"	2997	"113"	0
"YJL183W"	5105	"909"	2
"YJL181W"	13320	"7609"	17
"YJL180C"	4493	"893"	1
"YJL179W"	2307	"48"	0
"YJL178C"	6202	"2341"	3
"YJL177W"	2711	"39"	0
"YJL176C"	15352	"5902"	11
"YJL174W"	2904	"259"	1
"YJL173C"	4201	"1313"	2
"YJL172W"	5037	"1454"	2
"YJL171C"	5202	"72"	0
"YJL170C"	3759	"2177"	5
"YJL168C"	6055	"1901"	6
"YJL167W"	5739	"151"	0
"YJL166W"	55	"5"	0
"YJL165C"	20495	"3533"	5
"YJL164C"	6018	"2146"	3
"YJL163C"	9131	"1440"	4
"YJL162C"	9171	"3728"	6
"YJL161W"	1904	"180"	1
"YJL160C"	7022	"2004"	5
"YJL159W"	6139	"1223"	5
"YJL158C"	368	"129"	0
"YJL157C"	18991	"5913"	15
"YJL156C"	12305	"4932"	11
"YJL155C"	6229	"1616"	4
"YJL154C"	11867	"4275"	6
"YJL153C"	4210	"775"	4
"YJL151C"	3382	"2658"	5
"YJL149W"	9543	"1614"	3
"YJL148W"	3617	"1076"	2
"YJL147C"	6956	"1835"	5
"YJL146W"	4117	"1028"	3
"YJL145W"	2768	"683"	2
"YJL144W"	3114	"656"	2
"YJL143W"	640	"39"	0
"YJL141C"	14140	"5401"	9
"YJL140W"	2447	"87"	0
"YJL139C"	4617	"302"	0
"YJL138C"	87	"7"	0
"YJL137C"	3616	"1889"	8
"YJL136W-A"	156	"150"	1
"YJL136C"	1416	"11"	0
"YJL134W"	2844	"619"	1
"YJL133C-A"	2034	"373"	1
"YJL133W"	2482	"116"	1
"YJL132W"	20558	"11643"	22
"YJL131C"	3068	"1415"	1
"YJL130C"	20342	"3828"	8
"YJL129C"	9692	"4833"	22
"YJL128C"	2538	"682"	3
"YJL127C-B"	154	"14"	0
"YJL127C"	5556	"3557"	4
"YJL126W"	3610	"2622"	5
"YJL125C"	5428	"2809"	5
"YJL124C"	356	"262"	2
"YJL123C"	5687	"1939"	6
"YJL122W"	1313	"1168"	3
"YJL121C"	1114	"115"	0
"YJL118W"	1801	"1034"	3
"YJL117W"	3045	"265"	0
"YJL116C"	3068	"155"	0
"YJL115W"	4738	"173"	0
"YJL112W"	8141	"2956"	9
"YJL111W"	3422	"1050"	1
"YJL110C"	9260	"5557"	12
"YJL109C"	17929	"7389"	10
"YJL108C"	4543	"79"	0
"YJL107C"	6116	"2587"	10
"YJL106W"	4053	"2271"	5
"YJL105W"	5721	"3244"	7
"YJL104W"	175	"81"	1
"YJL103C"	6293	"2751"	7
"YJL102W"	6888	"1936"	5
"YJL101C"	4806	"946"	3
"YJL100W"	7304	"2636"	8
"YJL099W"	7242	"1995"	8
"YJL098W"	9800	"5259"	16
"YJL097W"	847	"73"	0
"YJL096W"	1023	"311"	1
"YJL095W"	17320	"9754"	19
"YJL094C"	11076	"2713"	5
"YJL093C"	2502	"898"	2
"YJL092W"	11766	"3759"	10
"YJL091C"	5102	"1861"	3
"YJL090C"	6549	"2030"	5
"YJL089W"	6019	"2267"	6
"YJL088W"	1066	"449"	1
"YJL087C"	4743	"2198"	4
"YJL085W"	3093	"272"	0
"YJL084C"	8462	"4105"	9
"YJL083W"	3754	"1902"	6
"YJL082W"	4372	"217"	0
"YJL081C"	3398	"256"	0
"YJL080C"	9276	"4450"	11
"YJL079C"	3924	"1321"	5
"YJL078C"	15726	"8567"	28
"YJL077W-B"	754	"751"	2
"YJL077C"	2316	"1632"	5
"YJL077W-A"	0	"NA"	NA
"YJL076W"	15252	"9484"	21
"YJL074C"	11781	"4134"	9
"YJL073W"	6520	"4002"	6
"YJL072C"	533	"50"	0
"YJL071W"	5570	"1766"	5
"YJL070C"	4926	"1395"	5
"YJL069C"	5168	"2253"	5
"YJL068C"	4065	"1209"	6
"YJL066C"	1401	"601"	2
"YJL065C"	1526	"177"	0
"YJL063C"	1045	"750"	3
"YJL062W-A"	43	"17"	0
"YJL062W"	5435	"1705"	9
"YJL061W"	7205	"3047"	8
"YJL060W"	6047	"754"	1
"YJL059W"	6995	"3775"	9
"YJL058C"	7877	"2772"	4
"YJL057C"	10028	"4503"	7
"YJL056C"	16496	"8158"	24
"YJL055W"	929	"628"	1
"YJL054W"	3779	"1170"	4
"YJL053W"	4869	"755"	1
"YJL052C-A"	365	"144"	1
"YJL052W"	2693	"980"	1
"YJL051W"	11318	"5708"	13
"YJL050W"	11899	"4200"	5
"YJL049W"	4616	"1922"	3
"YJL048C"	5420	"381"	0
"YJL047C-A"	59	"37"	0
"YJL047C"	8434	"1450"	2
"YJL046W"	4510	"1605"	2
"YJL045W"	5997	"572"	2
"YJL044C"	8801	"3293"	6
"YJL043W"	4620	"1574"	3
"YJL042W"	22492	"8267"	18
"YJL041W"	12248	"5782"	11
"YJL039C"	12540	"3002"	5
"YJL038C"	3233	"2167"	3
"YJL037W"	924	"212"	0
"YJL036W"	4535	"1058"	1
"YJL035C"	6569	"3191"	7
"YJL034W"	3774	"322"	1
"YJL033W"	9400	"3158"	6
"YJL031C"	2392	"413"	1
"YJL030W"	2537	"24"	0
"YJL029C"	11035	"2506"	7
"YJL028W"	331	"218"	0
"YJL027C"	302	"210"	1
"YJL026W"	4814	"1133"	2
"YJL025W"	3760	"1026"	9
"YJL024C"	1429	"12"	0
"YJL023C"	3795	"2423"	6
"YJL020C"	10582	"3763"	11
"YJL019W"	5688	"1702"	5
"YJL016W"	5686	"725"	1
"YJL014W"	3026	"127"	0
"YJL013C"	14797	"7280"	10
"YJL012C"	3005	"223"	1
"YJL011C"	332	"278"	2
"YJL010C"	5058	"592"	3
"YJL008C"	2021	"430"	1
"YJL007C"	1205	"1082"	1
"YJL006C"	1827	"652"	1
"YJL005W"	14949	"6009"	12
"YJL004C"	1448	"609"	1
"YJL003W"	176	"14"	0
"YJL002C"	3635	"1830"	5
"YJL001W"	2265	"57"	0
"YJR001W"	2788	"272"	2
"YJR002W"	3497	"2543"	4
"YJR003C"	2450	"1264"	6
"YJR004C"	4284	"2330"	7
"YJR005W"	4748	"2383"	6
"YJR005C-A"	266	"136"	0
"YJR006W"	6306	"2848"	14
"YJR007W"	2873	"24"	0
"YJR008W"	4823	"2145"	3
"YJR009C"	253	"6"	0
"YJR010W"	3468	"61"	0
"YJR010C-A"	552	"50"	0
"YJR011C"	2086	"960"	1
"YJR012C"	1551	"254"	0
"YJR013W"	4379	"1746"	4
"YJR014W"	392	"37"	0
"YJR015W"	7839	"3620"	9
"YJR016C"	3292	"675"	2
"YJR017C"	1317	"1190"	3
"YJR019C"	2383	"171"	0
"YJR021C"	6044	"2871"	5
"YJR022W"	259	"82"	0
"YJR024C"	3506	"2149"	3
"YJR025C"	2072	"1040"	1
"YJR030C"	10404	"6429"	13
"YJR031C"	14769	"4126"	14
"YJR032W"	2679	"1724"	4
"YJR033C"	10830	"5541"	12
"YJR034W"	35	"3"	0
"YJR035W"	13866	"4120"	7
"YJR036C"	14452	"3056"	8
"YJR039W"	16967	"10336"	20
"YJR040W"	7911	"3734"	6
"YJR041C"	14032	"7042"	16
"YJR042W"	10174	"3054"	8
"YJR043C"	8190	"4877"	8
"YJR044C"	620	"32"	0
"YJR045C"	3942	"555"	1
"YJR046W"	7676	"2166"	6
"YJR047C"	111	"0"	0
"YJR048W"	61	"22"	0
"YJR049C"	2611	"1468"	2
"YJR050W"	2582	"1362"	5
"YJR051W"	1937	"338"	0
"YJR052W"	3171	"719"	1
"YJR053W"	6054	"1336"	1
"YJR054W"	5208	"1358"	3
"YJR055W"	3005	"1518"	3
"YJR056C"	3068	"119"	0
"YJR057W"	4223	"741"	1
"YJR058C"	1853	"146"	1
"YJR059W"	17099	"4543"	11
"YJR060W"	2750	"1876"	2
"YJR061W"	9614	"5152"	16
"YJR062C"	5922	"2851"	9
"YJR063W"	523	"13"	0
"YJR064W"	3670	"125"	0
"YJR065C"	4894	"1073"	1
"YJR066W"	20241	"5417"	11
"YJR067C"	1860	"773"	4
"YJR068W"	1493	"1050"	1
"YJR069C"	1108	"90"	0
"YJR070C"	1665	"37"	0
"YJR072C"	5518	"1165"	2
"YJR073C"	2208	"102"	0
"YJR074W"	3881	"1351"	4
"YJR075W"	7041	"348"	1
"YJR076C"	5069	"341"	2
"YJR077C"	2261	"350"	1
"YJR078W"	6771	"2836"	9
"YJR079W"	6103	"728"	2
"YJR080C"	1816	"113"	1
"YJR082C"	1403	"668"	1
"YJR083C"	4498	"2424"	6
"YJR084W"	8673	"1933"	4
"YJR085C"	169	"83"	1
"YJR086W"	933	"52"	0
"YJR088C"	5974	"2746"	7
"YJR089W"	13670	"6711"	19
"YJR090C"	14501	"5345"	9
"YJR091C"	12615	"2743"	7
"YJR092W"	16709	"8759"	15
"YJR093C"	4512	"2657"	6
"YJR094C"	6502	"2729"	6
"YJR094W-A"	2793	"0"	0
"YJR095W"	2203	"78"	0
"YJR096W"	1653	"626"	1
"YJR097W"	791	"379"	2
"YJR098C"	5242	"2216"	6
"YJR099W"	2217	"1064"	2
"YJR100C"	1017	"337"	2
"YJR101W"	1689	"563"	2
"YJR102C"	908	"293"	2
"YJR103W"	5736	"1091"	3
"YJR104C"	2932	"6"	0
"YJR105W"	3123	"449"	2
"YJR106W"	11158	"2949"	7
"YJR107W"	6533	"2983"	5
"YJR108W"	3170	"1602"	2
"YJR109C"	8479	"241"	0
"YJR110W"	4249	"1314"	3
"YJR111C"	1533	"167"	0
"YJR112W"	1450	"519"	1
"YJR112W-A"	940	"509"	3
"YJR113C"	1640	"74"	0
"YJR115W"	1078	"988"	3
"YJR116W"	1914	"483"	1
"YJR117W"	2771	"1368"	3
"YJR118C"	1617	"907"	2
"YJR119C"	11551	"6029"	8
"YJR120W"	1971	"1907"	3
"YJR121W"	4628	"552"	1
"YJR122W"	5520	"2498"	11
"YJR123W"	1014	"3"	0
"YJR124C"	4199	"2173"	4
"YJR125C"	3460	"1036"	3
"YJR126C"	9186	"3425"	6
"YJR127C"	25999	"10442"	22
"YJR128W"	3329	"2309"	3
"YJR129C"	3353	"2134"	6
"YJR130C"	4982	"1867"	5
"YJR131W"	3768	"1011"	5
"YJR132W"	6764	"2106"	3
"YJR133W"	2006	"217"	1
"YJR134C"	6402	"1904"	5
"YJR135C"	1111	"560"	2
"YJR135W-A"	780	"15"	0
"YJR136C"	3626	"1869"	6
"YJR137C"	7539	"2024"	6
"YJR138W"	13982	"4384"	9
"YJR139C"	1144	"167"	1
"YJR140C"	11615	"4579"	12
"YJR141W"	2010	"1105"	6
"YJR142W"	3415	"1686"	4
"YJR143C"	6955	"3063"	6
"YJR144W"	2280	"459"	1
"YJR145C"	3121	"16"	0
"YJR146W"	1210	"315"	1
"YJR147W"	8446	"5730"	16
"YJR148W"	6003	"2191"	3
