	Saccharomyces_cerevisiae	yHMPu5000041855_Candida_ascalaphidarum
OG0002603	YNL065W	genemark-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-2.21-mRNA-1_1&gene=genemark-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-2.21&CDS=1-1542
OG0002604	YNL070W	genemark-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.211-mRNA-1_1&gene=genemark-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.211&CDS=1-180
OG0002605	YNL071W	snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.11&CDS=1-1407
OG0002606	YNL072W	snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.10&CDS=1-933
OG0002607	YNL080C	snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-0.1&CDS=1-972
OG0002608	YNL081C	maker-NODE_12_length_437675_cov_47.0709_ID_5986-snap-gene-0.40-mRNA-1_1&gene=maker-NODE_12_length_437675_cov_47.0709_ID_5986-snap-gene-0.40&CDS=1-363
OG0002609	YNL082W	genemark-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-0.92&CDS=1-2475
OG0002610	YNL083W	augustus_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-0.35&CDS=1-1635
OG0002611	YNL084C	snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-0.3-mRNA-1_1&gene=snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-0.3&CDS=1-1158
OG0002612	YNL085W	snap_masked-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-0.119&CDS=1-2424
OG0002613	YNL088W	snap_masked-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-1.140-mRNA-1_1&gene=snap_masked-NODE_16_length_253190_cov_44.7928_ID_5425-processed-gene-1.140&CDS=1-4197
OG0002614	YNL090W	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-4.14-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-4.14&CDS=1-558
OG0002615	YNL091W	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-4.13-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-4.13&CDS=1-3297
OG0002616	YNL092W	snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-0.122&CDS=1-1197
OG0002617	YNL094W	genemark-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.215-mRNA-1_1&gene=genemark-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.215&CDS=1-1752
OG0002618	YNL099C	snap_masked-NODE_33_length_22334_cov_37.3335_ID_5844-processed-gene-0.36-mRNA-1_1&gene=snap_masked-NODE_33_length_22334_cov_37.3335_ID_5844-processed-gene-0.36&CDS=1-585
OG0002619	YNL102W	snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-2.17-mRNA-1_1&gene=snap_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-2.17&CDS=1-4356
OG0002620	YNL110C	snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.14&CDS=1-735
OG0002621	YNL111C	snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.15&CDS=1-369
OG0002622	YNL115C	snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-1.73-mRNA-1_1&gene=snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-1.73&CDS=1-1653
OG0002623	YNL118C	augustus_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-0.6&CDS=1-2133
OG0002624	YNL119W	snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-3.57-mRNA-1_1&gene=snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-3.57&CDS=1-1275
OG0002625	YNL123W	snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-2.81-mRNA-1_1&gene=snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-2.81&CDS=1-2928
OG0002626	YNL124W	augustus_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-2.129-mRNA-1_1&gene=augustus_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-2.129&CDS=1-1794
OG0002627	YNL126W	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.98-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.98&CDS=1-2460
OG0002628	YNL127W	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.80-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.80&CDS=1-2598
OG0002629	YNL128W	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.81-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.81&CDS=1-942
OG0002630	YNL129W	snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-2.98-mRNA-1_1&gene=snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-2.98&CDS=1-693
OG0002631	YNL131W	augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.130&CDS=1-426
OG0002632	YNL132W	snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-2.77-mRNA-1_1&gene=snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-2.77&CDS=1-3126
OG0002633	YNL135C	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.66-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-3.66&CDS=1-336
OG0002634	YNL136W	augustus_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-2.128-mRNA-1_1&gene=augustus_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-2.128&CDS=1-690
OG0002635	YNL137C	augustus_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-2.152-mRNA-1_1&gene=augustus_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-2.152&CDS=1-1389
OG0002636	YNL138W	snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-2.100-mRNA-1_1&gene=snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-2.100&CDS=1-1599
OG0002637	YNL139C	maker-NODE_9_length_463673_cov_43.3768_ID_4133-augustus-gene-0.114-mRNA-1_1&gene=maker-NODE_9_length_463673_cov_43.3768_ID_4133-augustus-gene-0.114&CDS=1-4263
OG0002638	YNL141W	snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-3.45-mRNA-1_1&gene=snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-3.45&CDS=1-1059
OG0002639	YNL142W	snap_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-0.11&CDS=1-1524
OG0002640	YNL147W	snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-1.40-mRNA-1_1&gene=snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-1.40&CDS=1-336
OG0002641	YNL148C	snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-1.14-mRNA-1_1&gene=snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-1.14&CDS=1-702
OG0002642	YNL149C	snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-1.15-mRNA-1_1&gene=snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-1.15&CDS=1-369
OG0002643	YNL151C	snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-1.41-mRNA-1_1&gene=snap_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-1.41&CDS=1-651
OG0002644	YNL152W	augustus_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-1.65-mRNA-1_1&gene=augustus_masked-NODE_9_length_463673_cov_43.3768_ID_4133-processed-gene-1.65&CDS=1-1479
OG0002645	YNL153C	snap_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-0.35-mRNA-1_1&gene=snap_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-0.35&CDS=1-387
OG0002646	YNL155W	snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.161-mRNA-1_1&gene=snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.161&CDS=1-747
OG0002647	YNL161W	genemark-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-1.40-mRNA-1_1&gene=genemark-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-1.40&CDS=1-1893
OG0002648	YNL163C	augustus_masked-NODE_26_length_100895_cov_53.0331_ID_4717-processed-gene-0.93-mRNA-1_1&gene=augustus_masked-NODE_26_length_100895_cov_53.0331_ID_4717-processed-gene-0.93&CDS=1-3141
OG0002649	YNL168C	augustus_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-2.75&CDS=1-693
OG0002650	YNL169C	snap_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-1.179-mRNA-1_1&gene=snap_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-1.179&CDS=1-1695
OG0002651	YNL172W	snap_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-1.178-mRNA-1_1&gene=snap_masked-NODE_19_length_233523_cov_44.9681_ID_4879-processed-gene-1.178&CDS=1-4581
OG0002652	YNL175C	maker-NODE_18_length_241785_cov_49.2315_ID_5503-augustus-gene-1.239-mRNA-1_1&gene=maker-NODE_18_length_241785_cov_49.2315_ID_5503-augustus-gene-1.239&CDS=1-2391
OG0002653	YNL177C	maker-NODE_18_length_241785_cov_49.2315_ID_5503-snap-gene-0.45-mRNA-1_1&gene=maker-NODE_18_length_241785_cov_49.2315_ID_5503-snap-gene-0.45&CDS=1-1056
OG0002654	YNL178W	snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-1.55-mRNA-1_1&gene=snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-1.55&CDS=1-720
OG0002655	YNL181W	snap_masked-NODE_18_length_241785_cov_49.2315_ID_5503-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_18_length_241785_cov_49.2315_ID_5503-processed-gene-0.113&CDS=1-1296
OG0002656	YNL182C	snap_masked-NODE_18_length_241785_cov_49.2315_ID_5503-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_18_length_241785_cov_49.2315_ID_5503-processed-gene-0.90&CDS=1-1413
OG0002657	YNL185C	augustus_masked-NODE_18_length_241785_cov_49.2315_ID_5503-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_18_length_241785_cov_49.2315_ID_5503-processed-gene-0.53&CDS=1-429
OG0002658	YNL186W	snap_masked-NODE_18_length_241785_cov_49.2315_ID_5503-processed-gene-0.116-mRNA-1_1&gene=snap_masked-NODE_18_length_241785_cov_49.2315_ID_5503-processed-gene-0.116&CDS=1-1791
OG0002659	YNL189W	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-9.155-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-9.155&CDS=1-1617
OG0002660	YNL191W	augustus_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-4.103-mRNA-1_1&gene=augustus_masked-NODE_6_length_512164_cov_45.7198_ID_4775-processed-gene-4.103&CDS=1-969
OG0002661	YNL193W	genemark-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-2.141-mRNA-1_1&gene=genemark-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-2.141&CDS=1-1587
OG0002662	YNL200C	snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.48-mRNA-1_1&gene=snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.48&CDS=1-723
OG0002663	YNL201C	snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.45&CDS=1-2664
OG0002664	YNL206C	snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-1.75-mRNA-1_1&gene=snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-1.75&CDS=1-1401
OG0002665	YNL207W	augustus_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-0.7&CDS=1-1287
OG0002666	YNL211C	snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-3.114-mRNA-1_1&gene=snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-3.114&CDS=1-237
OG0002667	YNL212W	snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-3.172-mRNA-1_1&gene=snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-3.172&CDS=1-711
OG0002668	YNL213C	augustus_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-3.13-mRNA-1_1&gene=augustus_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-3.13&CDS=1-495
OG0002669	YNL216W	augustus_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-1.155-mRNA-1_1&gene=augustus_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-1.155&CDS=1-1923
OG0002670	YNL217W	snap_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NODE_21_length_203277_cov_48.2929_ID_3858-processed-gene-1.94&CDS=1-1020
OG0002671	YNL218W	augustus_masked-NODE_22_length_183416_cov_90.9836_ID_8445-processed-gene-0.160-mRNA-1_1&gene=augustus_masked-NODE_22_length_183416_cov_90.9836_ID_8445-processed-gene-0.160&CDS=1-5922
OG0002672	YNL219C	genemark-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-1.17-mRNA-1_1&gene=genemark-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-1.17&CDS=1-1680
OG0002673	YNL220W	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-1.99-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-1.99&CDS=1-1281
OG0002674	YNL221C	snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-1.77-mRNA-1_1&gene=snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-1.77&CDS=1-2226
OG0002675	YNL222W	maker-NODE_7_length_480310_cov_44.8896_ID_3472-augustus-gene-1.84-mRNA-1_1&gene=maker-NODE_7_length_480310_cov_44.8896_ID_3472-augustus-gene-1.84&CDS=1-1995
OG0002676	YNL224C	snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-1.58-mRNA-1_1&gene=snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-1.58&CDS=1-2136
OG0002677	YNL227C	snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-1.80-mRNA-1_1&gene=snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-1.80&CDS=1-1695
OG0002678	YNL229C	augustus_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-1.57&CDS=1-912
OG0002679	YNL230C	augustus_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.68-mRNA-1_1&gene=augustus_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.68&CDS=1-540
OG0002680	YNL232W	snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.163-mRNA-1_1&gene=snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.163&CDS=1-873
OG0002681	YNL233W	snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.164-mRNA-1_1&gene=snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.164&CDS=1-3156
OG0002682	YNL234W	snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.165-mRNA-1_1&gene=snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.165&CDS=1-1194
OG0002683	YNL236W	genemark-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-4.65-mRNA-1_1&gene=genemark-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-4.65&CDS=1-2574
OG0002684	YNL237W	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-1.107-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-1.107&CDS=1-1335
OG0002685	YNL238W	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-1.95-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-1.95&CDS=1-2670
OG0002686	YNL239W	snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.144-mRNA-1_1&gene=snap_masked-NODE_17_length_248381_cov_48.134_ID_3588-processed-gene-1.144&CDS=1-1506
OG0002687	YNL240C	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-1.106-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-1.106&CDS=1-1578
OG0002688	YNL241C	snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-1.96-mRNA-1_1&gene=snap_masked-NODE_2_length_744676_cov_45.4856_ID_3712-processed-gene-1.96&CDS=1-1506
OG0002689	YNL242W	augustus_masked-NODE_14_length_348416_cov_44.5817_ID_5116-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_14_length_348416_cov_44.5817_ID_5116-processed-gene-0.80&CDS=1-5292
OG0002690	YNL243W	maker-NODE_14_length_348416_cov_44.5817_ID_5116-augustus-gene-0.43-mRNA-1_1&gene=maker-NODE_14_length_348416_cov_44.5817_ID_5116-augustus-gene-0.43&CDS=1-4653
OG0002691	YNL244C	maker-NODE_12_length_437675_cov_47.0709_ID_5986-snap-gene-3.155-mRNA-1_1&gene=maker-NODE_12_length_437675_cov_47.0709_ID_5986-snap-gene-3.155&CDS=1-327
OG0002692	YNL245C	maker-NODE_12_length_437675_cov_47.0709_ID_5986-snap-gene-3.154-mRNA-1_1&gene=maker-NODE_12_length_437675_cov_47.0709_ID_5986-snap-gene-3.154&CDS=1-561
OG0002693	YNL246W	snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-3.262-mRNA-1_1&gene=snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-3.262&CDS=1-762
OG0002694	YNL247W	augustus_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-0.22&CDS=1-2274
OG0002695	YNL248C	snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-3.263-mRNA-1_1&gene=snap_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-3.263&CDS=1-1242
OG0002696	YNL250W	augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-8.107-mRNA-1_1&gene=augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-8.107&CDS=1-3879
OG0002697	YNL251C	snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-1.27-mRNA-1_1&gene=snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-1.27&CDS=1-1758
OG0002698	YNL252C	snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-1.9-mRNA-1_1&gene=snap_masked-NODE_4_length_548371_cov_43.2516_ID_3109-processed-gene-1.9&CDS=1-813
OG0002699	YNL256W	maker-NODE_4_length_548371_cov_43.2516_ID_3109-snap-gene-1.83-mRNA-1_1&gene=maker-NODE_4_length_548371_cov_43.2516_ID_3109-snap-gene-1.83&CDS=1-3297
OG0002700	YNL258C	snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.57&CDS=1-2235
OG0002701	YNL260C	snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.7&CDS=1-435
OG0002702	YNL261W	snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.6-mRNA-1_1&gene=snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.6&CDS=1-1422
OG0002703	YNL262W	snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.5&CDS=1-6564
OG0002704	YNL263C	snap_masked-NODE_28_length_68937_cov_48.1374_ID_5330-processed-gene-0.77-mRNA-1_1&gene=snap_masked-NODE_28_length_68937_cov_48.1374_ID_5330-processed-gene-0.77&CDS=1-909
OG0002705	YNL267W	maker-NODE_1_length_1005075_cov_44.4753_ID_3314-augustus-gene-0.66-mRNA-1_1&gene=maker-NODE_1_length_1005075_cov_44.4753_ID_3314-augustus-gene-0.66&CDS=1-4089
OG0002706	YNL272C	snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-1.25-mRNA-1_1&gene=snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-1.25&CDS=1-1854
OG0002707	YNL273W	snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-1.15-mRNA-1_1&gene=snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-1.15&CDS=1-3762
OG0002708	YNL274C	snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-3.122-mRNA-1_1&gene=snap_masked-NODE_7_length_480310_cov_44.8896_ID_3472-processed-gene-3.122&CDS=1-1035
OG0002709	YNL275W	augustus_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-NODE_12_length_437675_cov_47.0709_ID_5986-processed-gene-3.112&CDS=1-1629
OG0002710	YNL279W	snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-1.32-mRNA-1_1&gene=snap_masked-NODE_5_length_535006_cov_46.4439_ID_3900-processed-gene-1.32&CDS=1-1896
OG0002711	YNL280C	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-5.126-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-5.126&CDS=1-1314
OG0002712	YNL284C	snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-3.159-mRNA-1_1&gene=snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-3.159&CDS=1-837
OG0002713	YNL286W	snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.1-mRNA-1_1&gene=snap_masked-NODE_23_length_183325_cov_47.6541_ID_4205-processed-gene-0.1&CDS=1-1101
OG0002714	YNL287W	snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-2.0-mRNA-1_1&gene=snap_masked-NODE_10_length_456859_cov_49.344_ID_5607-processed-gene-2.0&CDS=1-2784
OG0002715	YNL288W	augustus_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_8_length_467519_cov_45.6115_ID_5299-processed-gene-0.44&CDS=1-924
OG0002716	YNL290W	maker-NODE_10_length_456859_cov_49.344_ID_5607-snap-gene-2.51-mRNA-1_1&gene=maker-NODE_10_length_456859_cov_49.344_ID_5607-snap-gene-2.51&CDS=1-2532
OG0002717	YNL293W	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-0.18&CDS=1-1644
OG0002718	YNL294C	snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-0.2&CDS=1-1464
OG0002719	YNL305C	augustus_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-1.102-mRNA-1_1&gene=augustus_masked-NODE_15_length_257095_cov_44.3098_ID_3969-processed-gene-1.102&CDS=1-750
OG0002720	YNL307C	snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-5.115-mRNA-1_1&gene=snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-5.115&CDS=1-1101
OG0002721	YNL308C	augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-2.30-mRNA-1_1&gene=augustus_masked-NODE_1_length_1005075_cov_44.4753_ID_3314-processed-gene-2.30&CDS=1-1635
OG0002722	YNL312W	snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-1.12-mRNA-1_1&gene=snap_masked-NODE_11_length_451756_cov_44.098_ID_3270-processed-gene-1.12&CDS=1-759
OG0002723	YNL313C	snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-2.80-mRNA-1_1&gene=snap_masked-NODE_3_length_696070_cov_41.4075_ID_3205-processed-gene-2.80&CDS=1-2808
OG0002724	YNL315C	maker-NODE_1_length_1005075_cov_44.4753_ID_3314-augustus-gene-2.136-mRNA-1_1&gene=maker-NODE_1_length_1005075_cov_44.4753_ID_3314-augustus-gene-2.136&CDS=1-1392
