	Saccharomyces_cerevisiae	yHMPu5000035279_Tortispora_starmeri
OG0002301	YNL027W	augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-3.87-mRNA-1_1&gene=augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-3.87&CDS=1-1785
OG0002302	YNL032W	augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-0.51&CDS=1-600
OG0002303	YNL036W	augustus_masked-NODE_19_length_165505_cov_10.3433_ID_4723-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_19_length_165505_cov_10.3433_ID_4723-processed-gene-0.88&CDS=1-708
OG0002304	YNL039W	augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-0.114&CDS=1-1434
OG0002305	YNL040W	augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_7_length_343474_cov_9.93038_ID_8452-processed-gene-0.83&CDS=1-1230
OG0002306	YNL041C	augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-1.150-mRNA-1_1&gene=augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-1.150&CDS=1-1947
OG0002307	YNL044W	augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-2.47&CDS=1-531
OG0002308	YNL048W	augustus_masked-NODE_19_length_165505_cov_10.3433_ID_4723-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_19_length_165505_cov_10.3433_ID_4723-processed-gene-0.21&CDS=1-1533
OG0002309	YNL054W	augustus_masked-NODE_40_length_66930_cov_9.42058_ID_7647-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_40_length_66930_cov_9.42058_ID_7647-processed-gene-0.38&CDS=1-1794
OG0002310	YNL059C	augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-0.58&CDS=1-2157
OG0002311	YNL061W	augustus_masked-NODE_24_length_130058_cov_10.5455_ID_5052-processed-gene-0.52-mRNA-1_1&gene=augustus_masked-NODE_24_length_130058_cov_10.5455_ID_5052-processed-gene-0.52&CDS=1-1809
OG0002312	YNL062C	augustus_masked-NODE_24_length_130058_cov_10.5455_ID_5052-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_24_length_130058_cov_10.5455_ID_5052-processed-gene-0.15&CDS=1-1212
OG0002313	YNL063W	augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-1.209-mRNA-1_1&gene=augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-1.209&CDS=1-846
OG0002314	YNL064C	augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-3.100-mRNA-1_1&gene=augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-3.100&CDS=1-1221
OG0002315	YNL070W	snap_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-0.122-mRNA-1_1&gene=snap_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-0.122&CDS=1-177
OG0002316	YNL071W	augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-0.30&CDS=1-1311
OG0002317	YNL072W	augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-3.121&CDS=1-927
OG0002318	YNL075W	augustus_masked-NODE_42_length_62581_cov_7.44407_ID_7503-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_42_length_62581_cov_7.44407_ID_7503-processed-gene-0.51&CDS=1-855
OG0002319	YNL080C	genemark-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-1.10-mRNA-1_1&gene=genemark-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-1.10&CDS=1-552
OG0002320	YNL081C	augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-1.34&CDS=1-363
OG0002321	YNL082W	augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.10&CDS=1-2661
OG0002322	YNL085W	augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-3.151-mRNA-1_1&gene=augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-3.151&CDS=1-2142
OG0002323	YNL088W	augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.109&CDS=1-4230
OG0002324	YNL091W	augustus_masked-NODE_30_length_101976_cov_20.5881_ID_8284-processed-gene-0.29-mRNA-1_1&gene=augustus_masked-NODE_30_length_101976_cov_20.5881_ID_8284-processed-gene-0.29&CDS=1-3444
OG0002325	YNL092W	snap_masked-NODE_23_length_147609_cov_11.2375_ID_8037-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_23_length_147609_cov_11.2375_ID_8037-processed-gene-0.67&CDS=1-1119
OG0002326	YNL094W	augustus_masked-NODE_18_length_174771_cov_20.4811_ID_5550-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-NODE_18_length_174771_cov_20.4811_ID_5550-processed-gene-0.189&CDS=1-2301
OG0002327	YNL102W	augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.38&CDS=1-4287
OG0002328	YNL107W	augustus_masked-NODE_16_length_219844_cov_10.6473_ID_4879-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_16_length_219844_cov_10.6473_ID_4879-processed-gene-1.11&CDS=1-651
OG0002329	YNL110C	augustus_masked-NODE_35_length_85831_cov_9.65443_ID_6066-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_35_length_85831_cov_9.65443_ID_6066-processed-gene-0.55&CDS=1-735
OG0002330	YNL113W	augustus_masked-NODE_29_length_105919_cov_17.2848_ID_6898-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_29_length_105919_cov_17.2848_ID_6898-processed-gene-0.67&CDS=1-387
OG0002331	YNL115C	augustus_masked-NODE_22_length_149070_cov_11.0274_ID_7759-processed-gene-0.209-mRNA-1_1&gene=augustus_masked-NODE_22_length_149070_cov_11.0274_ID_7759-processed-gene-0.209&CDS=1-1584
OG0002332	YNL118C	augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-0.69&CDS=1-1584
OG0002333	YNL119W	snap_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-0.11&CDS=1-1062
OG0002334	YNL128W	augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-0.119&CDS=1-963
OG0002335	YNL129W	augustus_masked-NODE_21_length_151641_cov_11.3966_ID_7104-processed-gene-0.57-mRNA-1_1&gene=augustus_masked-NODE_21_length_151641_cov_11.3966_ID_7104-processed-gene-0.57&CDS=1-696
OG0002336	YNL131W	genemark-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-0.50&CDS=1-378
OG0002337	YNL132W	augustus_masked-NODE_20_length_156244_cov_13.4188_ID_5146-processed-gene-0.267-mRNA-1_1&gene=augustus_masked-NODE_20_length_156244_cov_13.4188_ID_5146-processed-gene-0.267&CDS=1-3114
OG0002338	YNL135C	augustus_masked-NODE_21_length_151641_cov_11.3966_ID_7104-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_21_length_151641_cov_11.3966_ID_7104-processed-gene-0.9&CDS=1-336
OG0002339	YNL136W	augustus_masked-NODE_21_length_151641_cov_11.3966_ID_7104-processed-gene-0.45-mRNA-1_1&gene=augustus_masked-NODE_21_length_151641_cov_11.3966_ID_7104-processed-gene-0.45&CDS=1-468
OG0002340	YNL137C	augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-3.164-mRNA-1_1&gene=augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-3.164&CDS=1-1569
OG0002341	YNL138W	augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-3.188-mRNA-1_1&gene=augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-3.188&CDS=1-1599
OG0002342	YNL138W-A	maker-NODE_3_length_450795_cov_10.6456_ID_8383-snap-gene-2.50-mRNA-1_1&gene=maker-NODE_3_length_450795_cov_10.6456_ID_8383-snap-gene-2.50&CDS=1-255
OG0002343	YNL139C	augustus_masked-NODE_40_length_66930_cov_9.42058_ID_7647-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_40_length_66930_cov_9.42058_ID_7647-processed-gene-0.8&CDS=1-4497
OG0002344	YNL147W	augustus_masked-NODE_29_length_105919_cov_17.2848_ID_6898-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_29_length_105919_cov_17.2848_ID_6898-processed-gene-0.97&CDS=1-291
OG0002345	YNL153C	augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-1.48&CDS=1-390
OG0002346	YNL155W	augustus_masked-NODE_21_length_151641_cov_11.3966_ID_7104-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_21_length_151641_cov_11.3966_ID_7104-processed-gene-0.32&CDS=1-843
OG0002347	YNL168C	augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-1.22&CDS=1-678
OG0002348	YNL169C	augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.8&CDS=1-1614
OG0002349	YNL172W	augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-1.214-mRNA-1_1&gene=augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-1.214&CDS=1-4611
OG0002350	YNL175C	augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-0.21&CDS=1-957
OG0002351	YNL177C	augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-1.8-mRNA-1_1&gene=augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-1.8&CDS=1-774
OG0002352	YNL178W	augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-1.13&CDS=1-747
OG0002353	YNL181W	augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-2.92-mRNA-1_1&gene=augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-2.92&CDS=1-1230
OG0002354	YNL185C	genemark-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-3.117-mRNA-1_1&gene=genemark-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-3.117&CDS=1-477
OG0002355	YNL189W	augustus_masked-NODE_32_length_96656_cov_27.0936_ID_14264-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-NODE_32_length_96656_cov_27.0936_ID_14264-processed-gene-0.34&CDS=1-1638
OG0002356	YNL191W	augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-1.16&CDS=1-1044
OG0002357	YNL193W	snap_masked-NODE_19_length_165505_cov_10.3433_ID_4723-processed-gene-0.186-mRNA-1_1&gene=snap_masked-NODE_19_length_165505_cov_10.3433_ID_4723-processed-gene-0.186&CDS=1-1491
OG0002358	YNL200C	maker-NODE_14_length_268810_cov_12.6902_ID_16700-augustus-gene-1.254-mRNA-1_1&gene=maker-NODE_14_length_268810_cov_12.6902_ID_16700-augustus-gene-1.254&CDS=1-708
OG0002359	YNL201C	snap_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-0.104&CDS=1-2454
OG0002360	YNL202W	augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-0.75&CDS=1-864
OG0002361	YNL206C	augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NODE_13_length_269795_cov_9.87415_ID_4553-processed-gene-1.41&CDS=1-1266
OG0002362	YNL207W	augustus_masked-NODE_12_length_274470_cov_11.5893_ID_6473-processed-gene-1.156-mRNA-1_1&gene=augustus_masked-NODE_12_length_274470_cov_11.5893_ID_6473-processed-gene-1.156&CDS=1-1107
OG0002363	YNL212W	snap_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.149-mRNA-1_1&gene=snap_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.149&CDS=1-2388
OG0002364	YNL213C	augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.95&CDS=1-570
OG0002365	YNL217W	augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-1.270-mRNA-1_1&gene=augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-1.270&CDS=1-966
OG0002366	YNL218W	genemark-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-3.46-mRNA-1_1&gene=genemark-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-3.46&CDS=1-1542
OG0002367	YNL219C	augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-3.112&CDS=1-1575
OG0002368	YNL220W	augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-3.146-mRNA-1_1&gene=augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-3.146&CDS=1-1281
OG0002369	YNL221C	snap_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-1.110-mRNA-1_1&gene=snap_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-1.110&CDS=1-2022
OG0002370	YNL222W	augustus_masked-NODE_34_length_94713_cov_11.1369_ID_5741-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_34_length_94713_cov_11.1369_ID_5741-processed-gene-0.59&CDS=1-585
OG0002371	YNL223W	augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.48-mRNA-1_1&gene=augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.48&CDS=1-1707
OG0002372	YNL224C	augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.97&CDS=1-1524
OG0002373	YNL227C	augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.47-mRNA-1_1&gene=augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.47&CDS=1-1467
OG0002374	YNL229C	augustus_masked-NODE_44_length_57779_cov_10.3869_ID_6717-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_44_length_57779_cov_10.3869_ID_6717-processed-gene-0.56&CDS=1-831
OG0002375	YNL231C	augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-2.63&CDS=1-1071
OG0002376	YNL232W	genemark-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-2.127-mRNA-1_1&gene=genemark-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-2.127&CDS=1-546
OG0002377	YNL238W	augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-0.80&CDS=1-2322
OG0002378	YNL239W	augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_15_length_254194_cov_22.2788_ID_8836-processed-gene-0.6&CDS=1-1398
OG0002379	YNL240C	genemark-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.223-mRNA-1_1&gene=genemark-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.223&CDS=1-1461
OG0002380	YNL241C	augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-2.144-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-2.144&CDS=1-1545
OG0002381	YNL242W	augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-3.166-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-3.166&CDS=1-5112
OG0002382	YNL243W	augustus_masked-NODE_27_length_112744_cov_10.9011_ID_7258-processed-gene-0.80-mRNA-1_1&gene=augustus_masked-NODE_27_length_112744_cov_10.9011_ID_7258-processed-gene-0.80&CDS=1-3162
OG0002383	YNL244C	augustus_masked-NODE_27_length_112744_cov_10.9011_ID_7258-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_27_length_112744_cov_10.9011_ID_7258-processed-gene-0.104&CDS=1-330
OG0002384	YNL245C	augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.72-mRNA-1_1&gene=augustus_masked-NODE_11_length_292204_cov_10.5323_ID_7970-processed-gene-1.72&CDS=1-777
OG0002385	YNL246W	augustus_masked-NODE_24_length_130058_cov_10.5455_ID_5052-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_24_length_130058_cov_10.5455_ID_5052-processed-gene-0.59&CDS=1-699
OG0002386	YNL247W	augustus_masked-NODE_46_length_56016_cov_11.5161_ID_7719-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_46_length_56016_cov_11.5161_ID_7719-processed-gene-0.74&CDS=1-2181
OG0002387	YNL248C	augustus_masked-NODE_14_length_268810_cov_12.6902_ID_16700-processed-gene-1.71-mRNA-1_1&gene=augustus_masked-NODE_14_length_268810_cov_12.6902_ID_16700-processed-gene-1.71&CDS=1-1227
OG0002388	YNL250W	maker-NODE_28_length_110160_cov_11.4914_ID_8006-snap-gene-0.173-mRNA-1_1&gene=maker-NODE_28_length_110160_cov_11.4914_ID_8006-snap-gene-0.173&CDS=1-5442
OG0002389	YNL251C	augustus_masked-NODE_37_length_74361_cov_15.2065_ID_6343-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_37_length_74361_cov_15.2065_ID_6343-processed-gene-0.70&CDS=1-2100
OG0002390	YNL252C	augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-2.145-mRNA-1_1&gene=augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-2.145&CDS=1-1383
OG0002391	YNL256W	augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-3.151-mRNA-1_1&gene=augustus_masked-NODE_4_length_423460_cov_10.8288_ID_4638-processed-gene-3.151&CDS=1-2040
OG0002392	YNL259C	augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-3.112-mRNA-1_1&gene=augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-3.112&CDS=1-210
OG0002393	YNL261W	augustus_masked-NODE_18_length_174771_cov_20.4811_ID_5550-processed-gene-0.148-mRNA-1_1&gene=augustus_masked-NODE_18_length_174771_cov_20.4811_ID_5550-processed-gene-0.148&CDS=1-1671
OG0002394	YNL262W	augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-3.133-mRNA-1_1&gene=augustus_masked-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-3.133&CDS=1-6639
OG0002395	YNL263C	augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-1.46&CDS=1-1062
OG0002396	YNL265C	augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.140&CDS=1-858
OG0002397	YNL267W	augustus_masked-NODE_19_length_165505_cov_10.3433_ID_4723-processed-gene-0.76-mRNA-1_1&gene=augustus_masked-NODE_19_length_165505_cov_10.3433_ID_4723-processed-gene-0.76&CDS=1-2832
OG0002398	YNL271C	augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-0.5&CDS=1-4359
OG0002399	YNL272C	augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.160-mRNA-1_1&gene=augustus_masked-NODE_5_length_385981_cov_13.3379_ID_9389-processed-gene-2.160&CDS=1-1749
OG0002400	YNL273W	augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-3.118&CDS=1-3354
OG0002401	YNL275W	augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-1.97&CDS=1-1782
OG0002402	YNL277W	augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-2.101-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-2.101&CDS=1-2058
OG0002403	YNL280C	augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-2.120-mRNA-1_1&gene=augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-2.120&CDS=1-1284
OG0002404	YNL286W	augustus_masked-NODE_12_length_274470_cov_11.5893_ID_6473-processed-gene-1.157-mRNA-1_1&gene=augustus_masked-NODE_12_length_274470_cov_11.5893_ID_6473-processed-gene-1.157&CDS=1-894
OG0002405	YNL287W	augustus_masked-NODE_55_length_35238_cov_14.1918_ID_8660-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_55_length_35238_cov_14.1918_ID_8660-processed-gene-0.17&CDS=1-2679
OG0002406	YNL288W	augustus_masked-NODE_21_length_151641_cov_11.3966_ID_7104-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_21_length_151641_cov_11.3966_ID_7104-processed-gene-0.28&CDS=1-903
OG0002407	YNL289W	augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-3.131-mRNA-1_1&gene=augustus_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-3.131&CDS=1-984
OG0002408	YNL290W	augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NODE_3_length_450795_cov_10.6456_ID_8383-processed-gene-1.95&CDS=1-1005
OG0002409	YNL292W	augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_10_length_297535_cov_17.7821_ID_8534-processed-gene-1.61&CDS=1-1083
OG0002410	YNL294C	augustus_masked-NODE_25_length_124534_cov_8.87526_ID_6206-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-NODE_25_length_124534_cov_8.87526_ID_6206-processed-gene-0.117&CDS=1-1932
OG0002411	YNL297C	snap_masked-NODE_19_length_165505_cov_10.3433_ID_4723-processed-gene-0.148-mRNA-1_1&gene=snap_masked-NODE_19_length_165505_cov_10.3433_ID_4723-processed-gene-0.148&CDS=1-4671
OG0002412	YNL305C	augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_9_length_301725_cov_11.1523_ID_9771-processed-gene-0.97&CDS=1-765
OG0002413	YNL306W	genemark-NODE_199_length_422_cov_1.03542_ID_11347-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_199_length_422_cov_1.03542_ID_11347-processed-gene-0.0&CDS=1-219
OG0002414	YNL308C	augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-NODE_6_length_356371_cov_17.7217_ID_8086-processed-gene-1.16&CDS=1-1761
OG0002415	YNL310C	genemark-NODE_24_length_130058_cov_10.5455_ID_5052-processed-gene-0.199-mRNA-1_1&gene=genemark-NODE_24_length_130058_cov_10.5455_ID_5052-processed-gene-0.199&CDS=1-453
OG0002416	YNL313C	snap_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-0.95-mRNA-1_1&gene=snap_masked-NODE_2_length_467089_cov_10.6916_ID_10198-processed-gene-0.95&CDS=1-2247
OG0002417	YNL315C	augustus_masked-NODE_20_length_156244_cov_13.4188_ID_5146-processed-gene-0.204-mRNA-1_1&gene=augustus_masked-NODE_20_length_156244_cov_13.4188_ID_5146-processed-gene-0.204&CDS=1-861
OG0002418	YNL316C	augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-NODE_17_length_210941_cov_10.8118_ID_5448-processed-gene-1.136&CDS=1-843
OG0002419	YNL317W	augustus_masked-NODE_22_length_149070_cov_11.0274_ID_7759-processed-gene-0.198-mRNA-1_1&gene=augustus_masked-NODE_22_length_149070_cov_11.0274_ID_7759-processed-gene-0.198&CDS=1-1530
OG0002420	YNL320W	genemark-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-2.78-mRNA-1_1&gene=genemark-NODE_1_length_530835_cov_11.0226_ID_5813-processed-gene-2.78&CDS=1-894
