	Saccharomyces_cerevisiae	yHMPu5000034887_Ogataea_trehaloabstinens
OG0000010	YLR237W, YOR071C, YOR192C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-2.131&CDS=1-1833, augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-4.27&CDS=1-1740, augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-7.34-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-7.34&CDS=1-1641, augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-6.129-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-6.129&CDS=1-1695, augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-0.42&CDS=1-1695, snap_masked-NODE_14_length_114420_cov_26.4489_ID_27-processed-gene-0.152-mRNA-1_1&gene=snap_masked-NODE_14_length_114420_cov_26.4489_ID_27-processed-gene-0.152&CDS=1-1755
OG0000011	YBR150C, YOL089C, YOR380W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-7.129-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-7.129&CDS=1-1497, augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-5.141-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-5.141&CDS=1-1620, augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-2.59&CDS=1-2577, maker-NODE_1_length_1805010_cov_18.4679_ID_1-augustus-gene-6.120-mRNA-1_1&gene=maker-NODE_1_length_1805010_cov_18.4679_ID_1-augustus-gene-6.120&CDS=1-1998, snap_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-14.41-mRNA-1_1&gene=snap_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-14.41&CDS=1-2733
OG0000012	YCL069W, YGR224W, YKR105C, YPR198W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-1.134&CDS=1-1575, genemark-NODE_21_length_23774_cov_73.8574_ID_41-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_21_length_23774_cov_73.8574_ID_41-processed-gene-0.20&CDS=1-888, snap_masked-NODE_16_length_65886_cov_36.0601_ID_31-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_16_length_65886_cov_36.0601_ID_31-processed-gene-0.76&CDS=1-1524, snap_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-2.72-mRNA-1_1&gene=snap_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-2.72&CDS=1-1716
OG0000013	YDR146C, YDR253C, YLR131C, YPL038W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-12.161-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-12.161&CDS=1-936, augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-16.108-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-16.108&CDS=1-834, augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-0.28&CDS=1-1731, augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-5.72-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-5.72&CDS=1-666
OG0000014	YER013W, YGL120C, YKR086W, YNR011C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-11.132-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-11.132&CDS=1-2298, augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-4.43-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-4.43&CDS=1-2865, augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-5.70-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-5.70&CDS=1-2976, augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-3.21&CDS=1-2751
OG0000015	YJR154W	augustus_masked-NODE_14_length_114420_cov_26.4489_ID_27-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_14_length_114420_cov_26.4489_ID_27-processed-gene-0.87&CDS=1-975, augustus_masked-NODE_14_length_114420_cov_26.4489_ID_27-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-NODE_14_length_114420_cov_26.4489_ID_27-processed-gene-0.88&CDS=1-963, augustus_masked-NODE_16_length_65886_cov_36.0601_ID_31-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_16_length_65886_cov_36.0601_ID_31-processed-gene-0.5&CDS=1-888, augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-1.115&CDS=1-963, augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-1.116-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-1.116&CDS=1-984, augustus_masked-NODE_24_length_16664_cov_35.7029_ID_47-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_24_length_16664_cov_35.7029_ID_47-processed-gene-0.28&CDS=1-813, augustus_masked-NODE_24_length_16664_cov_35.7029_ID_47-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_24_length_16664_cov_35.7029_ID_47-processed-gene-0.33&CDS=1-867
OG0000016	YAL063C, YAL064C-A, YAR050W, YHR211W, YHR213W, YKR102W	augustus_masked-NODE_18_length_56263_cov_38.6797_ID_35-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_18_length_56263_cov_38.6797_ID_35-processed-gene-0.4&CDS=1-2358
OG0000017	YAR071W, YBR092C, YBR093C, YDL024C, YHR215W	augustus_masked-NODE_18_length_56263_cov_38.6797_ID_35-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_18_length_56263_cov_38.6797_ID_35-processed-gene-0.10&CDS=1-1392, augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-4.162-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-4.162&CDS=1-1404
OG0000018	YBR132C	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-2.88&CDS=1-1800, augustus_masked-NODE_12_length_222610_cov_24.5609_ID_23-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-NODE_12_length_222610_cov_24.5609_ID_23-processed-gene-1.162&CDS=1-1644, augustus_masked-NODE_18_length_56263_cov_38.6797_ID_35-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_18_length_56263_cov_38.6797_ID_35-processed-gene-0.18&CDS=1-1788, augustus_masked-NODE_18_length_56263_cov_38.6797_ID_35-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_18_length_56263_cov_38.6797_ID_35-processed-gene-0.2&CDS=1-1659, augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-0.51&CDS=1-1752, augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-1.85&CDS=1-1683
OG0000019	YGR260W, YNR063W	augustus_masked-NODE_17_length_58967_cov_35.7279_ID_33-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_17_length_58967_cov_35.7279_ID_33-processed-gene-0.13&CDS=1-1440, augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-6.176-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-6.176&CDS=1-2088, genemark-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-1.162-mRNA-1_1&gene=genemark-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-1.162&CDS=1-1914, maker-NODE_3_length_1005204_cov_18.4717_ID_5-augustus-gene-2.90-mRNA-1_1&gene=maker-NODE_3_length_1005204_cov_18.4717_ID_5-augustus-gene-2.90&CDS=1-4833, maker-NODE_7_length_761518_cov_19.0131_ID_13-snap-gene-5.59-mRNA-1_1&gene=maker-NODE_7_length_761518_cov_19.0131_ID_13-snap-gene-5.59&CDS=1-5175
OG0000020	YKL220C, YNR060W, YOR381W	augustus_masked-NODE_12_length_222610_cov_24.5609_ID_23-processed-gene-1.90-mRNA-1_1&gene=augustus_masked-NODE_12_length_222610_cov_24.5609_ID_23-processed-gene-1.90&CDS=1-2106, augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-11.109-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-11.109&CDS=1-2019, augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-6.144-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-6.144&CDS=1-1983, augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-4.42-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-4.42&CDS=1-2223
OG0000021	YBL017C, YIL173W, YJL222W, YNR065C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-4.77-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-4.77&CDS=1-4491, augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-0.149-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-0.149&CDS=1-5502
OG0000022	YDR342C, YDR343C, YDR345C, YHR092C, YLR081W	augustus_masked-NODE_12_length_222610_cov_24.5609_ID_23-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-NODE_12_length_222610_cov_24.5609_ID_23-processed-gene-1.133&CDS=1-1488
OG0000023	YFL021W, YKR034W	augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-NODE_11_length_460145_cov_17.0925_ID_21-processed-gene-3.128&CDS=1-1893, augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-5.115-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-5.115&CDS=1-1050, augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-6.78-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-6.78&CDS=1-2343, augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-0.90&CDS=1-1557
OG0000024	YGL077C	augustus_masked-NODE_14_length_114420_cov_26.4489_ID_27-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_14_length_114420_cov_26.4489_ID_27-processed-gene-0.115&CDS=1-1551, augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-1.110&CDS=1-1542, snap_masked-NODE_16_length_65886_cov_36.0601_ID_31-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_16_length_65886_cov_36.0601_ID_31-processed-gene-0.103&CDS=1-1644, snap_masked-NODE_20_length_33517_cov_38.4347_ID_39-processed-gene-0.5-mRNA-1_1&gene=snap_masked-NODE_20_length_33517_cov_38.4347_ID_39-processed-gene-0.5&CDS=1-1650, snap_masked-NODE_24_length_16664_cov_35.7029_ID_47-processed-gene-0.4-mRNA-1_1&gene=snap_masked-NODE_24_length_16664_cov_35.7029_ID_47-processed-gene-0.4&CDS=1-1764
OG0000025	YGR249W, YHR206W, YOR140W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-17.15-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-17.15&CDS=1-1449, augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-6.75-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-6.75&CDS=1-1956, snap_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-0.33&CDS=1-2505
OG0000026	YJL099W, YKR027W, YMR237W, YOR299W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-4.16&CDS=1-2142, maker-NODE_11_length_460145_cov_17.0925_ID_21-snap-gene-3.269-mRNA-1_1&gene=maker-NODE_11_length_460145_cov_17.0925_ID_21-snap-gene-3.269&CDS=1-3240
OG0000027	YJR152W	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.328-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.328&CDS=1-1560, augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-3.17&CDS=1-1521, augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-6.124-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-6.124&CDS=1-1545, augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-0.69-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-0.69&CDS=1-1509, snap_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-6.12-mRNA-1_1&gene=snap_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-6.12&CDS=1-1560
OG0000028	YKL071W, YML131W	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-6.135-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-6.135&CDS=1-741, augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-0.53&CDS=1-741, maker-NODE_17_length_58967_cov_35.7279_ID_33-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_17_length_58967_cov_35.7279_ID_33-augustus-gene-0.0&CDS=1-1722, snap_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-0.25&CDS=1-747
OG0000029	YAL030W, YLR093C, YOR327C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-2.72-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-2.72&CDS=1-792, augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-NODE_7_length_761518_cov_19.0131_ID_13-processed-gene-2.19&CDS=1-357
OG0000030	YAR066W, YHR214W, YIL169C, YOL155C	augustus_masked-NODE_13_length_125394_cov_30.0202_ID_25-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_13_length_125394_cov_30.0202_ID_25-processed-gene-0.43&CDS=1-2820
OG0000031	YBL056W, YBR125C, YER089C	augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-1.80&CDS=1-1170, augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-1.134&CDS=1-1287
OG0000032	YBR038W, YNL192W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-6.123-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-6.123&CDS=1-3057, augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-0.58&CDS=1-3021, augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-7.111-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-7.111&CDS=1-3003
OG0000033	YBR060C	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.290-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-3.290&CDS=1-1773, augustus_masked-NODE_18_length_56263_cov_38.6797_ID_35-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_18_length_56263_cov_38.6797_ID_35-processed-gene-0.3&CDS=1-1305, augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-5.73-mRNA-1_1&gene=augustus_masked-NODE_6_length_848181_cov_19.387_ID_11-processed-gene-5.73&CDS=1-4746, snap_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-12.53-mRNA-1_1&gene=snap_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-12.53&CDS=1-1170
OG0000034	YBR297W, YFL052W, YGR288W, YPR196W	augustus_masked-NODE_18_length_56263_cov_38.6797_ID_35-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_18_length_56263_cov_38.6797_ID_35-processed-gene-0.5&CDS=1-1497
OG0000035	YBR298C, YDL247W, YGR289C, YJR160C	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-0.35&CDS=1-1635
OG0000036	YCR010C, YDR384C, YNR002C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-2.156-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-2.156&CDS=1-777, augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-3.4-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-3.4&CDS=1-792
OG0000037	YCR037C, YJL198W, YNR013C	augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-3.20-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-3.20&CDS=1-2481, augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-5.105-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-5.105&CDS=1-2562
OG0000038	YCR089W, YJR019C, YLR110C	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-2.75&CDS=1-2358, maker-NODE_1_length_1805010_cov_18.4679_ID_1-snap-gene-16.48-mRNA-1_1&gene=maker-NODE_1_length_1805010_cov_18.4679_ID_1-snap-gene-16.48&CDS=1-2283
OG0000039	YCR105W, YMR318C	augustus_masked-NODE_12_length_222610_cov_24.5609_ID_23-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NODE_12_length_222610_cov_24.5609_ID_23-processed-gene-1.121&CDS=1-1074, augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-13.84-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-13.84&CDS=1-1119, augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-1.127-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-1.127&CDS=1-1074
OG0000040	YDL127W, YDL179W, YNL289W	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-7.115-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-7.115&CDS=1-1035, augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-4.4-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-4.4&CDS=1-1014
OG0000041	YDL244W, YFL058W, YJR156C, YNL332W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-5.107-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-5.107&CDS=1-1032
OG0000042	YDR385W, YKL173W, YOR133W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-13.65-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-13.65&CDS=1-2952, maker-NODE_1_length_1805010_cov_18.4679_ID_1-augustus-gene-15.44-mRNA-1_1&gene=maker-NODE_1_length_1805010_cov_18.4679_ID_1-augustus-gene-15.44&CDS=1-2568
OG0000043	YDR541C, YGL039W, YGL157W, YOL151W	augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_3_length_1005204_cov_18.4717_ID_5-processed-gene-0.33&CDS=1-1035
OG0000044	YER133W, YML016C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-6.157-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-6.157&CDS=1-1620, augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-4.79-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-4.79&CDS=1-1557, maker-NODE_2_length_1537802_cov_17.1257_ID_3-augustus-gene-12.6-mRNA-1_1&gene=maker-NODE_2_length_1537802_cov_17.1257_ID_3-augustus-gene-12.6&CDS=1-1212
OG0000045	YGL092W, YKL068W, YMR047C	augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-2.151-mRNA-1_1&gene=augustus_masked-NODE_4_length_943695_cov_17.616_ID_7-processed-gene-2.151&CDS=1-3750, augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-5.68&CDS=1-3114
OG0000046	YGR197C, YJR015W	augustus_masked-NODE_13_length_125394_cov_30.0202_ID_25-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_13_length_125394_cov_30.0202_ID_25-processed-gene-0.44&CDS=1-1434, augustus_masked-NODE_29_length_7511_cov_20.3918_ID_57-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_29_length_7511_cov_20.3918_ID_57-processed-gene-0.0&CDS=1-1524, augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-6.76-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-6.76&CDS=1-2085
OG0000047	YHR047C, YIL137C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-14.84-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-14.84&CDS=1-2604, augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-1.104-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-1.104&CDS=1-2601, augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-3.146-mRNA-1_1&gene=augustus_masked-NODE_8_length_752213_cov_18.8698_ID_15-processed-gene-3.146&CDS=1-2802
OG0000048	YHR104W	augustus_masked-NODE_14_length_114420_cov_26.4489_ID_27-processed-gene-0.108-mRNA-1_1&gene=augustus_masked-NODE_14_length_114420_cov_26.4489_ID_27-processed-gene-0.108&CDS=1-960, augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-5.100-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-5.100&CDS=1-948, augustus_masked-NODE_20_length_33517_cov_38.4347_ID_39-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_20_length_33517_cov_38.4347_ID_39-processed-gene-0.18&CDS=1-951, augustus_masked-NODE_21_length_23774_cov_73.8574_ID_41-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_21_length_23774_cov_73.8574_ID_41-processed-gene-0.13&CDS=1-954
OG0000049	YIL002C, YNL106C, YOR109W	augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-1.114&CDS=1-3051, genemark-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-5.9-mRNA-1_1&gene=genemark-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-5.9&CDS=1-3384
OG0000050	YJL034W, YLL024C	augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-17.2-mRNA-1_1&gene=augustus_masked-NODE_1_length_1805010_cov_18.4679_ID_1-processed-gene-17.2&CDS=1-2010, augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-11.39-mRNA-1_1&gene=augustus_masked-NODE_2_length_1537802_cov_17.1257_ID_3-processed-gene-11.39&CDS=1-1929, augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-5.59-mRNA-1_1&gene=augustus_masked-NODE_5_length_890716_cov_16.6707_ID_9-processed-gene-5.59&CDS=1-1947
OG0000051	YJL042W, YOR227W, YPL137C	augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-0.62-mRNA-1_1&gene=augustus_masked-NODE_10_length_488516_cov_19.456_ID_19-processed-gene-0.62&CDS=1-3819, augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-NODE_9_length_736505_cov_22.0163_ID_17-processed-gene-2.62&CDS=1-3693
