	Saccharomyces_cerevisiae	yHMPu5000035037_Candida_montana
OG0003125	YOL064C	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-2.47&CDS=1-1041
OG0003126	YOL065C	snap_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-6.198-mRNA-1_1&gene=snap_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-6.198&CDS=1-1125
OG0003127	YOL066C	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-7.11-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-7.11&CDS=1-1668
OG0003128	YOL067C	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-7.9-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-7.9&CDS=1-681
OG0003129	YOL069W	snap_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-7.120-mRNA-1_1&gene=snap_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-7.120&CDS=1-1305
OG0003130	YOL070C	snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-14.59-mRNA-1_1&gene=snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-14.59&CDS=1-1884
OG0003131	YOL071W	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-7.4-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-7.4&CDS=1-456
OG0003132	YOL072W	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-5.48-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-5.48&CDS=1-1395
OG0003133	YOL073C	genemark-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-4.75-mRNA-1_1&gene=genemark-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-4.75&CDS=1-792
OG0003134	YOL075C	augustus_masked-NODE_16_length_279875_cov_21.5789_ID_31-processed-gene-0.49-mRNA-1_1&gene=augustus_masked-NODE_16_length_279875_cov_21.5789_ID_31-processed-gene-0.49&CDS=1-3945
OG0003135	YOL076W	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-7.69-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-7.69&CDS=1-2361
OG0003136	YOL077C	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-7.49-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-7.49&CDS=1-864
OG0003137	YOL077W-A	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-7.70-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-7.70&CDS=1-216
OG0003138	YOL078W	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-7.50-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-7.50&CDS=1-2727
OG0003139	YOL080C	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-4.71-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-4.71&CDS=1-828
OG0003140	YOL084W	augustus_masked-NODE_19_length_256665_cov_23.3304_ID_37-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-NODE_19_length_256665_cov_23.3304_ID_37-processed-gene-1.107&CDS=1-2673
OG0003141	YOL087C	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-6.83-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-6.83&CDS=1-2421
OG0003142	YOL090W	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-2.7&CDS=1-2682
OG0003143	YOL093W	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-6.81-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-6.81&CDS=1-957
OG0003144	YOL094C	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-6.98-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-6.98&CDS=1-966
OG0003145	YOL095C	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-6.99-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-6.99&CDS=1-2121
OG0003146	YOL096C	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-7.43-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-7.43&CDS=1-930
OG0003147	YOL097C	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-4.74-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-4.74&CDS=1-1302
OG0003148	YOL098C	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-1.112-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-1.112&CDS=1-3150
OG0003149	YOL102C	snap_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-4.143-mRNA-1_1&gene=snap_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-4.143&CDS=1-630
OG0003150	YOL107W	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-1.143-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-1.143&CDS=1-1035
OG0003151	YOL110W	snap_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-8.42-mRNA-1_1&gene=snap_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-8.42&CDS=1-486
OG0003152	YOL111C	snap_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-8.52-mRNA-1_1&gene=snap_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-8.52&CDS=1-615
OG0003153	YOL114C	snap_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-0.97-mRNA-1_1&gene=snap_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-0.97&CDS=1-477
OG0003154	YOL116W	maker-NODE_7_length_704842_cov_29.3696_ID_13-snap-gene-2.47-mRNA-1_1&gene=maker-NODE_7_length_704842_cov_29.3696_ID_13-snap-gene-2.47&CDS=1-1257
OG0003155	YOL123W	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-2.69-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-2.69&CDS=1-1383
OG0003156	YOL124C	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-2.90&CDS=1-1413
OG0003157	YOL125W	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-9.45-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-9.45&CDS=1-1059
OG0003158	YOL127W	maker-NODE_14_length_316299_cov_39.3557_ID_27-augustus-gene-1.2-mRNA-1_1&gene=maker-NODE_14_length_316299_cov_39.3557_ID_27-augustus-gene-1.2&CDS=1-1029
OG0003159	YOL129W	augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-1.44&CDS=1-525
OG0003160	YOL132W	genemark-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-5.92-mRNA-1_1&gene=genemark-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-5.92&CDS=1-1350
OG0003161	YOL133W	maker-NODE_5_length_745227_cov_21.5169_ID_9-snap-gene-4.99-mRNA-1_1&gene=maker-NODE_5_length_745227_cov_21.5169_ID_9-snap-gene-4.99&CDS=1-354
OG0003162	YOL135C	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-4.60&CDS=1-735
OG0003163	YOL136C	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-6.94-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-6.94&CDS=1-1077
OG0003164	YOL137W	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-5.129-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-5.129&CDS=1-1443
OG0003165	YOL138C	augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-0.44-mRNA-1_1&gene=augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-0.44&CDS=1-3618
OG0003166	YOL139C	augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-0.33&CDS=1-663
OG0003167	YOL140W	snap_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_12_length_325957_cov_37.5909_ID_23-processed-gene-0.96&CDS=1-1287
OG0003168	YOL141W	augustus_masked-NODE_23_length_147361_cov_47.2581_ID_45-processed-gene-0.53-mRNA-1_1&gene=augustus_masked-NODE_23_length_147361_cov_47.2581_ID_45-processed-gene-0.53&CDS=1-2031
OG0003169	YOL142W	augustus_masked-NODE_23_length_147361_cov_47.2581_ID_45-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-NODE_23_length_147361_cov_47.2581_ID_45-processed-gene-0.54&CDS=1-699
OG0003170	YOL143C	augustus_masked-NODE_30_length_41900_cov_31.1864_ID_59-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_30_length_41900_cov_31.1864_ID_59-processed-gene-0.25&CDS=1-495
OG0003171	YOL144W	snap_masked-NODE_22_length_186515_cov_21.886_ID_43-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_22_length_186515_cov_21.886_ID_43-processed-gene-0.83&CDS=1-1566
OG0003172	YOL145C	augustus_masked-NODE_22_length_186515_cov_21.886_ID_43-processed-gene-0.221-mRNA-1_1&gene=augustus_masked-NODE_22_length_186515_cov_21.886_ID_43-processed-gene-0.221&CDS=1-3207
OG0003173	YOL146W	augustus_masked-NODE_22_length_186515_cov_21.886_ID_43-processed-gene-0.259-mRNA-1_1&gene=augustus_masked-NODE_22_length_186515_cov_21.886_ID_43-processed-gene-0.259&CDS=1-573
OG0003174	YOL147C	snap_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.110-mRNA-1_1&gene=snap_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.110&CDS=1-2202
OG0003175	YOL149W	augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-NODE_5_length_745227_cov_21.5169_ID_9-processed-gene-3.1&CDS=1-483
OG0003176	YOL152W	augustus_masked-NODE_17_length_267852_cov_39.6876_ID_33-processed-gene-1.231-mRNA-1_1&gene=augustus_masked-NODE_17_length_267852_cov_39.6876_ID_33-processed-gene-1.231&CDS=1-1878
OG0003177	YOL154W	augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-1.108&CDS=1-837
OG0003178	YOR001W	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-0.24-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-0.24&CDS=1-2181
OG0003179	YOR002W	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-7.74-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-7.74&CDS=1-1641
OG0003180	YOR004W	augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-NODE_13_length_321718_cov_26.7698_ID_25-processed-gene-0.30&CDS=1-822
OG0003181	YOR005C	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-4.57-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-4.57&CDS=1-2913
OG0003182	YOR006C	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-4.56-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-4.56&CDS=1-918
OG0003183	YOR007C	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-4.53-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-4.53&CDS=1-996
OG0003184	YOR014W	snap_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-0.20-mRNA-1_1&gene=snap_masked-NODE_21_length_220971_cov_41.4188_ID_41-processed-gene-0.20&CDS=1-1986
OG0003185	YOR017W	augustus_masked-NODE_22_length_186515_cov_21.886_ID_43-processed-gene-0.179-mRNA-1_1&gene=augustus_masked-NODE_22_length_186515_cov_21.886_ID_43-processed-gene-0.179&CDS=1-1956
OG0003186	YOR020C	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-4.15&CDS=1-312
OG0003187	YOR021C	maker-NODE_3_length_939491_cov_21.5647_ID_5-augustus-gene-4.95-mRNA-1_1&gene=maker-NODE_3_length_939491_cov_21.5647_ID_5-augustus-gene-4.95&CDS=1-816
OG0003188	YOR022C	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-4.14-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-4.14&CDS=1-2274
OG0003189	YOR023C	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-4.13-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-4.13&CDS=1-1410
OG0003190	YOR025W	snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-14.42-mRNA-1_1&gene=snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-14.42&CDS=1-1146
OG0003191	YOR027W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-14.125-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-14.125&CDS=1-1728
OG0003192	YOR035C	snap_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-3.27-mRNA-1_1&gene=snap_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-3.27&CDS=1-2046
OG0003193	YOR036W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-14.75-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-14.75&CDS=1-810
OG0003194	YOR037W	snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-14.12-mRNA-1_1&gene=snap_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-14.12&CDS=1-1209
OG0003195	YOR038C	maker-NODE_22_length_186515_cov_21.886_ID_43-snap-gene-0.4-mRNA-1_1&gene=maker-NODE_22_length_186515_cov_21.886_ID_43-snap-gene-0.4&CDS=1-2775
OG0003196	YOR042W	augustus_masked-NODE_20_length_235942_cov_20.2595_ID_39-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-NODE_20_length_235942_cov_20.2595_ID_39-processed-gene-0.4&CDS=1-1050
OG0003197	YOR043W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-3.2-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-3.2&CDS=1-1029
OG0003198	YOR046C	augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-2.88-mRNA-1_1&gene=augustus_masked-NODE_7_length_704842_cov_29.3696_ID_13-processed-gene-2.88&CDS=1-1479
OG0003199	YOR048C	augustus_masked-NODE_20_length_235942_cov_20.2595_ID_39-processed-gene-1.162-mRNA-1_1&gene=augustus_masked-NODE_20_length_235942_cov_20.2595_ID_39-processed-gene-1.162&CDS=1-2811
OG0003200	YOR051C	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-5.71-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-5.71&CDS=1-1386
OG0003201	YOR052C	snap_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-5.34-mRNA-1_1&gene=snap_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-5.34&CDS=1-321
OG0003202	YOR056C	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-5.68-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-5.68&CDS=1-1536
OG0003203	YOR057W	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-5.86-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-5.86&CDS=1-1233
OG0003204	YOR058C	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-5.67-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-5.67&CDS=1-2337
OG0003205	YOR059C	maker-NODE_30_length_41900_cov_31.1864_ID_59-augustus-gene-0.35-mRNA-1_1&gene=maker-NODE_30_length_41900_cov_31.1864_ID_59-augustus-gene-0.35&CDS=1-1398
OG0003206	YOR063W	augustus_masked-NODE_16_length_279875_cov_21.5789_ID_31-processed-gene-1.51-mRNA-1_1&gene=augustus_masked-NODE_16_length_279875_cov_21.5789_ID_31-processed-gene-1.51&CDS=1-1167
OG0003207	YOR065W	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-2.21&CDS=1-906
OG0003208	YOR067C	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-2.20-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-2.20&CDS=1-1419
OG0003209	YOR069W	snap_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-2.128-mRNA-1_1&gene=snap_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-2.128&CDS=1-1776
OG0003210	YOR073W	augustus_masked-NODE_22_length_186515_cov_21.886_ID_43-processed-gene-0.251-mRNA-1_1&gene=augustus_masked-NODE_22_length_186515_cov_21.886_ID_43-processed-gene-0.251&CDS=1-1989
OG0003211	YOR074C	augustus_masked-NODE_22_length_186515_cov_21.886_ID_43-processed-gene-0.213-mRNA-1_1&gene=augustus_masked-NODE_22_length_186515_cov_21.886_ID_43-processed-gene-0.213&CDS=1-903
OG0003212	YOR075W	augustus_masked-NODE_22_length_186515_cov_21.886_ID_43-processed-gene-0.248-mRNA-1_1&gene=augustus_masked-NODE_22_length_186515_cov_21.886_ID_43-processed-gene-0.248&CDS=1-936
OG0003213	YOR077W	snap_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-2.121-mRNA-1_1&gene=snap_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-2.121&CDS=1-741
OG0003214	YOR080W	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-2.13-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-2.13&CDS=1-1275
OG0003215	YOR084W	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-5.84-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-5.84&CDS=1-2058
OG0003216	YOR086C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-3.21&CDS=1-3519
OG0003217	YOR087W	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-2.10&CDS=1-1971
OG0003218	YOR089C	maker-NODE_18_length_257630_cov_25.7881_ID_35-augustus-gene-1.4-mRNA-1_1&gene=maker-NODE_18_length_257630_cov_25.7881_ID_35-augustus-gene-1.4&CDS=1-627
OG0003219	YOR090C	augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.194-mRNA-1_1&gene=augustus_masked-NODE_18_length_257630_cov_25.7881_ID_35-processed-gene-1.194&CDS=1-1710
OG0003220	YOR091W	augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-0.72&CDS=1-1146
OG0003221	YOR093C	augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-3.1-mRNA-1_1&gene=augustus_masked-NODE_6_length_737178_cov_21.3816_ID_11-processed-gene-3.1&CDS=1-4440
OG0003222	YOR095C	augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-0.70&CDS=1-762
OG0003223	YOR099W	augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-5.128-mRNA-1_1&gene=augustus_masked-NODE_4_length_770689_cov_28.8974_ID_7-processed-gene-5.128&CDS=1-1227
OG0003224	YOR100C	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-3.114&CDS=1-870
OG0003225	YOR101W	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-2.114-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-2.114&CDS=1-786
OG0003226	YOR103C	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-2.131-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-2.131&CDS=1-345
OG0003227	YOR104W	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-3.130-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-3.130&CDS=1-474
OG0003228	YOR106W	augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-NODE_8_length_699131_cov_28.927_ID_15-processed-gene-3.116&CDS=1-810
OG0003229	YOR107W	snap_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-0.11&CDS=1-990
OG0003230	YOR111W	maker-NODE_1_length_1500601_cov_22.1594_ID_1-augustus-gene-0.109-mRNA-1_1&gene=maker-NODE_1_length_1500601_cov_22.1594_ID_1-augustus-gene-0.109&CDS=1-633
OG0003231	YOR112W	maker-NODE_14_length_316299_cov_39.3557_ID_27-augustus-gene-2.182-mRNA-1_1&gene=maker-NODE_14_length_316299_cov_39.3557_ID_27-augustus-gene-2.182&CDS=1-2229
OG0003232	YOR113W	augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-2.45-mRNA-1_1&gene=augustus_masked-NODE_14_length_316299_cov_39.3557_ID_27-processed-gene-2.45&CDS=1-2118
OG0003233	YOR115C	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-2.21-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-2.21&CDS=1-621
OG0003234	YOR116C	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-6.53-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-6.53&CDS=1-4374
OG0003235	YOR117W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-6.7-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-6.7&CDS=1-1296
OG0003236	YOR118W	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-14.108-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-14.108&CDS=1-1692
OG0003237	YOR119C	augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-14.80-mRNA-1_1&gene=augustus_masked-NODE_1_length_1500601_cov_22.1594_ID_1-processed-gene-14.80&CDS=1-1524
OG0003238	YOR120W	augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-4.101-mRNA-1_1&gene=augustus_masked-NODE_9_length_624420_cov_24.2558_ID_17-processed-gene-4.101&CDS=1-936
OG0003239	YOR122C	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-8.31-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-8.31&CDS=1-378
OG0003240	YOR123C	augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-1.70&CDS=1-1299
OG0003241	YOR124C	augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NODE_11_length_385550_cov_34.4682_ID_21-processed-gene-1.86&CDS=1-3750
OG0003242	YOR125C	maker-NODE_11_length_385550_cov_34.4682_ID_21-augustus-gene-2.88-mRNA-1_1&gene=maker-NODE_11_length_385550_cov_34.4682_ID_21-augustus-gene-2.88&CDS=1-1902
OG0003243	YOR126C	snap_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-8.128-mRNA-1_1&gene=snap_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-8.128&CDS=1-732
OG0003244	YOR128C	augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-3.52-mRNA-1_1&gene=augustus_masked-NODE_3_length_939491_cov_21.5647_ID_5-processed-gene-3.52&CDS=1-1677
OG0003245	YOR129C	augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-5.94-mRNA-1_1&gene=augustus_masked-NODE_2_length_1027597_cov_21.5416_ID_3-processed-gene-5.94&CDS=1-1986
OG0003246	YOR130C	maker-NODE_2_length_1027597_cov_21.5416_ID_3-augustus-gene-5.56-mRNA-1_1&gene=maker-NODE_2_length_1027597_cov_21.5416_ID_3-augustus-gene-5.56&CDS=1-903
