	Saccharomyces_cerevisiae	yHMPu5000034612_Saturnispora_saitoi
OG0002332	YML072C	augustus_masked-flattened_line_0-processed-gene-9.31-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.31&CDS=1-5175
OG0002333	YML076C	augustus_masked-flattened_line_10-processed-gene-0.12-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-0.12&CDS=1-2334
OG0002334	YML079W	augustus_masked-flattened_line_12-processed-gene-3.61-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.61&CDS=1-603
OG0002335	YML080W	augustus_masked-flattened_line_2-processed-gene-3.114-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.114&CDS=1-1317
OG0002336	YML081C-A	augustus_masked-flattened_line_4-processed-gene-1.22-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-1.22&CDS=1-201
OG0002337	YML086C	maker-flattened_line_16-augustus-gene-3.3-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-3.3&CDS=1-3132
OG0002338	YML088W	augustus_masked-flattened_line_4-processed-gene-4.5-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.5&CDS=1-2487
OG0002339	YML092C	augustus_masked-flattened_line_6-processed-gene-3.22-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.22&CDS=1-732
OG0002340	YML093W	augustus_masked-flattened_line_27-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.15&CDS=1-2775
OG0002341	YML094W	snap_masked-flattened_line_0-processed-gene-3.164-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-3.164&CDS=1-450
OG0002342	YML095C	snap_masked-flattened_line_0-processed-gene-2.134-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.134&CDS=1-981
OG0002343	YML097C	augustus_masked-flattened_line_14-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.39&CDS=1-1866
OG0002344	YML098W	augustus_masked-flattened_line_2-processed-gene-5.45-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-5.45&CDS=1-426
OG0002345	YML099C	maker-flattened_line_2-snap-gene-5.154-mRNA-1_1&gene=maker-flattened_line_2-snap-gene-5.154&CDS=1-4638
OG0002346	YML102W	augustus_masked-flattened_line_4-processed-gene-3.9-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.9&CDS=1-1851
OG0002347	YML103C	snap_masked-flattened_line_8-processed-gene-0.136-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-0.136&CDS=1-4923
OG0002348	YML105C	augustus_masked-flattened_line_2-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.63&CDS=1-777
OG0002349	YML108W	augustus_masked-flattened_line_51-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-flattened_line_51-processed-gene-0.104&CDS=1-477
OG0002350	YML110C	augustus_masked-flattened_line_45-processed-gene-0.118-mRNA-1_1&gene=augustus_masked-flattened_line_45-processed-gene-0.118&CDS=1-828
OG0002351	YML114C	augustus_masked-flattened_line_55-processed-gene-0.85-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.85&CDS=1-1524
OG0002352	YML121W	augustus_masked-flattened_line_2-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-3.118&CDS=1-1011
OG0002353	YML123C	maker-flattened_line_31-snap-gene-0.200-mRNA-1_1&gene=maker-flattened_line_31-snap-gene-0.200&CDS=1-3342
OG0002354	YML125C	augustus_masked-flattened_line_4-processed-gene-4.30-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.30&CDS=1-924
OG0002355	YML126C	augustus_masked-flattened_line_4-processed-gene-7.60-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.60&CDS=1-1335
OG0002356	YML129C	augustus_masked-flattened_line_41-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.121&CDS=1-207
OG0002357	YMR001C	augustus_masked-flattened_line_12-processed-gene-1.105-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.105&CDS=1-1968
OG0002358	YMR002W	augustus_masked-flattened_line_33-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-0.120&CDS=1-456
OG0002359	YMR003W	augustus_masked-flattened_line_22-processed-gene-2.210-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.210&CDS=1-1038
OG0002360	YMR004W	augustus_masked-flattened_line_25-processed-gene-1.199-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.199&CDS=1-1395
OG0002361	YMR005W	augustus_masked-flattened_line_12-processed-gene-3.93-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.93&CDS=1-759
OG0002362	YMR009W	augustus_masked-flattened_line_8-processed-gene-3.132-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-3.132&CDS=1-534
OG0002363	YMR010W	augustus_masked-flattened_line_27-processed-gene-1.55-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.55&CDS=1-1239
OG0002364	YMR013C	augustus_masked-flattened_line_12-processed-gene-2.73-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.73&CDS=1-2253
OG0002365	YMR014W	augustus_masked-flattened_line_20-processed-gene-2.224-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.224&CDS=1-1425
OG0002366	YMR015C	augustus_masked-flattened_line_12-processed-gene-4.200-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.200&CDS=1-1593
OG0002367	YMR022W	augustus_masked-flattened_line_4-processed-gene-0.145-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-0.145&CDS=1-504
OG0002368	YMR023C	augustus_masked-flattened_line_8-processed-gene-4.203-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-4.203&CDS=1-1491
OG0002369	YMR024W	augustus_masked-flattened_line_25-processed-gene-1.164-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-1.164&CDS=1-1062
OG0002370	YMR026C	augustus_masked-flattened_line_31-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-flattened_line_31-processed-gene-0.43&CDS=1-1155
OG0002371	YMR027W	augustus_masked-flattened_line_0-processed-gene-3.36-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.36&CDS=1-1383
OG0002372	YMR028W	augustus_masked-flattened_line_12-processed-gene-4.184-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.184&CDS=1-1137
OG0002373	YMR029C	snap_masked-flattened_line_2-processed-gene-3.46-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-3.46&CDS=1-1575
OG0002374	YMR033W	augustus_masked-flattened_line_2-processed-gene-4.147-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.147&CDS=1-1374
OG0002375	YMR035W	genemark-flattened_line_47-processed-gene-0.28-mRNA-1_1&gene=genemark-flattened_line_47-processed-gene-0.28&CDS=1-456
OG0002376	YMR036C	augustus_masked-flattened_line_47-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.55&CDS=1-978
OG0002377	YMR038C	augustus_masked-flattened_line_47-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.56&CDS=1-660
OG0002378	YMR041C	augustus_masked-flattened_line_0-processed-gene-5.160-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-5.160&CDS=1-966
OG0002379	YMR049C	augustus_masked-flattened_line_4-processed-gene-4.36-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.36&CDS=1-2496
OG0002380	YMR055C	augustus_masked-flattened_line_16-processed-gene-3.83-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.83&CDS=1-1026
OG0002381	YMR058W	augustus_masked-flattened_line_35-processed-gene-0.150-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.150&CDS=1-1950
OG0002382	YMR061W	augustus_masked-flattened_line_8-processed-gene-2.95-mRNA-1_1&gene=augustus_masked-flattened_line_8-processed-gene-2.95&CDS=1-1851
OG0002383	YMR062C	augustus_masked-flattened_line_2-processed-gene-8.188-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.188&CDS=1-1323
OG0002384	YMR063W	augustus_masked-flattened_line_37-processed-gene-0.165-mRNA-1_1&gene=augustus_masked-flattened_line_37-processed-gene-0.165&CDS=1-585
OG0002385	YMR066W	snap_masked-flattened_line_2-processed-gene-8.125-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-8.125&CDS=1-2652
OG0002386	YMR067C	augustus_masked-flattened_line_39-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.65&CDS=1-546
OG0002387	YMR068W	genemark-flattened_line_20-processed-gene-0.46-mRNA-1_1&gene=genemark-flattened_line_20-processed-gene-0.46&CDS=1-1332
OG0002388	YMR069W	augustus_masked-flattened_line_12-processed-gene-3.106-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.106&CDS=1-636
OG0002389	YMR071C	augustus_masked-flattened_line_20-processed-gene-0.4-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-0.4&CDS=1-495
OG0002390	YMR073C	snap_masked-flattened_line_4-processed-gene-3.125-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.125&CDS=1-456
OG0002391	YMR074C	augustus_masked-flattened_line_4-processed-gene-3.37-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.37&CDS=1-354
OG0002392	YMR075W	augustus_masked-flattened_line_2-processed-gene-8.157-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.157&CDS=1-1968
OG0002393	YMR076C	snap_masked-flattened_line_2-processed-gene-8.95-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-8.95&CDS=1-3858
OG0002394	YMR077C	augustus_masked-flattened_line_12-processed-gene-2.80-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.80&CDS=1-744
OG0002395	YMR078C	augustus_masked-flattened_line_4-processed-gene-4.29-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.29&CDS=1-2136
OG0002396	YMR079W	augustus_masked-flattened_line_41-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.99&CDS=1-906
OG0002397	YMR080C	augustus_masked-flattened_line_0-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.47&CDS=1-2934
OG0002398	YMR087W	augustus_masked-flattened_line_2-processed-gene-4.134-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-4.134&CDS=1-810
OG0002399	YMR089C	snap_masked-flattened_line_20-processed-gene-0.137-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-0.137&CDS=1-5376
OG0002400	YMR091C	augustus_masked-flattened_line_18-processed-gene-2.53-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-2.53&CDS=1-1281
OG0002401	YMR092C	augustus_masked-flattened_line_16-processed-gene-3.118-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-3.118&CDS=1-1776
OG0002402	YMR093W	maker-flattened_line_16-augustus-gene-1.1-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-1.1&CDS=1-2340
OG0002403	YMR097C	augustus_masked-flattened_line_10-processed-gene-2.63-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.63&CDS=1-906
OG0002404	YMR098C	augustus_masked-flattened_line_4-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.3&CDS=1-1473
OG0002405	YMR099C	augustus_masked-flattened_line_14-processed-gene-0.54-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.54&CDS=1-891
OG0002406	YMR105C	augustus_masked-flattened_line_4-processed-gene-4.15-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.15&CDS=1-1701
OG0002407	YMR108W	augustus_masked-flattened_line_12-processed-gene-3.104-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-3.104&CDS=1-2034
OG0002408	YMR117C	augustus_masked-flattened_line_4-processed-gene-5.19-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-5.19&CDS=1-612
OG0002409	YMR120C	augustus_masked-flattened_line_0-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-4.59&CDS=1-1773
OG0002410	YMR125W	snap_masked-flattened_line_0-processed-gene-4.32-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-4.32&CDS=1-3147
OG0002411	YMR128W	augustus_masked-flattened_line_35-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-flattened_line_35-processed-gene-0.115&CDS=1-5373
OG0002412	YMR129W	augustus_masked-flattened_line_2-processed-gene-8.140-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-8.140&CDS=1-3759
OG0002413	YMR131C	augustus_masked-flattened_line_22-processed-gene-1.161-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-1.161&CDS=1-1509
OG0002414	YMR134W	augustus_masked-flattened_line_55-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.77&CDS=1-657
OG0002415	YMR140W	snap_masked-flattened_line_4-processed-gene-3.106-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.106&CDS=1-918
OG0002416	YMR146C	augustus_masked-flattened_line_0-processed-gene-9.21-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-9.21&CDS=1-1068
OG0002417	YMR150C	augustus_masked-flattened_line_27-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-0.27&CDS=1-597
OG0002418	YMR152W	augustus_masked-flattened_line_6-processed-gene-3.69-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-3.69&CDS=1-1098
OG0002419	YMR155W	augustus_masked-flattened_line_0-processed-gene-2.81-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.81&CDS=1-1407
OG0002420	YMR158W	augustus_masked-flattened_line_0-processed-gene-8.155-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.155&CDS=1-471
OG0002421	YMR161W	augustus_masked-flattened_line_10-processed-gene-4.28-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.28&CDS=1-1041
OG0002422	YMR162C	genemark-flattened_line_0-processed-gene-4.96-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-4.96&CDS=1-4896
OG0002423	YMR165C	maker-flattened_line_0-snap-gene-6.135-mRNA-1_1&gene=maker-flattened_line_0-snap-gene-6.135&CDS=1-4272
OG0002424	YMR167W	maker-flattened_line_2-augustus-gene-0.46-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-0.46&CDS=1-3600
OG0002425	YMR171C	augustus_masked-flattened_line_2-processed-gene-6.49-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-6.49&CDS=1-1425
OG0002426	YMR179W	augustus_masked-flattened_line_23-processed-gene-1.284-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.284&CDS=1-2025
OG0002427	YMR185W	augustus_masked-flattened_line_22-processed-gene-2.189-mRNA-1_1&gene=augustus_masked-flattened_line_22-processed-gene-2.189&CDS=1-2754
OG0002428	YMR188C	augustus_masked-flattened_line_16-processed-gene-2.29-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-2.29&CDS=1-738
OG0002429	YMR189W	maker-flattened_line_33-augustus-gene-0.59-mRNA-1_1&gene=maker-flattened_line_33-augustus-gene-0.59&CDS=1-3987
OG0002430	YMR190C	snap_masked-flattened_line_10-processed-gene-2.84-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-2.84&CDS=1-4059
OG0002431	YMR193W	maker-flattened_line_8-augustus-gene-4.182-mRNA-1_1&gene=maker-flattened_line_8-augustus-gene-4.182&CDS=1-4374
OG0002432	YMR194C-B	genemark-flattened_line_8-processed-gene-4.151-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-4.151&CDS=1-183
OG0002433	YMR196W	augustus_masked-flattened_line_2-processed-gene-2.42-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.42&CDS=1-3147
OG0002434	YMR197C	augustus_masked-flattened_line_2-processed-gene-2.65-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.65&CDS=1-633
OG0002435	YMR200W	augustus_masked-flattened_line_4-processed-gene-7.22-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.22&CDS=1-774
OG0002436	YMR201C	snap_masked-flattened_line_33-processed-gene-0.43-mRNA-1_1&gene=snap_masked-flattened_line_33-processed-gene-0.43&CDS=1-981
OG0002437	YMR202W	augustus_masked-flattened_line_41-processed-gene-0.124-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.124&CDS=1-663
OG0002438	YMR203W	augustus_masked-flattened_line_55-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.86&CDS=1-1149
OG0002439	YMR208W	maker-flattened_line_10-augustus-gene-1.6-mRNA-1_1&gene=maker-flattened_line_10-augustus-gene-1.6&CDS=1-1278
OG0002440	YMR209C	augustus_masked-flattened_line_10-processed-gene-1.38-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.38&CDS=1-1260
OG0002441	YMR210W	snap_masked-flattened_line_29-processed-gene-0.99-mRNA-1_1&gene=snap_masked-flattened_line_29-processed-gene-0.99&CDS=1-1293
OG0002442	YMR211W	augustus_masked-flattened_line_39-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-flattened_line_39-processed-gene-0.42&CDS=1-1227
OG0002443	YMR212C	snap_masked-flattened_line_4-processed-gene-3.114-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-3.114&CDS=1-2529
OG0002444	YMR213W	genemark-flattened_line_4-processed-gene-3.71-mRNA-1_1&gene=genemark-flattened_line_4-processed-gene-3.71&CDS=1-1608
OG0002445	YMR214W	maker-flattened_line_2-augustus-gene-4.54-mRNA-1_1&gene=maker-flattened_line_2-augustus-gene-4.54&CDS=1-1404
OG0002446	YMR215W	augustus_masked-flattened_line_12-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-0.23&CDS=1-3087
OG0002447	YMR217W	augustus_masked-flattened_line_10-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-1.39&CDS=1-1581
OG0002448	YMR218C	snap_masked-flattened_line_20-processed-gene-2.175-mRNA-1_1&gene=snap_masked-flattened_line_20-processed-gene-2.175&CDS=1-3513
OG0002449	YMR220W	augustus_masked-flattened_line_27-processed-gene-1.40-mRNA-1_1&gene=augustus_masked-flattened_line_27-processed-gene-1.40&CDS=1-1395
OG0002450	YMR223W	augustus_masked-flattened_line_10-processed-gene-4.61-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.61&CDS=1-1551
OG0002451	YMR224C	augustus_masked-flattened_line_4-processed-gene-4.23-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.23&CDS=1-4986
OG0002452	YMR227C	augustus_masked-flattened_line_20-processed-gene-2.203-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.203&CDS=1-1767
OG0002453	YMR228W	augustus_masked-flattened_line_20-processed-gene-2.242-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.242&CDS=1-1095
OG0002454	YMR229C	augustus_masked-flattened_line_14-processed-gene-1.49-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-1.49&CDS=1-5088
OG0002455	YMR234W	augustus_masked-flattened_line_2-processed-gene-2.28-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.28&CDS=1-894
OG0002456	YMR235C	maker-flattened_line_23-augustus-gene-1.321-mRNA-1_1&gene=maker-flattened_line_23-augustus-gene-1.321&CDS=1-1608
OG0002457	YMR236W	augustus_masked-flattened_line_14-processed-gene-3.60-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-3.60&CDS=1-405
OG0002458	YMR240C	augustus_masked-flattened_line_10-processed-gene-4.44-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.44&CDS=1-1455
OG0002459	YMR241W	augustus_masked-flattened_line_25-processed-gene-0.88-mRNA-1_1&gene=augustus_masked-flattened_line_25-processed-gene-0.88&CDS=1-897
OG0002460	YMR243C	augustus_masked-flattened_line_20-processed-gene-2.247-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.247&CDS=1-1395
OG0002461	YMR244W	augustus_masked-flattened_line_20-processed-gene-2.248-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-2.248&CDS=1-951
OG0002462	YMR247C	augustus_masked-flattened_line_0-processed-gene-2.52-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.52&CDS=1-4578
OG0002463	YMR250W	augustus_masked-flattened_line_33-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_33-processed-gene-0.123&CDS=1-1830
OG0002464	YMR256C	augustus_masked-flattened_line_0-processed-gene-3.17-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-3.17&CDS=1-264
OG0002465	YMR259C	augustus_masked-flattened_line_12-processed-gene-4.162-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.162&CDS=1-4683
OG0002466	YMR260C	augustus_masked-flattened_line_12-processed-gene-4.161-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-4.161&CDS=1-456
OG0002467	YMR262W	augustus_masked-flattened_line_10-processed-gene-3.28-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-3.28&CDS=1-2241
OG0002468	YMR269W	augustus_masked-flattened_line_12-processed-gene-2.100-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.100&CDS=1-585
OG0002469	YMR272C	augustus_masked-flattened_line_10-processed-gene-2.36-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-2.36&CDS=1-1131
OG0002470	YMR276W	augustus_masked-flattened_line_2-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-2.25&CDS=1-1062
OG0002471	YMR277W	augustus_masked-flattened_line_55-processed-gene-0.84-mRNA-1_1&gene=augustus_masked-flattened_line_55-processed-gene-0.84&CDS=1-2175
OG0002472	YMR278W	maker-flattened_line_16-augustus-gene-3.1-mRNA-1_1&gene=maker-flattened_line_16-augustus-gene-3.1&CDS=1-2898
OG0002473	YMR280C	augustus_masked-flattened_line_23-processed-gene-1.231-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.231&CDS=1-3303
OG0002474	YMR281W	genemark-flattened_line_12-processed-gene-3.161-mRNA-1_1&gene=genemark-flattened_line_12-processed-gene-3.161&CDS=1-930
OG0002475	YMR283C	augustus_masked-flattened_line_23-processed-gene-1.244-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.244&CDS=1-1326
OG0002476	YMR284W	augustus_masked-flattened_line_0-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.31&CDS=1-1785
OG0002477	YMR285C	augustus_masked-flattened_line_12-processed-gene-1.120-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-1.120&CDS=1-1452
OG0002478	YMR286W	augustus_masked-flattened_line_12-processed-gene-2.82-mRNA-1_1&gene=augustus_masked-flattened_line_12-processed-gene-2.82&CDS=1-258
OG0002479	YMR287C	snap_masked-flattened_line_6-processed-gene-1.83-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.83&CDS=1-3075
OG0002480	YMR288W	augustus_masked-flattened_line_4-processed-gene-7.59-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-7.59&CDS=1-3282
OG0002481	YMR289W	augustus_masked-flattened_line_4-processed-gene-3.32-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-3.32&CDS=1-924
OG0002482	YMR290C	augustus_masked-flattened_line_23-processed-gene-1.245-mRNA-1_1&gene=augustus_masked-flattened_line_23-processed-gene-1.245&CDS=1-1683
OG0002483	YMR292W	augustus_masked-flattened_line_43-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.123&CDS=1-417
OG0002484	YMR293C	augustus_masked-flattened_line_43-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-flattened_line_43-processed-gene-0.96&CDS=1-1440
OG0002485	YMR294W	snap_masked-flattened_line_27-processed-gene-1.93-mRNA-1_1&gene=snap_masked-flattened_line_27-processed-gene-1.93&CDS=1-1092
OG0002486	YMR295C	augustus_masked-flattened_line_20-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-flattened_line_20-processed-gene-1.109&CDS=1-483
OG0002487	YMR296C	augustus_masked-flattened_line_41-processed-gene-0.117-mRNA-1_1&gene=augustus_masked-flattened_line_41-processed-gene-0.117&CDS=1-1674
OG0002488	YMR297W	maker-flattened_line_6-augustus-gene-4.70-mRNA-1_1&gene=maker-flattened_line_6-augustus-gene-4.70&CDS=1-4719
OG0002489	YMR300C	augustus_masked-flattened_line_2-processed-gene-1.36-mRNA-1_1&gene=augustus_masked-flattened_line_2-processed-gene-1.36&CDS=1-1647
OG0002490	YMR301C	augustus_masked-flattened_line_10-processed-gene-4.65-mRNA-1_1&gene=augustus_masked-flattened_line_10-processed-gene-4.65&CDS=1-2121
OG0002491	YMR302C	augustus_masked-flattened_line_6-processed-gene-4.188-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-4.188&CDS=1-2427
OG0002492	YMR304W	augustus_masked-flattened_line_6-processed-gene-5.84-mRNA-1_1&gene=augustus_masked-flattened_line_6-processed-gene-5.84&CDS=1-3690
OG0002493	YMR307W	maker-flattened_line_0-augustus-gene-6.89-mRNA-1_1&gene=maker-flattened_line_0-augustus-gene-6.89&CDS=1-3315
OG0002494	YMR308C	augustus_masked-flattened_line_0-processed-gene-6.37-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-6.37&CDS=1-3276
OG0002495	YMR311C	augustus_masked-flattened_line_16-processed-gene-1.106-mRNA-1_1&gene=augustus_masked-flattened_line_16-processed-gene-1.106&CDS=1-573
OG0002496	YMR314W	augustus_masked-flattened_line_0-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-0.8&CDS=1-807
OG0002497	YMR315W	augustus_masked-flattened_line_0-processed-gene-8.124-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-8.124&CDS=1-1056
OG0002498	YNL001W	maker-flattened_line_23-augustus-gene-1.317-mRNA-1_1&gene=maker-flattened_line_23-augustus-gene-1.317&CDS=1-2205
OG0002499	YNL003C	augustus_masked-flattened_line_18-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-flattened_line_18-processed-gene-0.91&CDS=1-864
OG0002500	YNL005C	augustus_masked-flattened_line_47-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_47-processed-gene-0.64&CDS=1-1095
OG0002501	YNL006W	augustus_masked-flattened_line_4-processed-gene-4.40-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.40&CDS=1-924
OG0002502	YNL007C	augustus_masked-flattened_line_4-processed-gene-4.41-mRNA-1_1&gene=augustus_masked-flattened_line_4-processed-gene-4.41&CDS=1-1044
