	Saccharomyces_cerevisiae	yHMPu5000034637_Ogataea_populiabae
OG0003032	YOR150W	augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.114&CDS=1-528
OG0003033	YOR151C	augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.82-mRNA-1_1&gene=augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.82&CDS=1-3831
OG0003034	YOR154W	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-1.70-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-1.70&CDS=1-2190
OG0003035	YOR155C	augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.80&CDS=1-1284
OG0003036	YOR157C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-10.154-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-10.154&CDS=1-810
OG0003037	YOR158W	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.114-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.114&CDS=1-972
OG0003038	YOR159C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-4.165-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-4.165&CDS=1-264
OG0003039	YOR160W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-4.147-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-4.147&CDS=1-2892
OG0003040	YOR161C	augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-3.45-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-3.45&CDS=1-1587
OG0003041	YOR163W	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-6.150-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-6.150&CDS=1-696
OG0003042	YOR164C	maker-NODE_3_length_894456_cov_15.2133_ID_5-augustus-gene-6.69-mRNA-1_1&gene=maker-NODE_3_length_894456_cov_15.2133_ID_5-augustus-gene-6.69&CDS=1-984
OG0003043	YOR165W	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-6.151-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-6.151&CDS=1-2355
OG0003044	YOR168W	snap_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.209-mRNA-1_1&gene=snap_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.209&CDS=1-2412
OG0003045	YOR174W	snap_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-0.32-mRNA-1_1&gene=snap_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-0.32&CDS=1-867
OG0003046	YOR175C	augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-0.56-mRNA-1_1&gene=augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-0.56&CDS=1-1872
OG0003047	YOR176W	augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-0.82&CDS=1-1170
OG0003048	YOR181W	augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-1.76&CDS=1-1959
OG0003049	YOR184W	augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.87-mRNA-1_1&gene=augustus_masked-NODE_14_length_243586_cov_13.9326_ID_27-processed-gene-1.87&CDS=1-1167
OG0003050	YOR187W	maker-NODE_10_length_408946_cov_13.6332_ID_19-snap-gene-0.131-mRNA-1_1&gene=maker-NODE_10_length_408946_cov_13.6332_ID_19-snap-gene-0.131&CDS=1-4929
OG0003051	YOR188W	maker-NODE_10_length_408946_cov_13.6332_ID_19-augustus-gene-0.135-mRNA-1_1&gene=maker-NODE_10_length_408946_cov_13.6332_ID_19-augustus-gene-0.135&CDS=1-3393
OG0003052	YOR191W	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.146-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.146&CDS=1-3447
OG0003053	YOR194C	maker-NODE_3_length_894456_cov_15.2133_ID_5-augustus-gene-7.205-mRNA-1_1&gene=maker-NODE_3_length_894456_cov_15.2133_ID_5-augustus-gene-7.205&CDS=1-837
OG0003054	YOR195W	snap_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.240-mRNA-1_1&gene=snap_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.240&CDS=1-2532
OG0003055	YOR196C	augustus_masked-NODE_19_length_183615_cov_21.9941_ID_37-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_19_length_183615_cov_21.9941_ID_37-processed-gene-0.6&CDS=1-1209
OG0003056	YOR197W	maker-NODE_4_length_820312_cov_17.3491_ID_7-augustus-gene-3.90-mRNA-1_1&gene=maker-NODE_4_length_820312_cov_17.3491_ID_7-augustus-gene-3.90&CDS=1-4011
OG0003057	YOR198C	snap_masked-NODE_19_length_183615_cov_21.9941_ID_37-processed-gene-0.132-mRNA-1_1&gene=snap_masked-NODE_19_length_183615_cov_21.9941_ID_37-processed-gene-0.132&CDS=1-1401
OG0003058	YOR201C	genemark-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-1.18-mRNA-1_1&gene=genemark-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-1.18&CDS=1-1164
OG0003059	YOR202W	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-1.91&CDS=1-708
OG0003060	YOR204W	augustus_masked-NODE_17_length_220167_cov_16.221_ID_33-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NODE_17_length_220167_cov_16.221_ID_33-processed-gene-1.86&CDS=1-1812
OG0003061	YOR205C	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-1.59-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-1.59&CDS=1-1764
OG0003062	YOR206W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-9.7-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-9.7&CDS=1-2037
OG0003063	YOR207C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-9.6-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-9.6&CDS=1-3483
OG0003064	YOR209C	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-2.7-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-2.7&CDS=1-1242
OG0003065	YOR210W	maker-NODE_5_length_761125_cov_17.9616_ID_9-snap-gene-2.87-mRNA-1_1&gene=maker-NODE_5_length_761125_cov_17.9616_ID_9-snap-gene-2.87&CDS=1-714
OG0003066	YOR211C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-7.66-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-7.66&CDS=1-4197
OG0003067	YOR212W	genemark-NODE_18_length_187269_cov_19.0248_ID_35-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_18_length_187269_cov_19.0248_ID_35-processed-gene-0.20&CDS=1-1266
OG0003068	YOR215C	augustus_masked-NODE_23_length_158099_cov_13.2561_ID_45-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_23_length_158099_cov_13.2561_ID_45-processed-gene-0.116&CDS=1-597
OG0003069	YOR216C	augustus_masked-NODE_23_length_158099_cov_13.2561_ID_45-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_23_length_158099_cov_13.2561_ID_45-processed-gene-0.114&CDS=1-1524
OG0003070	YOR217W	maker-NODE_29_length_75141_cov_29.9276_ID_57-augustus-gene-0.75-mRNA-1_1&gene=maker-NODE_29_length_75141_cov_29.9276_ID_57-augustus-gene-0.75&CDS=1-2577
OG0003071	YOR221C	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-1.39&CDS=1-1065
OG0003072	YOR223W	augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-2.203-mRNA-1_1&gene=augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-2.203&CDS=1-888
OG0003073	YOR224C	augustus_masked-NODE_19_length_183615_cov_21.9941_ID_37-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_19_length_183615_cov_21.9941_ID_37-processed-gene-0.9&CDS=1-444
OG0003074	YOR232W	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.70-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-3.70&CDS=1-705
OG0003075	YOR238W	augustus_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.116-mRNA-1_1&gene=augustus_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.116&CDS=1-873
OG0003076	YOR239W	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-1.64&CDS=1-960
OG0003077	YOR241W	snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-5.140-mRNA-1_1&gene=snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-5.140&CDS=1-1554
OG0003078	YOR242C	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.129-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.129&CDS=1-2706
OG0003079	YOR243C	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.128-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.128&CDS=1-2040
OG0003080	YOR246C	augustus_masked-NODE_20_length_170422_cov_25.4208_ID_39-processed-gene-0.246-mRNA-1_1&gene=augustus_masked-NODE_20_length_170422_cov_25.4208_ID_39-processed-gene-0.246&CDS=1-993
OG0003081	YOR249C	maker-NODE_3_length_894456_cov_15.2133_ID_5-augustus-gene-1.54-mRNA-1_1&gene=maker-NODE_3_length_894456_cov_15.2133_ID_5-augustus-gene-1.54&CDS=1-2478
OG0003082	YOR250C	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-4.60-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-4.60&CDS=1-1407
OG0003083	YOR251C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-9.66-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-9.66&CDS=1-957
OG0003084	YOR252W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-3.21-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-3.21&CDS=1-519
OG0003085	YOR253W	maker-NODE_8_length_626879_cov_16.4982_ID_15-augustus-gene-1.146-mRNA-1_1&gene=maker-NODE_8_length_626879_cov_16.4982_ID_15-augustus-gene-1.146&CDS=1-1359
OG0003086	YOR254C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-9.2-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-9.2&CDS=1-2031
OG0003087	YOR257W	maker-NODE_1_length_1154972_cov_14.4185_ID_1-augustus-gene-7.167-mRNA-1_1&gene=maker-NODE_1_length_1154972_cov_14.4185_ID_1-augustus-gene-7.167&CDS=1-486
OG0003088	YOR259C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-10.106-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-10.106&CDS=1-1326
OG0003089	YOR260W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-10.138-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-10.138&CDS=1-1425
OG0003090	YOR261C	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.152-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-7.152&CDS=1-1065
OG0003091	YOR262W	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-1.80-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-1.80&CDS=1-1122
OG0003092	YOR265W	augustus_masked-NODE_27_length_90343_cov_17.7527_ID_53-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_27_length_90343_cov_17.7527_ID_53-processed-gene-0.100&CDS=1-333
OG0003093	YOR267C	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.130-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.130&CDS=1-2049
OG0003094	YOR269W	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.131-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-6.131&CDS=1-1464
OG0003095	YOR271C	maker-NODE_9_length_486071_cov_15.0348_ID_17-augustus-gene-2.48-mRNA-1_1&gene=maker-NODE_9_length_486071_cov_15.0348_ID_17-augustus-gene-2.48&CDS=1-1887
OG0003096	YOR272W	augustus_masked-NODE_20_length_170422_cov_25.4208_ID_39-processed-gene-0.199-mRNA-1_1&gene=augustus_masked-NODE_20_length_170422_cov_25.4208_ID_39-processed-gene-0.199&CDS=1-1356
OG0003097	YOR273C	maker-NODE_29_length_75141_cov_29.9276_ID_57-augustus-gene-0.76-mRNA-1_1&gene=maker-NODE_29_length_75141_cov_29.9276_ID_57-augustus-gene-0.76&CDS=1-2820
OG0003098	YOR274W	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-4.90-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-4.90&CDS=1-1359
OG0003099	YOR275C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-6.53-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-6.53&CDS=1-2190
OG0003100	YOR278W	augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-0.63&CDS=1-786
OG0003101	YOR281C	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-0.6-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-0.6&CDS=1-780
OG0003102	YOR283W	augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-2.213-mRNA-1_1&gene=augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-2.213&CDS=1-690
OG0003103	YOR288C	augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-1.86-mRNA-1_1&gene=augustus_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-1.86&CDS=1-906
OG0003104	YOR289W	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-4.62-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-4.62&CDS=1-618
OG0003105	YOR291W	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-6.112-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-6.112&CDS=1-4317
OG0003106	YOR292C	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-6.141-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-6.141&CDS=1-939
OG0003107	YOR294W	maker-NODE_22_length_160228_cov_24.8447_ID_43-snap-gene-0.96-mRNA-1_1&gene=maker-NODE_22_length_160228_cov_24.8447_ID_43-snap-gene-0.96&CDS=1-609
OG0003108	YOR298C-A	augustus_masked-NODE_15_length_222653_cov_15.3866_ID_29-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_15_length_222653_cov_15.3866_ID_29-processed-gene-0.63&CDS=1-453
OG0003109	YOR298W	augustus_masked-NODE_15_length_222653_cov_15.3866_ID_29-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_15_length_222653_cov_15.3866_ID_29-processed-gene-0.89&CDS=1-813
OG0003110	YOR301W	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-3.14-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-3.14&CDS=1-1419
OG0003111	YOR303W	augustus_masked-NODE_17_length_220167_cov_16.221_ID_33-processed-gene-1.119-mRNA-1_1&gene=augustus_masked-NODE_17_length_220167_cov_16.221_ID_33-processed-gene-1.119&CDS=1-1293
OG0003112	YOR305W	augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-2.26-mRNA-1_1&gene=augustus_masked-NODE_9_length_486071_cov_15.0348_ID_17-processed-gene-2.26&CDS=1-969
OG0003113	YOR310C	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-2.23&CDS=1-1539
OG0003114	YOR311C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-7.40-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-7.40&CDS=1-1053
OG0003115	YOR313C	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-6.108-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-6.108&CDS=1-978
OG0003116	YOR317W	augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-2.214-mRNA-1_1&gene=augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-2.214&CDS=1-2106
OG0003117	YOR320C	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-4.152-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-4.152&CDS=1-1512
OG0003118	YOR322C	augustus_masked-NODE_24_length_128582_cov_13.8564_ID_47-processed-gene-0.86-mRNA-1_1&gene=augustus_masked-NODE_24_length_128582_cov_13.8564_ID_47-processed-gene-0.86&CDS=1-2193
OG0003119	YOR323C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-1.125-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-1.125&CDS=1-1335
OG0003120	YOR329C	augustus_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.105-mRNA-1_1&gene=augustus_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.105&CDS=1-1953
OG0003121	YOR330C	augustus_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.106&CDS=1-3453
OG0003122	YOR332W	snap_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.143-mRNA-1_1&gene=snap_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.143&CDS=1-690
OG0003123	YOR334W	snap_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.144-mRNA-1_1&gene=snap_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.144&CDS=1-1341
OG0003124	YOR335C	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-7.84-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-7.84&CDS=1-2874
OG0003125	YOR336W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-8.58-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-8.58&CDS=1-4389
OG0003126	YOR340C	augustus_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_26_length_116567_cov_18.2761_ID_51-processed-gene-0.78&CDS=1-918
OG0003127	YOR341W	maker-NODE_24_length_128582_cov_13.8564_ID_47-augustus-gene-0.123-mRNA-1_1&gene=maker-NODE_24_length_128582_cov_13.8564_ID_47-augustus-gene-0.123&CDS=1-8106
OG0003128	YOR344C	snap_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-6.27-mRNA-1_1&gene=snap_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-6.27&CDS=1-861
OG0003129	YOR346W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-9.85-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-9.85&CDS=1-3267
OG0003130	YOR349W	augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-NODE_7_length_745218_cov_17.2354_ID_13-processed-gene-2.9&CDS=1-3102
OG0003131	YOR351C	augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-3.88-mRNA-1_1&gene=augustus_masked-NODE_10_length_408946_cov_13.6332_ID_19-processed-gene-3.88&CDS=1-1422
OG0003132	YOR352W	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-3.97-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-3.97&CDS=1-1275
OG0003133	YOR355W	maker-NODE_3_length_894456_cov_15.2133_ID_5-snap-gene-5.45-mRNA-1_1&gene=maker-NODE_3_length_894456_cov_15.2133_ID_5-snap-gene-5.45&CDS=1-3156
OG0003134	YOR356W	maker-NODE_3_length_894456_cov_15.2133_ID_5-snap-gene-5.46-mRNA-1_1&gene=maker-NODE_3_length_894456_cov_15.2133_ID_5-snap-gene-5.46&CDS=1-4368
OG0003135	YOR357C	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-3.140-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-3.140&CDS=1-483
OG0003136	YOR358W	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-3.121&CDS=1-1047
OG0003137	YOR359W	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-5.119-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-5.119&CDS=1-1638
OG0003138	YOR361C	snap_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-4.1-mRNA-1_1&gene=snap_masked-NODE_5_length_761125_cov_17.9616_ID_9-processed-gene-4.1&CDS=1-2172
OG0003139	YOR362C	maker-NODE_9_length_486071_cov_15.0348_ID_17-snap-gene-3.218-mRNA-1_1&gene=maker-NODE_9_length_486071_cov_15.0348_ID_17-snap-gene-3.218&CDS=1-945
OG0003140	YOR368W	augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-0.78-mRNA-1_1&gene=augustus_masked-NODE_1_length_1154972_cov_14.4185_ID_1-processed-gene-0.78&CDS=1-1290
OG0003141	YOR369C	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-5.141-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-5.141&CDS=1-429
OG0003142	YOR370C	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-5.127-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-5.127&CDS=1-1836
OG0003143	YOR373W	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-5.120-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-5.120&CDS=1-3207
OG0003144	YOR374W	augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-5.121-mRNA-1_1&gene=augustus_masked-NODE_4_length_820312_cov_17.3491_ID_7-processed-gene-5.121&CDS=1-1557
OG0003145	YOR375C	augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-2.32-mRNA-1_1&gene=augustus_masked-NODE_6_length_754867_cov_17.4786_ID_11-processed-gene-2.32&CDS=1-1377
OG0003146	YOR378W	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-0.0&CDS=1-1572
OG0003147	YOR388C	augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-1.95-mRNA-1_1&gene=augustus_masked-NODE_3_length_894456_cov_15.2133_ID_5-processed-gene-1.95&CDS=1-1092
OG0003148	YPL002C	augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-1.121-mRNA-1_1&gene=augustus_masked-NODE_11_length_357998_cov_19.4779_ID_21-processed-gene-1.121&CDS=1-729
OG0003149	YPL003W	augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_8_length_626879_cov_16.4982_ID_15-processed-gene-0.26&CDS=1-1524
OG0003150	YPL006W	augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-6.23-mRNA-1_1&gene=augustus_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-6.23&CDS=1-3996
OG0003151	YPL008W	snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-9.152-mRNA-1_1&gene=snap_masked-NODE_2_length_1008495_cov_14.5864_ID_3-processed-gene-9.152&CDS=1-2538
OG0003152	YPL009C	augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.99&CDS=1-2958
OG0003153	YPL010W	augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-NODE_13_length_253365_cov_20.0969_ID_25-processed-gene-1.138&CDS=1-570
