	Saccharomyces_cerevisiae	yHMPu5000034903_Ogataea_naganishii
OG0002894	YNL251C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.81-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.81&CDS=1-1959
OG0002895	YNL252C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.63-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.63&CDS=1-852
OG0002896	YNL253W	snap_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-0.107-mRNA-1_1&gene=snap_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-0.107&CDS=1-1158
OG0002897	YNL256W	augustus_masked-NODE_21_length_176952_cov_79.863_ID_41-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_21_length_176952_cov_79.863_ID_41-processed-gene-0.92&CDS=1-2370
OG0002898	YNL259C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.54-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.54&CDS=1-222
OG0002899	YNL260C	genemark-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.147-mRNA-1_1&gene=genemark-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.147&CDS=1-501
OG0002900	YNL261W	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.16-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-4.16&CDS=1-1353
OG0002901	YNL262W	genemark-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.118-mRNA-1_1&gene=genemark-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.118&CDS=1-7836
OG0002902	YNL263C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.57-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.57&CDS=1-936
OG0002903	YNL265C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.50-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-6.50&CDS=1-864
OG0002904	YNL267W	augustus_masked-NODE_20_length_184659_cov_71.8452_ID_39-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-NODE_20_length_184659_cov_71.8452_ID_39-processed-gene-0.171&CDS=1-3015
OG0002905	YNL271C	augustus_masked-NODE_20_length_184659_cov_71.8452_ID_39-processed-gene-0.204-mRNA-1_1&gene=augustus_masked-NODE_20_length_184659_cov_71.8452_ID_39-processed-gene-0.204&CDS=1-5562
OG0002906	YNL272C	augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-0.95-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-0.95&CDS=1-2001
OG0002907	YNL273W	augustus_masked-NODE_20_length_184659_cov_71.8452_ID_39-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-NODE_20_length_184659_cov_71.8452_ID_39-processed-gene-0.205&CDS=1-3912
OG0002908	YNL274C	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-8.116-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-8.116&CDS=1-1032
OG0002909	YNL275W	genemark-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-7.66-mRNA-1_1&gene=genemark-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-7.66&CDS=1-1572
OG0002910	YNL277W	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-7.102-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-7.102&CDS=1-1554
OG0002911	YNL279W	genemark-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-3.78-mRNA-1_1&gene=genemark-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-3.78&CDS=1-2103
OG0002912	YNL280C	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-0.71&CDS=1-1572
OG0002913	YNL281W	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-5.103-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-5.103&CDS=1-450
OG0002914	YNL284C	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.76-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-2.76&CDS=1-912
OG0002915	YNL286W	augustus_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-1.28-mRNA-1_1&gene=augustus_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-1.28&CDS=1-1182
OG0002916	YNL287W	augustus_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-1.29-mRNA-1_1&gene=augustus_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-1.29&CDS=1-2853
OG0002917	YNL288W	maker-NODE_13_length_392829_cov_74.6598_ID_25-snap-gene-1.99-mRNA-1_1&gene=maker-NODE_13_length_392829_cov_74.6598_ID_25-snap-gene-1.99&CDS=1-3234
OG0002918	YNL289W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-5.30-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-5.30&CDS=1-1002
OG0002919	YNL290W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-10.44-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-10.44&CDS=1-987
OG0002920	YNL291C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-11.5-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-11.5&CDS=1-1746
OG0002921	YNL292W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-11.7-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-11.7&CDS=1-1248
OG0002922	YNL293W	snap_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-4.13-mRNA-1_1&gene=snap_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-4.13&CDS=1-1914
OG0002923	YNL294C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-4.133-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-4.133&CDS=1-1890
OG0002924	YNL297C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-11.6-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-11.6&CDS=1-5316
OG0002925	YNL307C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.216-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.216&CDS=1-1092
OG0002926	YNL308C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.239-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.239&CDS=1-1743
OG0002927	YNL310C	maker-NODE_5_length_775831_cov_75.5812_ID_9-augustus-gene-6.255-mRNA-1_1&gene=maker-NODE_5_length_775831_cov_75.5812_ID_9-augustus-gene-6.255&CDS=1-537
OG0002928	YNL312W	augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-2.3-mRNA-1_1&gene=augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-2.3&CDS=1-771
OG0002929	YNL313C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.238-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.238&CDS=1-2904
OG0002930	YNL315C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.197-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.197&CDS=1-957
OG0002931	YNL316C	genemark-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.27-mRNA-1_1&gene=genemark-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.27&CDS=1-1080
OG0002932	YNL317W	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-6.33-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-6.33&CDS=1-1356
OG0002933	YNL320W	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-0.61&CDS=1-966
OG0002934	YNL321W	genemark-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-0.102-mRNA-1_1&gene=genemark-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-0.102&CDS=1-3981
OG0002935	YNL323W	augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-0.61&CDS=1-1263
OG0002936	YNL325C	augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_15_length_358692_cov_73.9701_ID_29-processed-gene-0.51&CDS=1-3525
OG0002937	YNL326C	genemark-NODE_14_length_373348_cov_79.2154_ID_27-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_14_length_373348_cov_79.2154_ID_27-processed-gene-0.15&CDS=1-1095
OG0002938	YNL328C	augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-2.135-mRNA-1_1&gene=augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-2.135&CDS=1-441
OG0002939	YNL329C	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-1.50-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-1.50&CDS=1-3303
OG0002940	YNL330C	augustus_masked-NODE_14_length_373348_cov_79.2154_ID_27-processed-gene-0.90-mRNA-1_1&gene=augustus_masked-NODE_14_length_373348_cov_79.2154_ID_27-processed-gene-0.90&CDS=1-1623
OG0002941	YNR001C	maker-NODE_2_length_972366_cov_74.5479_ID_3-augustus-gene-3.56-mRNA-1_1&gene=maker-NODE_2_length_972366_cov_74.5479_ID_3-augustus-gene-3.56&CDS=1-1395
OG0002942	YNR003C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-10.14-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-10.14&CDS=1-972
OG0002943	YNR006W	augustus_masked-NODE_29_length_19420_cov_73.0436_ID_57-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_29_length_19420_cov_73.0436_ID_57-processed-gene-0.16&CDS=1-2223
OG0002944	YNR007C	augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-2.113-mRNA-1_1&gene=augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-2.113&CDS=1-1074
OG0002945	YNR008W	augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-2.137-mRNA-1_1&gene=augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-2.137&CDS=1-2070
OG0002946	YNR012W	augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-2.102-mRNA-1_1&gene=augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-2.102&CDS=1-1464
OG0002947	YNR015W	augustus_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-1.33-mRNA-1_1&gene=augustus_masked-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-1.33&CDS=1-1110
OG0002948	YNR016C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-3.56-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-3.56&CDS=1-6708
OG0002949	YNR017W	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-4.27-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-4.27&CDS=1-681
OG0002950	YNR018W	augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_8_length_584629_cov_73.3826_ID_15-processed-gene-0.75&CDS=1-606
OG0002951	YNR020C	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-7.126-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-7.126&CDS=1-729
OG0002952	YNR021W	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-7.129-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-7.129&CDS=1-1128
OG0002953	YNR026C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-3.15-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-3.15&CDS=1-2826
OG0002954	YNR029C	augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-5.271-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-5.271&CDS=1-1191
OG0002955	YNR030W	augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-5.227-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-5.227&CDS=1-1689
OG0002956	YNR032C-A	augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-4.163-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-4.163&CDS=1-219
OG0002957	YNR032W	augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-4.138-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-4.138&CDS=1-1053
OG0002958	YNR033W	augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-5.224-mRNA-1_1&gene=augustus_masked-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-5.224&CDS=1-2190
OG0002959	YNR035C	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-0.99&CDS=1-981
OG0002960	YNR036C	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-0.98&CDS=1-588
OG0002961	YNR037C	maker-NODE_6_length_768710_cov_73.8521_ID_11-augustus-gene-0.117-mRNA-1_1&gene=maker-NODE_6_length_768710_cov_73.8521_ID_11-augustus-gene-0.117&CDS=1-273
OG0002962	YNR038W	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-0.97-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-0.97&CDS=1-2037
OG0002963	YNR039C	augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-4.139-mRNA-1_1&gene=augustus_masked-NODE_9_length_518950_cov_71.5829_ID_17-processed-gene-4.139&CDS=1-2142
OG0002964	YNR041C	augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-NODE_12_length_396418_cov_70.9058_ID_23-processed-gene-2.18&CDS=1-1161
OG0002965	YNR043W	maker-NODE_7_length_679996_cov_70.6581_ID_13-augustus-gene-5.301-mRNA-1_1&gene=maker-NODE_7_length_679996_cov_70.6581_ID_13-augustus-gene-5.301&CDS=1-2004
OG0002966	YNR046W	genemark-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-1.23-mRNA-1_1&gene=genemark-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-1.23&CDS=1-375
OG0002967	YNR050C	augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-0.74-mRNA-1_1&gene=augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-0.74&CDS=1-1335
OG0002968	YNR052C	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-8.157-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-8.157&CDS=1-1602
OG0002969	YNR053C	maker-NODE_10_length_515802_cov_76.8733_ID_19-augustus-gene-2.104-mRNA-1_1&gene=maker-NODE_10_length_515802_cov_76.8733_ID_19-augustus-gene-2.104&CDS=1-1623
OG0002970	YNR054C	snap_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-0.123&CDS=1-1131
OG0002971	YOL001W	genemark-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_13_length_392829_cov_74.6598_ID_25-processed-gene-0.34&CDS=1-1011
OG0002972	YOL002C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-4.126-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-4.126&CDS=1-1014
OG0002973	YOL003C	augustus_masked-NODE_24_length_91208_cov_71.2268_ID_47-processed-gene-0.58-mRNA-1_1&gene=augustus_masked-NODE_24_length_91208_cov_71.2268_ID_47-processed-gene-0.58&CDS=1-1299
OG0002974	YOL004W	maker-NODE_24_length_91208_cov_71.2268_ID_47-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_24_length_91208_cov_71.2268_ID_47-snap-gene-0.3&CDS=1-5232
OG0002975	YOL005C	augustus_masked-NODE_24_length_91208_cov_71.2268_ID_47-processed-gene-0.59-mRNA-1_1&gene=augustus_masked-NODE_24_length_91208_cov_71.2268_ID_47-processed-gene-0.59&CDS=1-372
OG0002976	YOL006C	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-6.53-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-6.53&CDS=1-2259
OG0002977	YOL008W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-13.126-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-13.126&CDS=1-561
OG0002978	YOL009C	maker-NODE_1_length_1633205_cov_71.5147_ID_1-augustus-gene-13.89-mRNA-1_1&gene=maker-NODE_1_length_1633205_cov_71.5147_ID_1-augustus-gene-13.89&CDS=1-2262
OG0002979	YOL010W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-13.128-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-13.128&CDS=1-1092
OG0002980	YOL011W	augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-2.121-mRNA-1_1&gene=augustus_masked-NODE_11_length_432301_cov_74.1502_ID_21-processed-gene-2.121&CDS=1-1941
OG0002981	YOL012C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-3.134-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-3.134&CDS=1-396
OG0002982	YOL013C	augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-3.159-mRNA-1_1&gene=augustus_masked-NODE_3_length_860372_cov_71.9849_ID_5-processed-gene-3.159&CDS=1-1443
OG0002983	YOL019W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-5.21-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-5.21&CDS=1-1686
OG0002984	YOL021C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-1.81-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-1.81&CDS=1-2940
OG0002985	YOL022C	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-5.63-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-5.63&CDS=1-1317
OG0002986	YOL023W	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-1.85-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-1.85&CDS=1-2424
OG0002987	YOL030W	augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-0.39&CDS=1-1365
OG0002988	YOL031C	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-6.45-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-6.45&CDS=1-1680
OG0002989	YOL032W	augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-1.1&CDS=1-672
OG0002990	YOL033W	augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-1.13&CDS=1-1689
OG0002991	YOL034W	augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-1.15-mRNA-1_1&gene=augustus_masked-NODE_10_length_515802_cov_76.8733_ID_19-processed-gene-1.15&CDS=1-3264
OG0002992	YOL038W	maker-NODE_16_length_269614_cov_67.8004_ID_31-snap-gene-0.0-mRNA-1_1&gene=maker-NODE_16_length_269614_cov_67.8004_ID_31-snap-gene-0.0&CDS=1-1146
OG0002993	YOL040C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-0.16&CDS=1-420
OG0002994	YOL041C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-1.107-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-1.107&CDS=1-1344
OG0002995	YOL049W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-1.111&CDS=1-1488
OG0002996	YOL051W	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-0.43-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-0.43&CDS=1-4116
OG0002997	YOL052C	genemark-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-3.5-mRNA-1_1&gene=genemark-NODE_7_length_679996_cov_70.6581_ID_13-processed-gene-3.5&CDS=1-1296
OG0002998	YOL054W	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-5.52-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-5.52&CDS=1-1059
OG0002999	YOL057W	augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-3.128-mRNA-1_1&gene=augustus_masked-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-3.128&CDS=1-2079
OG0003000	YOL058W	augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.64-mRNA-1_1&gene=augustus_masked-NODE_17_length_258948_cov_75.1999_ID_33-processed-gene-1.64&CDS=1-1245
OG0003001	YOL060C	maker-NODE_2_length_972366_cov_74.5479_ID_3-snap-gene-3.51-mRNA-1_1&gene=maker-NODE_2_length_972366_cov_74.5479_ID_3-snap-gene-3.51&CDS=1-3639
OG0003002	YOL061W	maker-NODE_2_length_972366_cov_74.5479_ID_3-snap-gene-3.47-mRNA-1_1&gene=maker-NODE_2_length_972366_cov_74.5479_ID_3-snap-gene-3.47&CDS=1-1506
OG0003003	YOL062C	maker-NODE_2_length_972366_cov_74.5479_ID_3-augustus-gene-3.54-mRNA-1_1&gene=maker-NODE_2_length_972366_cov_74.5479_ID_3-augustus-gene-3.54&CDS=1-1623
OG0003004	YOL063C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.192-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.192&CDS=1-2757
OG0003005	YOL064C	augustus_masked-NODE_24_length_91208_cov_71.2268_ID_47-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_24_length_91208_cov_71.2268_ID_47-processed-gene-0.61&CDS=1-1083
OG0003006	YOL065C	genemark-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-6.132-mRNA-1_1&gene=genemark-NODE_2_length_972366_cov_74.5479_ID_3-processed-gene-6.132&CDS=1-1209
OG0003007	YOL067C	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-4.108-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-4.108&CDS=1-993
OG0003008	YOL069W	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-1.108&CDS=1-1371
OG0003009	YOL070C	snap_masked-NODE_24_length_91208_cov_71.2268_ID_47-processed-gene-0.102-mRNA-1_1&gene=snap_masked-NODE_24_length_91208_cov_71.2268_ID_47-processed-gene-0.102&CDS=1-1776
OG0003010	YOL071W	augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-4.109-mRNA-1_1&gene=augustus_masked-NODE_1_length_1633205_cov_71.5147_ID_1-processed-gene-4.109&CDS=1-465
OG0003011	YOL072W	augustus_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-1.115-mRNA-1_1&gene=augustus_masked-NODE_18_length_201343_cov_74.0127_ID_35-processed-gene-1.115&CDS=1-1353
OG0003012	YOL073C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.203-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-6.203&CDS=1-813
OG0003013	YOL075C	augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-6.71-mRNA-1_1&gene=augustus_masked-NODE_6_length_768710_cov_73.8521_ID_11-processed-gene-6.71&CDS=1-4254
OG0003014	YOL076W	augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-6.34-mRNA-1_1&gene=augustus_masked-NODE_4_length_841044_cov_71.5186_ID_7-processed-gene-6.34&CDS=1-2421
OG0003015	YOL077C	augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-NODE_5_length_775831_cov_75.5812_ID_9-processed-gene-5.108&CDS=1-867
