	Saccharomyces_cerevisiae	yHMPu5000035687_Cyberlindnera_suaveolens
OG0003467	YPL016W	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.39-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.39&CDS=1-3765
OG0003468	YPL020C	augustus_masked-NODE_46_length_86168_cov_15.2326_ID_7242-processed-gene-0.137-mRNA-1_1&gene=augustus_masked-NODE_46_length_86168_cov_15.2326_ID_7242-processed-gene-0.137&CDS=1-1647
OG0003469	YPL022W	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.21&CDS=1-2928
OG0003470	YPL023C	maker-NODE_5_length_378657_cov_15.4887_ID_4719-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_5_length_378657_cov_15.4887_ID_4719-augustus-gene-0.2&CDS=1-1878
OG0003471	YPL024W	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.20&CDS=1-567
OG0003472	YPL028W	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.17-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.17&CDS=1-1212
OG0003473	YPL029W	augustus_masked-NODE_57_length_73191_cov_15.9093_ID_8023-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_57_length_73191_cov_15.9093_ID_8023-processed-gene-0.119&CDS=1-2148
OG0003474	YPL030W	augustus_masked-NODE_74_length_50024_cov_16.702_ID_8815-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_74_length_50024_cov_16.702_ID_8815-processed-gene-0.14&CDS=1-1662
OG0003475	YPL037C	augustus_masked-NODE_10_length_264305_cov_15.4558_ID_6033-processed-gene-0.96-mRNA-1_1&gene=augustus_masked-NODE_10_length_264305_cov_15.4558_ID_6033-processed-gene-0.96&CDS=1-459
OG0003476	YPL040C	maker-NODE_10_length_264305_cov_15.4558_ID_6033-augustus-gene-0.92-mRNA-1_1&gene=maker-NODE_10_length_264305_cov_15.4558_ID_6033-augustus-gene-0.92&CDS=1-3477
OG0003477	YPL042C	augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-1.76-mRNA-1_1&gene=augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-1.76&CDS=1-1317
OG0003478	YPL043W	augustus_masked-NODE_74_length_50024_cov_16.702_ID_8815-processed-gene-0.5-mRNA-1_1&gene=augustus_masked-NODE_74_length_50024_cov_16.702_ID_8815-processed-gene-0.5&CDS=1-2160
OG0003479	YPL045W	augustus_masked-NODE_84_length_35764_cov_16.2479_ID_14324-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_84_length_35764_cov_16.2479_ID_14324-processed-gene-0.11&CDS=1-2289
OG0003480	YPL046C	augustus_masked-NODE_84_length_35764_cov_16.2479_ID_14324-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_84_length_35764_cov_16.2479_ID_14324-processed-gene-0.3&CDS=1-279
OG0003481	YPL047W	snap_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.17-mRNA-1_1&gene=snap_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.17&CDS=1-360
OG0003482	YPL048W	maker-NODE_1_length_509996_cov_15.7131_ID_4924-augustus-gene-2.122-mRNA-1_1&gene=maker-NODE_1_length_509996_cov_15.7131_ID_4924-augustus-gene-2.122&CDS=1-1230
OG0003483	YPL050C	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-2.146-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-2.146&CDS=1-1101
OG0003484	YPL051W	maker-NODE_2_length_423965_cov_15.6981_ID_4771-augustus-gene-1.57-mRNA-1_1&gene=maker-NODE_2_length_423965_cov_15.6981_ID_4771-augustus-gene-1.57&CDS=1-570
OG0003485	YPL052W	augustus_masked-NODE_68_length_56702_cov_16.3937_ID_9867-processed-gene-0.77-mRNA-1_1&gene=augustus_masked-NODE_68_length_56702_cov_16.3937_ID_9867-processed-gene-0.77&CDS=1-636
OG0003486	YPL058C	augustus_masked-NODE_11_length_255631_cov_16.2989_ID_11448-processed-gene-0.41-mRNA-1_1&gene=augustus_masked-NODE_11_length_255631_cov_16.2989_ID_11448-processed-gene-0.41&CDS=1-4593
OG0003487	YPL059W	augustus_masked-NODE_16_length_212368_cov_14.7714_ID_5420-processed-gene-0.61-mRNA-1_1&gene=augustus_masked-NODE_16_length_212368_cov_14.7714_ID_5420-processed-gene-0.61&CDS=1-441
OG0003488	YPL060W	augustus_masked-NODE_27_length_127853_cov_16.2189_ID_7326-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_27_length_127853_cov_16.2189_ID_7326-processed-gene-0.18&CDS=1-1152
OG0003489	YPL063W	augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-1.18-mRNA-1_1&gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-1.18&CDS=1-1341
OG0003490	YPL065W	maker-NODE_27_length_127853_cov_16.2189_ID_7326-augustus-gene-0.59-mRNA-1_1&gene=maker-NODE_27_length_127853_cov_16.2189_ID_7326-augustus-gene-0.59&CDS=1-1908
OG0003491	YPL069C	genemark-NODE_13_length_224594_cov_15.961_ID_5467-processed-gene-1.119-mRNA-1_1&gene=genemark-NODE_13_length_224594_cov_15.961_ID_5467-processed-gene-1.119&CDS=1-951
OG0003492	YPL072W	maker-NODE_45_length_86963_cov_16.0383_ID_9261-snap-gene-0.42-mRNA-1_1&gene=maker-NODE_45_length_86963_cov_16.0383_ID_9261-snap-gene-0.42&CDS=1-1911
OG0003493	YPL076W	augustus_masked-NODE_38_length_101485_cov_15.519_ID_8235-processed-gene-0.106-mRNA-1_1&gene=augustus_masked-NODE_38_length_101485_cov_15.519_ID_8235-processed-gene-0.106&CDS=1-840
OG0003494	YPL078C	maker-NODE_38_length_101485_cov_15.519_ID_8235-augustus-gene-0.78-mRNA-1_1&gene=maker-NODE_38_length_101485_cov_15.519_ID_8235-augustus-gene-0.78&CDS=1-690
OG0003495	YPL082C	augustus_masked-NODE_38_length_101485_cov_15.519_ID_8235-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_38_length_101485_cov_15.519_ID_8235-processed-gene-0.126&CDS=1-5709
OG0003496	YPL083C	augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.100&CDS=1-966
OG0003497	YPL084W	augustus_masked-NODE_80_length_44853_cov_17.964_ID_9448-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_80_length_44853_cov_17.964_ID_9448-processed-gene-0.67&CDS=1-2679
OG0003498	YPL085W	snap_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-2.18-mRNA-1_1&gene=snap_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-2.18&CDS=1-6849
OG0003499	YPL086C	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-2.167-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-2.167&CDS=1-1659
OG0003500	YPL091W	maker-NODE_1_length_509996_cov_15.7131_ID_4924-snap-gene-2.61-mRNA-1_1&gene=maker-NODE_1_length_509996_cov_15.7131_ID_4924-snap-gene-2.61&CDS=1-2103
OG0003501	YPL092W	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-2.164-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-2.164&CDS=1-1128
OG0003502	YPL093W	augustus_masked-NODE_31_length_115741_cov_15.751_ID_5875-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_31_length_115741_cov_15.751_ID_5875-processed-gene-0.27&CDS=1-1911
OG0003503	YPL094C	augustus_masked-NODE_16_length_212368_cov_14.7714_ID_5420-processed-gene-1.97-mRNA-1_1&gene=augustus_masked-NODE_16_length_212368_cov_14.7714_ID_5420-processed-gene-1.97&CDS=1-798
OG0003504	YPL096W	augustus_masked-NODE_16_length_212368_cov_14.7714_ID_5420-processed-gene-1.99-mRNA-1_1&gene=augustus_masked-NODE_16_length_212368_cov_14.7714_ID_5420-processed-gene-1.99&CDS=1-984
OG0003505	YPL097W	augustus_masked-NODE_16_length_212368_cov_14.7714_ID_5420-processed-gene-1.98-mRNA-1_1&gene=augustus_masked-NODE_16_length_212368_cov_14.7714_ID_5420-processed-gene-1.98&CDS=1-1479
OG0003506	YPL099C	maker-NODE_22_length_176656_cov_15.8943_ID_5903-augustus-gene-0.185-mRNA-1_1&gene=maker-NODE_22_length_176656_cov_15.8943_ID_5903-augustus-gene-0.185&CDS=1-423
OG0003507	YPL101W	augustus_masked-NODE_43_length_91435_cov_15.6844_ID_7007-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_43_length_91435_cov_15.6844_ID_7007-processed-gene-0.115&CDS=1-1248
OG0003508	YPL103C	augustus_masked-NODE_16_length_212368_cov_14.7714_ID_5420-processed-gene-1.130-mRNA-1_1&gene=augustus_masked-NODE_16_length_212368_cov_14.7714_ID_5420-processed-gene-1.130&CDS=1-1284
OG0003509	YPL104W	maker-NODE_43_length_91435_cov_15.6844_ID_7007-snap-gene-0.53-mRNA-1_1&gene=maker-NODE_43_length_91435_cov_15.6844_ID_7007-snap-gene-0.53&CDS=1-1935
OG0003510	YPL107W	augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-0.128&CDS=1-651
OG0003511	YPL109C	genemark-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-1.73-mRNA-1_1&gene=genemark-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-1.73&CDS=1-1770
OG0003512	YPL110C	augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-1.25-mRNA-1_1&gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-1.25&CDS=1-3234
OG0003513	YPL111W	augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-1.34-mRNA-1_1&gene=augustus_masked-NODE_2_length_423965_cov_15.6981_ID_4771-processed-gene-1.34&CDS=1-957
OG0003514	YPL112C	augustus_masked-NODE_45_length_86963_cov_16.0383_ID_9261-processed-gene-0.72-mRNA-1_1&gene=augustus_masked-NODE_45_length_86963_cov_16.0383_ID_9261-processed-gene-0.72&CDS=1-1149
OG0003515	YPL115C	augustus_masked-NODE_36_length_104753_cov_15.7737_ID_6090-processed-gene-0.91-mRNA-1_1&gene=augustus_masked-NODE_36_length_104753_cov_15.7737_ID_6090-processed-gene-0.91&CDS=1-2976
OG0003516	YPL116W	augustus_masked-NODE_36_length_104753_cov_15.7737_ID_6090-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_36_length_104753_cov_15.7737_ID_6090-processed-gene-0.119&CDS=1-1788
OG0003517	YPL118W	genemark-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-0.9&CDS=1-1002
OG0003518	YPL120W	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-3.116-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-3.116&CDS=1-1323
OG0003519	YPL121C	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-1.60-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-1.60&CDS=1-870
OG0003520	YPL122C	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-1.61-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-1.61&CDS=1-1446
OG0003521	YPL125W	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-3.137-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-3.137&CDS=1-3030
OG0003522	YPL126W	augustus_masked-NODE_7_length_296361_cov_15.7858_ID_5257-processed-gene-1.258-mRNA-1_1&gene=augustus_masked-NODE_7_length_296361_cov_15.7858_ID_5257-processed-gene-1.258&CDS=1-2358
OG0003523	YPL127C	augustus_masked-NODE_35_length_109592_cov_15.7245_ID_5358-processed-gene-0.128-mRNA-1_1&gene=augustus_masked-NODE_35_length_109592_cov_15.7245_ID_5358-processed-gene-0.128&CDS=1-630
OG0003524	YPL128C	augustus_masked-NODE_35_length_109592_cov_15.7245_ID_5358-processed-gene-0.151-mRNA-1_1&gene=augustus_masked-NODE_35_length_109592_cov_15.7245_ID_5358-processed-gene-0.151&CDS=1-1899
OG0003525	YPL129W	augustus_masked-NODE_35_length_109592_cov_15.7245_ID_5358-processed-gene-0.127-mRNA-1_1&gene=augustus_masked-NODE_35_length_109592_cov_15.7245_ID_5358-processed-gene-0.127&CDS=1-735
OG0003526	YPL131W	augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-1.12-mRNA-1_1&gene=augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-1.12&CDS=1-891
OG0003527	YPL132W	augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-1.11-mRNA-1_1&gene=augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-1.11&CDS=1-849
OG0003528	YPL133C	augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-1.10-mRNA-1_1&gene=augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-1.10&CDS=1-1404
OG0003529	YPL134C	augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-1.7-mRNA-1_1&gene=augustus_masked-NODE_3_length_405505_cov_16.6761_ID_5022-processed-gene-1.7&CDS=1-891
OG0003530	YPL138C	augustus_masked-NODE_46_length_86168_cov_15.2326_ID_7242-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-NODE_46_length_86168_cov_15.2326_ID_7242-processed-gene-0.126&CDS=1-1029
OG0003531	YPL140C	augustus_masked-NODE_18_length_202049_cov_15.7082_ID_6519-processed-gene-0.87-mRNA-1_1&gene=augustus_masked-NODE_18_length_202049_cov_15.7082_ID_6519-processed-gene-0.87&CDS=1-1185
OG0003532	YPL141C	augustus_masked-NODE_74_length_50024_cov_16.702_ID_8815-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_74_length_50024_cov_16.702_ID_8815-processed-gene-0.10&CDS=1-2394
OG0003533	YPL146C	augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.100&CDS=1-1257
OG0003534	YPL147W	genemark-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.62-mRNA-1_1&gene=genemark-NODE_15_length_212952_cov_15.8836_ID_5602-processed-gene-1.62&CDS=1-2496
OG0003535	YPL150W	augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.122-mRNA-1_1&gene=augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.122&CDS=1-2019
OG0003536	YPL151C	genemark-NODE_24_length_154308_cov_16.0416_ID_8370-processed-gene-0.149-mRNA-1_1&gene=genemark-NODE_24_length_154308_cov_16.0416_ID_8370-processed-gene-0.149&CDS=1-1299
OG0003537	YPL152W	augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-0.47&CDS=1-1083
OG0003538	YPL153C	augustus_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-0.16-mRNA-1_1&gene=augustus_masked-NODE_6_length_345438_cov_15.5357_ID_5106-processed-gene-0.16&CDS=1-4293
OG0003539	YPL154C	maker-NODE_24_length_154308_cov_16.0416_ID_8370-augustus-gene-0.172-mRNA-1_1&gene=maker-NODE_24_length_154308_cov_16.0416_ID_8370-augustus-gene-0.172&CDS=1-2601
OG0003540	YPL155C	snap_masked-NODE_24_length_154308_cov_16.0416_ID_8370-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_24_length_154308_cov_16.0416_ID_8370-processed-gene-0.63&CDS=1-1950
OG0003541	YPL157W	augustus_masked-NODE_24_length_154308_cov_16.0416_ID_8370-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-NODE_24_length_154308_cov_16.0416_ID_8370-processed-gene-0.205&CDS=1-1185
OG0003542	YPL160W	maker-NODE_7_length_296361_cov_15.7858_ID_5257-augustus-gene-0.47-mRNA-1_1&gene=maker-NODE_7_length_296361_cov_15.7858_ID_5257-augustus-gene-0.47&CDS=1-3252
OG0003543	YPL161C	augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-0.101-mRNA-1_1&gene=augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-0.101&CDS=1-1668
OG0003544	YPL162C	augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-0.104-mRNA-1_1&gene=augustus_masked-NODE_14_length_221288_cov_16.0768_ID_5705-processed-gene-0.104&CDS=1-573
OG0003545	YPL164C	genemark-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.132-mRNA-1_1&gene=genemark-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.132&CDS=1-1899
OG0003546	YPL165C	augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.2-mRNA-1_1&gene=augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.2&CDS=1-1059
OG0003547	YPL166W	maker-NODE_8_length_281708_cov_15.4654_ID_4841-snap-gene-1.119-mRNA-1_1&gene=maker-NODE_8_length_281708_cov_15.4654_ID_4841-snap-gene-1.119&CDS=1-627
OG0003548	YPL167C	augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.1-mRNA-1_1&gene=augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-1.1&CDS=1-4170
OG0003549	YPL169C	augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.142&CDS=1-1650
OG0003550	YPL170W	augustus_masked-NODE_80_length_44853_cov_17.964_ID_9448-processed-gene-0.82-mRNA-1_1&gene=augustus_masked-NODE_80_length_44853_cov_17.964_ID_9448-processed-gene-0.82&CDS=1-414
OG0003551	YPL172C	augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.130-mRNA-1_1&gene=augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.130&CDS=1-1224
OG0003552	YPL173W	augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.89-mRNA-1_1&gene=augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.89&CDS=1-897
OG0003553	YPL175W	augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.121-mRNA-1_1&gene=augustus_masked-NODE_23_length_175574_cov_15.6038_ID_6752-processed-gene-0.121&CDS=1-1314
OG0003554	YPL178W	augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-0.120-mRNA-1_1&gene=augustus_masked-NODE_1_length_509996_cov_15.7131_ID_4924-processed-gene-0.120&CDS=1-579
OG0003555	YPL180W	augustus_masked-NODE_11_length_255631_cov_16.2989_ID_11448-processed-gene-1.134-mRNA-1_1&gene=augustus_masked-NODE_11_length_255631_cov_16.2989_ID_11448-processed-gene-1.134&CDS=1-1455
OG0003556	YPL181W	augustus_masked-NODE_11_length_255631_cov_16.2989_ID_11448-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-NODE_11_length_255631_cov_16.2989_ID_11448-processed-gene-1.135&CDS=1-1101
OG0003557	YPL183C	augustus_masked-NODE_11_length_255631_cov_16.2989_ID_11448-processed-gene-1.140-mRNA-1_1&gene=augustus_masked-NODE_11_length_255631_cov_16.2989_ID_11448-processed-gene-1.140&CDS=1-2943
OG0003558	YPL183W-A	augustus_masked-NODE_11_length_255631_cov_16.2989_ID_11448-processed-gene-1.103-mRNA-1_1&gene=augustus_masked-NODE_11_length_255631_cov_16.2989_ID_11448-processed-gene-1.103&CDS=1-234
OG0003559	YPL184C	augustus_masked-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.114&CDS=1-1563
OG0003560	YPL186C	augustus_masked-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.113-mRNA-1_1&gene=augustus_masked-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.113&CDS=1-738
OG0003561	YPL188W	augustus_masked-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.112-mRNA-1_1&gene=augustus_masked-NODE_28_length_119648_cov_16.0167_ID_7057-processed-gene-0.112&CDS=1-2793
OG0003562	YPL190C	snap_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.130-mRNA-1_1&gene=snap_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.130&CDS=1-2001
OG0003563	YPL194W	genemark-NODE_16_length_212368_cov_14.7714_ID_5420-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_16_length_212368_cov_14.7714_ID_5420-processed-gene-0.20&CDS=1-1464
OG0003564	YPL195W	augustus_masked-NODE_20_length_190154_cov_15.6774_ID_5534-processed-gene-0.171-mRNA-1_1&gene=augustus_masked-NODE_20_length_190154_cov_15.6774_ID_5534-processed-gene-0.171&CDS=1-2619
OG0003565	YPL196W	augustus_masked-NODE_20_length_190154_cov_15.6774_ID_5534-processed-gene-0.172-mRNA-1_1&gene=augustus_masked-NODE_20_length_190154_cov_15.6774_ID_5534-processed-gene-0.172&CDS=1-657
OG0003566	YPL199C	augustus_masked-NODE_20_length_190154_cov_15.6774_ID_5534-processed-gene-0.178-mRNA-1_1&gene=augustus_masked-NODE_20_length_190154_cov_15.6774_ID_5534-processed-gene-0.178&CDS=1-750
OG0003567	YPL204W	maker-NODE_4_length_384378_cov_15.8714_ID_4871-snap-gene-2.8-mRNA-1_1&gene=maker-NODE_4_length_384378_cov_15.8714_ID_4871-snap-gene-2.8&CDS=1-1431
OG0003568	YPL206C	maker-NODE_4_length_384378_cov_15.8714_ID_4871-augustus-gene-2.229-mRNA-1_1&gene=maker-NODE_4_length_384378_cov_15.8714_ID_4871-augustus-gene-2.229&CDS=1-948
OG0003569	YPL207W	augustus_masked-NODE_10_length_264305_cov_15.4558_ID_6033-processed-gene-0.119-mRNA-1_1&gene=augustus_masked-NODE_10_length_264305_cov_15.4558_ID_6033-processed-gene-0.119&CDS=1-2259
OG0003570	YPL209C	augustus_masked-NODE_71_length_54646_cov_15.9385_ID_10492-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_71_length_54646_cov_15.9385_ID_10492-processed-gene-0.15&CDS=1-1089
OG0003571	YPL210C	augustus_masked-NODE_71_length_54646_cov_15.9385_ID_10492-processed-gene-0.14-mRNA-1_1&gene=augustus_masked-NODE_71_length_54646_cov_15.9385_ID_10492-processed-gene-0.14&CDS=1-1815
OG0003572	YPL211W	augustus_masked-NODE_7_length_296361_cov_15.7858_ID_5257-processed-gene-1.298-mRNA-1_1&gene=augustus_masked-NODE_7_length_296361_cov_15.7858_ID_5257-processed-gene-1.298&CDS=1-543
OG0003573	YPL212C	maker-NODE_128_length_8533_cov_15.4794_ID_12349-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_128_length_8533_cov_15.4794_ID_12349-augustus-gene-0.0&CDS=1-1617
OG0003574	YPL213W	augustus_masked-NODE_7_length_296361_cov_15.7858_ID_5257-processed-gene-1.297-mRNA-1_1&gene=augustus_masked-NODE_7_length_296361_cov_15.7858_ID_5257-processed-gene-1.297&CDS=1-675
OG0003575	YPL217C	augustus_masked-NODE_71_length_54646_cov_15.9385_ID_10492-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_71_length_54646_cov_15.9385_ID_10492-processed-gene-0.2&CDS=1-3513
OG0003576	YPL218W	genemark-NODE_71_length_54646_cov_15.9385_ID_10492-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_71_length_54646_cov_15.9385_ID_10492-processed-gene-0.49&CDS=1-1239
OG0003577	YPL222W	genemark-NODE_9_length_273348_cov_15.8038_ID_12161-processed-gene-1.181-mRNA-1_1&gene=genemark-NODE_9_length_273348_cov_15.8038_ID_12161-processed-gene-1.181&CDS=1-1815
OG0003578	YPL225W	augustus_masked-NODE_9_length_273348_cov_15.8038_ID_12161-processed-gene-1.73-mRNA-1_1&gene=augustus_masked-NODE_9_length_273348_cov_15.8038_ID_12161-processed-gene-1.73&CDS=1-441
OG0003579	YPL226W	augustus_masked-NODE_51_length_76918_cov_17.7093_ID_9302-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_51_length_76918_cov_17.7093_ID_9302-processed-gene-0.25&CDS=1-3465
OG0003580	YPL227C	maker-NODE_8_length_281708_cov_15.4654_ID_4841-augustus-gene-0.1-mRNA-1_1&gene=maker-NODE_8_length_281708_cov_15.4654_ID_4841-augustus-gene-0.1&CDS=1-957
OG0003581	YPL228W	augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_8_length_281708_cov_15.4654_ID_4841-processed-gene-0.38&CDS=1-1446
OG0003582	YPL231W	augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.15-mRNA-1_1&gene=augustus_masked-NODE_5_length_378657_cov_15.4887_ID_4719-processed-gene-0.15&CDS=1-5604
OG0003583	YPL232W	augustus_masked-NODE_12_length_229447_cov_15.6454_ID_14397-processed-gene-1.26-mRNA-1_1&gene=augustus_masked-NODE_12_length_229447_cov_15.6454_ID_14397-processed-gene-1.26&CDS=1-864
OG0003584	YPL234C	augustus_masked-NODE_18_length_202049_cov_15.7082_ID_6519-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-NODE_18_length_202049_cov_15.7082_ID_6519-processed-gene-1.138&CDS=1-471
OG0003585	YPL235W	genemark-NODE_18_length_202049_cov_15.7082_ID_6519-processed-gene-1.68-mRNA-1_1&gene=genemark-NODE_18_length_202049_cov_15.7082_ID_6519-processed-gene-1.68&CDS=1-1434
OG0003586	YPL236C	augustus_masked-NODE_18_length_202049_cov_15.7082_ID_6519-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-NODE_18_length_202049_cov_15.7082_ID_6519-processed-gene-1.137&CDS=1-1071
OG0003587	YPL237W	augustus_masked-NODE_18_length_202049_cov_15.7082_ID_6519-processed-gene-1.118-mRNA-1_1&gene=augustus_masked-NODE_18_length_202049_cov_15.7082_ID_6519-processed-gene-1.118&CDS=1-828
