	Saccharomyces_cerevisiae	yHMPu5000034918_Nakazawaea_holstii
OG0002337	YLL050C	snap_masked-flattened_line_72-processed-gene-0.71-mRNA-1_1&gene=snap_masked-flattened_line_72-processed-gene-0.71&CDS=1-426
OG0002338	YLL057C	snap_masked-flattened_line_6-processed-gene-1.48-mRNA-1_1&gene=snap_masked-flattened_line_6-processed-gene-1.48&CDS=1-1206
OG0002339	YLR001C	snap_masked-flattened_line_207-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_207-processed-gene-0.7&CDS=1-2580
OG0002340	YLR002C	snap_masked-flattened_line_207-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_207-processed-gene-0.5&CDS=1-3807
OG0002341	YLR003C	snap_masked-flattened_line_42-processed-gene-0.208-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.208&CDS=1-909
OG0002342	YLR005W	maker-flattened_line_207-augustus-gene-0.17-mRNA-1_1&gene=maker-flattened_line_207-augustus-gene-0.17&CDS=1-2682
OG0002343	YLR006C	snap_masked-flattened_line_52-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_52-processed-gene-0.135&CDS=1-1581
OG0002344	YLR008C	snap_masked-flattened_line_14-processed-gene-0.75-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.75&CDS=1-510
OG0002345	YLR009W	augustus_masked-flattened_line_14-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_14-processed-gene-0.10&CDS=1-600
OG0002346	YLR011W	snap_masked-flattened_line_2-processed-gene-2.84-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.84&CDS=1-531
OG0002347	YLR015W	genemark-flattened_line_153-processed-gene-0.49-mRNA-1_1&gene=genemark-flattened_line_153-processed-gene-0.49&CDS=1-1383
OG0002348	YLR017W	maker-flattened_line_80-augustus-gene-0.3-mRNA-1_1&gene=maker-flattened_line_80-augustus-gene-0.3&CDS=1-1710
OG0002349	YLR019W	snap_masked-flattened_line_252-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_252-processed-gene-0.17&CDS=1-1128
OG0002350	YLR022C	maker-flattened_line_308-augustus-gene-0.16-mRNA-1_1&gene=maker-flattened_line_308-augustus-gene-0.16&CDS=1-753
OG0002351	YLR023C	augustus_masked-flattened_line_308-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-flattened_line_308-processed-gene-0.10&CDS=1-1539
OG0002352	YLR032W	snap_masked-flattened_line_54-processed-gene-0.134-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.134&CDS=1-3369
OG0002353	YLR035C	snap_masked-flattened_line_54-processed-gene-0.100-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.100&CDS=1-2019
OG0002354	YLR038C	snap_masked-flattened_line_2-processed-gene-1.61-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.61&CDS=1-240
OG0002355	YLR039C	snap_masked-flattened_line_185-processed-gene-0.38-mRNA-1_1&gene=snap_masked-flattened_line_185-processed-gene-0.38&CDS=1-3264
OG0002356	YLR040C	snap_masked-flattened_line_256-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_256-processed-gene-0.18&CDS=1-786
OG0002357	YLR045C	maker-flattened_line_14-snap-gene-1.158-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-1.158&CDS=1-2463
OG0002358	YLR050C	augustus_masked-flattened_line_68-processed-gene-0.126-mRNA-1_1&gene=augustus_masked-flattened_line_68-processed-gene-0.126&CDS=1-429
OG0002359	YLR051C	snap_masked-flattened_line_68-processed-gene-0.175-mRNA-1_1&gene=snap_masked-flattened_line_68-processed-gene-0.175&CDS=1-606
OG0002360	YLR055C	snap_masked-flattened_line_181-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_181-processed-gene-0.17&CDS=1-1863
OG0002361	YLR056W	snap_masked-flattened_line_191-processed-gene-0.37-mRNA-1_1&gene=snap_masked-flattened_line_191-processed-gene-0.37&CDS=1-1155
OG0002362	YLR059C	genemark-flattened_line_177-processed-gene-0.66-mRNA-1_1&gene=genemark-flattened_line_177-processed-gene-0.66&CDS=1-813
OG0002363	YLR060W	snap_masked-flattened_line_230-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_230-processed-gene-0.20&CDS=1-1764
OG0002364	YLR063W	snap_masked-flattened_line_113-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_113-processed-gene-0.49&CDS=1-1077
OG0002365	YLR064W	snap_masked-flattened_line_32-processed-gene-0.108-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.108&CDS=1-840
OG0002366	YLR065C	maker-flattened_line_32-snap-gene-0.86-mRNA-1_1&gene=maker-flattened_line_32-snap-gene-0.86&CDS=1-540
OG0002367	YLR066W	snap_masked-flattened_line_276-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_276-processed-gene-0.19&CDS=1-546
OG0002368	YLR067C	snap_masked-flattened_line_276-processed-gene-0.24-mRNA-1_1&gene=snap_masked-flattened_line_276-processed-gene-0.24&CDS=1-3078
OG0002369	YLR068W	snap_masked-flattened_line_276-processed-gene-0.20-mRNA-1_1&gene=snap_masked-flattened_line_276-processed-gene-0.20&CDS=1-429
OG0002370	YLR069C	snap_masked-flattened_line_201-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_201-processed-gene-0.16&CDS=1-2274
OG0002371	YLR071C	snap_masked-flattened_line_139-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_139-processed-gene-0.23&CDS=1-2766
OG0002372	YLR074C	snap_masked-flattened_line_288-processed-gene-0.27-mRNA-1_1&gene=snap_masked-flattened_line_288-processed-gene-0.27&CDS=1-519
OG0002373	YLR075W	snap_masked-flattened_line_288-processed-gene-0.30-mRNA-1_1&gene=snap_masked-flattened_line_288-processed-gene-0.30&CDS=1-666
OG0002374	YLR077W	snap_masked-flattened_line_230-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_230-processed-gene-0.17&CDS=1-1851
OG0002375	YLR084C	snap_masked-flattened_line_111-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_111-processed-gene-0.50&CDS=1-3858
OG0002376	YLR085C	augustus_masked-flattened_line_32-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-flattened_line_32-processed-gene-0.83&CDS=1-1221
OG0002377	YLR086W	snap_masked-flattened_line_0-processed-gene-2.158-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.158&CDS=1-4107
OG0002378	YLR087C	augustus_masked-flattened_line_127-processed-gene-0.34-mRNA-1_1&gene=augustus_masked-flattened_line_127-processed-gene-0.34&CDS=1-9018
OG0002379	YLR088W	snap_masked-flattened_line_127-processed-gene-0.7-mRNA-1_1&gene=snap_masked-flattened_line_127-processed-gene-0.7&CDS=1-1770
OG0002380	YLR090W	snap_masked-flattened_line_127-processed-gene-0.6-mRNA-1_1&gene=snap_masked-flattened_line_127-processed-gene-0.6&CDS=1-1323
OG0002381	YLR094C	augustus_masked-flattened_line_161-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-flattened_line_161-processed-gene-0.18&CDS=1-1158
OG0002382	YLR097C	maker-flattened_line_24-snap-gene-0.266-mRNA-1_1&gene=maker-flattened_line_24-snap-gene-0.266&CDS=1-1152
OG0002383	YLR099W-A	snap_masked-flattened_line_54-processed-gene-0.136-mRNA-1_1&gene=snap_masked-flattened_line_54-processed-gene-0.136&CDS=1-327
OG0002384	YLR100W	snap_masked-flattened_line_66-processed-gene-0.135-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.135&CDS=1-1032
OG0002385	YLR103C	genemark-flattened_line_129-processed-gene-0.31-mRNA-1_1&gene=genemark-flattened_line_129-processed-gene-0.31&CDS=1-3138
OG0002386	YLR105C	augustus_masked-flattened_line_34-processed-gene-0.184-mRNA-1_1&gene=augustus_masked-flattened_line_34-processed-gene-0.184&CDS=1-1368
OG0002387	YLR106C	snap_masked-flattened_line_4-processed-gene-2.112-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-2.112&CDS=1-14838
OG0002388	YLR107W	snap_masked-flattened_line_129-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_129-processed-gene-0.50&CDS=1-2115
OG0002389	YLR109W	snap_masked-flattened_line_42-processed-gene-0.198-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.198&CDS=1-516
OG0002390	YLR113W	snap_masked-flattened_line_99-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.25&CDS=1-1203
OG0002391	YLR114C	snap_masked-flattened_line_99-processed-gene-0.26-mRNA-1_1&gene=snap_masked-flattened_line_99-processed-gene-0.26&CDS=1-1812
OG0002392	YLR115W	snap_masked-flattened_line_4-processed-gene-0.44-mRNA-1_1&gene=snap_masked-flattened_line_4-processed-gene-0.44&CDS=1-2439
OG0002393	YLR116W	snap_masked-flattened_line_161-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_161-processed-gene-0.45&CDS=1-1341
OG0002394	YLR117C	genemark-flattened_line_10-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-0.35&CDS=1-1950
OG0002395	YLR118C	snap_masked-flattened_line_32-processed-gene-0.165-mRNA-1_1&gene=snap_masked-flattened_line_32-processed-gene-0.165&CDS=1-678
OG0002396	YLR127C	genemark-flattened_line_10-processed-gene-1.29-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.29&CDS=1-1806
OG0002397	YLR128W	genemark-flattened_line_10-processed-gene-1.62-mRNA-1_1&gene=genemark-flattened_line_10-processed-gene-1.62&CDS=1-747
OG0002398	YLR129W	snap_masked-flattened_line_10-processed-gene-1.205-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-1.205&CDS=1-2811
OG0002399	YLR133W	snap_masked-flattened_line_157-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_157-processed-gene-0.45&CDS=1-1602
OG0002400	YLR138W	snap_masked-flattened_line_28-processed-gene-0.129-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.129&CDS=1-2859
OG0002401	YLR142W	snap_masked-flattened_line_203-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_203-processed-gene-0.19&CDS=1-1407
OG0002402	YLR145W	snap_masked-flattened_line_56-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.19&CDS=1-570
OG0002403	YLR146C	snap_masked-flattened_line_56-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.50&CDS=1-888
OG0002404	YLR147C	genemark-flattened_line_66-processed-gene-0.69-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.69&CDS=1-306
OG0002405	YLR148W	snap_masked-flattened_line_66-processed-gene-0.125-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.125&CDS=1-2949
OG0002406	YLR149C	maker-flattened_line_66-snap-gene-0.3-mRNA-1_1&gene=maker-flattened_line_66-snap-gene-0.3&CDS=1-1491
OG0002407	YLR150W	snap_masked-flattened_line_78-processed-gene-0.144-mRNA-1_1&gene=snap_masked-flattened_line_78-processed-gene-0.144&CDS=1-816
OG0002408	YLR151C	snap_masked-flattened_line_40-processed-gene-0.96-mRNA-1_1&gene=snap_masked-flattened_line_40-processed-gene-0.96&CDS=1-1185
OG0002409	YLR163C	snap_masked-flattened_line_189-processed-gene-0.74-mRNA-1_1&gene=snap_masked-flattened_line_189-processed-gene-0.74&CDS=1-1380
OG0002410	YLR165C	snap_masked-flattened_line_115-processed-gene-0.16-mRNA-1_1&gene=snap_masked-flattened_line_115-processed-gene-0.16&CDS=1-597
OG0002411	YLR166C	maker-flattened_line_115-augustus-gene-0.0-mRNA-1_1&gene=maker-flattened_line_115-augustus-gene-0.0&CDS=1-7233
OG0002412	YLR170C	snap_masked-flattened_line_2-processed-gene-1.82-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-1.82&CDS=1-462
OG0002413	YLR172C	snap_masked-flattened_line_66-processed-gene-0.124-mRNA-1_1&gene=snap_masked-flattened_line_66-processed-gene-0.124&CDS=1-897
OG0002414	YLR175W	maker-flattened_line_34-snap-gene-0.258-mRNA-1_1&gene=maker-flattened_line_34-snap-gene-0.258&CDS=1-2694
OG0002415	YLR176C	snap_masked-flattened_line_34-processed-gene-0.55-mRNA-1_1&gene=snap_masked-flattened_line_34-processed-gene-0.55&CDS=1-2565
OG0002416	YLR178C	snap_masked-flattened_line_89-processed-gene-0.50-mRNA-1_1&gene=snap_masked-flattened_line_89-processed-gene-0.50&CDS=1-630
OG0002417	YLR181C	augustus_masked-flattened_line_103-processed-gene-0.64-mRNA-1_1&gene=augustus_masked-flattened_line_103-processed-gene-0.64&CDS=1-1008
OG0002418	YLR182W	snap_masked-flattened_line_103-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_103-processed-gene-0.45&CDS=1-2334
OG0002419	YLR186W	genemark-flattened_line_228-processed-gene-0.35-mRNA-1_1&gene=genemark-flattened_line_228-processed-gene-0.35&CDS=1-768
OG0002420	YLR187W	snap_masked-flattened_line_103-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_103-processed-gene-0.40&CDS=1-2829
OG0002421	YLR188W	augustus_masked-flattened_line_232-processed-gene-0.36-mRNA-1_1&gene=augustus_masked-flattened_line_232-processed-gene-0.36&CDS=1-2109
OG0002422	YLR189C	genemark-flattened_line_131-processed-gene-0.93-mRNA-1_1&gene=genemark-flattened_line_131-processed-gene-0.93&CDS=1-4110
OG0002423	YLR192C	snap_masked-flattened_line_145-processed-gene-0.15-mRNA-1_1&gene=snap_masked-flattened_line_145-processed-gene-0.15&CDS=1-819
OG0002424	YLR193C	snap_masked-flattened_line_42-processed-gene-0.166-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.166&CDS=1-528
OG0002425	YLR195C	snap_masked-flattened_line_14-processed-gene-1.51-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.51&CDS=1-1350
OG0002426	YLR196W	snap_masked-flattened_line_14-processed-gene-1.80-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.80&CDS=1-1608
OG0002427	YLR197W	snap_masked-flattened_line_14-processed-gene-1.49-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.49&CDS=1-1485
OG0002428	YLR200W	snap_masked-flattened_line_14-processed-gene-1.77-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.77&CDS=1-366
OG0002429	YLR201C	snap_masked-flattened_line_14-processed-gene-1.47-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-1.47&CDS=1-690
OG0002430	YLR203C	snap_masked-flattened_line_2-processed-gene-2.44-mRNA-1_1&gene=snap_masked-flattened_line_2-processed-gene-2.44&CDS=1-1284
OG0002431	YLR205C	snap_masked-flattened_line_42-processed-gene-0.210-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.210&CDS=1-912
OG0002432	YLR207W	snap_masked-flattened_line_145-processed-gene-0.14-mRNA-1_1&gene=snap_masked-flattened_line_145-processed-gene-0.14&CDS=1-2202
OG0002433	YLR209C	augustus_masked-flattened_line_145-processed-gene-0.30-mRNA-1_1&gene=augustus_masked-flattened_line_145-processed-gene-0.30&CDS=1-1734
OG0002434	YLR212C	snap_masked-flattened_line_50-processed-gene-0.146-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.146&CDS=1-1359
OG0002435	YLR214W	snap_masked-flattened_line_30-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.17&CDS=1-2139
OG0002436	YLR215C	maker-flattened_line_76-augustus-gene-0.111-mRNA-1_1&gene=maker-flattened_line_76-augustus-gene-0.111&CDS=1-3537
OG0002437	YLR216C	snap_masked-flattened_line_76-processed-gene-0.66-mRNA-1_1&gene=snap_masked-flattened_line_76-processed-gene-0.66&CDS=1-1122
OG0002438	YLR218C	genemark-flattened_line_76-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_76-processed-gene-0.38&CDS=1-246
OG0002439	YLR219W	augustus_masked-flattened_line_80-processed-gene-0.71-mRNA-1_1&gene=augustus_masked-flattened_line_80-processed-gene-0.71&CDS=1-2454
OG0002440	YLR220W	snap_masked-flattened_line_50-processed-gene-0.139-mRNA-1_1&gene=snap_masked-flattened_line_50-processed-gene-0.139&CDS=1-897
OG0002441	YLR221C	augustus_masked-flattened_line_50-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-flattened_line_50-processed-gene-0.63&CDS=1-558
OG0002442	YLR222C	snap_masked-flattened_line_173-processed-gene-0.63-mRNA-1_1&gene=snap_masked-flattened_line_173-processed-gene-0.63&CDS=1-2376
OG0002443	YLR228C	snap_masked-flattened_line_14-processed-gene-0.70-mRNA-1_1&gene=snap_masked-flattened_line_14-processed-gene-0.70&CDS=1-2190
OG0002444	YLR229C	maker-flattened_line_14-snap-gene-0.44-mRNA-1_1&gene=maker-flattened_line_14-snap-gene-0.44&CDS=1-573
OG0002445	YLR231C	maker-flattened_line_99-augustus-gene-0.72-mRNA-1_1&gene=maker-flattened_line_99-augustus-gene-0.72&CDS=1-2913
OG0002446	YLR234W	genemark-flattened_line_123-processed-gene-0.99-mRNA-1_1&gene=genemark-flattened_line_123-processed-gene-0.99&CDS=1-1704
OG0002447	YLR239C	genemark-flattened_line_99-processed-gene-0.58-mRNA-1_1&gene=genemark-flattened_line_99-processed-gene-0.58&CDS=1-762
OG0002448	YLR240W	snap_masked-flattened_line_93-processed-gene-0.67-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.67&CDS=1-2850
OG0002449	YLR241W	snap_masked-flattened_line_93-processed-gene-0.46-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.46&CDS=1-2604
OG0002450	YLR242C	snap_masked-flattened_line_93-processed-gene-0.62-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.62&CDS=1-846
OG0002451	YLR243W	snap_masked-flattened_line_131-processed-gene-0.40-mRNA-1_1&gene=snap_masked-flattened_line_131-processed-gene-0.40&CDS=1-2733
OG0002452	YLR244C	augustus_masked-flattened_line_463-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-flattened_line_463-processed-gene-0.1&CDS=1-1125
OG0002453	YLR245C	maker-flattened_line_93-snap-gene-0.86-mRNA-1_1&gene=maker-flattened_line_93-snap-gene-0.86&CDS=1-477
OG0002454	YLR246W	snap_masked-flattened_line_115-processed-gene-0.19-mRNA-1_1&gene=snap_masked-flattened_line_115-processed-gene-0.19&CDS=1-981
OG0002455	YLR247C	snap_masked-flattened_line_58-processed-gene-0.213-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.213&CDS=1-4767
OG0002456	YLR250W	genemark-flattened_line_2-processed-gene-1.31-mRNA-1_1&gene=genemark-flattened_line_2-processed-gene-1.31&CDS=1-693
OG0002457	YLR253W	genemark-flattened_line_66-processed-gene-0.76-mRNA-1_1&gene=genemark-flattened_line_66-processed-gene-0.76&CDS=1-1701
OG0002458	YLR259C	snap_masked-flattened_line_58-processed-gene-0.240-mRNA-1_1&gene=snap_masked-flattened_line_58-processed-gene-0.240&CDS=1-1713
OG0002459	YLR262C	snap_masked-flattened_line_42-processed-gene-0.193-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.193&CDS=1-633
OG0002460	YLR262C-A	snap_masked-flattened_line_42-processed-gene-0.192-mRNA-1_1&gene=snap_masked-flattened_line_42-processed-gene-0.192&CDS=1-192
OG0002461	YLR268W	snap_masked-flattened_line_8-processed-gene-1.276-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.276&CDS=1-645
OG0002462	YLR272C	snap_masked-flattened_line_8-processed-gene-1.223-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.223&CDS=1-3495
OG0002463	YLR274W	snap_masked-flattened_line_179-processed-gene-0.49-mRNA-1_1&gene=snap_masked-flattened_line_179-processed-gene-0.49&CDS=1-2166
OG0002464	YLR275W	snap_masked-flattened_line_179-processed-gene-0.51-mRNA-1_1&gene=snap_masked-flattened_line_179-processed-gene-0.51&CDS=1-327
OG0002465	YLR276C	snap_masked-flattened_line_8-processed-gene-1.263-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.263&CDS=1-1776
OG0002466	YLR277C	snap_masked-flattened_line_0-processed-gene-2.105-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-2.105&CDS=1-2211
OG0002467	YLR278C	snap_masked-flattened_line_179-processed-gene-0.48-mRNA-1_1&gene=snap_masked-flattened_line_179-processed-gene-0.48&CDS=1-2421
OG0002468	YLR281C	genemark-flattened_line_8-processed-gene-0.60-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-0.60&CDS=1-492
OG0002469	YLR283W	snap_masked-flattened_line_179-processed-gene-0.61-mRNA-1_1&gene=snap_masked-flattened_line_179-processed-gene-0.61&CDS=1-927
OG0002470	YLR285W	snap_masked-flattened_line_8-processed-gene-1.260-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.260&CDS=1-750
OG0002471	YLR286C	snap_masked-flattened_line_8-processed-gene-1.213-mRNA-1_1&gene=snap_masked-flattened_line_8-processed-gene-1.213&CDS=1-1872
OG0002472	YLR287C	genemark-flattened_line_42-processed-gene-0.37-mRNA-1_1&gene=genemark-flattened_line_42-processed-gene-0.37&CDS=1-1005
OG0002473	YLR288C	maker-flattened_line_48-snap-gene-0.223-mRNA-1_1&gene=maker-flattened_line_48-snap-gene-0.223&CDS=1-864
OG0002474	YLR289W	genemark-flattened_line_8-processed-gene-1.65-mRNA-1_1&gene=genemark-flattened_line_8-processed-gene-1.65&CDS=1-1935
OG0002475	YLR290C	maker-flattened_line_8-snap-gene-1.94-mRNA-1_1&gene=maker-flattened_line_8-snap-gene-1.94&CDS=1-804
OG0002476	YLR291C	maker-flattened_line_48-snap-gene-0.232-mRNA-1_1&gene=maker-flattened_line_48-snap-gene-0.232&CDS=1-1101
OG0002477	YLR292C	snap_masked-flattened_line_28-processed-gene-0.146-mRNA-1_1&gene=snap_masked-flattened_line_28-processed-gene-0.146&CDS=1-657
OG0002478	YLR293C	maker-flattened_line_30-snap-gene-0.284-mRNA-1_1&gene=maker-flattened_line_30-snap-gene-0.284&CDS=1-642
OG0002479	YLR295C	snap_masked-flattened_line_30-processed-gene-0.85-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.85&CDS=1-345
OG0002480	YLR298C	snap_masked-flattened_line_30-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_30-processed-gene-0.47&CDS=1-444
OG0002481	YLR299W	snap_masked-flattened_line_0-processed-gene-1.3-mRNA-1_1&gene=snap_masked-flattened_line_0-processed-gene-1.3&CDS=1-1614
OG0002482	YLR303W	snap_masked-flattened_line_10-processed-gene-0.101-mRNA-1_1&gene=snap_masked-flattened_line_10-processed-gene-0.101&CDS=1-1332
OG0002483	YLR304C	snap_masked-flattened_line_22-processed-gene-1.105-mRNA-1_1&gene=snap_masked-flattened_line_22-processed-gene-1.105&CDS=1-2352
OG0002484	YLR305C	snap_masked-flattened_line_260-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_260-processed-gene-0.5&CDS=1-5715
OG0002485	YLR306W	genemark-flattened_line_0-processed-gene-2.208-mRNA-1_1&gene=genemark-flattened_line_0-processed-gene-2.208&CDS=1-585
OG0002486	YLR308W	genemark-flattened_line_60-processed-gene-0.122-mRNA-1_1&gene=genemark-flattened_line_60-processed-gene-0.122&CDS=1-993
OG0002487	YLR309C	snap_masked-flattened_line_18-processed-gene-1.92-mRNA-1_1&gene=snap_masked-flattened_line_18-processed-gene-1.92&CDS=1-2565
OG0002488	YLR312W-A	snap_masked-flattened_line_103-processed-gene-0.56-mRNA-1_1&gene=snap_masked-flattened_line_103-processed-gene-0.56&CDS=1-735
OG0002489	YLR314C	genemark-flattened_line_236-processed-gene-0.30-mRNA-1_1&gene=genemark-flattened_line_236-processed-gene-0.30&CDS=1-1473
OG0002490	YLR316C	snap_masked-flattened_line_93-processed-gene-0.60-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.60&CDS=1-975
OG0002491	YLR318W	genemark-flattened_line_93-processed-gene-0.38-mRNA-1_1&gene=genemark-flattened_line_93-processed-gene-0.38&CDS=1-2526
OG0002492	YLR319C	snap_masked-flattened_line_93-processed-gene-0.59-mRNA-1_1&gene=snap_masked-flattened_line_93-processed-gene-0.59&CDS=1-2100
OG0002493	YLR321C	genemark-flattened_line_93-processed-gene-0.40-mRNA-1_1&gene=genemark-flattened_line_93-processed-gene-0.40&CDS=1-1059
OG0002494	YLR323C	snap_masked-flattened_line_56-processed-gene-0.18-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.18&CDS=1-816
OG0002495	YLR324W	snap_masked-flattened_line_56-processed-gene-0.17-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.17&CDS=1-1563
OG0002496	YLR325C	snap_masked-flattened_line_56-processed-gene-0.47-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.47&CDS=1-234
OG0002497	YLR326W	snap_masked-flattened_line_56-processed-gene-0.45-mRNA-1_1&gene=snap_masked-flattened_line_56-processed-gene-0.45&CDS=1-735
OG0002498	YLR330W	augustus_masked-flattened_line_0-processed-gene-2.58-mRNA-1_1&gene=augustus_masked-flattened_line_0-processed-gene-2.58&CDS=1-1611
OG0002499	YLR336C	genemark-flattened_line_68-processed-gene-0.7-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.7&CDS=1-2790
OG0002500	YLR337C	maker-flattened_line_68-snap-gene-0.70-mRNA-1_1&gene=maker-flattened_line_68-snap-gene-0.70&CDS=1-1917
OG0002501	YLR340W	snap_masked-flattened_line_85-processed-gene-0.138-mRNA-1_1&gene=snap_masked-flattened_line_85-processed-gene-0.138&CDS=1-936
OG0002502	YLR342W	snap_masked-flattened_line_74-processed-gene-0.127-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.127&CDS=1-5697
OG0002503	YLR343W	snap_masked-flattened_line_74-processed-gene-0.128-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.128&CDS=1-1854
OG0002504	YLR345W	snap_masked-flattened_line_74-processed-gene-0.130-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.130&CDS=1-1638
OG0002505	YLR347C	snap_masked-flattened_line_74-processed-gene-0.154-mRNA-1_1&gene=snap_masked-flattened_line_74-processed-gene-0.154&CDS=1-2589
OG0002506	YLR348C	snap_masked-flattened_line_276-processed-gene-0.23-mRNA-1_1&gene=snap_masked-flattened_line_276-processed-gene-0.23&CDS=1-915
OG0002507	YLR352W	snap_masked-flattened_line_363-processed-gene-0.5-mRNA-1_1&gene=snap_masked-flattened_line_363-processed-gene-0.5&CDS=1-1641
OG0002508	YLR354C	genemark-flattened_line_68-processed-gene-0.51-mRNA-1_1&gene=genemark-flattened_line_68-processed-gene-0.51&CDS=1-978
OG0002509	YLR355C	snap_masked-flattened_line_175-processed-gene-0.77-mRNA-1_1&gene=snap_masked-flattened_line_175-processed-gene-0.77&CDS=1-1197
OG0002510	YLR359W	snap_masked-flattened_line_191-processed-gene-0.25-mRNA-1_1&gene=snap_masked-flattened_line_191-processed-gene-0.25&CDS=1-1446
OG0002511	YLR361C	genemark-flattened_line_177-processed-gene-0.64-mRNA-1_1&gene=genemark-flattened_line_177-processed-gene-0.64&CDS=1-1635
