	Saccharomyces_cerevisiae	yHMPu5000035252_Yamadazyma_nakazawae
OG0002330	YLR412W	genemark-NODE_37_length_84456_cov_13.2154_ID_22714-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_37_length_84456_cov_13.2154_ID_22714-processed-gene-0.5&CDS=1-801
OG0002331	YLR417W	genemark-NODE_55_length_44365_cov_12.9979_ID_9501-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_55_length_44365_cov_12.9979_ID_9501-processed-gene-0.55&CDS=1-1785
OG0002332	YLR418C	genemark-NODE_34_length_116181_cov_12.3748_ID_9270-processed-gene-0.39-mRNA-1_1&gene=genemark-NODE_34_length_116181_cov_12.3748_ID_9270-processed-gene-0.39&CDS=1-1080
OG0002333	YLR419W	genemark-NODE_33_length_116640_cov_12.8815_ID_10954-processed-gene-0.101-mRNA-1_1&gene=genemark-NODE_33_length_116640_cov_12.8815_ID_10954-processed-gene-0.101&CDS=1-6300
OG0002334	YLR420W	genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-2.124-mRNA-1_1&gene=genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-2.124&CDS=1-1080
OG0002335	YLR422W	genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-3.1-mRNA-1_1&gene=genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-3.1&CDS=1-5697
OG0002336	YLR424W	maker-NODE_34_length_116181_cov_12.3748_ID_9270-augustus-gene-0.194-mRNA-1_1&gene=maker-NODE_34_length_116181_cov_12.3748_ID_9270-augustus-gene-0.194&CDS=1-1890
OG0002337	YLR427W	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.270-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.270&CDS=1-1896
OG0002338	YLR430W	augustus_masked-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-2.71-mRNA-1_1&gene=augustus_masked-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-2.71&CDS=1-9333
OG0002339	YLR438C-A	snap_masked-NODE_32_length_120119_cov_12.2487_ID_7593-processed-gene-0.56-mRNA-1_1&gene=snap_masked-NODE_32_length_120119_cov_12.2487_ID_7593-processed-gene-0.56&CDS=1-264
OG0002340	YLR438W	genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-1.104-mRNA-1_1&gene=genemark-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-1.104&CDS=1-1299
OG0002341	YLR439W	genemark-NODE_32_length_120119_cov_12.2487_ID_7593-processed-gene-0.156-mRNA-1_1&gene=genemark-NODE_32_length_120119_cov_12.2487_ID_7593-processed-gene-0.156&CDS=1-888
OG0002342	YLR441C	genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-1.46-mRNA-1_1&gene=genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-1.46&CDS=1-768
OG0002343	YLR443W	snap_masked-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-1.75-mRNA-1_1&gene=snap_masked-NODE_6_length_334944_cov_12.2087_ID_4781-processed-gene-1.75&CDS=1-1569
OG0002344	YLR447C	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-4.21-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-4.21&CDS=1-1053
OG0002345	YLR451W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-5.141-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-5.141&CDS=1-2868
OG0002346	YLR452C	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-5.110-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-5.110&CDS=1-1968
OG0002347	YLR459W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-5.119-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-5.119&CDS=1-1296
OG0002348	YML001W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-6.128-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-6.128&CDS=1-627
OG0002349	YML004C	maker-NODE_27_length_144887_cov_13.6552_ID_10293-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_27_length_144887_cov_13.6552_ID_10293-augustus-gene-0.4&CDS=1-1008
OG0002350	YML005W	genemark-NODE_63_length_23996_cov_12.8763_ID_12148-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_63_length_23996_cov_12.8763_ID_12148-processed-gene-0.36&CDS=1-1263
OG0002351	YML008C	maker-NODE_11_length_278164_cov_12.7995_ID_11389-augustus-gene-1.182-mRNA-1_1&gene=maker-NODE_11_length_278164_cov_12.7995_ID_11389-augustus-gene-1.182&CDS=1-2328
OG0002352	YML009C	snap_masked-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-3.167-mRNA-1_1&gene=snap_masked-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-3.167&CDS=1-213
OG0002353	YML010W	genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-0.4&CDS=1-2841
OG0002354	YML011C	genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-3.42-mRNA-1_1&gene=genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-3.42&CDS=1-684
OG0002355	YML012W	genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-3.10-mRNA-1_1&gene=genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-3.10&CDS=1-636
OG0002356	YML013W	genemark-NODE_23_length_167091_cov_13.5911_ID_21877-processed-gene-0.235-mRNA-1_1&gene=genemark-NODE_23_length_167091_cov_13.5911_ID_21877-processed-gene-0.235&CDS=1-1644
OG0002357	YML014W	augustus_masked-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-0.70-mRNA-1_1&gene=augustus_masked-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-0.70&CDS=1-1842
OG0002358	YML015C	genemark-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-0.92-mRNA-1_1&gene=genemark-NODE_14_length_236535_cov_13.2068_ID_11582-processed-gene-0.92&CDS=1-1722
OG0002359	YML017W	snap_masked-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-0.113-mRNA-1_1&gene=snap_masked-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-0.113&CDS=1-2697
OG0002360	YML018C	genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-3.46-mRNA-1_1&gene=genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-3.46&CDS=1-1173
OG0002361	YML020W	augustus_masked-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-3.78-mRNA-1_1&gene=augustus_masked-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-3.78&CDS=1-5823
OG0002362	YML022W	genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-0.21&CDS=1-552
OG0002363	YML030W	snap_masked-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_18_length_213741_cov_12.753_ID_10114-processed-gene-0.80&CDS=1-579
OG0002364	YML031W	genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.204-mRNA-1_1&gene=genemark-NODE_12_length_263429_cov_13.7089_ID_15300-processed-gene-1.204&CDS=1-1902
OG0002365	YML034W	maker-NODE_7_length_317128_cov_12.3964_ID_6211-snap-gene-2.122-mRNA-1_1&gene=maker-NODE_7_length_317128_cov_12.3964_ID_6211-snap-gene-2.122&CDS=1-2469
OG0002366	YML035C	genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.245-mRNA-1_1&gene=genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.245&CDS=1-2229
OG0002367	YML038C	genemark-NODE_40_length_82457_cov_12.7413_ID_6993-processed-gene-0.143-mRNA-1_1&gene=genemark-NODE_40_length_82457_cov_12.7413_ID_6993-processed-gene-0.143&CDS=1-1143
OG0002368	YML042W	genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-1.10-mRNA-1_1&gene=genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-1.10&CDS=1-1839
OG0002369	YML046W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-0.95-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-0.95&CDS=1-1950
OG0002370	YML048W	genemark-NODE_45_length_65275_cov_13.5564_ID_11328-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_45_length_65275_cov_13.5564_ID_11328-processed-gene-0.4&CDS=1-1116
OG0002371	YML049C	genemark-NODE_32_length_120119_cov_12.2487_ID_7593-processed-gene-0.177-mRNA-1_1&gene=genemark-NODE_32_length_120119_cov_12.2487_ID_7593-processed-gene-0.177&CDS=1-2973
OG0002372	YML050W	genemark-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.129-mRNA-1_1&gene=genemark-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.129&CDS=1-789
OG0002373	YML052W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.49-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-6.49&CDS=1-807
OG0002374	YML056C	genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-1.168-mRNA-1_1&gene=genemark-NODE_15_length_229255_cov_12.734_ID_17634-processed-gene-1.168&CDS=1-1569
OG0002375	YML059C	snap_masked-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.86&CDS=1-5619
OG0002376	YML060W	genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.62-mRNA-1_1&gene=genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.62&CDS=1-1068
OG0002377	YML064C	maker-NODE_5_length_413661_cov_12.9644_ID_12948-augustus-gene-2.47-mRNA-1_1&gene=maker-NODE_5_length_413661_cov_12.9644_ID_12948-augustus-gene-2.47&CDS=1-3714
OG0002378	YML069W	genemark-NODE_25_length_161012_cov_12.2977_ID_5900-processed-gene-0.74-mRNA-1_1&gene=genemark-NODE_25_length_161012_cov_12.2977_ID_5900-processed-gene-0.74&CDS=1-1617
OG0002379	YML071C	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-4.42-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-4.42&CDS=1-1290
OG0002380	YML077W	genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-2.64-mRNA-1_1&gene=genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-2.64&CDS=1-465
OG0002381	YML079W	genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-0.49&CDS=1-489
OG0002382	YML080W	genemark-NODE_42_length_71676_cov_12.6699_ID_6741-processed-gene-0.80-mRNA-1_1&gene=genemark-NODE_42_length_71676_cov_12.6699_ID_6741-processed-gene-0.80&CDS=1-1269
OG0002383	YML081C-A	maker-NODE_32_length_120119_cov_12.2487_ID_7593-snap-gene-0.184-mRNA-1_1&gene=maker-NODE_32_length_120119_cov_12.2487_ID_7593-snap-gene-0.184&CDS=1-180
OG0002384	YML086C	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-3.51-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-3.51&CDS=1-1671
OG0002385	YML088W	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-3.30-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-3.30&CDS=1-1995
OG0002386	YML093W	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-3.23-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-3.23&CDS=1-2622
OG0002387	YML094W	genemark-NODE_17_length_225366_cov_13.4869_ID_18054-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_17_length_225366_cov_13.4869_ID_18054-processed-gene-0.55&CDS=1-453
OG0002388	YML096W	genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_1_length_754808_cov_12.3332_ID_9967-processed-gene-0.96&CDS=1-1878
OG0002389	YML098W	maker-NODE_42_length_71676_cov_12.6699_ID_6741-augustus-gene-0.4-mRNA-1_1&gene=maker-NODE_42_length_71676_cov_12.6699_ID_6741-augustus-gene-0.4&CDS=1-933
OG0002390	YML099C	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-0.33&CDS=1-2613
OG0002391	YML102W	augustus_masked-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.220-mRNA-1_1&gene=augustus_masked-NODE_13_length_255115_cov_12.4676_ID_6338-processed-gene-1.220&CDS=1-1440
OG0002392	YML104C	augustus_masked-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-0.38&CDS=1-3648
OG0002393	YML105C	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-0.111-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-0.111&CDS=1-813
OG0002394	YML110C	genemark-NODE_25_length_161012_cov_12.2977_ID_5900-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_25_length_161012_cov_12.2977_ID_5900-processed-gene-0.48&CDS=1-867
OG0002395	YML112W	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-1.144-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-1.144&CDS=1-924
OG0002396	YML114C	genemark-NODE_35_length_98507_cov_12.8027_ID_9595-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_35_length_98507_cov_12.8027_ID_9595-processed-gene-0.13&CDS=1-1425
OG0002397	YML115C	genemark-NODE_35_length_98507_cov_12.8027_ID_9595-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_35_length_98507_cov_12.8027_ID_9595-processed-gene-0.17&CDS=1-1398
OG0002398	YML121W	genemark-NODE_23_length_167091_cov_13.5911_ID_21877-processed-gene-0.221-mRNA-1_1&gene=genemark-NODE_23_length_167091_cov_13.5911_ID_21877-processed-gene-0.221&CDS=1-1020
OG0002399	YML123C	genemark-NODE_17_length_225366_cov_13.4869_ID_18054-processed-gene-1.13-mRNA-1_1&gene=genemark-NODE_17_length_225366_cov_13.4869_ID_18054-processed-gene-1.13&CDS=1-1653
OG0002400	YML126C	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-3.24-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-3.24&CDS=1-1335
OG0002401	YML127W	maker-NODE_17_length_225366_cov_13.4869_ID_18054-augustus-gene-0.141-mRNA-1_1&gene=maker-NODE_17_length_225366_cov_13.4869_ID_18054-augustus-gene-0.141&CDS=1-2025
OG0002402	YML130C	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-0.10&CDS=1-1530
OG0002403	YMR001C	genemark-NODE_31_length_134740_cov_13.8432_ID_7969-processed-gene-0.179-mRNA-1_1&gene=genemark-NODE_31_length_134740_cov_13.8432_ID_7969-processed-gene-0.179&CDS=1-2040
OG0002404	YMR002W	genemark-NODE_31_length_134740_cov_13.8432_ID_7969-processed-gene-0.180-mRNA-1_1&gene=genemark-NODE_31_length_134740_cov_13.8432_ID_7969-processed-gene-0.180&CDS=1-429
OG0002405	YMR004W	maker-NODE_5_length_413661_cov_12.9644_ID_12948-snap-gene-3.65-mRNA-1_1&gene=maker-NODE_5_length_413661_cov_12.9644_ID_12948-snap-gene-3.65&CDS=1-1908
OG0002406	YMR005W	genemark-NODE_28_length_142737_cov_12.6932_ID_10016-processed-gene-0.209-mRNA-1_1&gene=genemark-NODE_28_length_142737_cov_12.6932_ID_10016-processed-gene-0.209&CDS=1-1221
OG0002407	YMR009W	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-0.15&CDS=1-534
OG0002408	YMR010W	genemark-NODE_46_length_62667_cov_13.8039_ID_13199-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_46_length_62667_cov_13.8039_ID_13199-processed-gene-0.57&CDS=1-834
OG0002409	YMR012W	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-3.34-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-3.34&CDS=1-3858
OG0002410	YMR013C	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-6.84-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-6.84&CDS=1-1788
OG0002411	YMR014W	genemark-NODE_40_length_82457_cov_12.7413_ID_6993-processed-gene-0.139-mRNA-1_1&gene=genemark-NODE_40_length_82457_cov_12.7413_ID_6993-processed-gene-0.139&CDS=1-1497
OG0002412	YMR015C	genemark-NODE_34_length_116181_cov_12.3748_ID_9270-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_34_length_116181_cov_12.3748_ID_9270-processed-gene-0.57&CDS=1-1539
OG0002413	YMR022W	augustus_masked-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-3.74-mRNA-1_1&gene=augustus_masked-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-3.74&CDS=1-1914
OG0002414	YMR023C	genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-0.83&CDS=1-1491
OG0002415	YMR024W	genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-2.37-mRNA-1_1&gene=genemark-NODE_9_length_305470_cov_12.6467_ID_19013-processed-gene-2.37&CDS=1-1095
OG0002416	YMR026C	genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-0.7&CDS=1-1368
OG0002417	YMR027W	genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-1.19-mRNA-1_1&gene=genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-1.19&CDS=1-1233
OG0002418	YMR028W	genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-1.20-mRNA-1_1&gene=genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-1.20&CDS=1-984
OG0002419	YMR033W	genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.222-mRNA-1_1&gene=genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.222&CDS=1-1371
OG0002420	YMR034C	genemark-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.131-mRNA-1_1&gene=genemark-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.131&CDS=1-1320
OG0002421	YMR035W	genemark-NODE_29_length_142623_cov_13.8222_ID_10748-processed-gene-0.206-mRNA-1_1&gene=genemark-NODE_29_length_142623_cov_13.8222_ID_10748-processed-gene-0.206&CDS=1-390
OG0002422	YMR036C	genemark-NODE_70_length_18626_cov_12.9774_ID_12501-processed-gene-0.13-mRNA-1_1&gene=genemark-NODE_70_length_18626_cov_12.9774_ID_12501-processed-gene-0.13&CDS=1-1911
OG0002423	YMR039C	genemark-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.163-mRNA-1_1&gene=genemark-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.163&CDS=1-375
OG0002424	YMR041C	genemark-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.164-mRNA-1_1&gene=genemark-NODE_22_length_173645_cov_13.0178_ID_11547-processed-gene-0.164&CDS=1-1065
OG0002425	YMR043W	genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.95-mRNA-1_1&gene=genemark-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.95&CDS=1-681
OG0002426	YMR044W	snap_masked-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.267-mRNA-1_1&gene=snap_masked-NODE_11_length_278164_cov_12.7995_ID_11389-processed-gene-1.267&CDS=1-1299
OG0002427	YMR048W	genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-2.60-mRNA-1_1&gene=genemark-NODE_8_length_314679_cov_12.7556_ID_10232-processed-gene-2.60&CDS=1-900
OG0002428	YMR049C	genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-1.37-mRNA-1_1&gene=genemark-NODE_16_length_225391_cov_12.2881_ID_10517-processed-gene-1.37&CDS=1-2367
OG0002429	YMR055C	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-3.87-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-3.87&CDS=1-972
OG0002430	YMR059W	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.253-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-4.253&CDS=1-336
OG0002431	YMR060C	genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-2.77-mRNA-1_1&gene=genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-2.77&CDS=1-993
OG0002432	YMR061W	genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-2.106-mRNA-1_1&gene=genemark-NODE_7_length_317128_cov_12.3964_ID_6211-processed-gene-2.106&CDS=1-2106
OG0002433	YMR062C	genemark-NODE_21_length_185025_cov_12.6498_ID_12573-processed-gene-0.236-mRNA-1_1&gene=genemark-NODE_21_length_185025_cov_12.6498_ID_12573-processed-gene-0.236&CDS=1-1338
OG0002434	YMR063W	genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-1.179-mRNA-1_1&gene=genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-1.179&CDS=1-1053
OG0002435	YMR065W	augustus_masked-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-1.110-mRNA-1_1&gene=augustus_masked-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-1.110&CDS=1-1908
OG0002436	YMR068W	genemark-NODE_30_length_140525_cov_12.5758_ID_13330-processed-gene-0.168-mRNA-1_1&gene=genemark-NODE_30_length_140525_cov_12.5758_ID_13330-processed-gene-0.168&CDS=1-1719
OG0002437	YMR069W	genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-3.55-mRNA-1_1&gene=genemark-NODE_4_length_415900_cov_12.7607_ID_11117-processed-gene-3.55&CDS=1-648
OG0002438	YMR071C	genemark-NODE_34_length_116181_cov_12.3748_ID_9270-processed-gene-0.50-mRNA-1_1&gene=genemark-NODE_34_length_116181_cov_12.3748_ID_9270-processed-gene-0.50&CDS=1-507
OG0002439	YMR074C	genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-2.122-mRNA-1_1&gene=genemark-NODE_3_length_599222_cov_12.9438_ID_5790-processed-gene-2.122&CDS=1-366
OG0002440	YMR075W	genemark-NODE_21_length_185025_cov_12.6498_ID_12573-processed-gene-0.237-mRNA-1_1&gene=genemark-NODE_21_length_185025_cov_12.6498_ID_12573-processed-gene-0.237&CDS=1-2178
OG0002441	YMR076C	genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-4.13-mRNA-1_1&gene=genemark-NODE_2_length_730450_cov_12.7368_ID_12397-processed-gene-4.13&CDS=1-5826
OG0002442	YMR077C	genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.201-mRNA-1_1&gene=genemark-NODE_24_length_164848_cov_13.2072_ID_10893-processed-gene-0.201&CDS=1-648
OG0002443	YMR079W	genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-1.126-mRNA-1_1&gene=genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-1.126&CDS=1-897
OG0002444	YMR080C	genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-1.128-mRNA-1_1&gene=genemark-NODE_20_length_209557_cov_13.2788_ID_6668-processed-gene-1.128&CDS=1-2832
OG0002445	YMR090W	genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.100-mRNA-1_1&gene=genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.100&CDS=1-675
OG0002446	YMR092C	snap_masked-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-1.26-mRNA-1_1&gene=snap_masked-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-1.26&CDS=1-1812
OG0002447	YMR093W	genemark-NODE_53_length_47227_cov_12.0601_ID_8136-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_53_length_47227_cov_12.0601_ID_8136-processed-gene-0.44&CDS=1-1500
OG0002448	YMR097C	genemark-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-1.142-mRNA-1_1&gene=genemark-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-1.142&CDS=1-1107
OG0002449	YMR098C	genemark-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-1.166-mRNA-1_1&gene=genemark-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-1.166&CDS=1-1794
OG0002450	YMR099C	genemark-NODE_25_length_161012_cov_12.2977_ID_5900-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_25_length_161012_cov_12.2977_ID_5900-processed-gene-0.56&CDS=1-906
OG0002451	YMR100W	genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-3.38-mRNA-1_1&gene=genemark-NODE_5_length_413661_cov_12.9644_ID_12948-processed-gene-3.38&CDS=1-2436
OG0002452	YMR105C	genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.89-mRNA-1_1&gene=genemark-NODE_10_length_282863_cov_12.4527_ID_7779-processed-gene-1.89&CDS=1-1641
OG0002453	YMR106C	genemark-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-1.168-mRNA-1_1&gene=genemark-NODE_19_length_213459_cov_13.3265_ID_7339-processed-gene-1.168&CDS=1-1920
OG0002454	YMR108W	genemark-NODE_61_length_25407_cov_11.4995_ID_11005-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_61_length_25407_cov_11.4995_ID_11005-processed-gene-0.34&CDS=1-2037
