	Saccharomyces_cerevisiae	yHMPu5000034886_Ogataea_trehalophila
OG0003107	YOR125C	genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-0.64-mRNA-1_1&gene=genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-0.64&CDS=1-639
OG0003108	YOR126C	genemark-NODE_35_length_153980_cov_18.4772_ID_69-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_35_length_153980_cov_18.4772_ID_69-processed-gene-0.118&CDS=1-798
OG0003109	YOR128C	genemark-NODE_23_length_189896_cov_14.9581_ID_45-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_23_length_189896_cov_14.9581_ID_45-processed-gene-0.37&CDS=1-1719
OG0003110	YOR130C	genemark-NODE_19_length_246779_cov_15.2859_ID_37-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_19_length_246779_cov_15.2859_ID_37-processed-gene-0.55&CDS=1-966
OG0003111	YOR131C	snap_masked-NODE_38_length_135383_cov_16.4375_ID_75-processed-gene-0.128-mRNA-1_1&gene=snap_masked-NODE_38_length_135383_cov_16.4375_ID_75-processed-gene-0.128&CDS=1-693
OG0003112	YOR132W	genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-2.27-mRNA-1_1&gene=genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-2.27&CDS=1-1734
OG0003113	YOR135C	snap_masked-NODE_42_length_110448_cov_14.655_ID_83-processed-gene-0.109-mRNA-1_1&gene=snap_masked-NODE_42_length_110448_cov_14.655_ID_83-processed-gene-0.109&CDS=1-258
OG0003114	YOR136W	genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-0.53-mRNA-1_1&gene=genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-0.53&CDS=1-1107
OG0003115	YOR141C	genemark-NODE_26_length_180113_cov_12.8975_ID_51-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_26_length_180113_cov_12.8975_ID_51-processed-gene-0.93&CDS=1-2508
OG0003116	YOR142W	genemark-NODE_26_length_180113_cov_12.8975_ID_51-processed-gene-0.94-mRNA-1_1&gene=genemark-NODE_26_length_180113_cov_12.8975_ID_51-processed-gene-0.94&CDS=1-960
OG0003117	YOR143C	genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-2.48-mRNA-1_1&gene=genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-2.48&CDS=1-1035
OG0003118	YOR144C	genemark-NODE_57_length_77705_cov_13.3156_ID_113-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_57_length_77705_cov_13.3156_ID_113-processed-gene-0.40&CDS=1-2448
OG0003119	YOR145C	genemark-NODE_20_length_238563_cov_12.5791_ID_39-processed-gene-1.74-mRNA-1_1&gene=genemark-NODE_20_length_238563_cov_12.5791_ID_39-processed-gene-1.74&CDS=1-771
OG0003120	YOR149C	genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-1.17-mRNA-1_1&gene=genemark-NODE_16_length_259366_cov_13.0174_ID_31-processed-gene-1.17&CDS=1-1731
OG0003121	YOR150W	genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-1.44-mRNA-1_1&gene=genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-1.44&CDS=1-528
OG0003122	YOR151C	genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-1.42-mRNA-1_1&gene=genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-1.42&CDS=1-3825
OG0003123	YOR154W	genemark-NODE_64_length_66220_cov_12.4351_ID_127-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_64_length_66220_cov_12.4351_ID_127-processed-gene-0.19&CDS=1-2637
OG0003124	YOR155C	genemark-NODE_52_length_86934_cov_22.2393_ID_103-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_52_length_86934_cov_22.2393_ID_103-processed-gene-0.55&CDS=1-1281
OG0003125	YOR157C	genemark-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-2.84-mRNA-1_1&gene=genemark-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-2.84&CDS=1-816
OG0003126	YOR158W	genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-1.109-mRNA-1_1&gene=genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-1.109&CDS=1-984
OG0003127	YOR159C	augustus_masked-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-0.23&CDS=1-264
OG0003128	YOR160W	genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-0.43&CDS=1-2913
OG0003129	YOR163W	genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-1.128-mRNA-1_1&gene=genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-1.128&CDS=1-702
OG0003130	YOR164C	genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-1.163-mRNA-1_1&gene=genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-1.163&CDS=1-984
OG0003131	YOR165W	genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-1.129-mRNA-1_1&gene=genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-1.129&CDS=1-2418
OG0003132	YOR166C	genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-2.116-mRNA-1_1&gene=genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-2.116&CDS=1-1347
OG0003133	YOR168W	genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-2.167-mRNA-1_1&gene=genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-2.167&CDS=1-2394
OG0003134	YOR174W	genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-4.151-mRNA-1_1&gene=genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-4.151&CDS=1-903
OG0003135	YOR175C	genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-4.118-mRNA-1_1&gene=genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-4.118&CDS=1-1881
OG0003136	YOR176W	genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-4.154-mRNA-1_1&gene=genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-4.154&CDS=1-1188
OG0003137	YOR181W	genemark-NODE_46_length_95177_cov_16.3073_ID_91-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_46_length_95177_cov_16.3073_ID_91-processed-gene-0.49&CDS=1-2307
OG0003138	YOR184W	genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-1.50-mRNA-1_1&gene=genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-1.50&CDS=1-1167
OG0003139	YOR185C	genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-1.67-mRNA-1_1&gene=genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-1.67&CDS=1-645
OG0003140	YOR187W	maker-NODE_13_length_297526_cov_12.7474_ID_25-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_13_length_297526_cov_12.7474_ID_25-snap-gene-0.1&CDS=1-4995
OG0003141	YOR188W	genemark-NODE_70_length_60666_cov_13.5245_ID_139-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_70_length_60666_cov_13.5245_ID_139-processed-gene-0.18&CDS=1-3510
OG0003142	YOR194C	genemark-NODE_49_length_90231_cov_11.5931_ID_97-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_49_length_90231_cov_11.5931_ID_97-processed-gene-0.118&CDS=1-891
OG0003143	YOR196C	genemark-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.99-mRNA-1_1&gene=genemark-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.99&CDS=1-1248
OG0003144	YOR197W	maker-NODE_13_length_297526_cov_12.7474_ID_25-augustus-gene-1.98-mRNA-1_1&gene=maker-NODE_13_length_297526_cov_12.7474_ID_25-augustus-gene-1.98&CDS=1-2754
OG0003145	YOR198C	genemark-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.69-mRNA-1_1&gene=genemark-NODE_37_length_147543_cov_13.8681_ID_73-processed-gene-0.69&CDS=1-1416
OG0003146	YOR201C	genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-1.39-mRNA-1_1&gene=genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-1.39&CDS=1-1227
OG0003147	YOR202W	genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-1.61-mRNA-1_1&gene=genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-1.61&CDS=1-729
OG0003148	YOR204W	genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-0.42-mRNA-1_1&gene=genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-0.42&CDS=1-1902
OG0003149	YOR205C	genemark-NODE_26_length_180113_cov_12.8975_ID_51-processed-gene-0.106-mRNA-1_1&gene=genemark-NODE_26_length_180113_cov_12.8975_ID_51-processed-gene-0.106&CDS=1-1785
OG0003150	YOR206W	genemark-NODE_28_length_177010_cov_14.6467_ID_55-processed-gene-0.118-mRNA-1_1&gene=genemark-NODE_28_length_177010_cov_14.6467_ID_55-processed-gene-0.118&CDS=1-2205
OG0003151	YOR207C	genemark-NODE_28_length_177010_cov_14.6467_ID_55-processed-gene-0.119-mRNA-1_1&gene=genemark-NODE_28_length_177010_cov_14.6467_ID_55-processed-gene-0.119&CDS=1-3474
OG0003152	YOR209C	genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-0.78&CDS=1-1248
OG0003153	YOR210W	maker-NODE_18_length_248355_cov_19.3599_ID_35-snap-gene-0.44-mRNA-1_1&gene=maker-NODE_18_length_248355_cov_19.3599_ID_35-snap-gene-0.44&CDS=1-732
OG0003154	YOR211C	maker-NODE_7_length_341278_cov_13.0664_ID_13-snap-gene-0.36-mRNA-1_1&gene=maker-NODE_7_length_341278_cov_13.0664_ID_13-snap-gene-0.36&CDS=1-4440
OG0003155	YOR212W	genemark-NODE_55_length_82496_cov_27.738_ID_109-processed-gene-0.54-mRNA-1_1&gene=genemark-NODE_55_length_82496_cov_27.738_ID_109-processed-gene-0.54&CDS=1-1335
OG0003156	YOR215C	genemark-NODE_102_length_16934_cov_10.2264_ID_203-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_102_length_16934_cov_10.2264_ID_203-processed-gene-0.20&CDS=1-570
OG0003157	YOR216C	genemark-NODE_53_length_86924_cov_11.76_ID_105-processed-gene-0.60-mRNA-1_1&gene=genemark-NODE_53_length_86924_cov_11.76_ID_105-processed-gene-0.60&CDS=1-1542
OG0003158	YOR217W	augustus_masked-NODE_58_length_77449_cov_14.295_ID_115-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_58_length_77449_cov_14.295_ID_115-processed-gene-0.55&CDS=1-2718
OG0003159	YOR221C	genemark-NODE_42_length_110448_cov_14.655_ID_83-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_42_length_110448_cov_14.655_ID_83-processed-gene-0.57&CDS=1-1140
OG0003160	YOR223W	genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_13_length_297526_cov_12.7474_ID_25-processed-gene-0.59&CDS=1-969
OG0003161	YOR224C	genemark-NODE_49_length_90231_cov_11.5931_ID_97-processed-gene-0.91-mRNA-1_1&gene=genemark-NODE_49_length_90231_cov_11.5931_ID_97-processed-gene-0.91&CDS=1-447
OG0003162	YOR228C	genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-3.156-mRNA-1_1&gene=genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-3.156&CDS=1-894
OG0003163	YOR232W	genemark-NODE_22_length_195135_cov_21.5797_ID_43-processed-gene-0.20-mRNA-1_1&gene=genemark-NODE_22_length_195135_cov_21.5797_ID_43-processed-gene-0.20&CDS=1-699
OG0003164	YOR238W	genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.67-mRNA-1_1&gene=genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.67&CDS=1-891
OG0003165	YOR239W	genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-0.35-mRNA-1_1&gene=genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-0.35&CDS=1-969
OG0003166	YOR241W	genemark-NODE_97_length_22961_cov_18.77_ID_193-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_97_length_22961_cov_18.77_ID_193-processed-gene-0.9&CDS=1-1623
OG0003167	YOR242C	genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-1.102-mRNA-1_1&gene=genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-1.102&CDS=1-1608
OG0003168	YOR243C	genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-1.101-mRNA-1_1&gene=genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-1.101&CDS=1-2187
OG0003169	YOR245C	genemark-NODE_5_length_345753_cov_13.3743_ID_9-processed-gene-0.48-mRNA-1_1&gene=genemark-NODE_5_length_345753_cov_13.3743_ID_9-processed-gene-0.48&CDS=1-1437
OG0003170	YOR246C	genemark-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-2.92-mRNA-1_1&gene=genemark-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-2.92&CDS=1-990
OG0003171	YOR249C	genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-1.44-mRNA-1_1&gene=genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-1.44&CDS=1-2433
OG0003172	YOR250C	genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_2_length_488514_cov_13.1886_ID_3-processed-gene-1.66&CDS=1-1518
OG0003173	YOR251C	genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-2.10-mRNA-1_1&gene=genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-2.10&CDS=1-969
OG0003174	YOR252W	genemark-NODE_45_length_103179_cov_12.1931_ID_89-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_45_length_103179_cov_12.1931_ID_89-processed-gene-0.36&CDS=1-528
OG0003175	YOR253W	genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-3.161-mRNA-1_1&gene=genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-3.161&CDS=1-534
OG0003176	YOR254C	genemark-NODE_28_length_177010_cov_14.6467_ID_55-processed-gene-0.120-mRNA-1_1&gene=genemark-NODE_28_length_177010_cov_14.6467_ID_55-processed-gene-0.120&CDS=1-2043
OG0003177	YOR257W	genemark-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-1.87-mRNA-1_1&gene=genemark-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-1.87&CDS=1-447
OG0003178	YOR259C	genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-0.40&CDS=1-1248
OG0003179	YOR260W	genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-0.52&CDS=1-1407
OG0003180	YOR261C	genemark-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-2.69-mRNA-1_1&gene=genemark-NODE_10_length_312712_cov_12.8606_ID_19-processed-gene-2.69&CDS=1-1041
OG0003181	YOR262W	genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-0.43&CDS=1-1146
OG0003182	YOR265W	genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-0.62-mRNA-1_1&gene=genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-0.62&CDS=1-327
OG0003183	YOR269W	genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-1.112-mRNA-1_1&gene=genemark-NODE_15_length_262862_cov_12.7655_ID_29-processed-gene-1.112&CDS=1-1533
OG0003184	YOR271C	genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.222-mRNA-1_1&gene=genemark-NODE_30_length_174647_cov_23.7437_ID_59-processed-gene-0.222&CDS=1-981
OG0003185	YOR272W	genemark-NODE_76_length_54680_cov_25.9901_ID_151-processed-gene-0.52-mRNA-1_1&gene=genemark-NODE_76_length_54680_cov_25.9901_ID_151-processed-gene-0.52&CDS=1-1362
OG0003186	YOR273C	genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-0.51&CDS=1-1923
OG0003187	YOR274W	genemark-NODE_45_length_103179_cov_12.1931_ID_89-processed-gene-0.2-mRNA-1_1&gene=genemark-NODE_45_length_103179_cov_12.1931_ID_89-processed-gene-0.2&CDS=1-1455
OG0003188	YOR275C	snap_masked-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-1.38-mRNA-1_1&gene=snap_masked-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-1.38&CDS=1-2238
OG0003189	YOR278W	augustus_masked-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-3.264-mRNA-1_1&gene=augustus_masked-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-3.264&CDS=1-2778
OG0003190	YOR281C	augustus_masked-NODE_35_length_153980_cov_18.4772_ID_69-processed-gene-0.205-mRNA-1_1&gene=augustus_masked-NODE_35_length_153980_cov_18.4772_ID_69-processed-gene-0.205&CDS=1-774
OG0003191	YOR283W	genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-1.142-mRNA-1_1&gene=genemark-NODE_12_length_299633_cov_12.6299_ID_23-processed-gene-1.142&CDS=1-693
OG0003192	YOR288C	genemark-NODE_23_length_189896_cov_14.9581_ID_45-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_23_length_189896_cov_14.9581_ID_45-processed-gene-0.72&CDS=1-936
OG0003193	YOR289W	genemark-NODE_78_length_50721_cov_13.3598_ID_155-processed-gene-0.37-mRNA-1_1&gene=genemark-NODE_78_length_50721_cov_13.3598_ID_155-processed-gene-0.37&CDS=1-612
OG0003194	YOR291W	genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-3.94-mRNA-1_1&gene=genemark-NODE_4_length_439119_cov_16.2925_ID_7-processed-gene-3.94&CDS=1-4461
OG0003195	YOR294W	genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-4.124-mRNA-1_1&gene=genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-4.124&CDS=1-612
OG0003196	YOR298C-A	genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-3.62-mRNA-1_1&gene=genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-3.62&CDS=1-453
OG0003197	YOR298W	maker-NODE_1_length_559938_cov_12.5074_ID_1-augustus-gene-3.83-mRNA-1_1&gene=maker-NODE_1_length_559938_cov_12.5074_ID_1-augustus-gene-3.83&CDS=1-1107
OG0003198	YOR301W	genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-1.56-mRNA-1_1&gene=genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-1.56&CDS=1-1554
OG0003199	YOR303W	genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-0.57-mRNA-1_1&gene=genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-0.57&CDS=1-1221
OG0003200	YOR305W	maker-NODE_7_length_341278_cov_13.0664_ID_13-snap-gene-1.85-mRNA-1_1&gene=maker-NODE_7_length_341278_cov_13.0664_ID_13-snap-gene-1.85&CDS=1-1353
OG0003201	YOR307C	augustus_masked-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-2.35-mRNA-1_1&gene=augustus_masked-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-2.35&CDS=1-1383
OG0003202	YOR308C	genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-1.3-mRNA-1_1&gene=genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-1.3&CDS=1-1617
OG0003203	YOR310C	genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-1.105-mRNA-1_1&gene=genemark-NODE_1_length_559938_cov_12.5074_ID_1-processed-gene-1.105&CDS=1-1554
OG0003204	YOR311C	genemark-NODE_51_length_87043_cov_13.5604_ID_101-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_51_length_87043_cov_13.5604_ID_101-processed-gene-0.55&CDS=1-1035
OG0003205	YOR317W	genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-0.75&CDS=1-2112
OG0003206	YOR320C	snap_masked-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_14_length_283870_cov_12.4382_ID_27-processed-gene-0.10&CDS=1-1599
OG0003207	YOR322C	genemark-NODE_83_length_47479_cov_12.2302_ID_165-processed-gene-0.44-mRNA-1_1&gene=genemark-NODE_83_length_47479_cov_12.2302_ID_165-processed-gene-0.44&CDS=1-2385
OG0003208	YOR323C	genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-2.124-mRNA-1_1&gene=genemark-NODE_3_length_487415_cov_12.5697_ID_5-processed-gene-2.124&CDS=1-1338
OG0003209	YOR329C	genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.55-mRNA-1_1&gene=genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.55&CDS=1-2301
OG0003210	YOR330C	genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.56-mRNA-1_1&gene=genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.56&CDS=1-3567
OG0003211	YOR332W	genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.14-mRNA-1_1&gene=genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.14&CDS=1-690
OG0003212	YOR334W	genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.15-mRNA-1_1&gene=genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.15&CDS=1-1596
OG0003213	YOR335C	augustus_masked-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.144-mRNA-1_1&gene=augustus_masked-NODE_27_length_178000_cov_13.0861_ID_53-processed-gene-0.144&CDS=1-2943
OG0003214	YOR336W	genemark-NODE_34_length_160508_cov_14.9514_ID_67-processed-gene-0.162-mRNA-1_1&gene=genemark-NODE_34_length_160508_cov_14.9514_ID_67-processed-gene-0.162&CDS=1-4410
OG0003215	YOR340C	genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.17-mRNA-1_1&gene=genemark-NODE_18_length_248355_cov_19.3599_ID_35-processed-gene-1.17&CDS=1-990
OG0003216	YOR341W	genemark-NODE_40_length_112905_cov_13.4601_ID_79-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_40_length_112905_cov_13.4601_ID_79-processed-gene-0.34&CDS=1-4917
OG0003217	YOR344C	genemark-NODE_38_length_135383_cov_16.4375_ID_75-processed-gene-0.56-mRNA-1_1&gene=genemark-NODE_38_length_135383_cov_16.4375_ID_75-processed-gene-0.56&CDS=1-1029
OG0003218	YOR346W	genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-2.40-mRNA-1_1&gene=genemark-NODE_7_length_341278_cov_13.0664_ID_13-processed-gene-2.40&CDS=1-3099
OG0003219	YOR349W	genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-2.84-mRNA-1_1&gene=genemark-NODE_8_length_322607_cov_12.9308_ID_15-processed-gene-2.84&CDS=1-3285
OG0003220	YOR351C	genemark-NODE_75_length_55732_cov_15.4358_ID_149-processed-gene-0.1-mRNA-1_1&gene=genemark-NODE_75_length_55732_cov_15.4358_ID_149-processed-gene-0.1&CDS=1-1509
OG0003221	YOR352W	snap_masked-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-2.113-mRNA-1_1&gene=snap_masked-NODE_9_length_318866_cov_12.6395_ID_17-processed-gene-2.113&CDS=1-1419
OG0003222	YOR353C	maker-NODE_31_length_174203_cov_12.9361_ID_61-snap-gene-0.67-mRNA-1_1&gene=maker-NODE_31_length_174203_cov_12.9361_ID_61-snap-gene-0.67&CDS=1-2769
OG0003223	YOR355W	maker-NODE_45_length_103179_cov_12.1931_ID_89-snap-gene-0.41-mRNA-1_1&gene=maker-NODE_45_length_103179_cov_12.1931_ID_89-snap-gene-0.41&CDS=1-3180
OG0003224	YOR356W	genemark-NODE_45_length_103179_cov_12.1931_ID_89-processed-gene-0.28-mRNA-1_1&gene=genemark-NODE_45_length_103179_cov_12.1931_ID_89-processed-gene-0.28&CDS=1-2049
OG0003225	YOR357C	genemark-NODE_5_length_345753_cov_13.3743_ID_9-processed-gene-1.82-mRNA-1_1&gene=genemark-NODE_5_length_345753_cov_13.3743_ID_9-processed-gene-1.82&CDS=1-486
OG0003226	YOR358W	genemark-NODE_5_length_345753_cov_13.3743_ID_9-processed-gene-1.100-mRNA-1_1&gene=genemark-NODE_5_length_345753_cov_13.3743_ID_9-processed-gene-1.100&CDS=1-1080
OG0003227	YOR359W	genemark-NODE_54_length_84458_cov_12.8659_ID_107-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_54_length_84458_cov_12.8659_ID_107-processed-gene-0.22&CDS=1-1800
OG0003228	YOR360C	genemark-NODE_54_length_84458_cov_12.8659_ID_107-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_54_length_84458_cov_12.8659_ID_107-processed-gene-0.21&CDS=1-1692
OG0003229	YOR361C	genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.102-mRNA-1_1&gene=genemark-NODE_17_length_257632_cov_12.7806_ID_33-processed-gene-1.102&CDS=1-2226
OG0003230	YOR362C	genemark-NODE_32_length_172194_cov_12.9673_ID_63-processed-gene-0.5-mRNA-1_1&gene=genemark-NODE_32_length_172194_cov_12.9673_ID_63-processed-gene-0.5&CDS=1-777
OG0003231	YOR367W	genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-2.192-mRNA-1_1&gene=genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-2.192&CDS=1-621
OG0003232	YOR368W	genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-2.172-mRNA-1_1&gene=genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-2.172&CDS=1-1974
OG0003233	YOR369C	genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-2.173-mRNA-1_1&gene=genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-2.173&CDS=1-432
OG0003234	YOR370C	genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-2.201-mRNA-1_1&gene=genemark-NODE_6_length_344752_cov_12.4815_ID_11-processed-gene-2.201&CDS=1-1860
