	Saccharomyces_cerevisiae	yHMPu5000035650_Trigonopsis_variabilis
OG0002185	YLR250W	augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-5.108-mRNA-1_1&gene=augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-5.108&CDS=1-636
OG0002186	YLR253W	augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-4.271-mRNA-1_1&gene=augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-4.271&CDS=1-1689
OG0002187	YLR259C	maker-NODE_5_length_1057822_cov_57.0665_ID_1593-augustus-gene-2.61-mRNA-1_1&gene=maker-NODE_5_length_1057822_cov_57.0665_ID_1593-augustus-gene-2.61&CDS=1-1710
OG0002188	YLR262C	augustus_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-2.25-mRNA-1_1&gene=augustus_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-2.25&CDS=1-612
OG0002189	YLR262C-A	snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-8.120-mRNA-1_1&gene=snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-8.120&CDS=1-180
OG0002190	YLR268W	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-8.91-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-8.91&CDS=1-651
OG0002191	YLR272C	augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-6.178-mRNA-1_1&gene=augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-6.178&CDS=1-3441
OG0002192	YLR274W	augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-7.142-mRNA-1_1&gene=augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-7.142&CDS=1-2193
OG0002193	YLR275W	augustus_masked-NODE_12_length_373926_cov_49.4772_ID_2910-processed-gene-1.175-mRNA-1_1&gene=augustus_masked-NODE_12_length_373926_cov_49.4772_ID_2910-processed-gene-1.175&CDS=1-342
OG0002194	YLR276C	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-16.89-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-16.89&CDS=1-1863
OG0002195	YLR277C	maker-NODE_10_length_526852_cov_45.8755_ID_2249-augustus-gene-0.139-mRNA-1_1&gene=maker-NODE_10_length_526852_cov_45.8755_ID_2249-augustus-gene-0.139&CDS=1-2184
OG0002196	YLR281C	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-1.177-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-1.177&CDS=1-504
OG0002197	YLR283W	snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-9.164-mRNA-1_1&gene=snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-9.164&CDS=1-972
OG0002198	YLR285W	augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-9.152-mRNA-1_1&gene=augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-9.152&CDS=1-795
OG0002199	YLR286C	genemark-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-2.43-mRNA-1_1&gene=genemark-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-2.43&CDS=1-1851
OG0002200	YLR289W	maker-NODE_2_length_1838899_cov_46.6078_ID_1253-snap-gene-5.167-mRNA-1_1&gene=maker-NODE_2_length_1838899_cov_46.6078_ID_1253-snap-gene-5.167&CDS=1-1902
OG0002201	YLR291C	augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-1.62-mRNA-1_1&gene=augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-1.62&CDS=1-1110
OG0002202	YLR292C	augustus_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-4.136-mRNA-1_1&gene=augustus_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-4.136&CDS=1-591
OG0002203	YLR295C	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-9.18-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-9.18&CDS=1-360
OG0002204	YLR298C	maker-NODE_1_length_1864488_cov_47.4331_ID_2849-snap-gene-7.98-mRNA-1_1&gene=maker-NODE_1_length_1864488_cov_47.4331_ID_2849-snap-gene-7.98&CDS=1-426
OG0002205	YLR299W	snap_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-13.29-mRNA-1_1&gene=snap_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-13.29&CDS=1-1794
OG0002206	YLR303W	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-11.139-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-11.139&CDS=1-1287
OG0002207	YLR304C	augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-3.94-mRNA-1_1&gene=augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-3.94&CDS=1-2358
OG0002208	YLR305C	genemark-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-14.68-mRNA-1_1&gene=genemark-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-14.68&CDS=1-5769
OG0002209	YLR306W	augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-0.115&CDS=1-582
OG0002210	YLR309C	maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-3.128-mRNA-1_1&gene=maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-3.128&CDS=1-2787
OG0002211	YLR312W-A	augustus_masked-NODE_15_length_86975_cov_46.1423_ID_2791-processed-gene-0.48-mRNA-1_1&gene=augustus_masked-NODE_15_length_86975_cov_46.1423_ID_2791-processed-gene-0.48&CDS=1-717
OG0002212	YLR316C	augustus_masked-NODE_13_length_165356_cov_55.7185_ID_2324-processed-gene-0.243-mRNA-1_1&gene=augustus_masked-NODE_13_length_165356_cov_55.7185_ID_2324-processed-gene-0.243&CDS=1-1050
OG0002213	YLR318W	snap_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-6.32-mRNA-1_1&gene=snap_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-6.32&CDS=1-2454
OG0002214	YLR319C	genemark-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-8.108-mRNA-1_1&gene=genemark-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-8.108&CDS=1-2379
OG0002215	YLR323C	augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-5.55-mRNA-1_1&gene=augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-5.55&CDS=1-969
OG0002216	YLR325C	augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-3.38-mRNA-1_1&gene=augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-3.38&CDS=1-213
OG0002217	YLR326W	maker-NODE_6_length_632832_cov_45.1034_ID_1682-augustus-gene-1.142-mRNA-1_1&gene=maker-NODE_6_length_632832_cov_45.1034_ID_1682-augustus-gene-1.142&CDS=1-690
OG0002218	YLR328W	maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-16.164-mRNA-1_1&gene=maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-16.164&CDS=1-1152
OG0002219	YLR330W	augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-5.37-mRNA-1_1&gene=augustus_masked-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-5.37&CDS=1-1386
OG0002220	YLR336C	snap_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-3.46-mRNA-1_1&gene=snap_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-3.46&CDS=1-3036
OG0002221	YLR337C	snap_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-10.121-mRNA-1_1&gene=snap_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-10.121&CDS=1-1572
OG0002222	YLR340W	augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-2.44&CDS=1-936
OG0002223	YLR342W	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-17.179-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-17.179&CDS=1-5709
OG0002224	YLR345W	augustus_masked-NODE_13_length_165356_cov_55.7185_ID_2324-processed-gene-0.186-mRNA-1_1&gene=augustus_masked-NODE_13_length_165356_cov_55.7185_ID_2324-processed-gene-0.186&CDS=1-1518
OG0002225	YLR347C	augustus_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-2.142-mRNA-1_1&gene=augustus_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-2.142&CDS=1-2646
OG0002226	YLR348C	genemark-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-0.66&CDS=1-822
OG0002227	YLR351C	maker-NODE_7_length_632808_cov_48.2593_ID_2746-augustus-gene-2.175-mRNA-1_1&gene=maker-NODE_7_length_632808_cov_48.2593_ID_2746-augustus-gene-2.175&CDS=1-927
OG0002228	YLR352W	augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-4.52-mRNA-1_1&gene=augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-4.52&CDS=1-1476
OG0002229	YLR354C	snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-16.155-mRNA-1_1&gene=snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-16.155&CDS=1-990
OG0002230	YLR355C	augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-0.134&CDS=1-1185
OG0002231	YLR359W	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-5.20-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-5.20&CDS=1-1443
OG0002232	YLR361C	augustus_masked-NODE_13_length_165356_cov_55.7185_ID_2324-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-NODE_13_length_165356_cov_55.7185_ID_2324-processed-gene-0.194&CDS=1-1707
OG0002233	YLR362W	maker-NODE_3_length_1312102_cov_45.374_ID_2384-snap-gene-4.6-mRNA-1_1&gene=maker-NODE_3_length_1312102_cov_45.374_ID_2384-snap-gene-4.6&CDS=1-2232
OG0002234	YLR363W-A	augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-4.199-mRNA-1_1&gene=augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-4.199&CDS=1-273
OG0002235	YLR370C	maker-NODE_5_length_1057822_cov_57.0665_ID_1593-augustus-gene-6.21-mRNA-1_1&gene=maker-NODE_5_length_1057822_cov_57.0665_ID_1593-augustus-gene-6.21&CDS=1-519
OG0002236	YLR372W	augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-7.140-mRNA-1_1&gene=augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-7.140&CDS=1-960
OG0002237	YLR377C	maker-NODE_6_length_632832_cov_45.1034_ID_1682-augustus-gene-3.182-mRNA-1_1&gene=maker-NODE_6_length_632832_cov_45.1034_ID_1682-augustus-gene-3.182&CDS=1-1011
OG0002238	YLR378C	maker-NODE_5_length_1057822_cov_57.0665_ID_1593-augustus-gene-3.1-mRNA-1_1&gene=maker-NODE_5_length_1057822_cov_57.0665_ID_1593-augustus-gene-3.1&CDS=1-1413
OG0002239	YLR382C	augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-2.59-mRNA-1_1&gene=augustus_masked-NODE_8_length_567177_cov_45.8152_ID_1382-processed-gene-2.59&CDS=1-2718
OG0002240	YLR383W	maker-NODE_5_length_1057822_cov_57.0665_ID_1593-augustus-gene-6.34-mRNA-1_1&gene=maker-NODE_5_length_1057822_cov_57.0665_ID_1593-augustus-gene-6.34&CDS=1-3300
OG0002241	YLR384C	maker-NODE_12_length_373926_cov_49.4772_ID_2910-augustus-gene-1.10-mRNA-1_1&gene=maker-NODE_12_length_373926_cov_49.4772_ID_2910-augustus-gene-1.10&CDS=1-3699
OG0002242	YLR386W	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-9.36-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-9.36&CDS=1-2559
OG0002243	YLR389C	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-17.156-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-17.156&CDS=1-3123
OG0002244	YLR393W	snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-4.147-mRNA-1_1&gene=snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-4.147&CDS=1-864
OG0002245	YLR395C	augustus_masked-NODE_12_length_373926_cov_49.4772_ID_2910-processed-gene-1.133-mRNA-1_1&gene=augustus_masked-NODE_12_length_373926_cov_49.4772_ID_2910-processed-gene-1.133&CDS=1-252
OG0002246	YLR396C	snap_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-6.27-mRNA-1_1&gene=snap_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-6.27&CDS=1-1848
OG0002247	YLR397C	augustus_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-3.119-mRNA-1_1&gene=augustus_masked-NODE_11_length_507231_cov_47.8977_ID_2584-processed-gene-3.119&CDS=1-2226
OG0002248	YLR398C	maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-2.111-mRNA-1_1&gene=maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-2.111&CDS=1-3774
OG0002249	YLR399C	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-0.31&CDS=1-2043
OG0002250	YLR401C	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-9.5-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-9.5&CDS=1-1848
OG0002251	YLR403W	genemark-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-7.158-mRNA-1_1&gene=genemark-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-7.158&CDS=1-795
OG0002252	YLR405W	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-7.88-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-7.88&CDS=1-1104
OG0002253	YLR407W	augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-9.225-mRNA-1_1&gene=augustus_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-9.225&CDS=1-1314
OG0002254	YLR409C	snap_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-9.30-mRNA-1_1&gene=snap_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-9.30&CDS=1-2790
OG0002255	YLR410W	snap_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-8.22-mRNA-1_1&gene=snap_masked-NODE_5_length_1057822_cov_57.0665_ID_1593-processed-gene-8.22&CDS=1-2991
OG0002256	YLR411W	maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-9.120-mRNA-1_1&gene=maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-9.120&CDS=1-600
OG0002257	YLR417W	maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-11.1-mRNA-1_1&gene=maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-11.1&CDS=1-1617
OG0002258	YLR418C	maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-10.154-mRNA-1_1&gene=maker-NODE_2_length_1838899_cov_46.6078_ID_1253-augustus-gene-10.154&CDS=1-1107
OG0002259	YLR419W	snap_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-0.33-mRNA-1_1&gene=snap_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-0.33&CDS=1-4035
OG0002260	YLR420W	maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-0.44-mRNA-1_1&gene=maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-0.44&CDS=1-1032
OG0002261	YLR421C	maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-11.4-mRNA-1_1&gene=maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-11.4&CDS=1-936
OG0002262	YLR423C	snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-16.145-mRNA-1_1&gene=snap_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-16.145&CDS=1-1440
OG0002263	YLR424W	augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-4.54-mRNA-1_1&gene=augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-4.54&CDS=1-2403
OG0002264	YLR427W	augustus_masked-NODE_12_length_373926_cov_49.4772_ID_2910-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_12_length_373926_cov_49.4772_ID_2910-processed-gene-0.9&CDS=1-1692
OG0002265	YLR429W	augustus_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-0.63-mRNA-1_1&gene=augustus_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-0.63&CDS=1-1911
OG0002266	YLR430W	maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-13.54-mRNA-1_1&gene=maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-13.54&CDS=1-6060
OG0002267	YLR433C	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-4.122-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-4.122&CDS=1-1938
OG0002268	YLR435W	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-5.13-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-5.13&CDS=1-603
OG0002269	YLR438C-A	maker-NODE_1_length_1864488_cov_47.4331_ID_2849-snap-gene-12.102-mRNA-1_1&gene=maker-NODE_1_length_1864488_cov_47.4331_ID_2849-snap-gene-12.102&CDS=1-303
OG0002270	YLR438W	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-15.167-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-15.167&CDS=1-1290
OG0002271	YLR439W	maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-11.14-mRNA-1_1&gene=maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-11.14&CDS=1-852
OG0002272	YLR441C	augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-9.173-mRNA-1_1&gene=augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-9.173&CDS=1-771
OG0002273	YLR447C	maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-1.30-mRNA-1_1&gene=maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-1.30&CDS=1-1026
OG0002274	YLR451W	maker-NODE_9_length_565101_cov_46.0443_ID_1424-augustus-gene-0.98-mRNA-1_1&gene=maker-NODE_9_length_565101_cov_46.0443_ID_1424-augustus-gene-0.98&CDS=1-2301
OG0002275	YLR452C	snap_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-17.34-mRNA-1_1&gene=snap_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-17.34&CDS=1-1716
OG0002276	YLR454W	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-2.67-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-2.67&CDS=1-8736
OG0002277	YLR455W	maker-NODE_11_length_507231_cov_47.8977_ID_2584-augustus-gene-4.50-mRNA-1_1&gene=maker-NODE_11_length_507231_cov_47.8977_ID_2584-augustus-gene-4.50&CDS=1-1512
OG0002278	YLR459W	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-12.56-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-12.56&CDS=1-1218
OG0002279	YML001W	maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-15.187-mRNA-1_1&gene=maker-NODE_1_length_1864488_cov_47.4331_ID_2849-augustus-gene-15.187&CDS=1-615
OG0002280	YML002W	snap_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-7.31-mRNA-1_1&gene=snap_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-7.31&CDS=1-3720
OG0002281	YML004C	augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-13.139-mRNA-1_1&gene=augustus_masked-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-13.139&CDS=1-957
OG0002282	YML005W	augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-5.133-mRNA-1_1&gene=augustus_masked-NODE_7_length_632808_cov_48.2593_ID_2746-processed-gene-5.133&CDS=1-1302
OG0002283	YML007W	augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-2.106-mRNA-1_1&gene=augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-2.106&CDS=1-1296
OG0002284	YML008C	maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-2.119-mRNA-1_1&gene=maker-NODE_4_length_1082171_cov_45.4179_ID_1480-augustus-gene-2.119&CDS=1-1137
OG0002285	YML010W	augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-0.92&CDS=1-2940
OG0002286	YML012W	snap_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-11.128-mRNA-1_1&gene=snap_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-11.128&CDS=1-591
OG0002287	YML014W	maker-NODE_11_length_507231_cov_47.8977_ID_2584-augustus-gene-1.4-mRNA-1_1&gene=maker-NODE_11_length_507231_cov_47.8977_ID_2584-augustus-gene-1.4&CDS=1-669
OG0002288	YML015C	augustus_masked-NODE_15_length_86975_cov_46.1423_ID_2791-processed-gene-0.19-mRNA-1_1&gene=augustus_masked-NODE_15_length_86975_cov_46.1423_ID_2791-processed-gene-0.19&CDS=1-723
OG0002289	YML018C	maker-NODE_8_length_567177_cov_45.8152_ID_1382-augustus-gene-2.89-mRNA-1_1&gene=maker-NODE_8_length_567177_cov_45.8152_ID_1382-augustus-gene-2.89&CDS=1-1104
OG0002290	YML020W	augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-11.10-mRNA-1_1&gene=augustus_masked-NODE_3_length_1312102_cov_45.374_ID_2384-processed-gene-11.10&CDS=1-2217
OG0002291	YML021C	maker-NODE_3_length_1312102_cov_45.374_ID_2384-augustus-gene-11.150-mRNA-1_1&gene=maker-NODE_3_length_1312102_cov_45.374_ID_2384-augustus-gene-11.150&CDS=1-1092
OG0002292	YML022W	augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-9.164-mRNA-1_1&gene=augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-9.164&CDS=1-534
OG0002293	YML025C	augustus_masked-NODE_12_length_373926_cov_49.4772_ID_2910-processed-gene-1.174-mRNA-1_1&gene=augustus_masked-NODE_12_length_373926_cov_49.4772_ID_2910-processed-gene-1.174&CDS=1-780
OG0002294	YML028W	augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-2.77-mRNA-1_1&gene=augustus_masked-NODE_4_length_1082171_cov_45.4179_ID_1480-processed-gene-2.77&CDS=1-597
OG0002295	YML030W	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-15.33-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-15.33&CDS=1-450
OG0002296	YML031W	snap_masked-NODE_12_length_373926_cov_49.4772_ID_2910-processed-gene-1.54-mRNA-1_1&gene=snap_masked-NODE_12_length_373926_cov_49.4772_ID_2910-processed-gene-1.54&CDS=1-1563
OG0002297	YML032C	augustus_masked-NODE_12_length_373926_cov_49.4772_ID_2910-processed-gene-1.137-mRNA-1_1&gene=augustus_masked-NODE_12_length_373926_cov_49.4772_ID_2910-processed-gene-1.137&CDS=1-1119
OG0002298	YML036W	snap_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-3.12-mRNA-1_1&gene=snap_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-3.12&CDS=1-597
OG0002299	YML038C	genemark-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-5.95-mRNA-1_1&gene=genemark-NODE_6_length_632832_cov_45.1034_ID_1682-processed-gene-5.95&CDS=1-1638
OG0002300	YML042W	snap_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-2.30-mRNA-1_1&gene=snap_masked-NODE_10_length_526852_cov_45.8755_ID_2249-processed-gene-2.30&CDS=1-1818
OG0002301	YML043C	augustus_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-2.47-mRNA-1_1&gene=augustus_masked-NODE_9_length_565101_cov_46.0443_ID_1424-processed-gene-2.47&CDS=1-855
OG0002302	YML046W	maker-NODE_11_length_507231_cov_47.8977_ID_2584-augustus-gene-4.51-mRNA-1_1&gene=maker-NODE_11_length_507231_cov_47.8977_ID_2584-augustus-gene-4.51&CDS=1-1782
OG0002303	YML048W	augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-15.47-mRNA-1_1&gene=augustus_masked-NODE_1_length_1864488_cov_47.4331_ID_2849-processed-gene-15.47&CDS=1-1932
OG0002304	YML049C	maker-NODE_10_length_526852_cov_45.8755_ID_2249-augustus-gene-2.0-mRNA-1_1&gene=maker-NODE_10_length_526852_cov_45.8755_ID_2249-augustus-gene-2.0&CDS=1-3549
OG0002305	YML051W	genemark-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-2.108-mRNA-1_1&gene=genemark-NODE_2_length_1838899_cov_46.6078_ID_1253-processed-gene-2.108&CDS=1-1101
