	Saccharomyces_cerevisiae	yHMPu5000034892_Ogataea_pilisensis
OG0002609	YML121W	genemark-NODE_31_length_152511_cov_13.74_ID_61-processed-gene-0.151-mRNA-1_1&gene=genemark-NODE_31_length_152511_cov_13.74_ID_61-processed-gene-0.151&CDS=1-1056
OG0002610	YML123C	genemark-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-1.232-mRNA-1_1&gene=genemark-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-1.232&CDS=1-1713
OG0002611	YML126C	genemark-NODE_27_length_175026_cov_18.7202_ID_53-processed-gene-0.192-mRNA-1_1&gene=genemark-NODE_27_length_175026_cov_18.7202_ID_53-processed-gene-0.192&CDS=1-1362
OG0002612	YML127W	genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.0&CDS=1-1716
OG0002613	YML129C	snap_masked-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.170-mRNA-1_1&gene=snap_masked-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.170&CDS=1-216
OG0002614	YML130C	genemark-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-0.75-mRNA-1_1&gene=genemark-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-0.75&CDS=1-1818
OG0002615	YML131W	genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.183-mRNA-1_1&gene=genemark-NODE_25_length_186291_cov_14.9916_ID_49-processed-gene-0.183&CDS=1-1086
OG0002616	YMR001C	genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.67-mRNA-1_1&gene=genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.67&CDS=1-1959
OG0002617	YMR002W	genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.66-mRNA-1_1&gene=genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.66&CDS=1-474
OG0002618	YMR003W	genemark-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-1.82-mRNA-1_1&gene=genemark-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-1.82&CDS=1-939
OG0002619	YMR004W	genemark-NODE_112_length_24816_cov_29.6987_ID_223-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_112_length_24816_cov_29.6987_ID_223-processed-gene-0.14&CDS=1-1851
OG0002620	YMR009W	genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_6_length_344941_cov_13.9826_ID_11-processed-gene-0.98&CDS=1-543
OG0002621	YMR010W	genemark-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-0.90-mRNA-1_1&gene=genemark-NODE_18_length_215947_cov_14.4674_ID_35-processed-gene-0.90&CDS=1-1632
OG0002622	YMR012W	genemark-NODE_38_length_127932_cov_18.8645_ID_75-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_38_length_127932_cov_18.8645_ID_75-processed-gene-0.65&CDS=1-4077
OG0002623	YMR013C	genemark-NODE_69_length_63165_cov_14.9558_ID_137-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_69_length_63165_cov_14.9558_ID_137-processed-gene-0.12&CDS=1-1716
OG0002624	YMR014W	genemark-NODE_56_length_91527_cov_14.5165_ID_111-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_56_length_91527_cov_14.5165_ID_111-processed-gene-0.59&CDS=1-1464
OG0002625	YMR015C	genemark-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-1.59-mRNA-1_1&gene=genemark-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-1.59&CDS=1-1608
OG0002626	YMR022W	genemark-NODE_35_length_140271_cov_15.0964_ID_69-processed-gene-0.70-mRNA-1_1&gene=genemark-NODE_35_length_140271_cov_15.0964_ID_69-processed-gene-0.70&CDS=1-504
OG0002627	YMR023C	genemark-NODE_28_length_170189_cov_14.5606_ID_55-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_28_length_170189_cov_14.5606_ID_55-processed-gene-0.10&CDS=1-1551
OG0002628	YMR024W	genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-2.166-mRNA-1_1&gene=genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-2.166&CDS=1-1179
OG0002629	YMR026C	genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.181-mRNA-1_1&gene=genemark-NODE_26_length_183408_cov_14.1505_ID_51-processed-gene-0.181&CDS=1-1212
OG0002630	YMR027W	genemark-NODE_59_length_84501_cov_15.2233_ID_117-processed-gene-0.66-mRNA-1_1&gene=genemark-NODE_59_length_84501_cov_15.2233_ID_117-processed-gene-0.66&CDS=1-1371
OG0002631	YMR028W	genemark-NODE_51_length_96064_cov_15.3959_ID_101-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_51_length_96064_cov_15.3959_ID_101-processed-gene-0.16&CDS=1-1086
OG0002632	YMR029C	genemark-NODE_34_length_147541_cov_15.0766_ID_67-processed-gene-0.38-mRNA-1_1&gene=genemark-NODE_34_length_147541_cov_15.0766_ID_67-processed-gene-0.38&CDS=1-2094
OG0002633	YMR032W	maker-NODE_30_length_156807_cov_14.6393_ID_59-snap-gene-0.179-mRNA-1_1&gene=maker-NODE_30_length_156807_cov_14.6393_ID_59-snap-gene-0.179&CDS=1-1767
OG0002634	YMR034C	genemark-NODE_11_length_237806_cov_15.2749_ID_21-processed-gene-0.87-mRNA-1_1&gene=genemark-NODE_11_length_237806_cov_15.2749_ID_21-processed-gene-0.87&CDS=1-1290
OG0002635	YMR035W	genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.24&CDS=1-597
OG0002636	YMR036C	maker-NODE_24_length_191322_cov_18.2082_ID_47-snap-gene-0.249-mRNA-1_1&gene=maker-NODE_24_length_191322_cov_18.2082_ID_47-snap-gene-0.249&CDS=1-2865
OG0002637	YMR038C	genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.65&CDS=1-720
OG0002638	YMR039C	genemark-NODE_30_length_156807_cov_14.6393_ID_59-processed-gene-0.153-mRNA-1_1&gene=genemark-NODE_30_length_156807_cov_14.6393_ID_59-processed-gene-0.153&CDS=1-453
OG0002639	YMR041C	genemark-NODE_30_length_156807_cov_14.6393_ID_59-processed-gene-0.122-mRNA-1_1&gene=genemark-NODE_30_length_156807_cov_14.6393_ID_59-processed-gene-0.122&CDS=1-1002
OG0002640	YMR042W	snap_masked-NODE_163_length_4329_cov_32.727_ID_325-processed-gene-0.2-mRNA-1_1&gene=snap_masked-NODE_163_length_4329_cov_32.727_ID_325-processed-gene-0.2&CDS=1-723
OG0002641	YMR044W	genemark-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-1.53-mRNA-1_1&gene=genemark-NODE_13_length_234245_cov_17.1676_ID_25-processed-gene-1.53&CDS=1-1368
OG0002642	YMR048W	snap_masked-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-4.74-mRNA-1_1&gene=snap_masked-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-4.74&CDS=1-1104
OG0002643	YMR049C	genemark-NODE_37_length_130790_cov_14.4955_ID_73-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_37_length_130790_cov_14.4955_ID_73-processed-gene-0.0&CDS=1-2517
OG0002644	YMR055C	genemark-NODE_57_length_87379_cov_14.2283_ID_113-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_57_length_87379_cov_14.2283_ID_113-processed-gene-0.16&CDS=1-1053
OG0002645	YMR058W	genemark-NODE_66_length_72620_cov_17.7422_ID_131-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_66_length_72620_cov_17.7422_ID_131-processed-gene-0.51&CDS=1-1869
OG0002646	YMR059W	genemark-NODE_98_length_37627_cov_14.1645_ID_195-processed-gene-0.22-mRNA-1_1&gene=genemark-NODE_98_length_37627_cov_14.1645_ID_195-processed-gene-0.22&CDS=1-381
OG0002647	YMR060C	genemark-NODE_98_length_37627_cov_14.1645_ID_195-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_98_length_37627_cov_14.1645_ID_195-processed-gene-0.17&CDS=1-942
OG0002648	YMR061W	genemark-NODE_98_length_37627_cov_14.1645_ID_195-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_98_length_37627_cov_14.1645_ID_195-processed-gene-0.21&CDS=1-1965
OG0002649	YMR062C	genemark-NODE_44_length_120060_cov_14.1655_ID_87-processed-gene-0.97-mRNA-1_1&gene=genemark-NODE_44_length_120060_cov_14.1655_ID_87-processed-gene-0.97&CDS=1-1296
OG0002650	YMR063W	genemark-NODE_50_length_98245_cov_14.8318_ID_99-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_50_length_98245_cov_14.8318_ID_99-processed-gene-0.77&CDS=1-1149
OG0002651	YMR065W	augustus_masked-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-1.44-mRNA-1_1&gene=augustus_masked-NODE_9_length_282344_cov_14.2153_ID_17-processed-gene-1.44&CDS=1-1983
OG0002652	YMR066W	genemark-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-0.71-mRNA-1_1&gene=genemark-NODE_16_length_227173_cov_14.3993_ID_31-processed-gene-0.71&CDS=1-2442
OG0002653	YMR067C	genemark-NODE_78_length_50736_cov_14.6345_ID_155-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_78_length_50736_cov_14.6345_ID_155-processed-gene-0.6&CDS=1-1629
OG0002654	YMR068W	genemark-NODE_73_length_59078_cov_14.2134_ID_145-processed-gene-0.25-mRNA-1_1&gene=genemark-NODE_73_length_59078_cov_14.2134_ID_145-processed-gene-0.25&CDS=1-2133
OG0002655	YMR071C	genemark-NODE_27_length_175026_cov_18.7202_ID_53-processed-gene-0.181-mRNA-1_1&gene=genemark-NODE_27_length_175026_cov_18.7202_ID_53-processed-gene-0.181&CDS=1-495
OG0002656	YMR073C	genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.61-mRNA-1_1&gene=genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.61&CDS=1-669
OG0002657	YMR074C	genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.23-mRNA-1_1&gene=genemark-NODE_10_length_268378_cov_14.3927_ID_19-processed-gene-1.23&CDS=1-405
OG0002658	YMR075W	genemark-NODE_44_length_120060_cov_14.1655_ID_87-processed-gene-0.117-mRNA-1_1&gene=genemark-NODE_44_length_120060_cov_14.1655_ID_87-processed-gene-0.117&CDS=1-2076
OG0002659	YMR076C	genemark-NODE_44_length_120060_cov_14.1655_ID_87-processed-gene-0.96-mRNA-1_1&gene=genemark-NODE_44_length_120060_cov_14.1655_ID_87-processed-gene-0.96&CDS=1-4023
OG0002660	YMR077C	genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_5_length_350234_cov_14.3543_ID_9-processed-gene-0.47&CDS=1-657
OG0002661	YMR078C	genemark-NODE_19_length_208004_cov_14.3024_ID_37-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_19_length_208004_cov_14.3024_ID_37-processed-gene-0.21&CDS=1-2331
OG0002662	YMR079W	genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.3-mRNA-1_1&gene=genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.3&CDS=1-918
OG0002663	YMR080C	genemark-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-1.51-mRNA-1_1&gene=genemark-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-1.51&CDS=1-2943
OG0002664	YMR087W	genemark-NODE_81_length_46610_cov_15.5146_ID_161-processed-gene-0.19-mRNA-1_1&gene=genemark-NODE_81_length_46610_cov_15.5146_ID_161-processed-gene-0.19&CDS=1-996
OG0002665	YMR088C	genemark-NODE_81_length_46610_cov_15.5146_ID_161-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_81_length_46610_cov_15.5146_ID_161-processed-gene-0.6&CDS=1-1803
OG0002666	YMR091C	genemark-NODE_33_length_151141_cov_14.8166_ID_65-processed-gene-0.202-mRNA-1_1&gene=genemark-NODE_33_length_151141_cov_14.8166_ID_65-processed-gene-0.202&CDS=1-1395
OG0002667	YMR092C	genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.76&CDS=1-1782
OG0002668	YMR093W	genemark-NODE_35_length_140271_cov_15.0964_ID_69-processed-gene-0.93-mRNA-1_1&gene=genemark-NODE_35_length_140271_cov_15.0964_ID_69-processed-gene-0.93&CDS=1-1491
OG0002669	YMR097C	genemark-NODE_38_length_127932_cov_18.8645_ID_75-processed-gene-0.83-mRNA-1_1&gene=genemark-NODE_38_length_127932_cov_18.8645_ID_75-processed-gene-0.83&CDS=1-1191
OG0002670	YMR098C	genemark-NODE_80_length_47975_cov_14.1924_ID_159-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_80_length_47975_cov_14.1924_ID_159-processed-gene-0.55&CDS=1-1728
OG0002671	YMR099C	genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-1.110-mRNA-1_1&gene=genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-1.110&CDS=1-894
OG0002672	YMR100W	maker-NODE_72_length_59528_cov_15.4124_ID_143-snap-gene-0.26-mRNA-1_1&gene=maker-NODE_72_length_59528_cov_15.4124_ID_143-snap-gene-0.26&CDS=1-2589
OG0002673	YMR105C	genemark-NODE_37_length_130790_cov_14.4955_ID_73-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_37_length_130790_cov_14.4955_ID_73-processed-gene-0.21&CDS=1-1704
OG0002674	YMR106C	genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.77-mRNA-1_1&gene=genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.77&CDS=1-2250
OG0002675	YMR108W	genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-0.107-mRNA-1_1&gene=genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-0.107&CDS=1-2031
OG0002676	YMR109W	genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-1.73-mRNA-1_1&gene=genemark-NODE_4_length_354329_cov_14.5222_ID_7-processed-gene-1.73&CDS=1-3861
OG0002677	YMR110C	genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.79-mRNA-1_1&gene=genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.79&CDS=1-1527
OG0002678	YMR112C	genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.55-mRNA-1_1&gene=genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.55&CDS=1-894
OG0002679	YMR113W	genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-0.88-mRNA-1_1&gene=genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-0.88&CDS=1-1317
OG0002680	YMR114C	augustus_masked-NODE_35_length_140271_cov_15.0964_ID_69-processed-gene-0.7-mRNA-1_1&gene=augustus_masked-NODE_35_length_140271_cov_15.0964_ID_69-processed-gene-0.7&CDS=1-1116
OG0002681	YMR116C	genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.78-mRNA-1_1&gene=genemark-NODE_46_length_114098_cov_14.6674_ID_91-processed-gene-0.78&CDS=1-939
OG0002682	YMR120C	genemark-NODE_105_length_30320_cov_17.842_ID_209-processed-gene-0.15-mRNA-1_1&gene=genemark-NODE_105_length_30320_cov_17.842_ID_209-processed-gene-0.15&CDS=1-1779
OG0002683	YMR123W	genemark-NODE_105_length_30320_cov_17.842_ID_209-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_105_length_30320_cov_17.842_ID_209-processed-gene-0.9&CDS=1-297
OG0002684	YMR125W	genemark-NODE_105_length_30320_cov_17.842_ID_209-processed-gene-0.11-mRNA-1_1&gene=genemark-NODE_105_length_30320_cov_17.842_ID_209-processed-gene-0.11&CDS=1-3054
OG0002685	YMR126C	genemark-NODE_98_length_37627_cov_14.1645_ID_195-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_98_length_37627_cov_14.1645_ID_195-processed-gene-0.18&CDS=1-942
OG0002686	YMR127C	snap_masked-NODE_22_length_200920_cov_14.465_ID_43-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_22_length_200920_cov_14.465_ID_43-processed-gene-0.37&CDS=1-1041
OG0002687	YMR128W	genemark-NODE_22_length_200920_cov_14.465_ID_43-processed-gene-0.21-mRNA-1_1&gene=genemark-NODE_22_length_200920_cov_14.465_ID_43-processed-gene-0.21&CDS=1-5577
OG0002688	YMR129W	genemark-NODE_33_length_151141_cov_14.8166_ID_65-processed-gene-0.140-mRNA-1_1&gene=genemark-NODE_33_length_151141_cov_14.8166_ID_65-processed-gene-0.140&CDS=1-3921
OG0002689	YMR130W	augustus_masked-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-1.136-mRNA-1_1&gene=augustus_masked-NODE_12_length_237061_cov_14.2503_ID_23-processed-gene-1.136&CDS=1-2118
OG0002690	YMR131C	genemark-NODE_82_length_46013_cov_14.6193_ID_163-processed-gene-0.33-mRNA-1_1&gene=genemark-NODE_82_length_46013_cov_14.6193_ID_163-processed-gene-0.33&CDS=1-1548
OG0002691	YMR134W	augustus_masked-NODE_90_length_42952_cov_16.1107_ID_179-processed-gene-0.28-mRNA-1_1&gene=augustus_masked-NODE_90_length_42952_cov_16.1107_ID_179-processed-gene-0.28&CDS=1-630
OG0002692	YMR135C	genemark-NODE_99_length_35761_cov_13.9641_ID_197-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_99_length_35761_cov_13.9641_ID_197-processed-gene-0.12&CDS=1-1968
OG0002693	YMR137C	genemark-NODE_80_length_47975_cov_14.1924_ID_159-processed-gene-0.65-mRNA-1_1&gene=genemark-NODE_80_length_47975_cov_14.1924_ID_159-processed-gene-0.65&CDS=1-1836
OG0002694	YMR139W	genemark-NODE_59_length_84501_cov_15.2233_ID_117-processed-gene-0.47-mRNA-1_1&gene=genemark-NODE_59_length_84501_cov_15.2233_ID_117-processed-gene-0.47&CDS=1-1164
OG0002695	YMR140W	genemark-NODE_90_length_42952_cov_16.1107_ID_179-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_90_length_42952_cov_16.1107_ID_179-processed-gene-0.40&CDS=1-1530
OG0002696	YMR146C	genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-2.39-mRNA-1_1&gene=genemark-NODE_3_length_403670_cov_14.6937_ID_5-processed-gene-2.39&CDS=1-1029
OG0002697	YMR149W	genemark-NODE_19_length_208004_cov_14.3024_ID_37-processed-gene-1.135-mRNA-1_1&gene=genemark-NODE_19_length_208004_cov_14.3024_ID_37-processed-gene-1.135&CDS=1-837
OG0002698	YMR150C	genemark-NODE_19_length_208004_cov_14.3024_ID_37-processed-gene-1.112-mRNA-1_1&gene=genemark-NODE_19_length_208004_cov_14.3024_ID_37-processed-gene-1.112&CDS=1-702
OG0002699	YMR154C	genemark-NODE_65_length_72876_cov_14.2786_ID_129-processed-gene-0.23-mRNA-1_1&gene=genemark-NODE_65_length_72876_cov_14.2786_ID_129-processed-gene-0.23&CDS=1-2424
OG0002700	YMR155W	snap_masked-NODE_65_length_72876_cov_14.2786_ID_129-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_65_length_72876_cov_14.2786_ID_129-processed-gene-0.45&CDS=1-2208
OG0002701	YMR156C	genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-0.82-mRNA-1_1&gene=genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-0.82&CDS=1-1011
OG0002702	YMR157C	genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-0.98-mRNA-1_1&gene=genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-0.98&CDS=1-840
OG0002703	YMR158W	genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-0.81-mRNA-1_1&gene=genemark-NODE_15_length_229439_cov_14.4548_ID_29-processed-gene-0.81&CDS=1-420
OG0002704	YMR159C	maker-NODE_69_length_63165_cov_14.9558_ID_137-augustus-gene-0.5-mRNA-1_1&gene=maker-NODE_69_length_63165_cov_14.9558_ID_137-augustus-gene-0.5&CDS=1-573
OG0002705	YMR162C	genemark-NODE_97_length_38694_cov_15.2807_ID_193-processed-gene-0.10-mRNA-1_1&gene=genemark-NODE_97_length_38694_cov_15.2807_ID_193-processed-gene-0.10&CDS=1-5295
OG0002706	YMR165C	maker-NODE_55_length_93248_cov_14.6245_ID_109-snap-gene-0.38-mRNA-1_1&gene=maker-NODE_55_length_93248_cov_14.6245_ID_109-snap-gene-0.38&CDS=1-2385
OG0002707	YMR166C	genemark-NODE_19_length_208004_cov_14.3024_ID_37-processed-gene-0.14-mRNA-1_1&gene=genemark-NODE_19_length_208004_cov_14.3024_ID_37-processed-gene-0.14&CDS=1-1083
OG0002708	YMR167W	genemark-NODE_19_length_208004_cov_14.3024_ID_37-processed-gene-0.34-mRNA-1_1&gene=genemark-NODE_19_length_208004_cov_14.3024_ID_37-processed-gene-0.34&CDS=1-2391
OG0002709	YMR171C	genemark-NODE_85_length_45238_cov_13.9336_ID_169-processed-gene-0.9-mRNA-1_1&gene=genemark-NODE_85_length_45238_cov_13.9336_ID_169-processed-gene-0.9&CDS=1-1620
OG0002710	YMR176W	snap_masked-NODE_119_length_17761_cov_14.9075_ID_237-processed-gene-0.7-mRNA-1_1&gene=snap_masked-NODE_119_length_17761_cov_14.9075_ID_237-processed-gene-0.7&CDS=1-5631
OG0002711	YMR178W	genemark-NODE_119_length_17761_cov_14.9075_ID_237-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_119_length_17761_cov_14.9075_ID_237-processed-gene-0.4&CDS=1-951
OG0002712	YMR179W	genemark-NODE_49_length_102097_cov_15.3621_ID_97-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_49_length_102097_cov_15.3621_ID_97-processed-gene-0.18&CDS=1-2709
OG0002713	YMR185W	genemark-NODE_19_length_208004_cov_14.3024_ID_37-processed-gene-0.4-mRNA-1_1&gene=genemark-NODE_19_length_208004_cov_14.3024_ID_37-processed-gene-0.4&CDS=1-2976
OG0002714	YMR186W	genemark-NODE_37_length_130790_cov_14.4955_ID_73-processed-gene-0.29-mRNA-1_1&gene=genemark-NODE_37_length_130790_cov_14.4955_ID_73-processed-gene-0.29&CDS=1-2118
OG0002715	YMR188C	genemark-NODE_88_length_43415_cov_16.9044_ID_175-processed-gene-0.24-mRNA-1_1&gene=genemark-NODE_88_length_43415_cov_16.9044_ID_175-processed-gene-0.24&CDS=1-738
OG0002716	YMR189W	maker-NODE_20_length_203651_cov_14.1089_ID_39-augustus-gene-1.103-mRNA-1_1&gene=maker-NODE_20_length_203651_cov_14.1089_ID_39-augustus-gene-1.103&CDS=1-3165
OG0002717	YMR190C	genemark-NODE_14_length_229610_cov_17.0221_ID_27-processed-gene-0.40-mRNA-1_1&gene=genemark-NODE_14_length_229610_cov_17.0221_ID_27-processed-gene-0.40&CDS=1-4773
OG0002718	YMR193W	maker-NODE_20_length_203651_cov_14.1089_ID_39-snap-gene-1.108-mRNA-1_1&gene=maker-NODE_20_length_203651_cov_14.1089_ID_39-snap-gene-1.108&CDS=1-1002
OG0002719	YMR194C-B	snap_masked-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.123-mRNA-1_1&gene=snap_masked-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.123&CDS=1-243
OG0002720	YMR196W	genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.95-mRNA-1_1&gene=genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.95&CDS=1-3102
OG0002721	YMR197C	genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.70-mRNA-1_1&gene=genemark-NODE_20_length_203651_cov_14.1089_ID_39-processed-gene-1.70&CDS=1-648
OG0002722	YMR200W	genemark-NODE_27_length_175026_cov_18.7202_ID_53-processed-gene-0.164-mRNA-1_1&gene=genemark-NODE_27_length_175026_cov_18.7202_ID_53-processed-gene-0.164&CDS=1-798
OG0002723	YMR201C	genemark-NODE_88_length_43415_cov_16.9044_ID_175-processed-gene-0.17-mRNA-1_1&gene=genemark-NODE_88_length_43415_cov_16.9044_ID_175-processed-gene-0.17&CDS=1-1173
OG0002724	YMR202W	genemark-NODE_33_length_151141_cov_14.8166_ID_65-processed-gene-0.171-mRNA-1_1&gene=genemark-NODE_33_length_151141_cov_14.8166_ID_65-processed-gene-0.171&CDS=1-666
OG0002725	YMR203W	genemark-NODE_131_length_12801_cov_13.33_ID_261-processed-gene-0.12-mRNA-1_1&gene=genemark-NODE_131_length_12801_cov_13.33_ID_261-processed-gene-0.12&CDS=1-1152
OG0002726	YMR208W	genemark-NODE_142_length_8134_cov_24.2863_ID_283-processed-gene-0.8-mRNA-1_1&gene=genemark-NODE_142_length_8134_cov_24.2863_ID_283-processed-gene-0.8&CDS=1-1290
OG0002727	YMR209C	genemark-NODE_142_length_8134_cov_24.2863_ID_283-processed-gene-0.7-mRNA-1_1&gene=genemark-NODE_142_length_8134_cov_24.2863_ID_283-processed-gene-0.7&CDS=1-1341
OG0002728	YMR210W	genemark-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-1.226-mRNA-1_1&gene=genemark-NODE_8_length_298097_cov_17.6183_ID_15-processed-gene-1.226&CDS=1-1500
OG0002729	YMR211W	genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-3.79-mRNA-1_1&gene=genemark-NODE_1_length_513538_cov_14.8722_ID_1-processed-gene-3.79&CDS=1-1650
OG0002730	YMR212C	genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.59-mRNA-1_1&gene=genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.59&CDS=1-2628
OG0002731	YMR213W	genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.16-mRNA-1_1&gene=genemark-NODE_24_length_191322_cov_18.2082_ID_47-processed-gene-0.16&CDS=1-2016
OG0002732	YMR214W	genemark-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-0.43-mRNA-1_1&gene=genemark-NODE_7_length_299677_cov_14.2618_ID_13-processed-gene-0.43&CDS=1-1113
OG0002733	YMR215W	genemark-NODE_34_length_147541_cov_15.0766_ID_67-processed-gene-0.51-mRNA-1_1&gene=genemark-NODE_34_length_147541_cov_15.0766_ID_67-processed-gene-0.51&CDS=1-1716
OG0002734	YMR216C	snap_masked-NODE_44_length_120060_cov_14.1655_ID_87-processed-gene-0.11-mRNA-1_1&gene=snap_masked-NODE_44_length_120060_cov_14.1655_ID_87-processed-gene-0.11&CDS=1-2055
OG0002735	YMR217W	genemark-NODE_142_length_8134_cov_24.2863_ID_283-processed-gene-0.6-mRNA-1_1&gene=genemark-NODE_142_length_8134_cov_24.2863_ID_283-processed-gene-0.6&CDS=1-1572
OG0002736	YMR218C	genemark-NODE_65_length_72876_cov_14.2786_ID_129-processed-gene-0.18-mRNA-1_1&gene=genemark-NODE_65_length_72876_cov_14.2786_ID_129-processed-gene-0.18&CDS=1-3381
