	Saccharomyces_cerevisiae	yHMPu5000035681_Candida_gotoi
OG0003190	YOR243C	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-1.89-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-1.89&CDS=1-2097
OG0003191	YOR245C	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-4.115-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-4.115&CDS=1-1518
OG0003192	YOR246C	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-4.10-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-4.10&CDS=1-1005
OG0003193	YOR249C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-5.107-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-5.107&CDS=1-2577
OG0003194	YOR250C	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-0.86-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-0.86&CDS=1-1446
OG0003195	YOR251C	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-1.88-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-1.88&CDS=1-981
OG0003196	YOR252W	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-4.36-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-4.36&CDS=1-534
OG0003197	YOR253W	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.88-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.88&CDS=1-519
OG0003198	YOR254C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.62-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.62&CDS=1-2004
OG0003199	YOR257W	augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.113-mRNA-1_1&gene=augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.113&CDS=1-480
OG0003200	YOR258W	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-8.4-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-8.4&CDS=1-774
OG0003201	YOR259C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.91-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.91&CDS=1-1248
OG0003202	YOR260W	augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.115-mRNA-1_1&gene=augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.115&CDS=1-1416
OG0003203	YOR262W	snap_masked-NODE_20_length_266287_cov_87.4797_ID_39-processed-gene-1.66-mRNA-1_1&gene=snap_masked-NODE_20_length_266287_cov_87.4797_ID_39-processed-gene-1.66&CDS=1-1029
OG0003204	YOR265W	augustus_masked-NODE_20_length_266287_cov_87.4797_ID_39-processed-gene-1.100-mRNA-1_1&gene=augustus_masked-NODE_20_length_266287_cov_87.4797_ID_39-processed-gene-1.100&CDS=1-288
OG0003205	YOR267C	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-1.63-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-1.63&CDS=1-2064
OG0003206	YOR269W	augustus_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-1.114-mRNA-1_1&gene=augustus_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-1.114&CDS=1-1527
OG0003207	YOR270C	maker-NODE_4_length_767683_cov_66.5034_ID_7-snap-gene-5.116-mRNA-1_1&gene=maker-NODE_4_length_767683_cov_66.5034_ID_7-snap-gene-5.116&CDS=1-2454
OG0003208	YOR271C	augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-4.107-mRNA-1_1&gene=augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-4.107&CDS=1-984
OG0003209	YOR272W	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-4.40-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-4.40&CDS=1-1395
OG0003210	YOR273C	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-1.62-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-1.62&CDS=1-2115
OG0003211	YOR274W	augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-4.104-mRNA-1_1&gene=augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-4.104&CDS=1-3708
OG0003212	YOR276W	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-4.16-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-4.16&CDS=1-516
OG0003213	YOR278W	snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-1.92-mRNA-1_1&gene=snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-1.92&CDS=1-777
OG0003214	YOR281C	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-0.63-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-0.63&CDS=1-765
OG0003215	YOR283W	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-1.114-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-1.114&CDS=1-675
OG0003216	YOR285W	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-0.49-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-0.49&CDS=1-534
OG0003217	YOR287C	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-0.70-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-0.70&CDS=1-807
OG0003218	YOR288C	maker-NODE_7_length_591050_cov_76.165_ID_13-snap-gene-4.92-mRNA-1_1&gene=maker-NODE_7_length_591050_cov_76.165_ID_13-snap-gene-4.92&CDS=1-1188
OG0003219	YOR289W	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-8.48-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-8.48&CDS=1-621
OG0003220	YOR291W	snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-6.93-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-6.93&CDS=1-3912
OG0003221	YOR292C	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-1.94&CDS=1-849
OG0003222	YOR296W	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.81-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.81&CDS=1-3942
OG0003223	YOR298C-A	snap_masked-NODE_34_length_71488_cov_106.453_ID_67-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_34_length_71488_cov_106.453_ID_67-processed-gene-0.16&CDS=1-453
OG0003224	YOR298W	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-0.64&CDS=1-1035
OG0003225	YOR301W	snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-7.11-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-7.11&CDS=1-1419
OG0003226	YOR303W	snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-3.139-mRNA-1_1&gene=snap_masked-NODE_14_length_408967_cov_80.4573_ID_27-processed-gene-3.139&CDS=1-1299
OG0003227	YOR305W	augustus_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-6.125-mRNA-1_1&gene=augustus_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-6.125&CDS=1-765
OG0003228	YOR307C	snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-1.94-mRNA-1_1&gene=snap_masked-NODE_17_length_312534_cov_86.9164_ID_33-processed-gene-1.94&CDS=1-1272
OG0003229	YOR308C	genemark-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-3.16-mRNA-1_1&gene=genemark-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-3.16&CDS=1-1872
OG0003230	YOR310C	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.205-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-5.205&CDS=1-1542
OG0003231	YOR311C	maker-NODE_16_length_382779_cov_70.9361_ID_31-snap-gene-2.264-mRNA-1_1&gene=maker-NODE_16_length_382779_cov_70.9361_ID_31-snap-gene-2.264&CDS=1-1875
OG0003232	YOR313C	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-5.78-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-5.78&CDS=1-684
OG0003233	YOR317W	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-6.101-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-6.101&CDS=1-2094
OG0003234	YOR319W	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-5.80-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-5.80&CDS=1-741
OG0003235	YOR320C	snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-6.54-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-6.54&CDS=1-1263
OG0003236	YOR322C	augustus_masked-NODE_21_length_207486_cov_71.6837_ID_41-processed-gene-1.135-mRNA-1_1&gene=augustus_masked-NODE_21_length_207486_cov_71.6837_ID_41-processed-gene-1.135&CDS=1-2067
OG0003237	YOR323C	snap_masked-NODE_27_length_143028_cov_71.4765_ID_53-processed-gene-0.90-mRNA-1_1&gene=snap_masked-NODE_27_length_143028_cov_71.4765_ID_53-processed-gene-0.90&CDS=1-1302
OG0003238	YOR326W	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.198-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.198&CDS=1-4740
OG0003239	YOR327C	augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.151-mRNA-1_1&gene=augustus_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.151&CDS=1-342
OG0003240	YOR329C	snap_masked-NODE_23_length_194542_cov_70.7106_ID_45-processed-gene-0.75-mRNA-1_1&gene=snap_masked-NODE_23_length_194542_cov_70.7106_ID_45-processed-gene-0.75&CDS=1-2196
OG0003241	YOR330C	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-6.54-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-6.54&CDS=1-3990
OG0003242	YOR332W	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-3.56-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-3.56&CDS=1-678
OG0003243	YOR334W	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-3.57-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-3.57&CDS=1-1383
OG0003244	YOR335C	snap_masked-NODE_20_length_266287_cov_87.4797_ID_39-processed-gene-1.6-mRNA-1_1&gene=snap_masked-NODE_20_length_266287_cov_87.4797_ID_39-processed-gene-1.6&CDS=1-2862
OG0003245	YOR336W	augustus_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-0.10&CDS=1-4296
OG0003246	YOR340C	snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-3.73-mRNA-1_1&gene=snap_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-3.73&CDS=1-969
OG0003247	YOR341W	augustus_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-0.25-mRNA-1_1&gene=augustus_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-0.25&CDS=1-4965
OG0003248	YOR346W	augustus_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-1.91-mRNA-1_1&gene=augustus_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-1.91&CDS=1-4374
OG0003249	YOR349W	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-1.13-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-1.13&CDS=1-3375
OG0003250	YOR352W	snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.157-mRNA-1_1&gene=snap_masked-NODE_16_length_382779_cov_70.9361_ID_31-processed-gene-2.157&CDS=1-852
OG0003251	YOR353C	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.5-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.5&CDS=1-2967
OG0003252	YOR355W	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-7.117-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-7.117&CDS=1-1806
OG0003253	YOR356W	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-7.90-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-7.90&CDS=1-1941
OG0003254	YOR357C	maker-NODE_21_length_207486_cov_71.6837_ID_41-augustus-gene-1.4-mRNA-1_1&gene=maker-NODE_21_length_207486_cov_71.6837_ID_41-augustus-gene-1.4&CDS=1-471
OG0003255	YOR358W	snap_masked-NODE_24_length_178994_cov_74.8349_ID_47-processed-gene-0.158-mRNA-1_1&gene=snap_masked-NODE_24_length_178994_cov_74.8349_ID_47-processed-gene-0.158&CDS=1-816
OG0003256	YOR359W	snap_masked-NODE_32_length_99438_cov_66.2055_ID_63-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_32_length_99438_cov_66.2055_ID_63-processed-gene-0.82&CDS=1-1857
OG0003257	YOR360C	snap_masked-NODE_32_length_99438_cov_66.2055_ID_63-processed-gene-0.83-mRNA-1_1&gene=snap_masked-NODE_32_length_99438_cov_66.2055_ID_63-processed-gene-0.83&CDS=1-1935
OG0003258	YOR361C	maker-NODE_4_length_767683_cov_66.5034_ID_7-augustus-gene-3.48-mRNA-1_1&gene=maker-NODE_4_length_767683_cov_66.5034_ID_7-augustus-gene-3.48&CDS=1-5172
OG0003259	YOR362C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.75-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-3.75&CDS=1-765
OG0003260	YOR367W	snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-2.123-mRNA-1_1&gene=snap_masked-NODE_6_length_660448_cov_75.8544_ID_11-processed-gene-2.123&CDS=1-540
OG0003261	YOR368W	genemark-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.238-mRNA-1_1&gene=genemark-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.238&CDS=1-1407
OG0003262	YOR369C	snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.202-mRNA-1_1&gene=snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.202&CDS=1-429
OG0003263	YOR370C	snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.203-mRNA-1_1&gene=snap_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.203&CDS=1-1899
OG0003264	YOR374W	snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-0.80-mRNA-1_1&gene=snap_masked-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-0.80&CDS=1-1572
OG0003265	YOR375C	snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.162-mRNA-1_1&gene=snap_masked-NODE_19_length_288497_cov_86.145_ID_37-processed-gene-1.162&CDS=1-1365
OG0003266	YOR378W	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-0.67-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-0.67&CDS=1-1542
OG0003267	YOR386W	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-2.80-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-2.80&CDS=1-1365
OG0003268	YOR388C	snap_masked-NODE_34_length_71488_cov_106.453_ID_67-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_34_length_71488_cov_106.453_ID_67-processed-gene-0.15&CDS=1-1137
OG0003269	YPL002C	snap_masked-NODE_39_length_31591_cov_67.928_ID_77-processed-gene-0.25-mRNA-1_1&gene=snap_masked-NODE_39_length_31591_cov_67.928_ID_77-processed-gene-0.25&CDS=1-705
OG0003270	YPL003W	augustus_masked-NODE_39_length_31591_cov_67.928_ID_77-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_39_length_31591_cov_67.928_ID_77-processed-gene-0.35&CDS=1-1581
OG0003271	YPL005W	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-0.59-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-0.59&CDS=1-2070
OG0003272	YPL006W	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-0.57-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-0.57&CDS=1-3888
OG0003273	YPL008W	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-2.89-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-2.89&CDS=1-2502
OG0003274	YPL009C	genemark-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-3.13-mRNA-1_1&gene=genemark-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-3.13&CDS=1-3231
OG0003275	YPL010W	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-7.21-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-7.21&CDS=1-582
OG0003276	YPL011C	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-7.22-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-7.22&CDS=1-1221
OG0003277	YPL012W	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.172-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.172&CDS=1-3627
OG0003278	YPL013C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.173-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.173&CDS=1-402
OG0003279	YPL015C	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-3.138-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-3.138&CDS=1-1140
OG0003280	YPL016W	snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-2.65-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-2.65&CDS=1-3468
OG0003281	YPL020C	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-7.40-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-7.40&CDS=1-1476
OG0003282	YPL022W	augustus_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-2.10-mRNA-1_1&gene=augustus_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-2.10&CDS=1-6063
OG0003283	YPL023C	augustus_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-2.9-mRNA-1_1&gene=augustus_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-2.9&CDS=1-2721
OG0003284	YPL024W	snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-2.70-mRNA-1_1&gene=snap_masked-NODE_13_length_436529_cov_84.5777_ID_25-processed-gene-2.70&CDS=1-594
OG0003285	YPL028W	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-4.36-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-4.36&CDS=1-1203
OG0003286	YPL029W	augustus_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-4.59-mRNA-1_1&gene=augustus_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-4.59&CDS=1-2181
OG0003287	YPL030W	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-8.64-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-8.64&CDS=1-1722
OG0003288	YPL031C	augustus_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-8.137-mRNA-1_1&gene=augustus_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-8.137&CDS=1-987
OG0003289	YPL037C	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-4.27-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-4.27&CDS=1-459
OG0003290	YPL040C	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-8.1-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-8.1&CDS=1-3027
OG0003291	YPL041C	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-4.11-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-4.11&CDS=1-615
OG0003292	YPL042C	augustus_masked-NODE_20_length_266287_cov_87.4797_ID_39-processed-gene-0.55-mRNA-1_1&gene=augustus_masked-NODE_20_length_266287_cov_87.4797_ID_39-processed-gene-0.55&CDS=1-1752
OG0003293	YPL043W	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-8.34-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-8.34&CDS=1-2154
OG0003294	YPL045W	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-8.33-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-8.33&CDS=1-2832
OG0003295	YPL046C	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-8.66-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-8.66&CDS=1-291
OG0003296	YPL048W	maker-NODE_7_length_591050_cov_76.165_ID_13-augustus-gene-1.32-mRNA-1_1&gene=maker-NODE_7_length_591050_cov_76.165_ID_13-augustus-gene-1.32&CDS=1-1224
OG0003297	YPL050C	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-1.45-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-1.45&CDS=1-1101
OG0003298	YPL051W	snap_masked-NODE_18_length_296463_cov_85.1512_ID_35-processed-gene-1.35-mRNA-1_1&gene=snap_masked-NODE_18_length_296463_cov_85.1512_ID_35-processed-gene-1.35&CDS=1-702
OG0003299	YPL054W	snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-1.47-mRNA-1_1&gene=snap_masked-NODE_7_length_591050_cov_76.165_ID_13-processed-gene-1.47&CDS=1-1101
OG0003300	YPL059W	genemark-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.158-mRNA-1_1&gene=genemark-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-3.158&CDS=1-513
OG0003301	YPL060W	augustus_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.19-mRNA-1_1&gene=augustus_masked-NODE_15_length_389707_cov_85.5837_ID_29-processed-gene-2.19&CDS=1-1197
OG0003302	YPL063W	snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-4.124-mRNA-1_1&gene=snap_masked-NODE_9_length_561754_cov_72.6593_ID_17-processed-gene-4.124&CDS=1-1362
OG0003303	YPL064C	augustus_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-2.126-mRNA-1_1&gene=augustus_masked-NODE_10_length_547273_cov_74.2464_ID_19-processed-gene-2.126&CDS=1-972
OG0003304	YPL065W	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-1.75-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-1.75&CDS=1-831
OG0003305	YPL066W	snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-1.76-mRNA-1_1&gene=snap_masked-NODE_11_length_487754_cov_68.766_ID_21-processed-gene-1.76&CDS=1-1365
OG0003306	YPL067C	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-8.61-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-8.61&CDS=1-681
OG0003307	YPL069C	snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-3.48-mRNA-1_1&gene=snap_masked-NODE_1_length_933283_cov_68.0403_ID_1-processed-gene-3.48&CDS=1-1041
OG0003308	YPL072W	snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.201-mRNA-1_1&gene=snap_masked-NODE_4_length_767683_cov_66.5034_ID_7-processed-gene-6.201&CDS=1-2304
OG0003309	YPL076W	snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-1.95-mRNA-1_1&gene=snap_masked-NODE_5_length_751471_cov_67.627_ID_9-processed-gene-1.95&CDS=1-981
OG0003310	YPL078C	maker-NODE_3_length_842064_cov_74.5486_ID_5-snap-gene-3.101-mRNA-1_1&gene=maker-NODE_3_length_842064_cov_74.5486_ID_5-snap-gene-3.101&CDS=1-702
OG0003311	YPL082C	snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-4.1-mRNA-1_1&gene=snap_masked-NODE_3_length_842064_cov_74.5486_ID_5-processed-gene-4.1&CDS=1-5814
OG0003312	YPL083C	genemark-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-0.41-mRNA-1_1&gene=genemark-NODE_8_length_567454_cov_77.2373_ID_15-processed-gene-0.41&CDS=1-1398
OG0003313	YPL084W	snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-5.10-mRNA-1_1&gene=snap_masked-NODE_2_length_906092_cov_75.1325_ID_3-processed-gene-5.10&CDS=1-3087
