	Saccharomyces_cerevisiae	yHMPu5000035261_Candida_ponderosae
OG0002471	YKR016W	augustus_masked-NODE_21_length_185132_cov_46.8926_ID_9748-processed-gene-0.239-mRNA-1_1&gene=augustus_masked-NODE_21_length_185132_cov_46.8926_ID_9748-processed-gene-0.239&CDS=1-1389
OG0002472	YKR017C	augustus_masked-NODE_90_length_41005_cov_41.3732_ID_15615-processed-gene-0.47-mRNA-1_1&gene=augustus_masked-NODE_90_length_41005_cov_41.3732_ID_15615-processed-gene-0.47&CDS=1-1683
OG0002473	YKR023W	augustus_masked-NODE_28_length_163302_cov_43.3837_ID_10044-processed-gene-0.163-mRNA-1_1&gene=augustus_masked-NODE_28_length_163302_cov_43.3837_ID_10044-processed-gene-0.163&CDS=1-1491
OG0002474	YKR024C	augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-2.90-mRNA-1_1&gene=augustus_masked-NODE_10_length_305115_cov_41.2085_ID_11868-processed-gene-2.90&CDS=1-2154
OG0002475	YKR025W	augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.138-mRNA-1_1&gene=augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.138&CDS=1-858
OG0002476	YKR026C	augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.180-mRNA-1_1&gene=augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.180&CDS=1-903
OG0002477	YKR029C	augustus_masked-NODE_28_length_163302_cov_43.3837_ID_10044-processed-gene-0.194-mRNA-1_1&gene=augustus_masked-NODE_28_length_163302_cov_43.3837_ID_10044-processed-gene-0.194&CDS=1-2304
OG0002478	YKR030W	augustus_masked-NODE_28_length_163302_cov_43.3837_ID_10044-processed-gene-0.191-mRNA-1_1&gene=augustus_masked-NODE_28_length_163302_cov_43.3837_ID_10044-processed-gene-0.191&CDS=1-903
OG0002479	YKR031C	augustus_masked-NODE_28_length_163302_cov_43.3837_ID_10044-processed-gene-0.192-mRNA-1_1&gene=augustus_masked-NODE_28_length_163302_cov_43.3837_ID_10044-processed-gene-0.192&CDS=1-5028
OG0002480	YKR034W	augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.16-mRNA-1_1&gene=augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.16&CDS=1-1923
OG0002481	YKR035W-A	augustus_masked-NODE_64_length_68793_cov_42.1034_ID_13158-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_64_length_68793_cov_42.1034_ID_13158-processed-gene-0.20&CDS=1-600
OG0002482	YKR037C	augustus_masked-NODE_64_length_68793_cov_42.1034_ID_13158-processed-gene-0.8-mRNA-1_1&gene=augustus_masked-NODE_64_length_68793_cov_42.1034_ID_13158-processed-gene-0.8&CDS=1-828
OG0002483	YKR043C	augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.18&CDS=1-807
OG0002484	YKR044W	augustus_masked-NODE_36_length_136019_cov_41.4499_ID_10666-processed-gene-0.142-mRNA-1_1&gene=augustus_masked-NODE_36_length_136019_cov_41.4499_ID_10666-processed-gene-0.142&CDS=1-1296
OG0002485	YKR050W	augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-2.54-mRNA-1_1&gene=augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-2.54&CDS=1-3747
OG0002486	YKR051W	maker-NODE_12_length_264300_cov_42.6697_ID_12437-snap-gene-0.3-mRNA-1_1&gene=maker-NODE_12_length_264300_cov_42.6697_ID_12437-snap-gene-0.3&CDS=1-1563
OG0002487	YKR054C	augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-0.134-mRNA-1_1&gene=augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-0.134&CDS=1-12642
OG0002488	YKR056W	maker-NODE_14_length_247982_cov_42.7043_ID_9850-snap-gene-1.175-mRNA-1_1&gene=maker-NODE_14_length_247982_cov_42.7043_ID_9850-snap-gene-1.175&CDS=1-3207
OG0002489	YKR062W	augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_35_length_141908_cov_44.0477_ID_11833-processed-gene-0.18&CDS=1-864
OG0002490	YKR063C	augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.62-mRNA-1_1&gene=augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.62&CDS=1-1488
OG0002491	YKR065C	augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.23&CDS=1-573
OG0002492	YKR066C	augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.166-mRNA-1_1&gene=augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-1.166&CDS=1-1185
OG0002493	YKR068C	augustus_masked-NODE_37_length_126107_cov_67.1728_ID_12489-processed-gene-0.10-mRNA-1_1&gene=augustus_masked-NODE_37_length_126107_cov_67.1728_ID_12489-processed-gene-0.10&CDS=1-564
OG0002494	YKR069W	augustus_masked-NODE_1972_length_365_cov_0.938462_ID_28664-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_1972_length_365_cov_0.938462_ID_28664-processed-gene-0.0&CDS=1-360
OG0002495	YKR070W	maker-NODE_37_length_126107_cov_67.1728_ID_12489-augustus-gene-0.60-mRNA-1_1&gene=maker-NODE_37_length_126107_cov_67.1728_ID_12489-augustus-gene-0.60&CDS=1-1077
OG0002496	YKR071C	augustus_masked-NODE_37_length_126107_cov_67.1728_ID_12489-processed-gene-0.9-mRNA-1_1&gene=augustus_masked-NODE_37_length_126107_cov_67.1728_ID_12489-processed-gene-0.9&CDS=1-894
OG0002497	YKR072C	augustus_masked-NODE_12_length_264300_cov_42.6697_ID_12437-processed-gene-0.22-mRNA-1_1&gene=augustus_masked-NODE_12_length_264300_cov_42.6697_ID_12437-processed-gene-0.22&CDS=1-1977
OG0002498	YKR079C	augustus_masked-NODE_5_length_371884_cov_42.9121_ID_10256-processed-gene-2.220-mRNA-1_1&gene=augustus_masked-NODE_5_length_371884_cov_42.9121_ID_10256-processed-gene-2.220&CDS=1-2340
OG0002499	YKR080W	augustus_masked-NODE_5_length_371884_cov_42.9121_ID_10256-processed-gene-2.256-mRNA-1_1&gene=augustus_masked-NODE_5_length_371884_cov_42.9121_ID_10256-processed-gene-2.256&CDS=1-939
OG0002500	YKR081C	augustus_masked-NODE_5_length_371884_cov_42.9121_ID_10256-processed-gene-2.218-mRNA-1_1&gene=augustus_masked-NODE_5_length_371884_cov_42.9121_ID_10256-processed-gene-2.218&CDS=1-948
OG0002501	YKR083C	genemark-NODE_5_length_371884_cov_42.9121_ID_10256-processed-gene-2.124-mRNA-1_1&gene=genemark-NODE_5_length_371884_cov_42.9121_ID_10256-processed-gene-2.124&CDS=1-309
OG0002502	YKR084C	genemark-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.146-mRNA-1_1&gene=genemark-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.146&CDS=1-3477
OG0002503	YKR085C	augustus_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.65-mRNA-1_1&gene=augustus_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.65&CDS=1-594
OG0002504	YKR086W	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-4.98-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-4.98&CDS=1-2547
OG0002505	YKR087C	augustus_masked-NODE_5_length_371884_cov_42.9121_ID_10256-processed-gene-1.108-mRNA-1_1&gene=augustus_masked-NODE_5_length_371884_cov_42.9121_ID_10256-processed-gene-1.108&CDS=1-990
OG0002506	YKR088C	augustus_masked-NODE_33_length_145073_cov_42.061_ID_10434-processed-gene-0.38-mRNA-1_1&gene=augustus_masked-NODE_33_length_145073_cov_42.061_ID_10434-processed-gene-0.38&CDS=1-981
OG0002507	YKR090W	augustus_masked-NODE_83_length_48089_cov_40.985_ID_14553-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_83_length_48089_cov_40.985_ID_14553-processed-gene-0.27&CDS=1-2277
OG0002508	YKR092C	augustus_masked-NODE_5_length_371884_cov_42.9121_ID_10256-processed-gene-2.225-mRNA-1_1&gene=augustus_masked-NODE_5_length_371884_cov_42.9121_ID_10256-processed-gene-2.225&CDS=1-987
OG0002509	YKR095W-A	genemark-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-0.49-mRNA-1_1&gene=genemark-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-0.49&CDS=1-273
OG0002510	YKR097W	augustus_masked-NODE_32_length_147469_cov_47.5155_ID_13746-processed-gene-0.42-mRNA-1_1&gene=augustus_masked-NODE_32_length_147469_cov_47.5155_ID_13746-processed-gene-0.42&CDS=1-1617
OG0002511	YKR099W	augustus_masked-NODE_5_length_371884_cov_42.9121_ID_10256-processed-gene-1.109-mRNA-1_1&gene=augustus_masked-NODE_5_length_371884_cov_42.9121_ID_10256-processed-gene-1.109&CDS=1-2193
OG0002512	YLL001W	genemark-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-1.153-mRNA-1_1&gene=genemark-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-1.153&CDS=1-3579
OG0002513	YLL003W	augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-0.35-mRNA-1_1&gene=augustus_masked-NODE_16_length_220024_cov_43.3811_ID_9203-processed-gene-0.35&CDS=1-3885
OG0002514	YLL004W	maker-NODE_88_length_43575_cov_46.3931_ID_15135-augustus-gene-0.0-mRNA-1_1&gene=maker-NODE_88_length_43575_cov_46.3931_ID_15135-augustus-gene-0.0&CDS=1-2232
OG0002515	YLL005C	augustus_masked-NODE_22_length_180837_cov_47.847_ID_9927-processed-gene-0.195-mRNA-1_1&gene=augustus_masked-NODE_22_length_180837_cov_47.847_ID_9927-processed-gene-0.195&CDS=1-2679
OG0002516	YLL006W	augustus_masked-NODE_22_length_180837_cov_47.847_ID_9927-processed-gene-0.233-mRNA-1_1&gene=augustus_masked-NODE_22_length_180837_cov_47.847_ID_9927-processed-gene-0.233&CDS=1-1269
OG0002517	YLL007C	snap_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-1.85-mRNA-1_1&gene=snap_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-1.85&CDS=1-1938
OG0002518	YLL008W	augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-1.41-mRNA-1_1&gene=augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-1.41&CDS=1-2271
OG0002519	YLL009C	snap_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-1.108-mRNA-1_1&gene=snap_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-1.108&CDS=1-183
OG0002520	YLL011W	maker-NODE_4_length_391868_cov_66.0008_ID_13828-augustus-gene-1.49-mRNA-1_1&gene=maker-NODE_4_length_391868_cov_66.0008_ID_13828-augustus-gene-1.49&CDS=1-1374
OG0002521	YLL013C	snap_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-4.120-mRNA-1_1&gene=snap_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-4.120&CDS=1-2574
OG0002522	YLL014W	genemark-NODE_71_length_54778_cov_43.7663_ID_14280-processed-gene-0.76-mRNA-1_1&gene=genemark-NODE_71_length_54778_cov_43.7663_ID_14280-processed-gene-0.76&CDS=1-309
OG0002523	YLL018C-A	augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-0.98-mRNA-1_1&gene=augustus_masked-NODE_17_length_219174_cov_45.1481_ID_10526-processed-gene-0.98&CDS=1-279
OG0002524	YLL019C	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-3.121-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-3.121&CDS=1-1896
OG0002525	YLL023C	snap_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.31-mRNA-1_1&gene=snap_masked-NODE_26_length_167005_cov_40.2922_ID_11093-processed-gene-0.31&CDS=1-780
OG0002526	YLL026W	augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-2.178-mRNA-1_1&gene=augustus_masked-NODE_7_length_333141_cov_59.9877_ID_12630-processed-gene-2.178&CDS=1-2694
OG0002527	YLL028W	augustus_masked-NODE_48_length_96610_cov_87.2662_ID_19200-processed-gene-0.83-mRNA-1_1&gene=augustus_masked-NODE_48_length_96610_cov_87.2662_ID_19200-processed-gene-0.83&CDS=1-1743
OG0002528	YLL029W	augustus_masked-NODE_82_length_48277_cov_44.0082_ID_14738-processed-gene-0.51-mRNA-1_1&gene=augustus_masked-NODE_82_length_48277_cov_44.0082_ID_14738-processed-gene-0.51&CDS=1-2262
OG0002529	YLL031C	augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-0.18-mRNA-1_1&gene=augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-0.18&CDS=1-3069
OG0002530	YLL032C	augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-0.26-mRNA-1_1&gene=augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-0.26&CDS=1-3003
OG0002531	YLL034C	genemark-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.69-mRNA-1_1&gene=genemark-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.69&CDS=1-2517
OG0002532	YLL035W	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.41-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.41&CDS=1-1836
OG0002533	YLL036C	augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-1.111-mRNA-1_1&gene=augustus_masked-NODE_2_length_505443_cov_52.2683_ID_20729-processed-gene-1.111&CDS=1-1581
OG0002534	YLL040C	genemark-NODE_37_length_126107_cov_67.1728_ID_12489-processed-gene-0.89-mRNA-1_1&gene=genemark-NODE_37_length_126107_cov_67.1728_ID_12489-processed-gene-0.89&CDS=1-9387
OG0002535	YLL041C	augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-1.13-mRNA-1_1&gene=augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-1.13&CDS=1-822
OG0002536	YLL048C	genemark-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-1.71-mRNA-1_1&gene=genemark-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-1.71&CDS=1-4830
OG0002537	YLL050C	augustus_masked-NODE_55_length_79277_cov_39.4914_ID_12200-processed-gene-0.99-mRNA-1_1&gene=augustus_masked-NODE_55_length_79277_cov_39.4914_ID_12200-processed-gene-0.99&CDS=1-429
OG0002538	YLL055W	augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.93-mRNA-1_1&gene=augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-2.93&CDS=1-1626
OG0002539	YLR001C	genemark-NODE_109_length_24088_cov_46.7484_ID_17800-processed-gene-0.36-mRNA-1_1&gene=genemark-NODE_109_length_24088_cov_46.7484_ID_17800-processed-gene-0.36&CDS=1-2436
OG0002540	YLR002C	augustus_masked-NODE_109_length_24088_cov_46.7484_ID_17800-processed-gene-0.13-mRNA-1_1&gene=augustus_masked-NODE_109_length_24088_cov_46.7484_ID_17800-processed-gene-0.13&CDS=1-1968
OG0002541	YLR003C	snap_masked-NODE_91_length_40934_cov_99.0188_ID_16878-processed-gene-0.40-mRNA-1_1&gene=snap_masked-NODE_91_length_40934_cov_99.0188_ID_16878-processed-gene-0.40&CDS=1-756
OG0002542	YLR004C	augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.21-mRNA-1_1&gene=augustus_masked-NODE_30_length_156169_cov_46.2821_ID_10106-processed-gene-0.21&CDS=1-1545
OG0002543	YLR005W	augustus_masked-NODE_38_length_124779_cov_40.7997_ID_14094-processed-gene-0.33-mRNA-1_1&gene=augustus_masked-NODE_38_length_124779_cov_40.7997_ID_14094-processed-gene-0.33&CDS=1-1254
OG0002544	YLR006C	augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.170-mRNA-1_1&gene=augustus_masked-NODE_3_length_446620_cov_44.3711_ID_10314-processed-gene-3.170&CDS=1-1767
OG0002545	YLR008C	augustus_masked-NODE_23_length_177206_cov_66.4153_ID_11985-processed-gene-0.223-mRNA-1_1&gene=augustus_masked-NODE_23_length_177206_cov_66.4153_ID_11985-processed-gene-0.223&CDS=1-483
OG0002546	YLR009W	augustus_masked-NODE_23_length_177206_cov_66.4153_ID_11985-processed-gene-0.215-mRNA-1_1&gene=augustus_masked-NODE_23_length_177206_cov_66.4153_ID_11985-processed-gene-0.215&CDS=1-609
OG0002547	YLR014C	augustus_masked-NODE_23_length_177206_cov_66.4153_ID_11985-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-NODE_23_length_177206_cov_66.4153_ID_11985-processed-gene-0.174&CDS=1-2751
OG0002548	YLR015W	augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-1.168-mRNA-1_1&gene=augustus_masked-NODE_13_length_259485_cov_77.4704_ID_11775-processed-gene-1.168&CDS=1-1332
OG0002549	YLR017W	augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-1.42-mRNA-1_1&gene=augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-1.42&CDS=1-975
OG0002550	YLR019W	augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-1.39-mRNA-1_1&gene=augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-1.39&CDS=1-1131
OG0002551	YLR022C	augustus_masked-NODE_109_length_24088_cov_46.7484_ID_17800-processed-gene-0.11-mRNA-1_1&gene=augustus_masked-NODE_109_length_24088_cov_46.7484_ID_17800-processed-gene-0.11&CDS=1-741
OG0002552	YLR023C	augustus_masked-NODE_109_length_24088_cov_46.7484_ID_17800-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_109_length_24088_cov_46.7484_ID_17800-processed-gene-0.2&CDS=1-1515
OG0002553	YLR025W	augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-1.16-mRNA-1_1&gene=augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-1.16&CDS=1-684
OG0002554	YLR026C	augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-1.46-mRNA-1_1&gene=augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-1.46&CDS=1-969
OG0002555	YLR027C	maker-NODE_11_length_277426_cov_44.3082_ID_9401-augustus-gene-1.3-mRNA-1_1&gene=maker-NODE_11_length_277426_cov_44.3082_ID_9401-augustus-gene-1.3&CDS=1-2532
OG0002556	YLR032W	augustus_masked-NODE_50_length_86598_cov_30.8001_ID_14809-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-NODE_50_length_86598_cov_30.8001_ID_14809-processed-gene-0.27&CDS=1-3486
OG0002557	YLR033W	augustus_masked-NODE_50_length_86598_cov_30.8001_ID_14809-processed-gene-0.31-mRNA-1_1&gene=augustus_masked-NODE_50_length_86598_cov_30.8001_ID_14809-processed-gene-0.31&CDS=1-1545
OG0002558	YLR035C	augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-0.3-mRNA-1_1&gene=augustus_masked-NODE_11_length_277426_cov_44.3082_ID_9401-processed-gene-0.3&CDS=1-2070
OG0002559	YLR038C	augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.18-mRNA-1_1&gene=augustus_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-2.18&CDS=1-243
OG0002560	YLR039C	snap_masked-NODE_55_length_79277_cov_39.4914_ID_12200-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_55_length_79277_cov_39.4914_ID_12200-processed-gene-0.58&CDS=1-2442
OG0002561	YLR045C	maker-NODE_6_length_358001_cov_61.1535_ID_21971-augustus-gene-2.1-mRNA-1_1&gene=maker-NODE_6_length_358001_cov_61.1535_ID_21971-augustus-gene-2.1&CDS=1-2859
OG0002562	YLR047C	genemark-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-4.54-mRNA-1_1&gene=genemark-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-4.54&CDS=1-2169
OG0002563	YLR050C	augustus_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.67-mRNA-1_1&gene=augustus_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.67&CDS=1-519
OG0002564	YLR051C	augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-1.30-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-1.30&CDS=1-732
OG0002565	YLR054C	snap_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-0.37-mRNA-1_1&gene=snap_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-0.37&CDS=1-2658
OG0002566	YLR055C	augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-1.0-mRNA-1_1&gene=augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-1.0&CDS=1-1851
OG0002567	YLR056W	augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-0.115-mRNA-1_1&gene=augustus_masked-NODE_4_length_391868_cov_66.0008_ID_13828-processed-gene-0.115&CDS=1-1152
OG0002568	YLR059C	augustus_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.32-mRNA-1_1&gene=augustus_masked-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.32&CDS=1-648
OG0002569	YLR060W	augustus_masked-NODE_51_length_85046_cov_86.2807_ID_13221-processed-gene-0.92-mRNA-1_1&gene=augustus_masked-NODE_51_length_85046_cov_86.2807_ID_13221-processed-gene-0.92&CDS=1-1767
OG0002570	YLR063W	augustus_masked-NODE_51_length_85046_cov_86.2807_ID_13221-processed-gene-0.114-mRNA-1_1&gene=augustus_masked-NODE_51_length_85046_cov_86.2807_ID_13221-processed-gene-0.114&CDS=1-1026
OG0002571	YLR064W	augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-2.164-mRNA-1_1&gene=augustus_masked-NODE_9_length_307025_cov_42.2536_ID_9480-processed-gene-2.164&CDS=1-849
OG0002572	YLR066W	maker-NODE_9_length_307025_cov_42.2536_ID_9480-augustus-gene-0.131-mRNA-1_1&gene=maker-NODE_9_length_307025_cov_42.2536_ID_9480-augustus-gene-0.131&CDS=1-600
OG0002573	YLR069C	genemark-NODE_22_length_180837_cov_47.847_ID_9927-processed-gene-0.116-mRNA-1_1&gene=genemark-NODE_22_length_180837_cov_47.847_ID_9927-processed-gene-0.116&CDS=1-2253
OG0002574	YLR071C	augustus_masked-NODE_22_length_180837_cov_47.847_ID_9927-processed-gene-0.222-mRNA-1_1&gene=augustus_masked-NODE_22_length_180837_cov_47.847_ID_9927-processed-gene-0.222&CDS=1-2670
OG0002575	YLR073C	maker-NODE_6_length_358001_cov_61.1535_ID_21971-snap-gene-0.86-mRNA-1_1&gene=maker-NODE_6_length_358001_cov_61.1535_ID_21971-snap-gene-0.86&CDS=1-1380
OG0002576	YLR074C	augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-0.123-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-0.123&CDS=1-480
OG0002577	YLR075W	augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-0.100-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-0.100&CDS=1-666
OG0002578	YLR077W	augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-0.102-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-0.102&CDS=1-1776
OG0002579	YLR078C	augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-0.125-mRNA-1_1&gene=augustus_masked-NODE_6_length_358001_cov_61.1535_ID_21971-processed-gene-0.125&CDS=1-714
OG0002580	YLR085C	augustus_masked-NODE_70_length_57066_cov_43.1372_ID_16836-processed-gene-0.60-mRNA-1_1&gene=augustus_masked-NODE_70_length_57066_cov_43.1372_ID_16836-processed-gene-0.60&CDS=1-1248
OG0002581	YLR086W	augustus_masked-NODE_70_length_57066_cov_43.1372_ID_16836-processed-gene-0.75-mRNA-1_1&gene=augustus_masked-NODE_70_length_57066_cov_43.1372_ID_16836-processed-gene-0.75&CDS=1-4122
OG0002582	YLR087C	snap_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-1.32-mRNA-1_1&gene=snap_masked-NODE_1_length_544622_cov_41.6481_ID_9325-processed-gene-1.32&CDS=1-8703
OG0002583	YLR088W	genemark-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.134-mRNA-1_1&gene=genemark-NODE_25_length_173609_cov_88.8115_ID_9998-processed-gene-0.134&CDS=1-1707
OG0002584	YLR097C	augustus_masked-NODE_12_length_264300_cov_42.6697_ID_12437-processed-gene-1.219-mRNA-1_1&gene=augustus_masked-NODE_12_length_264300_cov_42.6697_ID_12437-processed-gene-1.219&CDS=1-1122
OG0002585	YLR099W-A	augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-1.23-mRNA-1_1&gene=augustus_masked-NODE_8_length_324243_cov_41.9626_ID_10196-processed-gene-1.23&CDS=1-396
OG0002586	YLR100W	augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.155-mRNA-1_1&gene=augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.155&CDS=1-1038
OG0002587	YLR103C	augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.174-mRNA-1_1&gene=augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.174&CDS=1-1725
OG0002588	YLR104W	augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.146-mRNA-1_1&gene=augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.146&CDS=1-378
OG0002589	YLR105C	augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.175-mRNA-1_1&gene=augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.175&CDS=1-1077
OG0002590	YLR106C	augustus_masked-NODE_64_length_68793_cov_42.1034_ID_13158-processed-gene-0.23-mRNA-1_1&gene=augustus_masked-NODE_64_length_68793_cov_42.1034_ID_13158-processed-gene-0.23&CDS=1-14805
OG0002591	YLR107W	augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.189-mRNA-1_1&gene=augustus_masked-NODE_40_length_114194_cov_67.3686_ID_12750-processed-gene-0.189&CDS=1-1266
