	Saccharomyces_cerevisiae	yHMPu5000034615_Saturnispora_zaruensis
OG0002297	YLR383W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-0.38-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-0.38&CDS=1-3354
OG0002298	YLR384C	augustus_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.91-mRNA-1_1&gene=augustus_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.91&CDS=1-3984
OG0002299	YLR386W	maker-NODE_4_length_1115028_cov_40.7497_ID_7-snap-gene-10.122-mRNA-1_1&gene=maker-NODE_4_length_1115028_cov_40.7497_ID_7-snap-gene-10.122&CDS=1-3360
OG0002300	YLR389C	snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-1.46-mRNA-1_1&gene=snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-1.46&CDS=1-3228
OG0002301	YLR390W-A	genemark-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-1.265-mRNA-1_1&gene=genemark-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-1.265&CDS=1-705
OG0002302	YLR393W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-6.10-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-6.10&CDS=1-828
OG0002303	YLR395C	genemark-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-1.68-mRNA-1_1&gene=genemark-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-1.68&CDS=1-153
OG0002304	YLR396C	snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-1.5-mRNA-1_1&gene=snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-1.5&CDS=1-1521
OG0002305	YLR397C	genemark-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-10.96-mRNA-1_1&gene=genemark-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-10.96&CDS=1-2547
OG0002306	YLR398C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-6.15-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-6.15&CDS=1-3711
OG0002307	YLR399C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-2.44-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-2.44&CDS=1-3249
OG0002308	YLR401C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.43-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.43&CDS=1-1827
OG0002309	YLR403W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.22-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.22&CDS=1-1626
OG0002310	YLR405W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.24-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.24&CDS=1-1032
OG0002311	YLR409C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.47-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.47&CDS=1-2838
OG0002312	YLR410W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.28-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.28&CDS=1-3285
OG0002313	YLR411W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-9.115-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-9.115&CDS=1-714
OG0002314	YLR412W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-4.143-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-4.143&CDS=1-747
OG0002315	YLR417W	snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.39-mRNA-1_1&gene=snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.39&CDS=1-1857
OG0002316	YLR418C	genemark-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-12.90-mRNA-1_1&gene=genemark-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-12.90&CDS=1-1017
OG0002317	YLR419W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-0.82-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-0.82&CDS=1-4071
OG0002318	YLR420W	genemark-NODE_18_length_120857_cov_42.569_ID_35-processed-gene-0.72-mRNA-1_1&gene=genemark-NODE_18_length_120857_cov_42.569_ID_35-processed-gene-0.72&CDS=1-1158
OG0002319	YLR422W	snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-0.72-mRNA-1_1&gene=snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-0.72&CDS=1-5844
OG0002320	YLR423C	augustus_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-4.21-mRNA-1_1&gene=augustus_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-4.21&CDS=1-1272
OG0002321	YLR429W	snap_masked-NODE_18_length_120857_cov_42.569_ID_35-processed-gene-0.145-mRNA-1_1&gene=snap_masked-NODE_18_length_120857_cov_42.569_ID_35-processed-gene-0.145&CDS=1-1860
OG0002322	YLR430W	snap_masked-NODE_18_length_120857_cov_42.569_ID_35-processed-gene-0.146-mRNA-1_1&gene=snap_masked-NODE_18_length_120857_cov_42.569_ID_35-processed-gene-0.146&CDS=1-5880
OG0002323	YLR432W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.25-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.25&CDS=1-1569
OG0002324	YLR435W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.110-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.110&CDS=1-603
OG0002325	YLR438C-A	augustus_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-4.124-mRNA-1_1&gene=augustus_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-4.124&CDS=1-264
OG0002326	YLR438W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-6.113-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-6.113&CDS=1-1308
OG0002327	YLR439W	snap_masked-NODE_18_length_120857_cov_42.569_ID_35-processed-gene-0.184-mRNA-1_1&gene=snap_masked-NODE_18_length_120857_cov_42.569_ID_35-processed-gene-0.184&CDS=1-837
OG0002328	YLR441C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.43-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.43&CDS=1-768
OG0002329	YLR443W	augustus_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.78-mRNA-1_1&gene=augustus_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.78&CDS=1-1185
OG0002330	YLR447C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-8.33-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-8.33&CDS=1-1029
OG0002331	YLR449W	augustus_masked-NODE_223_length_368_cov_0.959514_ID_445-processed-gene-0.0-mRNA-1_1&gene=augustus_masked-NODE_223_length_368_cov_0.959514_ID_445-processed-gene-0.0&CDS=1-291
OG0002332	YLR451W	maker-NODE_1_length_1371552_cov_40.6037_ID_1-snap-gene-10.118-mRNA-1_1&gene=maker-NODE_1_length_1371552_cov_40.6037_ID_1-snap-gene-10.118&CDS=1-2544
OG0002333	YLR452C	augustus_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-10.142-mRNA-1_1&gene=augustus_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-10.142&CDS=1-2304
OG0002334	YLR455W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-3.1-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-3.1&CDS=1-1536
OG0002335	YLR459W	snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.285-mRNA-1_1&gene=snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.285&CDS=1-1215
OG0002336	YML001W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-4.109-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-4.109&CDS=1-618
OG0002337	YML002W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.36-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.36&CDS=1-3594
OG0002338	YML004C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.19-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.19&CDS=1-903
OG0002339	YML005W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.68-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.68&CDS=1-1275
OG0002340	YML007W	snap_masked-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.60&CDS=1-1044
OG0002341	YML008C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-4.24-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-4.24&CDS=1-1128
OG0002342	YML010W	genemark-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-1.81-mRNA-1_1&gene=genemark-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-1.81&CDS=1-3132
OG0002343	YML012W	snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-0.10-mRNA-1_1&gene=snap_masked-NODE_9_length_358411_cov_42.2046_ID_17-processed-gene-0.10&CDS=1-636
OG0002344	YML013W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-1.158-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-1.158&CDS=1-1593
OG0002345	YML014W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.135-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.135&CDS=1-792
OG0002346	YML018C	genemark-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-10.111-mRNA-1_1&gene=genemark-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-10.111&CDS=1-1092
OG0002347	YML020W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.158-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.158&CDS=1-1650
OG0002348	YML021C	maker-NODE_4_length_1115028_cov_40.7497_ID_7-augustus-gene-4.104-mRNA-1_1&gene=maker-NODE_4_length_1115028_cov_40.7497_ID_7-augustus-gene-4.104&CDS=1-1734
OG0002349	YML022W	genemark-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.23-mRNA-1_1&gene=genemark-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-4.23&CDS=1-594
OG0002350	YML025C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-11.143-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-11.143&CDS=1-810
OG0002351	YML031W	snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-1.31-mRNA-1_1&gene=snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-1.31&CDS=1-1851
OG0002352	YML032C	snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-1.59-mRNA-1_1&gene=snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-1.59&CDS=1-1341
OG0002353	YML035C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-1.38-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-1.38&CDS=1-2175
OG0002354	YML038C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-8.120-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-8.120&CDS=1-1641
OG0002355	YML041C	genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.37-mRNA-1_1&gene=genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.37&CDS=1-648
OG0002356	YML042W	maker-NODE_5_length_949864_cov_43.0886_ID_9-augustus-gene-8.178-mRNA-1_1&gene=maker-NODE_5_length_949864_cov_43.0886_ID_9-augustus-gene-8.178&CDS=1-3183
OG0002357	YML046W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.52-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.52&CDS=1-2013
OG0002358	YML048W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-1.43-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-1.43&CDS=1-1104
OG0002359	YML049C	snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-2.231-mRNA-1_1&gene=snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-2.231&CDS=1-3798
OG0002360	YML052W	genemark-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-10.93-mRNA-1_1&gene=genemark-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-10.93&CDS=1-840
OG0002361	YML059C	augustus_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-4.98-mRNA-1_1&gene=augustus_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-4.98&CDS=1-4539
OG0002362	YML060W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-3.35-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-3.35&CDS=1-1233
OG0002363	YML064C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.26-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-2.26&CDS=1-585
OG0002364	YML067C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.219-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.219&CDS=1-1038
OG0002365	YML068W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-3.118-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-3.118&CDS=1-1416
OG0002366	YML069W	genemark-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-4.80-mRNA-1_1&gene=genemark-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-4.80&CDS=1-1626
OG0002367	YML076C	genemark-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-6.162-mRNA-1_1&gene=genemark-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-6.162&CDS=1-2232
OG0002368	YML079W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-8.123-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-8.123&CDS=1-588
OG0002369	YML080W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-3.28-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-3.28&CDS=1-1317
OG0002370	YML081C-A	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.138-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-6.138&CDS=1-180
OG0002371	YML086C	maker-NODE_16_length_136973_cov_53.0823_ID_31-augustus-gene-0.2-mRNA-1_1&gene=maker-NODE_16_length_136973_cov_53.0823_ID_31-augustus-gene-0.2&CDS=1-3138
OG0002372	YML088W	augustus_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-4.20-mRNA-1_1&gene=augustus_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-4.20&CDS=1-2424
OG0002373	YML092C	snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-1.112-mRNA-1_1&gene=snap_masked-NODE_7_length_395067_cov_41.3947_ID_13-processed-gene-1.112&CDS=1-732
OG0002374	YML093W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-0.8-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-0.8&CDS=1-2796
OG0002375	YML094W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-5.27-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-5.27&CDS=1-441
OG0002376	YML095C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-6.124-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-6.124&CDS=1-969
OG0002377	YML096W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.25-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.25&CDS=1-1608
OG0002378	YML097C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-3.112-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-3.112&CDS=1-1860
OG0002379	YML098W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-6.134-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-6.134&CDS=1-450
OG0002380	YML099C	maker-NODE_5_length_949864_cov_43.0886_ID_9-augustus-gene-6.161-mRNA-1_1&gene=maker-NODE_5_length_949864_cov_43.0886_ID_9-augustus-gene-6.161&CDS=1-4695
OG0002381	YML102W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-5.137-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-5.137&CDS=1-1854
OG0002382	YML103C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.49-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-12.49&CDS=1-4905
OG0002383	YML105C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-3.9-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-3.9&CDS=1-771
OG0002384	YML108W	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-4.59-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-4.59&CDS=1-450
OG0002385	YML110C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.56-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-10.56&CDS=1-828
OG0002386	YML114C	snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.55&CDS=1-1542
OG0002387	YML121W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-3.32-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-3.32&CDS=1-1029
OG0002388	YML123C	maker-NODE_3_length_1190395_cov_43.5002_ID_5-snap-gene-10.101-mRNA-1_1&gene=maker-NODE_3_length_1190395_cov_43.5002_ID_5-snap-gene-10.101&CDS=1-3357
OG0002389	YML124C	maker-NODE_2_length_1328254_cov_42.4867_ID_3-snap-gene-6.7-mRNA-1_1&gene=maker-NODE_2_length_1328254_cov_42.4867_ID_3-snap-gene-6.7&CDS=1-1338
OG0002390	YML125C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-4.110-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-4.110&CDS=1-924
OG0002391	YML126C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-1.120-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-1.120&CDS=1-1335
OG0002392	YML129C	snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_14_length_194165_cov_42.4575_ID_27-processed-gene-0.74&CDS=1-198
OG0002393	YMR001C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-6.25-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-6.25&CDS=1-1965
OG0002394	YMR002W	snap_masked-NODE_18_length_120857_cov_42.569_ID_35-processed-gene-0.192-mRNA-1_1&gene=snap_masked-NODE_18_length_120857_cov_42.569_ID_35-processed-gene-0.192&CDS=1-456
OG0002395	YMR003W	augustus_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-1.57-mRNA-1_1&gene=augustus_masked-NODE_11_length_338931_cov_41.8878_ID_21-processed-gene-1.57&CDS=1-1035
OG0002396	YMR009W	genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-10.107-mRNA-1_1&gene=genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-10.107&CDS=1-534
OG0002397	YMR010W	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-1.38-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-1.38&CDS=1-1329
OG0002398	YMR012W	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-4.1-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-4.1&CDS=1-3828
OG0002399	YMR013C	snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-7.6-mRNA-1_1&gene=snap_masked-NODE_2_length_1328254_cov_42.4867_ID_3-processed-gene-7.6&CDS=1-2253
OG0002400	YMR014W	snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-3.28-mRNA-1_1&gene=snap_masked-NODE_6_length_515559_cov_44.7286_ID_11-processed-gene-3.28&CDS=1-1413
OG0002401	YMR015C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-10.170-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-10.170&CDS=1-1590
OG0002402	YMR022W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-7.140-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-7.140&CDS=1-495
OG0002403	YMR023C	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-9.149-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-9.149&CDS=1-1491
OG0002404	YMR024W	snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-0.87-mRNA-1_1&gene=snap_masked-NODE_13_length_249367_cov_50.2225_ID_25-processed-gene-0.87&CDS=1-1047
OG0002405	YMR026C	snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.35-mRNA-1_1&gene=snap_masked-NODE_3_length_1190395_cov_43.5002_ID_5-processed-gene-9.35&CDS=1-1134
OG0002406	YMR027W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-5.36-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-5.36&CDS=1-1383
OG0002407	YMR028W	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-10.155-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-10.155&CDS=1-1149
OG0002408	YMR029C	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-4.129-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-4.129&CDS=1-1575
OG0002409	YMR033W	snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-4.149-mRNA-1_1&gene=snap_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-4.149&CDS=1-1374
OG0002410	YMR035W	snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-1.67-mRNA-1_1&gene=snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-1.67&CDS=1-456
OG0002411	YMR036C	snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-1.23-mRNA-1_1&gene=snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-1.23&CDS=1-993
OG0002412	YMR038C	snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-1.24-mRNA-1_1&gene=snap_masked-NODE_12_length_267721_cov_48.1709_ID_23-processed-gene-1.24&CDS=1-660
OG0002413	YMR041C	snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-3.13-mRNA-1_1&gene=snap_masked-NODE_4_length_1115028_cov_40.7497_ID_7-processed-gene-3.13&CDS=1-966
OG0002414	YMR042W	snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.266-mRNA-1_1&gene=snap_masked-NODE_8_length_383177_cov_39.865_ID_15-processed-gene-2.266&CDS=1-606
OG0002415	YMR049C	genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-4.56-mRNA-1_1&gene=genemark-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-4.56&CDS=1-2454
OG0002416	YMR055C	snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-2.197-mRNA-1_1&gene=snap_masked-NODE_10_length_355069_cov_42.3146_ID_19-processed-gene-2.197&CDS=1-1026
OG0002417	YMR058W	snap_masked-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_17_length_126295_cov_42.083_ID_33-processed-gene-0.55&CDS=1-1938
OG0002418	YMR061W	snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-11.134-mRNA-1_1&gene=snap_masked-NODE_1_length_1371552_cov_40.6037_ID_1-processed-gene-11.134&CDS=1-1884
OG0002419	YMR062C	augustus_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.161-mRNA-1_1&gene=augustus_masked-NODE_5_length_949864_cov_43.0886_ID_9-processed-gene-8.161&CDS=1-1323
