	Saccharomyces_cerevisiae	yHMPu5000035046_Barnettozyma_populi
OG0002502	YLR200W	snap_masked-NODE_53_length_20792_cov_15.6002_ID_9908-processed-gene-0.19-mRNA-1_1&gene=snap_masked-NODE_53_length_20792_cov_15.6002_ID_9908-processed-gene-0.19&CDS=1-348
OG0002503	YLR201C	snap_masked-NODE_53_length_20792_cov_15.6002_ID_9908-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_53_length_20792_cov_15.6002_ID_9908-processed-gene-0.16&CDS=1-717
OG0002504	YLR203C	snap_masked-NODE_30_length_117652_cov_15.2091_ID_5561-processed-gene-0.174-mRNA-1_1&gene=snap_masked-NODE_30_length_117652_cov_15.2091_ID_5561-processed-gene-0.174&CDS=1-1266
OG0002505	YLR205C	snap_masked-NODE_30_length_117652_cov_15.2091_ID_5561-processed-gene-0.175-mRNA-1_1&gene=snap_masked-NODE_30_length_117652_cov_15.2091_ID_5561-processed-gene-0.175&CDS=1-849
OG0002506	YLR207W	maker-NODE_24_length_130896_cov_16.6656_ID_9097-snap-gene-0.159-mRNA-1_1&gene=maker-NODE_24_length_130896_cov_16.6656_ID_9097-snap-gene-0.159&CDS=1-2175
OG0002507	YLR208W	snap_masked-NODE_24_length_130896_cov_16.6656_ID_9097-processed-gene-0.96-mRNA-1_1&gene=snap_masked-NODE_24_length_130896_cov_16.6656_ID_9097-processed-gene-0.96&CDS=1-876
OG0002508	YLR209C	snap_masked-NODE_24_length_130896_cov_16.6656_ID_9097-processed-gene-0.64-mRNA-1_1&gene=snap_masked-NODE_24_length_130896_cov_16.6656_ID_9097-processed-gene-0.64&CDS=1-897
OG0002509	YLR211C	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-2.105-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-2.105&CDS=1-777
OG0002510	YLR212C	snap_masked-NODE_34_length_93528_cov_12.5073_ID_5348-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_34_length_93528_cov_12.5073_ID_5348-processed-gene-0.12&CDS=1-1350
OG0002511	YLR215C	snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-0.47&CDS=1-1065
OG0002512	YLR216C	maker-NODE_10_length_390696_cov_13.4103_ID_14589-snap-gene-0.1-mRNA-1_1&gene=maker-NODE_10_length_390696_cov_13.4103_ID_14589-snap-gene-0.1&CDS=1-1401
OG0002513	YLR220W	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-7.99-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-7.99&CDS=1-918
OG0002514	YLR221C	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-7.75-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-7.75&CDS=1-528
OG0002515	YLR222C	maker-NODE_10_length_390696_cov_13.4103_ID_14589-augustus-gene-2.96-mRNA-1_1&gene=maker-NODE_10_length_390696_cov_13.4103_ID_14589-augustus-gene-2.96&CDS=1-3936
OG0002516	YLR223C	snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.235-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.235&CDS=1-2016
OG0002517	YLR228C	snap_masked-NODE_43_length_49058_cov_13.5531_ID_8423-processed-gene-0.60-mRNA-1_1&gene=snap_masked-NODE_43_length_49058_cov_13.5531_ID_8423-processed-gene-0.60&CDS=1-1890
OG0002518	YLR229C	maker-NODE_43_length_49058_cov_13.5531_ID_8423-snap-gene-0.27-mRNA-1_1&gene=maker-NODE_43_length_49058_cov_13.5531_ID_8423-snap-gene-0.27&CDS=1-579
OG0002519	YLR231C	snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-2.249-mRNA-1_1&gene=snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-2.249&CDS=1-1380
OG0002520	YLR234W	snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-2.253-mRNA-1_1&gene=snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-2.253&CDS=1-1890
OG0002521	YLR239C	snap_masked-NODE_41_length_64632_cov_13.4045_ID_6257-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_41_length_64632_cov_13.4045_ID_6257-processed-gene-0.104&CDS=1-885
OG0002522	YLR240W	snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-2.208-mRNA-1_1&gene=snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-2.208&CDS=1-2502
OG0002523	YLR242C	genemark-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-2.69-mRNA-1_1&gene=genemark-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-2.69&CDS=1-819
OG0002524	YLR243W	snap_masked-NODE_41_length_64632_cov_13.4045_ID_6257-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_41_length_64632_cov_13.4045_ID_6257-processed-gene-0.103&CDS=1-816
OG0002525	YLR244C	maker-NODE_41_length_64632_cov_13.4045_ID_6257-augustus-gene-0.114-mRNA-1_1&gene=maker-NODE_41_length_64632_cov_13.4045_ID_6257-augustus-gene-0.114&CDS=1-1458
OG0002526	YLR247C	snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.182-mRNA-1_1&gene=snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.182&CDS=1-4284
OG0002527	YLR250W	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-3.63-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-3.63&CDS=1-669
OG0002528	YLR251W	snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-0.27-mRNA-1_1&gene=snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-0.27&CDS=1-633
OG0002529	YLR253W	snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-0.26-mRNA-1_1&gene=snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-0.26&CDS=1-1758
OG0002530	YLR256W	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.81-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-3.81&CDS=1-3591
OG0002531	YLR259C	maker-NODE_1_length_973885_cov_13.6909_ID_9548-snap-gene-2.158-mRNA-1_1&gene=maker-NODE_1_length_973885_cov_13.6909_ID_9548-snap-gene-2.158&CDS=1-2133
OG0002532	YLR262C	maker-NODE_8_length_421371_cov_15.4557_ID_6383-snap-gene-3.3-mRNA-1_1&gene=maker-NODE_8_length_421371_cov_15.4557_ID_6383-snap-gene-3.3&CDS=1-603
OG0002533	YLR262C-A	snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-0.88-mRNA-1_1&gene=snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-0.88&CDS=1-195
OG0002534	YLR268W	genemark-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.114-mRNA-1_1&gene=genemark-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.114&CDS=1-642
OG0002535	YLR271W	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-1.137-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-1.137&CDS=1-1005
OG0002536	YLR272C	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-1.115-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-1.115&CDS=1-3336
OG0002537	YLR274W	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-3.96-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-3.96&CDS=1-2154
OG0002538	YLR275W	maker-NODE_6_length_529108_cov_14.9201_ID_7630-snap-gene-3.165-mRNA-1_1&gene=maker-NODE_6_length_529108_cov_14.9201_ID_7630-snap-gene-3.165&CDS=1-336
OG0002539	YLR276C	snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.79-mRNA-1_1&gene=snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.79&CDS=1-1758
OG0002540	YLR277C	maker-NODE_6_length_529108_cov_14.9201_ID_7630-snap-gene-3.166-mRNA-1_1&gene=maker-NODE_6_length_529108_cov_14.9201_ID_7630-snap-gene-3.166&CDS=1-3201
OG0002541	YLR278C	snap_masked-NODE_50_length_25854_cov_12.5457_ID_7762-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_50_length_25854_cov_12.5457_ID_7762-processed-gene-0.16&CDS=1-2514
OG0002542	YLR281C	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-3.75-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-3.75&CDS=1-507
OG0002543	YLR283W	snap_masked-NODE_50_length_25854_cov_12.5457_ID_7762-processed-gene-0.15-mRNA-1_1&gene=snap_masked-NODE_50_length_25854_cov_12.5457_ID_7762-processed-gene-0.15&CDS=1-924
OG0002544	YLR285W	snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.76-mRNA-1_1&gene=snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.76&CDS=1-750
OG0002545	YLR286C	snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.52-mRNA-1_1&gene=snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.52&CDS=1-1563
OG0002546	YLR287C	snap_masked-NODE_32_length_110669_cov_13.5049_ID_6289-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_32_length_110669_cov_13.5049_ID_6289-processed-gene-0.74&CDS=1-1023
OG0002547	YLR288C	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-2.117-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-2.117&CDS=1-846
OG0002548	YLR289W	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-2.136-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-2.136&CDS=1-1824
OG0002549	YLR290C	augustus_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.1-mRNA-1_1&gene=augustus_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-0.1&CDS=1-801
OG0002550	YLR291C	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-2.116-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-2.116&CDS=1-1092
OG0002551	YLR295C	snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-2.258-mRNA-1_1&gene=snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-2.258&CDS=1-324
OG0002552	YLR298C	genemark-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-2.34-mRNA-1_1&gene=genemark-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-2.34&CDS=1-348
OG0002553	YLR303W	snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.157-mRNA-1_1&gene=snap_masked-NODE_16_length_246544_cov_13.5549_ID_4550-processed-gene-1.157&CDS=1-1308
OG0002554	YLR304C	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-4.28-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-4.28&CDS=1-2349
OG0002555	YLR305C	snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-1.8-mRNA-1_1&gene=snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-1.8&CDS=1-5676
OG0002556	YLR306W	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-0.45-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-0.45&CDS=1-558
OG0002557	YLR309C	snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.94-mRNA-1_1&gene=snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.94&CDS=1-3576
OG0002558	YLR312W-A	snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-2.180-mRNA-1_1&gene=snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-2.180&CDS=1-693
OG0002559	YLR314C	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-0.132-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-0.132&CDS=1-1587
OG0002560	YLR316C	snap_masked-NODE_25_length_128994_cov_14.253_ID_6542-processed-gene-0.103-mRNA-1_1&gene=snap_masked-NODE_25_length_128994_cov_14.253_ID_6542-processed-gene-0.103&CDS=1-939
OG0002561	YLR318W	augustus_masked-NODE_25_length_128994_cov_14.253_ID_6542-processed-gene-0.2-mRNA-1_1&gene=augustus_masked-NODE_25_length_128994_cov_14.253_ID_6542-processed-gene-0.2&CDS=1-2922
OG0002562	YLR319C	snap_masked-NODE_25_length_128994_cov_14.253_ID_6542-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_25_length_128994_cov_14.253_ID_6542-processed-gene-0.104&CDS=1-2163
OG0002563	YLR321C	snap_masked-NODE_25_length_128994_cov_14.253_ID_6542-processed-gene-0.69-mRNA-1_1&gene=snap_masked-NODE_25_length_128994_cov_14.253_ID_6542-processed-gene-0.69&CDS=1-1014
OG0002564	YLR323C	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-3.22-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-3.22&CDS=1-744
OG0002565	YLR324W	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-3.36-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-3.36&CDS=1-1485
OG0002566	YLR326W	snap_masked-NODE_21_length_141519_cov_13.6719_ID_5944-processed-gene-0.112-mRNA-1_1&gene=snap_masked-NODE_21_length_141519_cov_13.6719_ID_5944-processed-gene-0.112&CDS=1-615
OG0002567	YLR328W	snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-8.19-mRNA-1_1&gene=snap_masked-NODE_1_length_973885_cov_13.6909_ID_9548-processed-gene-8.19&CDS=1-1227
OG0002568	YLR330W	augustus_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-0.20-mRNA-1_1&gene=augustus_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-0.20&CDS=1-1434
OG0002569	YLR336C	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-3.158-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-3.158&CDS=1-3009
OG0002570	YLR337C	snap_masked-NODE_30_length_117652_cov_15.2091_ID_5561-processed-gene-0.155-mRNA-1_1&gene=snap_masked-NODE_30_length_117652_cov_15.2091_ID_5561-processed-gene-0.155&CDS=1-2070
OG0002571	YLR340W	snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-0.119-mRNA-1_1&gene=snap_masked-NODE_13_length_355277_cov_14.0586_ID_7157-processed-gene-0.119&CDS=1-939
OG0002572	YLR343W	snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.131-mRNA-1_1&gene=snap_masked-NODE_7_length_436048_cov_13.5576_ID_3675-processed-gene-1.131&CDS=1-1758
OG0002573	YLR345W	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-7.219-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-7.219&CDS=1-1650
OG0002574	YLR347C	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-7.181-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-7.181&CDS=1-2583
OG0002575	YLR348C	genemark-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.0-mRNA-1_1&gene=genemark-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.0&CDS=1-924
OG0002576	YLR351C	snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-0.21-mRNA-1_1&gene=snap_masked-NODE_11_length_366296_cov_13.8376_ID_4100-processed-gene-0.21&CDS=1-876
OG0002577	YLR352W	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-2.62-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-2.62&CDS=1-1599
OG0002578	YLR354C	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-1.100-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-1.100&CDS=1-975
OG0002579	YLR355C	snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.234-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-2.234&CDS=1-1185
OG0002580	YLR359W	snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-1.19-mRNA-1_1&gene=snap_masked-NODE_10_length_390696_cov_13.4103_ID_14589-processed-gene-1.19&CDS=1-1443
OG0002581	YLR362W	snap_masked-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.151-mRNA-1_1&gene=snap_masked-NODE_27_length_122749_cov_14.1654_ID_4933-processed-gene-0.151&CDS=1-2025
OG0002582	YLR363C	snap_masked-NODE_28_length_121155_cov_19.7107_ID_7522-processed-gene-0.55-mRNA-1_1&gene=snap_masked-NODE_28_length_121155_cov_19.7107_ID_7522-processed-gene-0.55&CDS=1-801
OG0002583	YLR363W-A	snap_masked-NODE_37_length_76199_cov_14.4701_ID_7109-processed-gene-0.58-mRNA-1_1&gene=snap_masked-NODE_37_length_76199_cov_14.4701_ID_7109-processed-gene-0.58&CDS=1-276
OG0002584	YLR364W	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-3.62-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-3.62&CDS=1-375
OG0002585	YLR370C	snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.129-mRNA-1_1&gene=snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.129&CDS=1-528
OG0002586	YLR371W	snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.163-mRNA-1_1&gene=snap_masked-NODE_12_length_355611_cov_14.0207_ID_12396-processed-gene-2.163&CDS=1-3879
OG0002587	YLR377C	snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-4.100-mRNA-1_1&gene=snap_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-4.100&CDS=1-1014
OG0002588	YLR378C	augustus_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-4.195-mRNA-1_1&gene=augustus_masked-NODE_4_length_548769_cov_13.6504_ID_5975-processed-gene-4.195&CDS=1-2751
OG0002589	YLR380W	snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.103-mRNA-1_1&gene=snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.103&CDS=1-1284
OG0002590	YLR382C	snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.147-mRNA-1_1&gene=snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.147&CDS=1-2688
OG0002591	YLR383W	snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.98-mRNA-1_1&gene=snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.98&CDS=1-3225
OG0002592	YLR384C	augustus_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.188-mRNA-1_1&gene=augustus_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-1.188&CDS=1-6084
OG0002593	YLR386W	snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.126-mRNA-1_1&gene=snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.126&CDS=1-2577
OG0002594	YLR387C	augustus_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.30-mRNA-1_1&gene=augustus_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.30&CDS=1-1473
OG0002595	YLR389C	snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.92-mRNA-1_1&gene=snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.92&CDS=1-2883
OG0002596	YLR390W	snap_masked-NODE_21_length_141519_cov_13.6719_ID_5944-processed-gene-0.120-mRNA-1_1&gene=snap_masked-NODE_21_length_141519_cov_13.6719_ID_5944-processed-gene-0.120&CDS=1-231
OG0002597	YLR390W-A	snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.125-mRNA-1_1&gene=snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.125&CDS=1-627
OG0002598	YLR393W	snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.124-mRNA-1_1&gene=snap_masked-NODE_8_length_421371_cov_15.4557_ID_6383-processed-gene-3.124&CDS=1-885
OG0002599	YLR395C	snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-0.104-mRNA-1_1&gene=snap_masked-NODE_15_length_296595_cov_15.8974_ID_8048-processed-gene-0.104&CDS=1-246
OG0002600	YLR397C	maker-NODE_21_length_141519_cov_13.6719_ID_5944-augustus-gene-0.141-mRNA-1_1&gene=maker-NODE_21_length_141519_cov_13.6719_ID_5944-augustus-gene-0.141&CDS=1-3162
OG0002601	YLR398C	snap_masked-NODE_21_length_141519_cov_13.6719_ID_5944-processed-gene-0.123-mRNA-1_1&gene=snap_masked-NODE_21_length_141519_cov_13.6719_ID_5944-processed-gene-0.123&CDS=1-3714
OG0002602	YLR399C	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-0.110-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-0.110&CDS=1-1866
OG0002603	YLR401C	snap_masked-NODE_31_length_117355_cov_12.8377_ID_6209-processed-gene-0.44-mRNA-1_1&gene=snap_masked-NODE_31_length_117355_cov_12.8377_ID_6209-processed-gene-0.44&CDS=1-1896
OG0002604	YLR403W	snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-0.89-mRNA-1_1&gene=snap_masked-NODE_5_length_542823_cov_13.5992_ID_6818-processed-gene-0.89&CDS=1-1293
OG0002605	YLR405W	snap_masked-NODE_31_length_117355_cov_12.8377_ID_6209-processed-gene-0.12-mRNA-1_1&gene=snap_masked-NODE_31_length_117355_cov_12.8377_ID_6209-processed-gene-0.12&CDS=1-1023
OG0002606	YLR407W	snap_masked-NODE_31_length_117355_cov_12.8377_ID_6209-processed-gene-0.14-mRNA-1_1&gene=snap_masked-NODE_31_length_117355_cov_12.8377_ID_6209-processed-gene-0.14&CDS=1-588
OG0002607	YLR409C	snap_masked-NODE_31_length_117355_cov_12.8377_ID_6209-processed-gene-0.47-mRNA-1_1&gene=snap_masked-NODE_31_length_117355_cov_12.8377_ID_6209-processed-gene-0.47&CDS=1-2790
OG0002608	YLR410W	snap_masked-NODE_31_length_117355_cov_12.8377_ID_6209-processed-gene-0.16-mRNA-1_1&gene=snap_masked-NODE_31_length_117355_cov_12.8377_ID_6209-processed-gene-0.16&CDS=1-3021
OG0002609	YLR411W	snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-0.46-mRNA-1_1&gene=snap_masked-NODE_2_length_837960_cov_13.6015_ID_4467-processed-gene-0.46&CDS=1-723
OG0002610	YLR412W	snap_masked-NODE_31_length_117355_cov_12.8377_ID_6209-processed-gene-0.18-mRNA-1_1&gene=snap_masked-NODE_31_length_117355_cov_12.8377_ID_6209-processed-gene-0.18&CDS=1-792
OG0002611	YLR414C	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-4.143-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-4.143&CDS=1-852
OG0002612	YLR417W	snap_masked-NODE_42_length_63641_cov_12.3529_ID_6879-processed-gene-0.74-mRNA-1_1&gene=snap_masked-NODE_42_length_63641_cov_12.3529_ID_6879-processed-gene-0.74&CDS=1-1773
OG0002613	YLR419W	snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.159-mRNA-1_1&gene=snap_masked-NODE_3_length_802383_cov_13.3796_ID_5639-processed-gene-7.159&CDS=1-4206
OG0002614	YLR420W	snap_masked-NODE_24_length_130896_cov_16.6656_ID_9097-processed-gene-0.99-mRNA-1_1&gene=snap_masked-NODE_24_length_130896_cov_16.6656_ID_9097-processed-gene-0.99&CDS=1-1077
OG0002615	YLR421C	snap_masked-NODE_30_length_117652_cov_15.2091_ID_5561-processed-gene-0.132-mRNA-1_1&gene=snap_masked-NODE_30_length_117652_cov_15.2091_ID_5561-processed-gene-0.132&CDS=1-402
OG0002616	YLR422W	snap_masked-NODE_24_length_130896_cov_16.6656_ID_9097-processed-gene-0.68-mRNA-1_1&gene=snap_masked-NODE_24_length_130896_cov_16.6656_ID_9097-processed-gene-0.68&CDS=1-5772
OG0002617	YLR423C	snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-2.156-mRNA-1_1&gene=snap_masked-NODE_14_length_343773_cov_16.2165_ID_3838-processed-gene-2.156&CDS=1-1173
OG0002618	YLR425W	snap_masked-NODE_34_length_93528_cov_12.5073_ID_5348-processed-gene-0.22-mRNA-1_1&gene=snap_masked-NODE_34_length_93528_cov_12.5073_ID_5348-processed-gene-0.22&CDS=1-3843
OG0002619	YLR427W	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-4.81-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-4.81&CDS=1-1926
OG0002620	YLR429W	maker-NODE_6_length_529108_cov_14.9201_ID_7630-snap-gene-4.224-mRNA-1_1&gene=maker-NODE_6_length_529108_cov_14.9201_ID_7630-snap-gene-4.224&CDS=1-1917
OG0002621	YLR430W	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-4.131-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-4.131&CDS=1-6084
OG0002622	YLR435W	snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-4.79-mRNA-1_1&gene=snap_masked-NODE_6_length_529108_cov_14.9201_ID_7630-processed-gene-4.79&CDS=1-654
OG0002623	YLR436C	snap_masked-NODE_34_length_93528_cov_12.5073_ID_5348-processed-gene-0.43-mRNA-1_1&gene=snap_masked-NODE_34_length_93528_cov_12.5073_ID_5348-processed-gene-0.43&CDS=1-3081
