"","X1","X.1","X","OG","branch_select","number_select","sce","species_select","clade_with_trait","species_with_trait","select_clade_all","species_select_ratio","clade_select_ratio","Select_species","fcc","vote_percentage"
"11",11,11,1940,"OG1691","Arxula_adeninivorans_Seq_1110, Candida_auris_Seq_4782, Candida_orthopsilosis_Seq_2929, Eremothecium_coryli_Seq_2460, Eremothecium_sinecaudum_Seq_2412, Kluyveromyces_marxianus_Seq_3399, Node36, Node40, Node68, Node70, Node71, yHMPu5000034625_Pichia_kudriavzevii_Seq_3739, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_401, yHMPu5000034933_Kuraishia_molischiana_Seq_4314, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_117",15,"YER043C","Candida_auris_Seq_4782,yHMPu5000035662_Meyerozyma_caribbica_Seq_81,yHMPu5000034885_Ogataea_zsoltii_Seq_332,Ogataea_polymorpha_Seq_3632,Kluyveromyces_marxianus_Seq_3399,Eremothecium_coryli_Seq_2460,Eremothecium_sinecaudum_Seq_2412,Nakaseomyces_bracarensis_Seq_3203,Nakaseomyces_nivariensis_Seq_3470,Eremothecium_coryli_Seq_2460,Eremothecium_sinecaudum_Seq_2412,Nakaseomyces_bracarensis_Seq_3203,Nakaseomyces_nivariensis_Seq_3470,Eremothecium_coryli_Seq_2460,Eremothecium_sinecaudum_Seq_2412,Arxula_adeninivorans_Seq_1110,Candida_auris_Seq_4782,Candida_orthopsilosis_Seq_2929,Eremothecium_coryli_Seq_2460,Eremothecium_sinecaudum_Seq_2412,Kluyveromyces_marxianus_Seq_3399,yHMPu5000034625_Pichia_kudriavzevii_Seq_3739,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_401,yHMPu5000034933_Kuraishia_molischiana_Seq_4314,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_117",4,17,4,0.882352941176471,1,15,NA,NA
"12",12,12,2020,"OG1892","Arxula_adeninivorans_Seq_1794, Candida_auris_Seq_3179, Candida_orthopsilosis_Seq_636, Kluyveromyces_marxianus_Seq_1693, Node30, Node34, Node37, Node65, Node67, Node69, Ogataea_polymorpha_Seq_3572, yHAB143_Kazachstania_siamensis_Seq_439, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2324, yHMPu5000034885_Ogataea_zsoltii_Seq_3147, yHMPu5000034933_Kuraishia_molischiana_Seq_2072",15,"YAL062W","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2324,Arxula_adeninivorans_Seq_1794,Saprochaete_clavata_Seq_2070,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_5626,Saprochaete_clavata_Seq_2070,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_5626,Candida_auris_Seq_3179,yHMPu5000035662_Meyerozyma_caribbica_Seq_2862,Kluyveromyces_marxianus_Seq_1693,yHAB143_Kazachstania_siamensis_Seq_439,Nakaseomyces_bracarensis_Seq_3355,Nakaseomyces_nivariensis_Seq_2260,yHAB143_Kazachstania_siamensis_Seq_439,Nakaseomyces_bracarensis_Seq_3355,Nakaseomyces_nivariensis_Seq_2260,Nakaseomyces_bracarensis_Seq_3355,Nakaseomyces_nivariensis_Seq_2260,Arxula_adeninivorans_Seq_1794,Candida_auris_Seq_3179,Candida_orthopsilosis_Seq_636,Kluyveromyces_marxianus_Seq_1693,Ogataea_polymorpha_Seq_3572,yHAB143_Kazachstania_siamensis_Seq_439,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2324,yHMPu5000034885_Ogataea_zsoltii_Seq_3147,yHMPu5000034933_Kuraishia_molischiana_Seq_2072",4,16,4,0.875,1,14,NA,NA
"13",13,13,3218,"OG1145","Arxula_adeninivorans_Seq_4255, Candida_orthopsilosis_Seq_1929, Eremothecium_sinecaudum_Seq_863, Nakaseomyces_bracarensis_Seq_1480, Node13, Node32, Node52, Node55, Node71, yHAB143_Kazachstania_siamensis_Seq_1846, yHMPu5000034625_Pichia_kudriavzevii_Seq_2390, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1358, yHMPu5000034885_Ogataea_zsoltii_Seq_2412, yHMPu5000034933_Kuraishia_molischiana_Seq_2660, yHMPu5000035662_Meyerozyma_caribbica_Seq_2476",15,"YJR009C","Saprochaete_clavata_Seq_933,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_7127,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1358,Arxula_adeninivorans_Seq_4255,Ogataea_polymorpha_Seq_1719,yHMPu5000034885_Ogataea_zsoltii_Seq_2412,yHMPu5000035662_Meyerozyma_caribbica_Seq_2476,Candida_auris_Seq_3800,Nakaseomyces_bracarensis_Seq_1480,Nakaseomyces_nivariensis_Seq_2907,Arxula_adeninivorans_Seq_4255,Candida_orthopsilosis_Seq_1929,Eremothecium_sinecaudum_Seq_863,Nakaseomyces_bracarensis_Seq_1480,yHAB143_Kazachstania_siamensis_Seq_1846,yHMPu5000034625_Pichia_kudriavzevii_Seq_2390,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1358,yHMPu5000034885_Ogataea_zsoltii_Seq_2412,yHMPu5000034933_Kuraishia_molischiana_Seq_2660,yHMPu5000035662_Meyerozyma_caribbica_Seq_2476",4,15,4,1,1,15,NA,NA
"14",14,14,3721,"OG1299","Arxula_adeninivorans_Seq_1758, Candida_auris_Seq_2142, Candida_orthopsilosis_Seq_2354, Eremothecium_sinecaudum_Seq_2321, Kluyveromyces_marxianus_Seq_4989, Node10, Node19, Node22, Node53, Node55, Node57, yHMPu5000034625_Pichia_kudriavzevii_Seq_2255, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3634, yHMPu5000034885_Ogataea_zsoltii_Seq_4846, yHMPu5000035662_Meyerozyma_caribbica_Seq_3482",15,"YOR347C","yHMPu5000034885_Ogataea_zsoltii_Seq_4846,yHMPu5000034933_Kuraishia_molischiana_Seq_2617,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3634,Arxula_adeninivorans_Seq_1758,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2029,Saprochaete_clavata_Seq_41,Nakaseomyces_bracarensis_Seq_1380,Kluyveromyces_marxianus_Seq_4989,Eremothecium_coryli_Seq_2383,Eremothecium_sinecaudum_Seq_2321,Kluyveromyces_marxianus_Seq_4989,Eremothecium_coryli_Seq_2383,Eremothecium_sinecaudum_Seq_2321,Eremothecium_coryli_Seq_2383,Eremothecium_sinecaudum_Seq_2321,Arxula_adeninivorans_Seq_1758,Candida_auris_Seq_2142,Candida_orthopsilosis_Seq_2354,Eremothecium_sinecaudum_Seq_2321,Kluyveromyces_marxianus_Seq_4989,yHMPu5000034625_Pichia_kudriavzevii_Seq_2255,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3634,yHMPu5000034885_Ogataea_zsoltii_Seq_4846,yHMPu5000035662_Meyerozyma_caribbica_Seq_3482",4,15,4,0.933333333333333,1,14,NA,NA
"15",15,15,4260,"OG1218","Arxula_adeninivorans_Seq_5556, Candida_auris_Seq_1466, Candida_orthopsilosis_Seq_3184, Kluyveromyces_marxianus_Seq_4203, Node29, Node30, Node35, Node41, Node45, Node55, Node59, yHAB143_Kazachstania_siamensis_Seq_3731, yHMPu5000034625_Pichia_kudriavzevii_Seq_4843, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2821, yHMPu5000034933_Kuraishia_molischiana_Seq_876",15,"YPL262W","Nakaseomyces_bracarensis_Seq_3888,Nakaseomyces_nivariensis_Seq_2858,Kluyveromyces_marxianus_Seq_4203,Eremothecium_coryli_Seq_522,Eremothecium_sinecaudum_Seq_3574,Nakaseomyces_bracarensis_Seq_3888,Nakaseomyces_nivariensis_Seq_2858,Eremothecium_coryli_Seq_522,Eremothecium_sinecaudum_Seq_3574,Candida_auris_Seq_1466,yHMPu5000035662_Meyerozyma_caribbica_Seq_4465,Ogataea_polymorpha_Seq_2504,yHMPu5000034933_Kuraishia_molischiana_Seq_876,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2821,Arxula_adeninivorans_Seq_5556,Saprochaete_clavata_Seq_3110,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_6309,Saprochaete_clavata_Seq_3110,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_6309,Arxula_adeninivorans_Seq_5556,Candida_auris_Seq_1466,Candida_orthopsilosis_Seq_3184,Kluyveromyces_marxianus_Seq_4203,yHAB143_Kazachstania_siamensis_Seq_3731,yHMPu5000034625_Pichia_kudriavzevii_Seq_4843,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2821,yHMPu5000034933_Kuraishia_molischiana_Seq_876",4,17,4,0.941176470588235,1,16,NA,NA
"16",16,16,3385,"OG1512","Arxula_adeninivorans_Seq_228, Eremothecium_sinecaudum_Seq_624, Kluyveromyces_marxianus_Seq_3586, Node2, Node23, Node3, Node32, Node5, Node73, Node77, yHAB143_Kazachstania_siamensis_Seq_2091, yHMPu5000034625_Pichia_kudriavzevii_Seq_2439, yHMPu5000034885_Ogataea_zsoltii_Seq_940, yHMPu5000034933_Kuraishia_molischiana_Seq_5126",14,"YGL245W","yHAB143_Kazachstania_siamensis_Seq_2091,Nakaseomyces_bracarensis_Seq_1749,Nakaseomyces_nivariensis_Seq_4508,Kluyveromyces_marxianus_Seq_3586,Eremothecium_coryli_Seq_2941,Eremothecium_sinecaudum_Seq_624,yHAB143_Kazachstania_siamensis_Seq_2091,Nakaseomyces_bracarensis_Seq_1749,Nakaseomyces_nivariensis_Seq_4508,Nakaseomyces_bracarensis_Seq_1749,Nakaseomyces_nivariensis_Seq_4508,yHMPu5000034933_Kuraishia_molischiana_Seq_5126,Ogataea_polymorpha_Seq_1867,yHMPu5000034885_Ogataea_zsoltii_Seq_940,Candida_auris_Seq_991,Candida_orthopsilosis_Seq_3122,yHMPu5000035662_Meyerozyma_caribbica_Seq_1594,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5529,Arxula_adeninivorans_Seq_228,Saprochaete_clavata_Seq_762,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_539,Saprochaete_clavata_Seq_762,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_539,Arxula_adeninivorans_Seq_228,Eremothecium_sinecaudum_Seq_624,Kluyveromyces_marxianus_Seq_3586,yHAB143_Kazachstania_siamensis_Seq_2091,yHMPu5000034625_Pichia_kudriavzevii_Seq_2439,yHMPu5000034885_Ogataea_zsoltii_Seq_940,yHMPu5000034933_Kuraishia_molischiana_Seq_5126",4,17,4,1,1,17,NA,NA
"17",17,17,4378,"OG1533","Arxula_adeninivorans_Seq_2442, Candida_auris_Seq_4619, Candida_orthopsilosis_Seq_1665, Kluyveromyces_marxianus_Seq_4605, Node3, Node6, Node85, Node9, Node91, Ogataea_polymorpha_Seq_867, yHMPu5000034625_Pichia_kudriavzevii_Seq_171, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5342, yHMPu5000035662_Meyerozyma_caribbica_Seq_3293, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_6895",14,"YBL099W","Kluyveromyces_marxianus_Seq_4605,Nakaseomyces_bracarensis_Seq_3646,Nakaseomyces_nivariensis_Seq_3419,Eremothecium_coryli_Seq_1669,Eremothecium_sinecaudum_Seq_2005,Nakaseomyces_bracarensis_Seq_3646,Nakaseomyces_nivariensis_Seq_3419,Eremothecium_coryli_Seq_1669,Eremothecium_sinecaudum_Seq_2005,Ogataea_polymorpha_Seq_867,yHMPu5000034885_Ogataea_zsoltii_Seq_517,Candida_auris_Seq_4619,yHMPu5000035662_Meyerozyma_caribbica_Seq_3293,Arxula_adeninivorans_Seq_2442,Candida_auris_Seq_4619,Candida_orthopsilosis_Seq_1665,Kluyveromyces_marxianus_Seq_4605,Ogataea_polymorpha_Seq_867,yHMPu5000034625_Pichia_kudriavzevii_Seq_171,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5342,yHMPu5000035662_Meyerozyma_caribbica_Seq_3293,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_6895",4,16,4,0.875,1,14,NA,NA
"18",18,18,4673,"OG1661","Arxula_adeninivorans_Seq_5874, Candida_auris_Seq_1265, Candida_orthopsilosis_Seq_2595, Nakaseomyces_nivariensis_Seq_1689, Node16, Node18, Node27, Node53, Node8, Saprochaete_clavata_Seq_1427, yHMPu5000034625_Pichia_kudriavzevii_Seq_1505, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1691, yHMPu5000034933_Kuraishia_molischiana_Seq_3260, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1778",14,"YOR063W","Nakaseomyces_bracarensis_Seq_5160,Nakaseomyces_nivariensis_Seq_1689,yHMPu5000034933_Kuraishia_molischiana_Seq_3260,Ogataea_polymorpha_Seq_2122,yHMPu5000034885_Ogataea_zsoltii_Seq_4561,Ogataea_polymorpha_Seq_2122,yHMPu5000034885_Ogataea_zsoltii_Seq_4561,Candida_auris_Seq_1265,yHMPu5000035662_Meyerozyma_caribbica_Seq_952,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1691,Arxula_adeninivorans_Seq_5874,Arxula_adeninivorans_Seq_5874,Candida_auris_Seq_1265,Candida_orthopsilosis_Seq_2595,Nakaseomyces_nivariensis_Seq_1689,Saprochaete_clavata_Seq_1427,yHMPu5000034625_Pichia_kudriavzevii_Seq_1505,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1691,yHMPu5000034933_Kuraishia_molischiana_Seq_3260,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1778",4,17,4,0.764705882352941,1,13,NA,NA
"19",19,19,678,"OG1244","Arxula_adeninivorans_Seq_3745, Candida_auris_Seq_746, Eremothecium_sinecaudum_Seq_2240, Kluyveromyces_marxianus_Seq_1285, Nakaseomyces_bracarensis_Seq_4140, Node20, Node23, Node26, Node59, Node83, Node86, yHMPu5000034625_Pichia_kudriavzevii_Seq_349, yHMPu5000034885_Ogataea_zsoltii_Seq_1527",13,"YBR085W","Kluyveromyces_marxianus_Seq_1285,Eremothecium_coryli_Seq_3776,Eremothecium_sinecaudum_Seq_2240,yHAB143_Kazachstania_siamensis_Seq_212,Nakaseomyces_bracarensis_Seq_4140,Nakaseomyces_nivariensis_Seq_101,Eremothecium_coryli_Seq_3776,Eremothecium_sinecaudum_Seq_2240,yHAB143_Kazachstania_siamensis_Seq_212,Nakaseomyces_bracarensis_Seq_4140,Nakaseomyces_nivariensis_Seq_101,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3246,Arxula_adeninivorans_Seq_3745,Ogataea_polymorpha_Seq_1919,yHMPu5000034885_Ogataea_zsoltii_Seq_1527,yHMPu5000035662_Meyerozyma_caribbica_Seq_2240,Candida_auris_Seq_746,Arxula_adeninivorans_Seq_3745,Candida_auris_Seq_746,Eremothecium_sinecaudum_Seq_2240,Kluyveromyces_marxianus_Seq_1285,Nakaseomyces_bracarensis_Seq_4140,yHMPu5000034625_Pichia_kudriavzevii_Seq_349,yHMPu5000034885_Ogataea_zsoltii_Seq_1527",4,17,4,0.764705882352941,1,13,NA,NA
"20",20,20,1670,"OG2197","Candida_auris_Seq_233, Kluyveromyces_marxianus_Seq_4115, Node25, Node26, Node28, Node33, Node45, Node74, Node75, Node78, yHAB143_Kazachstania_siamensis_Seq_265, yHMPu5000034625_Pichia_kudriavzevii_Seq_2130, yHMPu5000034933_Kuraishia_molischiana_Seq_3949",13,"YDR050C","yHAB143_Kazachstania_siamensis_Seq_265,Nakaseomyces_bracarensis_Seq_3845,Nakaseomyces_nivariensis_Seq_1476,Kluyveromyces_marxianus_Seq_4115,Eremothecium_coryli_Seq_2717,Eremothecium_sinecaudum_Seq_2038,yHAB143_Kazachstania_siamensis_Seq_265,Nakaseomyces_bracarensis_Seq_3845,Nakaseomyces_nivariensis_Seq_1476,Nakaseomyces_bracarensis_Seq_3845,Nakaseomyces_nivariensis_Seq_1476,Eremothecium_coryli_Seq_2717,Eremothecium_sinecaudum_Seq_2038,Candida_orthopsilosis_Seq_1727,Candida_auris_Seq_233,yHMPu5000035662_Meyerozyma_caribbica_Seq_2509,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_382,Arxula_adeninivorans_Seq_284,Saprochaete_clavata_Seq_4196,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_470,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_382,Arxula_adeninivorans_Seq_284,Saprochaete_clavata_Seq_4196,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_470,Candida_auris_Seq_233,Kluyveromyces_marxianus_Seq_4115,yHAB143_Kazachstania_siamensis_Seq_265,yHMPu5000034625_Pichia_kudriavzevii_Seq_2130,yHMPu5000034933_Kuraishia_molischiana_Seq_3949",4,17,4,0.882352941176471,1,15,NA,NA
"21",21,21,2199,"OG1995","Candida_auris_Seq_2019, Eremothecium_sinecaudum_Seq_818, Kluyveromyces_marxianus_Seq_3322, Node11, Node54, Node56, Node6, Node76, Node77, Node80, Node9, yHMPu5000034625_Pichia_kudriavzevii_Seq_5039, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_790",13,"YPL131W","Nakaseomyces_bracarensis_Seq_3446,Nakaseomyces_nivariensis_Seq_2574,Kluyveromyces_marxianus_Seq_3322,Eremothecium_coryli_Seq_4387,Eremothecium_sinecaudum_Seq_818,Eremothecium_coryli_Seq_4387,Eremothecium_sinecaudum_Seq_818,yHMPu5000034933_Kuraishia_molischiana_Seq_5169,Ogataea_polymorpha_Seq_2824,yHMPu5000034885_Ogataea_zsoltii_Seq_4773,Ogataea_polymorpha_Seq_2824,yHMPu5000034885_Ogataea_zsoltii_Seq_4773,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1593,Saprochaete_clavata_Seq_5795,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_790,Arxula_adeninivorans_Seq_2258,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1593,Saprochaete_clavata_Seq_5795,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_790,Arxula_adeninivorans_Seq_2258,Candida_auris_Seq_2019,Eremothecium_sinecaudum_Seq_818,Kluyveromyces_marxianus_Seq_3322,yHMPu5000034625_Pichia_kudriavzevii_Seq_5039,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_790",4,17,4,0.823529411764706,1,14,NA,NA
"22",22,22,2465,"OG1488","Arxula_adeninivorans_Seq_5854, Candida_orthopsilosis_Seq_3179, Kluyveromyces_marxianus_Seq_4323, Nakaseomyces_nivariensis_Seq_5143, Node30, Node62, Node69, Node89, Node91, yHAB143_Kazachstania_siamensis_Seq_5064, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5962, yHMPu5000034885_Ogataea_zsoltii_Seq_2160, yHMPu5000034933_Kuraishia_molischiana_Seq_2391",13,"YHR183W","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5962,yHMPu5000034933_Kuraishia_molischiana_Seq_2391,Eremothecium_coryli_Seq_776,Eremothecium_sinecaudum_Seq_2666,Nakaseomyces_bracarensis_Seq_1690,Nakaseomyces_nivariensis_Seq_5143,Candida_orthopsilosis_Seq_3179,Candida_auris_Seq_2894,yHMPu5000035662_Meyerozyma_caribbica_Seq_4032,Candida_auris_Seq_2894,yHMPu5000035662_Meyerozyma_caribbica_Seq_4032,Arxula_adeninivorans_Seq_5854,Candida_orthopsilosis_Seq_3179,Kluyveromyces_marxianus_Seq_4323,Nakaseomyces_nivariensis_Seq_5143,yHAB143_Kazachstania_siamensis_Seq_5064,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5962,yHMPu5000034885_Ogataea_zsoltii_Seq_2160,yHMPu5000034933_Kuraishia_molischiana_Seq_2391",4,16,4,0.8125,1,13,NA,NA
"23",23,23,2516,"OG1662","Candida_auris_Seq_1286, Eremothecium_sinecaudum_Seq_3611, Kluyveromyces_marxianus_Seq_1139, Nakaseomyces_nivariensis_Seq_1343, Node14, Node15, Node17, Node20, Node36, Node87, Saprochaete_clavata_Seq_238, yHMPu5000034625_Pichia_kudriavzevii_Seq_4020, yHMPu5000034933_Kuraishia_molischiana_Seq_334",13,"YHR020W","yHAB143_Kazachstania_siamensis_Seq_2888,Nakaseomyces_bracarensis_Seq_2531,Nakaseomyces_nivariensis_Seq_1343,Kluyveromyces_marxianus_Seq_1139,Eremothecium_sinecaudum_Seq_3611,Eremothecium_coryli_Seq_562,yHAB143_Kazachstania_siamensis_Seq_2888,Nakaseomyces_bracarensis_Seq_2531,Nakaseomyces_nivariensis_Seq_1343,Nakaseomyces_bracarensis_Seq_2531,Nakaseomyces_nivariensis_Seq_1343,Kluyveromyces_marxianus_Seq_1139,Eremothecium_sinecaudum_Seq_3611,Eremothecium_coryli_Seq_562,Arxula_adeninivorans_Seq_3686,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3324,Candida_orthopsilosis_Seq_1447,Candida_auris_Seq_1286,yHMPu5000035662_Meyerozyma_caribbica_Seq_1155,Candida_auris_Seq_1286,Eremothecium_sinecaudum_Seq_3611,Kluyveromyces_marxianus_Seq_1139,Nakaseomyces_nivariensis_Seq_1343,Saprochaete_clavata_Seq_238,yHMPu5000034625_Pichia_kudriavzevii_Seq_4020,yHMPu5000034933_Kuraishia_molischiana_Seq_334",4,15,4,0.933333333333333,1,14,NA,NA
"24",24,24,2590,"OG1811","Arxula_adeninivorans_Seq_5103, Candida_orthopsilosis_Seq_1364, Node24, Node25, Node3, Node55, Node62, Node67, Node69, yHAB143_Kazachstania_siamensis_Seq_4009, yHMPu5000034625_Pichia_kudriavzevii_Seq_4542, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4875, yHMPu5000034933_Kuraishia_molischiana_Seq_1904",13,"YBL076C","yHMPu5000034933_Kuraishia_molischiana_Seq_1904,Ogataea_polymorpha_Seq_1634,yHMPu5000034885_Ogataea_zsoltii_Seq_5099,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4875,Arxula_adeninivorans_Seq_5103,Saprochaete_clavata_Seq_5657,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1865,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4875,Arxula_adeninivorans_Seq_5103,yHAB143_Kazachstania_siamensis_Seq_4009,Nakaseomyces_bracarensis_Seq_3676,Nakaseomyces_nivariensis_Seq_1822,Eremothecium_coryli_Seq_3959,Eremothecium_sinecaudum_Seq_4251,yHMPu5000034625_Pichia_kudriavzevii_Seq_4542,Candida_orthopsilosis_Seq_1364,Candida_auris_Seq_4217,yHMPu5000035662_Meyerozyma_caribbica_Seq_4700,Candida_orthopsilosis_Seq_1364,Candida_auris_Seq_4217,yHMPu5000035662_Meyerozyma_caribbica_Seq_4700,Arxula_adeninivorans_Seq_5103,Candida_orthopsilosis_Seq_1364,yHAB143_Kazachstania_siamensis_Seq_4009,yHMPu5000034625_Pichia_kudriavzevii_Seq_4542,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4875,yHMPu5000034933_Kuraishia_molischiana_Seq_1904",4,17,4,0.941176470588235,1,16,NA,NA
"25",25,25,3026,"OG2204","Arxula_adeninivorans_Seq_1240, Candida_auris_Seq_3266, Candida_orthopsilosis_Seq_4604, Eremothecium_coryli_Seq_2259, Node18, Node3, Node35, Node38, Node43, Node68, Node72, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_881, yHMPu5000034885_Ogataea_zsoltii_Seq_1208",13,"YGR285C","Candida_auris_Seq_3266,yHMPu5000035662_Meyerozyma_caribbica_Seq_2298,Ogataea_polymorpha_Seq_2214,yHMPu5000034885_Ogataea_zsoltii_Seq_1208,yHAB143_Kazachstania_siamensis_Seq_672,Kluyveromyces_marxianus_Seq_4543,Eremothecium_coryli_Seq_2259,Eremothecium_sinecaudum_Seq_3956,Nakaseomyces_bracarensis_Seq_2009,Nakaseomyces_nivariensis_Seq_4006,Kluyveromyces_marxianus_Seq_4543,Eremothecium_coryli_Seq_2259,Eremothecium_sinecaudum_Seq_3956,Nakaseomyces_bracarensis_Seq_2009,Nakaseomyces_nivariensis_Seq_4006,Saprochaete_clavata_Seq_313,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_4545,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_881,Arxula_adeninivorans_Seq_1240,Arxula_adeninivorans_Seq_1240,Candida_auris_Seq_3266,Candida_orthopsilosis_Seq_4604,Eremothecium_coryli_Seq_2259,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_881,yHMPu5000034885_Ogataea_zsoltii_Seq_1208",4,17,4,0.882352941176471,1,15,NA,NA
"26",26,26,3986,"OG4150","Candida_auris_Seq_1481, Candida_orthopsilosis_Seq_2288, Eremothecium_sinecaudum_Seq_1357, Kluyveromyces_marxianus_Seq_747, Node14, Node38, Node39, Node42, Node44, Node65, yHMPu5000034625_Pichia_kudriavzevii_Seq_440, yHMPu5000034885_Ogataea_zsoltii_Seq_2387, yHMPu5000034933_Kuraishia_molischiana_Seq_5047",13,"YBL045C","yHMPu5000034625_Pichia_kudriavzevii_Seq_440,yHMPu5000034885_Ogataea_zsoltii_Seq_2387,Ogataea_polymorpha_Seq_420,Nakaseomyces_bracarensis_Seq_1401,Nakaseomyces_nivariensis_Seq_5074,Kluyveromyces_marxianus_Seq_747,Eremothecium_coryli_Seq_507,Eremothecium_sinecaudum_Seq_1357,Nakaseomyces_bracarensis_Seq_1401,Nakaseomyces_nivariensis_Seq_5074,Kluyveromyces_marxianus_Seq_747,Eremothecium_coryli_Seq_507,Eremothecium_sinecaudum_Seq_1357,Eremothecium_coryli_Seq_507,Eremothecium_sinecaudum_Seq_1357,Candida_orthopsilosis_Seq_2288,Candida_auris_Seq_1481,yHMPu5000035662_Meyerozyma_caribbica_Seq_2747,Candida_auris_Seq_1481,Candida_orthopsilosis_Seq_2288,Eremothecium_sinecaudum_Seq_1357,Kluyveromyces_marxianus_Seq_747,yHMPu5000034625_Pichia_kudriavzevii_Seq_440,yHMPu5000034885_Ogataea_zsoltii_Seq_2387,yHMPu5000034933_Kuraishia_molischiana_Seq_5047",4,13,3,0.923076923076923,0.75,12,NA,NA
"27",27,27,4597,"OG2794","Candida_auris_Seq_2392, Candida_orthopsilosis_Seq_3039, Eremothecium_sinecaudum_Seq_2966, Kluyveromyces_marxianus_Seq_1081, Nakaseomyces_bracarensis_Seq_1410, Node1, Node11, Node12, Node15, Node41, Node43, Node44, Node47",13,"YKL152C","Candida_auris_Seq_2392,yHMPu5000035662_Meyerozyma_caribbica_Seq_3503,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5990,Arxula_adeninivorans_Seq_2351,Saprochaete_clavata_Seq_747,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_8443,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5990,Arxula_adeninivorans_Seq_2351,Saprochaete_clavata_Seq_747,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_8443,yHAB143_Kazachstania_siamensis_Seq_4086,Eremothecium_sinecaudum_Seq_2966,Kluyveromyces_marxianus_Seq_1081,Nakaseomyces_bracarensis_Seq_1410,Nakaseomyces_nivariensis_Seq_4307,Eremothecium_sinecaudum_Seq_2966,Kluyveromyces_marxianus_Seq_1081,Nakaseomyces_bracarensis_Seq_1410,Nakaseomyces_nivariensis_Seq_4307,Eremothecium_sinecaudum_Seq_2966,Kluyveromyces_marxianus_Seq_1081,Nakaseomyces_bracarensis_Seq_1410,Nakaseomyces_nivariensis_Seq_4307,Candida_auris_Seq_2392,Candida_orthopsilosis_Seq_3039,Eremothecium_sinecaudum_Seq_2966,Kluyveromyces_marxianus_Seq_1081,Nakaseomyces_bracarensis_Seq_1410",4,15,3,0.8,0.75,12,NA,NA
