"","...1","X.1","X","OG","branch_select","number_select","sce","species_select","clade_with_trait","species_with_trait","select_clade_all","Select_species","species_select_ratio","clade_select_ratio","X1","site_pvalue_0.1","site_pvalue_0.05"
"70",76,76,1978,"OG1320","Candida_auris_Seq_729, Candida_orthopsilosis_Seq_1648, Eremothecium_sinecaudum_Seq_2226, Node32, Node36, Node55, Node59, Saprochaete_clavata_Seq_779, yHMPu5000035662_Meyerozyma_caribbica_Seq_284",9,"YBL027W","Eremothecium_sinecaudum_Seq_2226,Kluyveromyces_marxianus_Seq_3538,yHAB143_Kazachstania_siamensis_Seq_1474,Nakaseomyces_bracarensis_Seq_4390,Nakaseomyces_nivariensis_Seq_1084,yHAB143_Kazachstania_siamensis_Seq_1474,Nakaseomyces_bracarensis_Seq_4390,Nakaseomyces_nivariensis_Seq_1084,Saprochaete_clavata_Seq_779,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_281,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3793,Arxula_adeninivorans_Seq_814,Candida_auris_Seq_729,Candida_orthopsilosis_Seq_1648,Eremothecium_sinecaudum_Seq_2226,Saprochaete_clavata_Seq_779,yHMPu5000035662_Meyerozyma_caribbica_Seq_284",4,15,3,12,0.8,0.75,112,4,2
"71",77,77,2224,"OG2124","Candida_orthopsilosis_Seq_1851, Nakaseomyces_bracarensis_Seq_828, Node40, Node57, Saprochaete_clavata_Seq_2433, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3302, yHMPu5000034933_Kuraishia_molischiana_Seq_1676, yHMPu5000035662_Meyerozyma_caribbica_Seq_3280, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2049",9,"YAL003W","Ogataea_polymorpha_Seq_2429,yHMPu5000034885_Ogataea_zsoltii_Seq_1495,Arxula_adeninivorans_Seq_2971,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3302,Candida_orthopsilosis_Seq_1851,Nakaseomyces_bracarensis_Seq_828,Saprochaete_clavata_Seq_2433,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3302,yHMPu5000034933_Kuraishia_molischiana_Seq_1676,yHMPu5000035662_Meyerozyma_caribbica_Seq_3280,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2049",4,15,4,10.000000005,0.666666667,1,27,2,2
"72",78,78,2232,"OG1345","Arxula_adeninivorans_Seq_2677, Kluyveromyces_marxianus_Seq_1495, Node16, Node39, Node44, Node89, Saprochaete_clavata_Seq_5148, yHMPu5000034625_Pichia_kudriavzevii_Seq_4896, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_7853",9,"YOR204W","Ogataea_polymorpha_Seq_2919,yHMPu5000034885_Ogataea_zsoltii_Seq_5453,yHAB143_Kazachstania_siamensis_Seq_26,Nakaseomyces_bracarensis_Seq_1140,Nakaseomyces_nivariensis_Seq_790,Eremothecium_coryli_Seq_1792,Kluyveromyces_marxianus_Seq_1495,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5350,Arxula_adeninivorans_Seq_2677,Arxula_adeninivorans_Seq_2677,Kluyveromyces_marxianus_Seq_1495,Saprochaete_clavata_Seq_5148,yHMPu5000034625_Pichia_kudriavzevii_Seq_4896,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_7853",4,16,3,12,0.75,0.75,146,8,3
"73",79,79,2478,"OG2664","Arxula_adeninivorans_Seq_5787, Node25, Node34, Node35, Node56, Node58, Node80, Node86, yHAB143_Kazachstania_siamensis_Seq_2585",9,"YFR009W","Candida_auris_Seq_3963,yHMPu5000035662_Meyerozyma_caribbica_Seq_3665,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4063,Arxula_adeninivorans_Seq_5787,Saprochaete_clavata_Seq_5324,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_3669,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_4063,Arxula_adeninivorans_Seq_5787,yHMPu5000034933_Kuraishia_molischiana_Seq_3347,Ogataea_polymorpha_Seq_703,yHMPu5000034885_Ogataea_zsoltii_Seq_1946,Ogataea_polymorpha_Seq_703,yHMPu5000034885_Ogataea_zsoltii_Seq_1946,Nakaseomyces_bracarensis_Seq_2094,Nakaseomyces_nivariensis_Seq_3605,yHAB143_Kazachstania_siamensis_Seq_2585,Kluyveromyces_marxianus_Seq_2216,Eremothecium_coryli_Seq_2582,Eremothecium_sinecaudum_Seq_1123,Kluyveromyces_marxianus_Seq_2216,Eremothecium_coryli_Seq_2582,Eremothecium_sinecaudum_Seq_1123,Arxula_adeninivorans_Seq_5787,yHAB143_Kazachstania_siamensis_Seq_2585",4,17,4,14.999999997,0.882352941,1,145,0,0
"74",80,80,3451,"OG1319","Arxula_adeninivorans_Seq_4781, Candida_auris_Seq_160, Nakaseomyces_nivariensis_Seq_5101, Node19, Node38, Node71, yHAB143_Kazachstania_siamensis_Seq_3074, yHMPu5000034625_Pichia_kudriavzevii_Seq_3092, yHMPu5000034933_Kuraishia_molischiana_Seq_1364",9,"YDR447C","Nakaseomyces_bracarensis_Seq_2985,Nakaseomyces_nivariensis_Seq_5101,yHMPu5000034625_Pichia_kudriavzevii_Seq_3092,yHMPu5000034885_Ogataea_zsoltii_Seq_4198,Ogataea_polymorpha_Seq_3544,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5582,Arxula_adeninivorans_Seq_4781,Saprochaete_clavata_Seq_4398,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_4228,Arxula_adeninivorans_Seq_4781,Candida_auris_Seq_160,Nakaseomyces_nivariensis_Seq_5101,yHAB143_Kazachstania_siamensis_Seq_3074,yHMPu5000034625_Pichia_kudriavzevii_Seq_3092,yHMPu5000034933_Kuraishia_molischiana_Seq_1364",4,17,4,12.000000001,0.705882353,1,102,1,0
"75",81,81,3561,"OG2211","Kluyveromyces_marxianus_Seq_3114, Node11, Node23, Node29, Node30, Node33, Node61, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2339, yHMPu5000034933_Kuraishia_molischiana_Seq_4133",9,"YOR198C","Candida_orthopsilosis_Seq_4519,Candida_auris_Seq_690,yHMPu5000035662_Meyerozyma_caribbica_Seq_387,Ogataea_polymorpha_Seq_1846,yHMPu5000034885_Ogataea_zsoltii_Seq_2581,yHAB143_Kazachstania_siamensis_Seq_4074,Nakaseomyces_nivariensis_Seq_1103,Kluyveromyces_marxianus_Seq_3114,Eremothecium_coryli_Seq_1479,Eremothecium_sinecaudum_Seq_397,yHAB143_Kazachstania_siamensis_Seq_4074,Nakaseomyces_nivariensis_Seq_1103,Kluyveromyces_marxianus_Seq_3114,Eremothecium_coryli_Seq_1479,Eremothecium_sinecaudum_Seq_397,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2339,Arxula_adeninivorans_Seq_4871,Kluyveromyces_marxianus_Seq_3114,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2339,yHMPu5000034933_Kuraishia_molischiana_Seq_4133",4,16,4,13,0.8125,1,117,3,1
"76",82,82,3571,"OG2508","Arxula_adeninivorans_Seq_5593, Node12, Node15, Node20, Node39, Node53, yHAB143_Kazachstania_siamensis_Seq_872, yHMPu5000034933_Kuraishia_molischiana_Seq_5306, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_7341",9,"YPR069C","Kluyveromyces_marxianus_Seq_1484,Nakaseomyces_bracarensis_Seq_1520,Nakaseomyces_nivariensis_Seq_1863,yHAB143_Kazachstania_siamensis_Seq_872,Eremothecium_sinecaudum_Seq_3417,Eremothecium_coryli_Seq_444,Nakaseomyces_bracarensis_Seq_1520,Nakaseomyces_nivariensis_Seq_1863,Eremothecium_sinecaudum_Seq_3417,Eremothecium_coryli_Seq_444,Candida_orthopsilosis_Seq_3203,Candida_auris_Seq_3482,yHMPu5000035662_Meyerozyma_caribbica_Seq_1804,Saprochaete_clavata_Seq_3742,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_7341,Arxula_adeninivorans_Seq_5593,yHAB143_Kazachstania_siamensis_Seq_872,yHMPu5000034933_Kuraishia_molischiana_Seq_5306,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_7341",4,17,4,12.999999994,0.764705882,1,23,1,1
"77",83,83,4089,"OG1313","Arxula_adeninivorans_Seq_1695, Node11, Node21, Node23, Node33, Node65, yHMPu5000034625_Pichia_kudriavzevii_Seq_1370, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3676, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2804",9,"YGL062W","yHMPu5000035662_Meyerozyma_caribbica_Seq_4848,Candida_auris_Seq_3881,Candida_orthopsilosis_Seq_3633,yHMPu5000034933_Kuraishia_molischiana_Seq_913,Ogataea_polymorpha_Seq_165,yHMPu5000034885_Ogataea_zsoltii_Seq_4442,Ogataea_polymorpha_Seq_165,yHMPu5000034885_Ogataea_zsoltii_Seq_4442,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3676,Arxula_adeninivorans_Seq_1695,yHAB143_Kazachstania_siamensis_Seq_2183,Eremothecium_sinecaudum_Seq_333,Nakaseomyces_bracarensis_Seq_813,Nakaseomyces_nivariensis_Seq_4016,Arxula_adeninivorans_Seq_1695,yHMPu5000034625_Pichia_kudriavzevii_Seq_1370,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_3676,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_2804",4,15,4,13.999999995,0.933333333,1,38,0,0
"78",84,84,4177,"OG1546","Node23, Node25, Node33, Node37, Node80, Node81, Node86, Ogataea_polymorpha_Seq_2772, yHMPu5000034885_Ogataea_zsoltii_Seq_5315",9,"YGL195W","yHMPu5000034933_Kuraishia_molischiana_Seq_263,Ogataea_polymorpha_Seq_2772,yHMPu5000034885_Ogataea_zsoltii_Seq_5315,Ogataea_polymorpha_Seq_2772,yHMPu5000034885_Ogataea_zsoltii_Seq_5315,Saprochaete_clavata_Seq_6461,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_4153,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5966,Arxula_adeninivorans_Seq_616,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5966,Arxula_adeninivorans_Seq_616,yHAB143_Kazachstania_siamensis_Seq_4253,Nakaseomyces_bracarensis_Seq_1445,Nakaseomyces_nivariensis_Seq_3065,Kluyveromyces_marxianus_Seq_4482,Eremothecium_coryli_Seq_4379,Eremothecium_sinecaudum_Seq_3522,yHAB143_Kazachstania_siamensis_Seq_4253,Nakaseomyces_bracarensis_Seq_1445,Nakaseomyces_nivariensis_Seq_3065,Kluyveromyces_marxianus_Seq_4482,Eremothecium_coryli_Seq_4379,Eremothecium_sinecaudum_Seq_3522,Ogataea_polymorpha_Seq_2772,yHMPu5000034885_Ogataea_zsoltii_Seq_5315",4,17,3,12.999999994,0.764705882,0.75,192,5,1
"79",85,85,4267,"OG2322","Arxula_adeninivorans_Seq_348, Kluyveromyces_marxianus_Seq_758, Node34, Node56, Node83, Node86, yHMPu5000034885_Ogataea_zsoltii_Seq_3975, yHMPu5000034933_Kuraishia_molischiana_Seq_5361, yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_4221",9,"YER165W","Saprochaete_clavata_Seq_6202,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_4221,Candida_auris_Seq_4710,yHMPu5000035662_Meyerozyma_caribbica_Seq_2222,yHAB143_Kazachstania_siamensis_Seq_2644,Nakaseomyces_bracarensis_Seq_1018,Nakaseomyces_nivariensis_Seq_736,Kluyveromyces_marxianus_Seq_758,Eremothecium_coryli_Seq_3290,Eremothecium_sinecaudum_Seq_484,Nakaseomyces_bracarensis_Seq_1018,Nakaseomyces_nivariensis_Seq_736,Arxula_adeninivorans_Seq_348,Kluyveromyces_marxianus_Seq_758,yHMPu5000034885_Ogataea_zsoltii_Seq_3975,yHMPu5000034933_Kuraishia_molischiana_Seq_5361,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_4221",4,16,4,13,0.8125,1,8,2,1
"80",86,86,4303,"OG2381","Eremothecium_sinecaudum_Seq_4257, Kluyveromyces_marxianus_Seq_1769, Node43, Node46, Node49, Node51, Node85, Node87, Saprochaete_clavata_Seq_6747",9,"YJL080C","Kluyveromyces_marxianus_Seq_1769,Eremothecium_coryli_Seq_1138,Eremothecium_sinecaudum_Seq_4257,yHAB143_Kazachstania_siamensis_Seq_2180,Nakaseomyces_bracarensis_Seq_3566,Nakaseomyces_nivariensis_Seq_3534,Eremothecium_coryli_Seq_1138,Eremothecium_sinecaudum_Seq_4257,yHAB143_Kazachstania_siamensis_Seq_2180,Nakaseomyces_bracarensis_Seq_3566,Nakaseomyces_nivariensis_Seq_3534,Nakaseomyces_bracarensis_Seq_3566,Nakaseomyces_nivariensis_Seq_3534,Candida_orthopsilosis_Seq_623,Candida_auris_Seq_1059,yHMPu5000035662_Meyerozyma_caribbica_Seq_801,Candida_auris_Seq_1059,yHMPu5000035662_Meyerozyma_caribbica_Seq_801,Eremothecium_sinecaudum_Seq_4257,Kluyveromyces_marxianus_Seq_1769,Saprochaete_clavata_Seq_6747",4,16,3,10,0.625,0.75,39,5,1
"81",87,87,4383,"OG2409","Arxula_adeninivorans_Seq_3509, Candida_auris_Seq_4545, Candida_orthopsilosis_Seq_4928, Kluyveromyces_marxianus_Seq_4484, Node32, Node60, Node75, Node93, yHMPu5000034933_Kuraishia_molischiana_Seq_5479",9,"YGR244C","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2855,Arxula_adeninivorans_Seq_3509,Candida_orthopsilosis_Seq_4928,Candida_auris_Seq_4545,yHMPu5000035662_Meyerozyma_caribbica_Seq_1279,Nakaseomyces_bracarensis_Seq_3906,Nakaseomyces_nivariensis_Seq_4230,Kluyveromyces_marxianus_Seq_4484,Eremothecium_coryli_Seq_1599,Eremothecium_sinecaudum_Seq_2943,Ogataea_polymorpha_Seq_3880,yHMPu5000034885_Ogataea_zsoltii_Seq_495,Arxula_adeninivorans_Seq_3509,Candida_auris_Seq_4545,Candida_orthopsilosis_Seq_4928,Kluyveromyces_marxianus_Seq_4484,yHMPu5000034933_Kuraishia_molischiana_Seq_5479",4,17,4,12.999999994,0.764705882,1,80,1,1
"82",88,88,142,"OG1551","Node1, Node14, Node3, Node59, Node61, Node65, Node67, yHMPu5000034625_Pichia_kudriavzevii_Seq_3213",8,"YDL215C","Candida_auris_Seq_2346,Candida_orthopsilosis_Seq_3010,yHMPu5000035662_Meyerozyma_caribbica_Seq_1459,Candida_orthopsilosis_Seq_3010,yHMPu5000035662_Meyerozyma_caribbica_Seq_1459,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1382,Arxula_adeninivorans_Seq_4816,Kluyveromyces_marxianus_Seq_229,Eremothecium_coryli_Seq_2587,Eremothecium_sinecaudum_Seq_673,yHAB143_Kazachstania_siamensis_Seq_3674,Nakaseomyces_bracarensis_Seq_1443,Nakaseomyces_nivariensis_Seq_2447,Eremothecium_coryli_Seq_2587,Eremothecium_sinecaudum_Seq_673,yHAB143_Kazachstania_siamensis_Seq_3674,Nakaseomyces_bracarensis_Seq_1443,Nakaseomyces_nivariensis_Seq_2447,yHAB143_Kazachstania_siamensis_Seq_3674,Nakaseomyces_bracarensis_Seq_1443,Nakaseomyces_nivariensis_Seq_2447,Nakaseomyces_bracarensis_Seq_1443,Nakaseomyces_nivariensis_Seq_2447,yHMPu5000034625_Pichia_kudriavzevii_Seq_3213",4,17,4,12.000000001,0.705882353,1,181,0,0
"83",89,89,405,"OG1983","Node13, Node54, Node55, Node58, Node81, Node86, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_408, yHMPu5000034933_Kuraishia_molischiana_Seq_2965",8,"YPR033C","Nakaseomyces_bracarensis_Seq_4578,Nakaseomyces_nivariensis_Seq_3841,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_408,Arxula_adeninivorans_Seq_3668,Saprochaete_clavata_Seq_3976,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_5574,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_408,Arxula_adeninivorans_Seq_3668,Saprochaete_clavata_Seq_3976,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_5574,yHMPu5000035662_Meyerozyma_caribbica_Seq_2087,Candida_auris_Seq_4194,Candida_orthopsilosis_Seq_2661,yHMPu5000034933_Kuraishia_molischiana_Seq_2965,yHMPu5000034885_Ogataea_zsoltii_Seq_553,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_408,yHMPu5000034933_Kuraishia_molischiana_Seq_2965",4,16,4,11,0.6875,1,21,7,1
"84",90,90,511,"OG1692","Kluyveromyces_marxianus_Seq_2726, Node14, Node37, Node72, yHAB143_Kazachstania_siamensis_Seq_2819, yHMPu5000034625_Pichia_kudriavzevii_Seq_4488, yHMPu5000034933_Kuraishia_molischiana_Seq_5515, yHMPu5000035662_Meyerozyma_caribbica_Seq_889",8,"YIL133C","Nakaseomyces_bracarensis_Seq_2111,Nakaseomyces_nivariensis_Seq_2487,Eremothecium_coryli_Seq_4032,Eremothecium_sinecaudum_Seq_3582,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1268,Arxula_adeninivorans_Seq_246,Kluyveromyces_marxianus_Seq_2726,yHAB143_Kazachstania_siamensis_Seq_2819,yHMPu5000034625_Pichia_kudriavzevii_Seq_4488,yHMPu5000034933_Kuraishia_molischiana_Seq_5515,yHMPu5000035662_Meyerozyma_caribbica_Seq_889",4,16,4,11,0.6875,1,123,0,0
"85",91,91,603,"OG1597","Candida_auris_Seq_2550, Node22, Node23, Node42, Node44, Node71, Node74, Node9",8,"YJR137C","Candida_orthopsilosis_Seq_4602,Candida_auris_Seq_2550,yHMPu5000035662_Meyerozyma_caribbica_Seq_3294,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1315,Arxula_adeninivorans_Seq_5090,Saprochaete_clavata_Seq_4097,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_5665,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_1315,Arxula_adeninivorans_Seq_5090,yHMPu5000034933_Kuraishia_molischiana_Seq_1048,Ogataea_polymorpha_Seq_4205,yHMPu5000034885_Ogataea_zsoltii_Seq_4146,Ogataea_polymorpha_Seq_4205,yHMPu5000034885_Ogataea_zsoltii_Seq_4146,Nakaseomyces_bracarensis_Seq_3284,Nakaseomyces_nivariensis_Seq_4688,Kluyveromyces_marxianus_Seq_4559,Eremothecium_coryli_Seq_985,Eremothecium_sinecaudum_Seq_2581,Candida_auris_Seq_2550",4,16,4,15,0.9375,1,162,0,0
"86",92,92,1748,"OG1897","Candida_auris_Seq_69, Node35, Node38, Node41, Node5, Node71, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5384, yHMPu5000034933_Kuraishia_molischiana_Seq_368",8,"YPL028W","Candida_orthopsilosis_Seq_4858,Candida_auris_Seq_69,yHMPu5000035662_Meyerozyma_caribbica_Seq_3269,Kluyveromyces_marxianus_Seq_2300,Eremothecium_coryli_Seq_2593,Eremothecium_sinecaudum_Seq_508,Nakaseomyces_bracarensis_Seq_30,Nakaseomyces_nivariensis_Seq_3346,Eremothecium_coryli_Seq_2593,Eremothecium_sinecaudum_Seq_508,Nakaseomyces_bracarensis_Seq_30,Nakaseomyces_nivariensis_Seq_3346,yHMPu5000034933_Kuraishia_molischiana_Seq_368,Ogataea_polymorpha_Seq_1729,yHMPu5000034885_Ogataea_zsoltii_Seq_5316,Candida_auris_Seq_69,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5384,yHMPu5000034933_Kuraishia_molischiana_Seq_368",4,17,4,12.000000001,0.705882353,1,89,0,0
"87",93,93,1964,"OG1439","Kluyveromyces_marxianus_Seq_3965, Node28, Node30, Node32, Node36, Node44, Node46, yHMPu5000034625_Pichia_kudriavzevii_Seq_47",8,"YNL142W","Kluyveromyces_marxianus_Seq_3965,yHAB143_Kazachstania_siamensis_Seq_4743,Nakaseomyces_bracarensis_Seq_2065,Nakaseomyces_nivariensis_Seq_119,yHAB143_Kazachstania_siamensis_Seq_4743,Nakaseomyces_bracarensis_Seq_2065,Nakaseomyces_nivariensis_Seq_119,Nakaseomyces_bracarensis_Seq_2065,Nakaseomyces_nivariensis_Seq_119,Candida_auris_Seq_4227,Candida_orthopsilosis_Seq_4451,yHMPu5000035662_Meyerozyma_caribbica_Seq_110,yHMPu5000034933_Kuraishia_molischiana_Seq_828,Ogataea_polymorpha_Seq_3812,yHMPu5000034885_Ogataea_zsoltii_Seq_3994,Ogataea_polymorpha_Seq_3812,yHMPu5000034885_Ogataea_zsoltii_Seq_3994,Kluyveromyces_marxianus_Seq_3965,yHMPu5000034625_Pichia_kudriavzevii_Seq_47",4,14,3,11.000000004,0.785714286,0.75,25,3,2
"88",94,94,2138,"OG1402","Candida_auris_Seq_600, Nakaseomyces_bracarensis_Seq_3010, Node35, Node49, Node72, Node75, Node77, Node84",8,"YGL189C","yHMPu5000034675_Blastobotrys_mokoenaii_Seq_793,Arxula_adeninivorans_Seq_3089,Saprochaete_clavata_Seq_685,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_1757,Candida_auris_Seq_600,yHMPu5000035662_Meyerozyma_caribbica_Seq_483,yHMPu5000034933_Kuraishia_molischiana_Seq_5374,Ogataea_polymorpha_Seq_542,yHMPu5000034885_Ogataea_zsoltii_Seq_523,Ogataea_polymorpha_Seq_542,yHMPu5000034885_Ogataea_zsoltii_Seq_523,Kluyveromyces_marxianus_Seq_2052,yHMPu5000034625_Pichia_kudriavzevii_Seq_2233,Candida_auris_Seq_600,Nakaseomyces_bracarensis_Seq_3010",4,17,4,12.000000001,0.705882353,1,0,0,0
"89",95,95,2180,"OG3865","Node1, Node12, Node16, Node34, Node36, yHMPu5000034625_Pichia_kudriavzevii_Seq_2799, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2946, yHMPu5000034933_Kuraishia_molischiana_Seq_3116",8,NA,"Candida_orthopsilosis_Seq_1604,Candida_auris_Seq_1968,yHMPu5000035662_Meyerozyma_caribbica_Seq_1046,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2946,Arxula_adeninivorans_Seq_3717,Saprochaete_clavata_Seq_2496,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_995,Saprochaete_clavata_Seq_2496,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_995,yHMPu5000034933_Kuraishia_molischiana_Seq_3116,Ogataea_polymorpha_Seq_3664,yHMPu5000034885_Ogataea_zsoltii_Seq_4813,Ogataea_polymorpha_Seq_3664,yHMPu5000034885_Ogataea_zsoltii_Seq_4813,yHMPu5000034625_Pichia_kudriavzevii_Seq_2799,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2946,yHMPu5000034933_Kuraishia_molischiana_Seq_3116",4,11,3,11,1,0.75,132,13,1
"90",96,96,2282,"OG1904","Arxula_adeninivorans_Seq_5152, Node3, Node34, Node4, Node7, Node76, Node80, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_868",8,"YML126C","Nakaseomyces_bracarensis_Seq_3201,Nakaseomyces_nivariensis_Seq_3807,Kluyveromyces_marxianus_Seq_187,Eremothecium_coryli_Seq_2021,Eremothecium_sinecaudum_Seq_537,Nakaseomyces_bracarensis_Seq_3201,Nakaseomyces_nivariensis_Seq_3807,Kluyveromyces_marxianus_Seq_187,Eremothecium_coryli_Seq_2021,Eremothecium_sinecaudum_Seq_537,yHMPu5000034885_Ogataea_zsoltii_Seq_1761,Ogataea_polymorpha_Seq_421,Saprochaete_clavata_Seq_600,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_5437,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_868,Arxula_adeninivorans_Seq_5152,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_868,Arxula_adeninivorans_Seq_5152,Arxula_adeninivorans_Seq_5152,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_868",4,17,3,11.000000008,0.647058824,0.75,97,1,0
"91",97,97,2297,"OG3857","Candida_orthopsilosis_Seq_2272, Kluyveromyces_marxianus_Seq_2084, Node42, Node63, Node78, Node84, Node91, yHMPu5000034933_Kuraishia_molischiana_Seq_14",8,"YGL103W","Saprochaete_clavata_Seq_6308,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_5647,Arxula_adeninivorans_Seq_1878,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_6151,Nakaseomyces_bracarensis_Seq_3763,Nakaseomyces_nivariensis_Seq_1270,Kluyveromyces_marxianus_Seq_2084,Eremothecium_coryli_Seq_2205,Eremothecium_sinecaudum_Seq_1594,Eremothecium_coryli_Seq_2205,Eremothecium_sinecaudum_Seq_1594,Ogataea_polymorpha_Seq_1433,yHMPu5000034625_Pichia_kudriavzevii_Seq_557,Candida_orthopsilosis_Seq_2272,Kluyveromyces_marxianus_Seq_2084,yHMPu5000034933_Kuraishia_molischiana_Seq_14",4,16,4,13,0.8125,1,55,0,0
"92",98,98,2628,"OG1742","Arxula_adeninivorans_Seq_697, Kluyveromyces_marxianus_Seq_3853, Node1, Node27, Node63, Node90, Node93, yHAB143_Kazachstania_siamensis_Seq_4933",8,"YDR037W","yHMPu5000034625_Pichia_kudriavzevii_Seq_2963,Candida_orthopsilosis_Seq_1263,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_5041,Arxula_adeninivorans_Seq_697,Nakaseomyces_bracarensis_Seq_1776,Nakaseomyces_nivariensis_Seq_4792,Ogataea_polymorpha_Seq_847,yHMPu5000034885_Ogataea_zsoltii_Seq_5113,yHMPu5000035662_Meyerozyma_caribbica_Seq_3449,Candida_auris_Seq_2721,Arxula_adeninivorans_Seq_697,Kluyveromyces_marxianus_Seq_3853,yHAB143_Kazachstania_siamensis_Seq_4933",4,17,4,12.000000001,0.705882353,1,160,1,0
"93",99,99,2659,"OG1620","Node13, Node19, Node21, Node35, Node44, Node85, Node88, yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2809",8,"YCL054W","Kluyveromyces_marxianus_Seq_2740,Eremothecium_coryli_Seq_3327,Eremothecium_sinecaudum_Seq_4262,yHAB143_Kazachstania_siamensis_Seq_4300,Nakaseomyces_bracarensis_Seq_3941,Nakaseomyces_nivariensis_Seq_4388,yHAB143_Kazachstania_siamensis_Seq_4300,Nakaseomyces_bracarensis_Seq_3941,Nakaseomyces_nivariensis_Seq_4388,Nakaseomyces_bracarensis_Seq_3941,Nakaseomyces_nivariensis_Seq_4388,Candida_orthopsilosis_Seq_4010,yHMPu5000035662_Meyerozyma_caribbica_Seq_3226,Candida_auris_Seq_122,yHMPu5000034625_Pichia_kudriavzevii_Seq_1522,yHMPu5000034933_Kuraishia_molischiana_Seq_4399,yHMPu5000034885_Ogataea_zsoltii_Seq_2955,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2809,Arxula_adeninivorans_Seq_1307,Saprochaete_clavata_Seq_1968,yHMPu5000041818_Magnusiomyces_tetrasperma_Seq_4233,yHMPu5000034675_Blastobotrys_mokoenaii_Seq_2809",4,16,4,16,1,1,153,1,0
