"","OG","dN_dS","group"
"70100","OG1959",0.0868,"Metabolic_OG"
"71100","OG2357",0.1015,"Metabolic_OG"
"72100","OG4665",0.09575,"Metabolic_OG"
"73100","OG11340",0.153,"Metabolic_OG"
"74100","OG2369",0.15745,"Metabolic_OG"
"76100","OG3313",0.1439,"Metabolic_OG"
"77100","OG2422",0.058,"Metabolic_OG"
"78100","OG5470",0.2373,"Metabolic_OG"
"79100","OG4292",0.07375,"Metabolic_OG"
"80100","OG1785",0.1416,"Metabolic_OG"
"81100","OG2577",0.0882,"Metabolic_OG"
"82100","OG2930",0.086,"Metabolic_OG"
"83100","OG2113",0.1253,"Metabolic_OG"
"84100","OG4358",0.22,"Metabolic_OG"
"85100","OG4057",0.24645,"Metabolic_OG"
"86100","OG1375",0.0747,"Metabolic_OG"
"89100","OG1424",0.0993,"Metabolic_OG"
"90100","OG4011",0.15515,"Metabolic_OG"
"93100","OG3021",0.1048,"Metabolic_OG"
"94100","OG2970",0.2071,"Metabolic_OG"
"96100","OG1603",0.0969,"Metabolic_OG"
"97100","OG4390",0.1617,"Metabolic_OG"
"98100","OG4758",0.1783,"Metabolic_OG"
"99100","OG4122",0.137,"Metabolic_OG"
"101100","OG2402",0.2057,"Metabolic_OG"
"102100","OG2562",0.22775,"Metabolic_OG"
"103100","OG1414",0.0781,"Metabolic_OG"
"104100","OG3074",0.0377,"Metabolic_OG"
"105100","OG1471",0.1399,"Metabolic_OG"
"106100","OG1446",0.0626,"Metabolic_OG"
"108100","OG4118",0.2672,"Metabolic_OG"
"109100","OG4605",0.1711,"Metabolic_OG"
"111100","OG2682",0.1968,"Metabolic_OG"
"112100","OG1166",0.2235,"Metabolic_OG"
"113100","OG3284",0.1055,"Metabolic_OG"
"114100","OG2852",0.1224,"Metabolic_OG"
"116100","OG1518",0.0544,"Metabolic_OG"
"117100","OG3681",0.1863,"Metabolic_OG"
"118100","OG1521",0.1017,"Metabolic_OG"
"119100","OG1589",0.0865,"Metabolic_OG"
"121100","OG1331",0.0648,"Metabolic_OG"
"122100","OG1656",0.0426,"Metabolic_OG"
"123100","OG1929",0.0459,"Metabolic_OG"
"124100","OG2057",0.1138,"Metabolic_OG"
"126100","OG1551",0.1654,"Metabolic_OG"
"127100","OG1380",0.08625,"Metabolic_OG"
"128100","OG3874",0.2185,"Metabolic_OG"
"129100","OG1887",0.10515,"Metabolic_OG"
"130100","OG4171",0.163,"Metabolic_OG"
"13166","OG1843",0.0611,"Metabolic_OG"
"13210","OG2032",0.0842,"Metabolic_OG"
"13310","OG1742",0.0788,"Metabolic_OG"
"13410","OG2537",0.08255,"Metabolic_OG"
"13510","OG2062",0.1047,"Metabolic_OG"
"13610","OG2197",0.1883,"Metabolic_OG"
"13710","OG4418",0.1465,"Metabolic_OG"
"13810","OG1683",0.0505,"Metabolic_OG"
"13910","OG4624",0.1443,"Metabolic_OG"
"14010","OG1634",0.0788,"Metabolic_OG"
"14110","OG1746",0.0544,"Metabolic_OG"
"14210","OG1621",0.1144,"Metabolic_OG"
"14310","OG15742",0.1443,"Metabolic_OG"
"14410","OG1924",0.0831,"Metabolic_OG"
"14510","OG1883",0.0901,"Metabolic_OG"
"14610","OG3041",0.22815,"Metabolic_OG"
"14710","OG1287",0.1315,"Metabolic_OG"
"14810","OG4573",0.1748,"Metabolic_OG"
"14910","OG2578",0.2313,"Metabolic_OG"
"15010","OG2152",0.213,"Metabolic_OG"
"15110","OG1611",0.02335,"Metabolic_OG"
"15210","OG2740",0.0776,"Metabolic_OG"
"15310","OG1899",0.0834,"Metabolic_OG"
"15410","OG1111",0.045,"Metabolic_OG"
"15510","OG4645",0.155,"Metabolic_OG"
"15610","OG1310",0.0552,"Metabolic_OG"
"15710","OG4887",0.1954,"Metabolic_OG"
"15810","OG2466",0.1926,"Metabolic_OG"
"15910","OG3112",0.09575,"Metabolic_OG"
"16010","OG2557",0.1348,"Metabolic_OG"
"16110","OG1615",0.0868,"Metabolic_OG"
"16210","OG2701",0.2343,"Metabolic_OG"
"16310","OG1744",0.0411,"Metabolic_OG"
"16410","OG4511",0.4239,"Metabolic_OG"
"16510","OG4399",0.08525,"Metabolic_OG"
"16610","OG4156",0.2757,"Metabolic_OG"
"16710","OG4185",0.1377,"Metabolic_OG"
"16810","OG4243",0.2197,"Metabolic_OG"
"16910","OG3065",0.1877,"Metabolic_OG"
"17010","OG4259",0.2798,"Metabolic_OG"
"17110","OG2087",0.13785,"Metabolic_OG"
"17210","OG2316",0.21195,"Metabolic_OG"
"17310","OG3794",0.1698,"Metabolic_OG"
"17410","OG1252",0.13665,"Metabolic_OG"
"17510","OG5481",0.094,"Metabolic_OG"
"17610","OG4398",0.0944,"Metabolic_OG"
"17710","OG3917",0.20585,"Metabolic_OG"
"17810","OG4894",0.1841,"Metabolic_OG"
"17910","OG4881",0.1907,"Metabolic_OG"
"18010","OG3043",0.1464,"Metabolic_OG"
"18110","OG4463",0.2204,"Metabolic_OG"
"18210","OG1374",0.1224,"Metabolic_OG"
"18310","OG1975",0.1099,"Metabolic_OG"
"18410","OG2979",0.093,"Metabolic_OG"
"18510","OG5609",0.16,"Metabolic_OG"
"18610","OG2061",0.09305,"Metabolic_OG"
"18710","OG1516",0.035,"Metabolic_OG"
"18810","OG7818",0.2406,"Metabolic_OG"
"19010","OG1567",0.1407,"Metabolic_OG"
"19110","OG3208",0.1491,"Metabolic_OG"
"19210","OG1601",0.169,"Metabolic_OG"
"19310","OG2190",0.125,"Metabolic_OG"
"19410","OG3393",0.16195,"Metabolic_OG"
"19610","OG3702",0.117,"Metabolic_OG"
"19710","OG3575",0.0787,"Metabolic_OG"
"19810","OG1449",0.0448,"Metabolic_OG"
"19910","OG4110",0.24,"Metabolic_OG"
"20010","OG3319",0.1587,"Metabolic_OG"
"20110","OG3790",0.06645,"Metabolic_OG"
"20210","OG2317",0.118,"Metabolic_OG"
"20410","OG2635",0.0461,"Metabolic_OG"
"20510","OG3115",0.1375,"Metabolic_OG"
"20610","OG1880",0.1,"Metabolic_OG"
"20710","OG3205",0.1671,"Metabolic_OG"
"20810","OG1273",0.2346,"Metabolic_OG"
"21010","OG2734",0.1847,"Metabolic_OG"
"21110","OG2552",0.1693,"Metabolic_OG"
"21210","OG4391",0.23,"Metabolic_OG"
"21310","OG2956",0.1007,"Metabolic_OG"
"21410","OG17623",0.0849,"Metabolic_OG"
"21510","OG1691",0.067,"Metabolic_OG"
"21610","OG1665",0.0765,"Metabolic_OG"
"21710","OG1604",0.0889,"Metabolic_OG"
"21810","OG3837",0.0735,"Metabolic_OG"
"22010","OG2215",0.1664,"Metabolic_OG"
"22110","OG2099",0.1006,"Metabolic_OG"
"22210","OG1525",0.06365,"Metabolic_OG"
"22510","OG1788",0.1045,"Metabolic_OG"
"22610","OG2028",0.0742,"Metabolic_OG"
"22710","OG1813",0.139,"Metabolic_OG"
"22810","OG2569",0.098,"Metabolic_OG"
"22910","OG1877",0.05425,"Metabolic_OG"
"23010","OG5118",0.1833,"Metabolic_OG"
"23110","OG1219",0.1782,"Metabolic_OG"
"23210","OG2807",0.0721,"Metabolic_OG"
"23310","OG3416",0.2212,"Metabolic_OG"
"23410","OG1844",0.0583,"Metabolic_OG"
"23510","OG2845",0.1342,"Metabolic_OG"
"23610","OG1629",0.0982,"Metabolic_OG"
"23710","OG1856",0.1095,"Metabolic_OG"
"23810","OG3336",0.1558,"Metabolic_OG"
"23910","OG2347",0.1056,"Metabolic_OG"
"24010","OG1406",0.1383,"Metabolic_OG"
"24110","OG2149",0.106,"Metabolic_OG"
"24210","OG1266",0.028,"Metabolic_OG"
"24310","OG1495",0.12965,"Metabolic_OG"
"24410","OG3018",0.2216,"Metabolic_OG"
"24510","OG2147",0.1526,"Metabolic_OG"
"24610","OG4352",0.1186,"Metabolic_OG"
"24710","OG3509",0.1266,"Metabolic_OG"
"24810","OG2116",0.1313,"Metabolic_OG"
"25010","OG1434",0.0704,"Metabolic_OG"
"25110","OG1724",0.1,"Metabolic_OG"
"25210","OG3488",0.1945,"Metabolic_OG"
"25310","OG1767",0.0841,"Metabolic_OG"
"25410","OG1470",0.1033,"Metabolic_OG"
"25610","OG3458",0.19255,"Metabolic_OG"
"25710","OG1216",0.046,"Metabolic_OG"
"25810","OG2916",0.0931,"Metabolic_OG"
"25910","OG1969",0.1172,"Metabolic_OG"
"26010","OG2495",0.08335,"Metabolic_OG"
"26110","OG3900",0.227,"Metabolic_OG"
"26210","OG2082",0.0806,"Metabolic_OG"
"26310","OG4797",0.2287,"Metabolic_OG"
"26410","OG3557",0.10745,"Metabolic_OG"
"26510","OG1228",0.1646,"Metabolic_OG"
"26610","OG3505",0.191,"Metabolic_OG"
"26710","OG4555",0.1998,"Metabolic_OG"
"26810","OG1377",0.1037,"Metabolic_OG"
"27010","OG1793",0.10025,"Metabolic_OG"
"27110","OG2757",0.0963,"Metabolic_OG"
"27210","OG1825",0.1127,"Metabolic_OG"
"27310","OG1512",0.1038,"Metabolic_OG"
"27410","OG3253",0.1871,"Metabolic_OG"
"27510","OG1208",0.11385,"Metabolic_OG"
"27610","OG5722",0.32395,"Metabolic_OG"
"27710","OG2048",0.1806,"Metabolic_OG"
"27810","OG1157",0.0703,"Metabolic_OG"
"27910","OG1842",0.1059,"Metabolic_OG"
"28110","OG3421",0.1186,"Metabolic_OG"
"28310","OG1774",0.0842,"Metabolic_OG"
"28510","OG5404",0.0351,"Metabolic_OG"
"28610","OG1332",0.0771,"Metabolic_OG"
"28710","OG3657",0.2564,"Metabolic_OG"
"28810","OG3310",0.1663,"Metabolic_OG"
"28910","OG1689",0.10195,"Metabolic_OG"
"29110","OG4016",0.1156,"Metabolic_OG"
"29210","OG3877",0.1394,"Metabolic_OG"
"29310","OG2228",0.1698,"Metabolic_OG"
"29410","OG3475",0.1864,"Metabolic_OG"
"29510","OG4061",0.1932,"Metabolic_OG"
"29610","OG5548",0.1458,"Metabolic_OG"
"29710","OG8784",0.1581,"Metabolic_OG"
"29810","OG4744",0.1933,"Metabolic_OG"
"29910","OG2194",0.066,"Metabolic_OG"
"30010","OG3294",0.1594,"Metabolic_OG"
"30110","OG3151",0.0678,"Metabolic_OG"
"30210","OG2214",0.0749,"Metabolic_OG"
"30310","OG3443",0.1717,"Metabolic_OG"
"30410","OG1631",0.1364,"Metabolic_OG"
"30610","OG1859",0.0482,"Metabolic_OG"
"30710","OG2409",0.1325,"Metabolic_OG"
"30810","OG4949",0.2781,"Metabolic_OG"
"30910","OG3991",0.2033,"Metabolic_OG"
"31010","OG2783",0.162,"Metabolic_OG"
"31110","OG1488",0.0802,"Metabolic_OG"
"31310","OG1706",0.0918,"Metabolic_OG"
"31410","OG2774",0.04545,"Metabolic_OG"
"31510","OG3025",0.2169,"Metabolic_OG"
"31610","OG2859",0.1784,"Metabolic_OG"
"31710","OG4275",0.0903,"Metabolic_OG"
"31910","OG2968",0.0461,"Metabolic_OG"
"32010","OG1980",0.1539,"Metabolic_OG"
"32110","OG2455",0.09515,"Metabolic_OG"
"32210","OG4366",0.2201,"Metabolic_OG"
"32310","OG4552",0.2412,"Metabolic_OG"
"32410","OG1741",0.1255,"Metabolic_OG"
"32510","OG1355",0.0841,"Metabolic_OG"
"32610","OG3213",0.1646,"Metabolic_OG"
"32810","OG1662",0.1045,"Metabolic_OG"
"32910","OG3120",0.1027,"Metabolic_OG"
"33010","OG3546",0.0594,"Metabolic_OG"
"33110","OG1595",0.10855,"Metabolic_OG"
"33210","OG4068",0.1228,"Metabolic_OG"
"33310","OG1389",0.1221,"Metabolic_OG"
"33410","OG4583",0.1193,"Metabolic_OG"
"33510","OG2714",0.0473,"Metabolic_OG"
"33610","OG2647",0.21635,"Metabolic_OG"
"33710","OG3662",0.2427,"Metabolic_OG"
"33810","OG1783",0.0544,"Metabolic_OG"
"33910","OG1565",0.0317,"Metabolic_OG"
"34010","OG1857",0.0524,"Metabolic_OG"
"34110","OG1335",0.1171,"Metabolic_OG"
"34310","OG2438",0.152,"Metabolic_OG"
"34510","OG1365",0.0752,"Metabolic_OG"
"34610","OG3612",0.0494,"Metabolic_OG"
"34710","OG3639",0.1579,"Metabolic_OG"
"34810","OG1905",0.1161,"Metabolic_OG"
"34910","OG2498",0.1309,"Metabolic_OG"
"35010","OG1210",0.1089,"Metabolic_OG"
"35110","OG2288",0.1454,"Metabolic_OG"
"35210","OG2275",0.1762,"Metabolic_OG"
"35410","OG1933",0.1484,"Metabolic_OG"
"35610","OG1433",0.0801,"Metabolic_OG"
"35710","OG1771",0.0768,"Metabolic_OG"
"35810","OG1491",0.0592,"Metabolic_OG"
"35910","OG2746",0.0887,"Metabolic_OG"
"36010","OG1564",0.1661,"Metabolic_OG"
"36110","OG1204",0.0192,"Metabolic_OG"
"36210","OG2238",0.176,"Metabolic_OG"
"36310","OG2808",0.1114,"Metabolic_OG"
"36410","OG1585",0.0592,"Metabolic_OG"
"36510","OG4134",0.2143,"Metabolic_OG"
"36710","OG3100",0.0825,"Metabolic_OG"
"36810","OG1364",0.1013,"Metabolic_OG"
"36910","OG5441",0.1648,"Metabolic_OG"
"37010","OG3304",0.10835,"Metabolic_OG"
"37110","OG3221",0.1244,"Metabolic_OG"
"37210","OG3683",0.1452,"Metabolic_OG"
"37310","OG1451",0.1136,"Metabolic_OG"
"37410","OG1497",0.094,"Metabolic_OG"
"37510","OG1367",0.0911,"Metabolic_OG"
"37610","OG1487",0.0405,"Metabolic_OG"
"37710","OG1759",0.1201,"Metabolic_OG"
"37810","OG3241",0.1105,"Metabolic_OG"
"37910","OG2173",0.1907,"Metabolic_OG"
"38010","OG1617",0.11685,"Metabolic_OG"
"38110","OG2967",0.1647,"Metabolic_OG"
"38210","OG3624",0.18065,"Metabolic_OG"
"38310","OG4479",0.1147,"Metabolic_OG"
"38410","OG2186",0.1299,"Metabolic_OG"
"38510","OG2161",0.115,"Metabolic_OG"
"38610","OG1246",0.0989,"Metabolic_OG"
"38810","OG1640",0.17035,"Metabolic_OG"
"38910","OG1397",0.0926,"Metabolic_OG"
"39010","OG3214",0.0971,"Metabolic_OG"
"39110","OG1563",0.01695,"Metabolic_OG"
"39210","OG4360",0.2177,"Metabolic_OG"
"39310","OG2156",0.0983,"Metabolic_OG"
"39410","OG17578",0.1328,"Metabolic_OG"
"39610","OG2833",0.1817,"Metabolic_OG"
"39710","OG1145",0.09955,"Metabolic_OG"
"39810","OG2365",0.1191,"Metabolic_OG"
"39910","OG3522",0.1722,"Metabolic_OG"
"40010","OG1445",0.062,"Metabolic_OG"
"40110","OG1180",0.164,"Metabolic_OG"
"40210","OG4102",0.1012,"Metabolic_OG"
"40310","OG1200",0.1602,"Metabolic_OG"
"40410","OG2654",0.16,"Metabolic_OG"
"40510","OG2645",0.1538,"Metabolic_OG"
"40610","OG3954",0.1185,"Metabolic_OG"
"40710","OG3677",0.1178,"Metabolic_OG"
"40810","OG2436",0.0715,"Metabolic_OG"
"40910","OG2384",0.1453,"Metabolic_OG"
"41110","OG1802",0.05,"Metabolic_OG"
"41210","OG4317",0.1054,"Metabolic_OG"
"41310","OG1597",0.10095,"Metabolic_OG"
"41410","OG1810",0.1212,"Metabolic_OG"
"41510","OG1479",0.11,"Metabolic_OG"
"41810","OG3782",0.11595,"Metabolic_OG"
"41910","OG2837",0.0881,"Metabolic_OG"
"42010","OG1242",0.1029,"Metabolic_OG"
"42110","OG1303",0.1172,"Metabolic_OG"
"42210","OG3747",0.1979,"Metabolic_OG"
"42310","OG3200",0.2419,"Metabolic_OG"
"42410","OG2290",0.0972,"Metabolic_OG"
"42510","OG17586",0.1377,"Metabolic_OG"
"42610","OG1276",0.0243,"Metabolic_OG"
"42710","OG1671",0.047,"Metabolic_OG"
"42810","OG4250",0.1924,"Metabolic_OG"
"42910","OG1432",0.0678,"Metabolic_OG"
"43010","OG3063",0.1233,"Metabolic_OG"
"43110","OG2469",0.2089,"Metabolic_OG"
"43210","OG1835",0.1273,"Metabolic_OG"
"43310","OG3008",0.08385,"Metabolic_OG"
"43510","OG1357",0.0599,"Metabolic_OG"
"43610","OG3525",0.2323,"Metabolic_OG"
"43710","OG2343",0.1356,"Metabolic_OG"
"43810","OG1302",0.0665,"Metabolic_OG"
"43910","OG17621",0.1502,"Metabolic_OG"
"44010","OG1153",0.15155,"Metabolic_OG"
"44110","OG2112",0.2211,"Metabolic_OG"
"44210","OG1275",0.058,"Metabolic_OG"
"44310","OG2794",0.0924,"Metabolic_OG"
"44410","OG2046",0.12685,"Metabolic_OG"
"44510","OG4234",0.2424,"Metabolic_OG"
"44610","OG1556",0.0513,"Metabolic_OG"
"44710","OG1463",0.1134,"Metabolic_OG"
"44810","OG3445",0.1706,"Metabolic_OG"
"44910","OG3122",0.2188,"Metabolic_OG"
"45110","OG2358",0.1354,"Metabolic_OG"
"45210","OG3108",0.1032,"Metabolic_OG"
"45310","OG1743",0.0946,"Metabolic_OG"
"45410","OG6598",0.35065,"Metabolic_OG"
"45610","OG1869",0.0972,"Metabolic_OG"
"45710","OG1625",0.0136,"Metabolic_OG"
"45810","OG2605",0.1255,"Metabolic_OG"
"45910","OG4524",0.1834,"Metabolic_OG"
"46010","OG3839",0.1225,"Metabolic_OG"
"46110","OG1966",0.1578,"Metabolic_OG"
"46210","OG2074",0.1018,"Metabolic_OG"
"46310","OG1281",0.1898,"Metabolic_OG"
"46410","OG1881",0.04755,"Metabolic_OG"
"46510","OG1381",0.04545,"Metabolic_OG"
"46610","OG2433",0.1064,"Metabolic_OG"
"46810","OG1543",0.13645,"Metabolic_OG"
"46910","OG2704",0.0475,"Metabolic_OG"
"47010","OG4477",0.3204,"Metabolic_OG"
"47410","OG5727",0.3212,"Metabolic_OG"
"47510","OG2308",0.1181,"Metabolic_OG"
"47610","OG1650",0.09685,"Metabolic_OG"
"47710","OG1254",0.092,"Metabolic_OG"
"47810","OG2465",0.0838,"Metabolic_OG"
"47910","OG2014",0.112,"Metabolic_OG"
"48010","OG1264",0.1299,"Metabolic_OG"
"48110","OG1341",0.08,"Metabolic_OG"
"48210","OG3551",0.1008,"Metabolic_OG"
"48310","OG1305",0.24985,"Metabolic_OG"
"48410","OG2182",0.16665,"Metabolic_OG"
"48510","OG1255",0.0787,"Metabolic_OG"
"48610","OG2629",0.1407,"Metabolic_OG"
"48710","OG3801",0.1391,"Metabolic_OG"
"48810","OG1697",0.0847,"Metabolic_OG"
"48910","OG2427",0.142,"Metabolic_OG"
"49010","OG2965",0.3084,"Metabolic_OG"
"49110","OG3207",0.1598,"Metabolic_OG"
"49210","OG3740",0.1034,"Metabolic_OG"
"49310","OG3258",0.1514,"Metabolic_OG"
"49410","OG4396",0.11,"Metabolic_OG"
"49510","OG1318",0.0889,"Metabolic_OG"
"49610","OG1807",0.2524,"Metabolic_OG"
"49710","OG1312",0.081,"Metabolic_OG"
"49810","OG3378",0.20125,"Metabolic_OG"
"49910","OG4043",0.1944,"Metabolic_OG"
"50010","OG1298",0.1348,"Metabolic_OG"
"50110","OG1944",0.0692,"Metabolic_OG"
"50210","OG1679",0.1565,"Metabolic_OG"
"50310","OG1498",0.09585,"Metabolic_OG"
"50410","OG1473",0.013,"Metabolic_OG"
"50510","OG4201",0.1277,"Metabolic_OG"
"50610","OG1667",0.0941,"Metabolic_OG"
"50710","OG1569",0.0758,"Metabolic_OG"
"50810","OG2148",0.0532,"Metabolic_OG"
"50910","OG3909",0.1553,"Metabolic_OG"
"51010","OG1815",0.04375,"Metabolic_OG"
"51110","OG1748",0.1172,"Metabolic_OG"
"51210","OG2213",0.2185,"Metabolic_OG"
"51310","OG4751",0.1554,"Metabolic_OG"
"51410","OG1777",0.01225,"Metabolic_OG"
"51510","OG2056",0.133,"Metabolic_OG"
"51610","OG1685",0.0551,"Metabolic_OG"
"51710","OG2004",0.0892,"Metabolic_OG"
"51810","OG2868",0.02195,"Metabolic_OG"
"51910","OG1730",0.0869,"Metabolic_OG"
"52010","OG2282",0.1323,"Metabolic_OG"
"52110","OG1622",0.0299,"Metabolic_OG"
"52210","OG2397",0.0822,"Metabolic_OG"
"52310","OG1178",0.0764,"Metabolic_OG"
"52510","OG1152",0.04025,"Metabolic_OG"
"52610","OG1360",0.14045,"Metabolic_OG"
"52710","OG4198",0.2263,"Metabolic_OG"
"52810","OG2506",0.1357,"Metabolic_OG"
"52910","OG1314",0.179,"Metabolic_OG"
"53010","OG3069",0.0985,"Metabolic_OG"
"53110","OG5490",0.08445,"Metabolic_OG"
"53210","OG1304",0.0926,"Metabolic_OG"
"53310","OG1904",0.0857,"Metabolic_OG"
"53510","OG3714",0.1394,"Metabolic_OG"
"53610","OG3476",0.3518,"Metabolic_OG"
"53710","OG1596",0.0596,"Metabolic_OG"
"53810","OG1630",0.2319,"Metabolic_OG"
"53910","OG2283",0.1457,"Metabolic_OG"
"54110","OG13601",0.0418,"Metabolic_OG"
"54210","OG2854",0.1242,"Metabolic_OG"
"54410","OG4997",0.3112,"Metabolic_OG"
"54510","OG3858",0.1937,"Metabolic_OG"
"54610","OG1388",0.0655,"Metabolic_OG"
"54710","OG4008",0.207,"Metabolic_OG"
"54810","OG1322",0.0571,"Metabolic_OG"
"54910","OG1199",0.1025,"Metabolic_OG"
"55010","OG1687",0.084,"Metabolic_OG"
"55210","OG2227",0.0931,"Metabolic_OG"
"55310","OG2353",0.1039,"Metabolic_OG"
"55410","OG2678",0.1918,"Metabolic_OG"
"55510","OG1779",0.0497,"Metabolic_OG"
"55610","OG2567",0.1938,"Metabolic_OG"
"55710","OG1227",0.1099,"Metabolic_OG"
"55810","OG1619",0.0728,"Metabolic_OG"
"55910","OG3506",0.1082,"Metabolic_OG"
"56010","OG4346",0.228,"Metabolic_OG"
"56110","OG4807",0.1371,"Metabolic_OG"
"56210","OG1674",0.0921,"Metabolic_OG"
"56310","OG1758",0.1262,"Metabolic_OG"
"56410","OG2571",0.1261,"Metabolic_OG"
"56510","OG2363",0.2207,"Metabolic_OG"
"56610","OG3394",0.2186,"Metabolic_OG"
"56710","OG2104",0.1707,"Metabolic_OG"
"56810","OG2382",0.2197,"Metabolic_OG"
"56910","OG5735",0.1786,"Metabolic_OG"
"57010","OG1819",0.0541,"Metabolic_OG"
"57110","OG2719",0.22285,"Metabolic_OG"
"57210","OG5166",0.0773,"Metabolic_OG"
"57310","OG3377",0.1275,"Metabolic_OG"
"57410","OG1496",0.0416,"Metabolic_OG"
"57510","OG2677",0.08785,"Metabolic_OG"
"57610","OG1469",0.16105,"Metabolic_OG"
"57710","OG4316",0.2262,"Metabolic_OG"
"57810","OG2071",0.1258,"Metabolic_OG"
"57910","OG3593",0.1848,"Metabolic_OG"
"58010","OG1203",0.1361,"Metabolic_OG"
"58110","OG1115",0.0705,"Metabolic_OG"
"58310","OG1170",0.0799,"Metabolic_OG"
"58410","OG2924",0.1445,"Metabolic_OG"
"58510","OG1468",0.1952,"Metabolic_OG"
"58610","OG4226",0.16505,"Metabolic_OG"
"58710","OG1439",0.0831,"Metabolic_OG"
"58810","OG2394",0.07355,"Metabolic_OG"
"59010","OG1321",0.11425,"Metabolic_OG"
"59110","OG2086",0.0768,"Metabolic_OG"
"59210","OG1333",0.0763,"Metabolic_OG"
"59310","OG1646",0.122,"Metabolic_OG"
"59410","OG2380",0.2174,"Metabolic_OG"
"59510","OG2412",0.0218,"Metabolic_OG"
"59710","OG3006",0.06015,"Metabolic_OG"
"59810","OG2098",0.0996,"Metabolic_OG"
"59910","OG2812",0.1371,"Metabolic_OG"
"60010","OG3413",0.2295,"Metabolic_OG"
"60110","OG5747",0.19095,"Metabolic_OG"
"60210","OG2579",0.1078,"Metabolic_OG"
"60310","OG1416",0.0727,"Metabolic_OG"
"60410","OG1704",0.07295,"Metabolic_OG"
"60510","OG2183",0.1601,"Metabolic_OG"
"60610","OG1710",0.0621,"Metabolic_OG"
"60710","OG1426",0.1642,"Metabolic_OG"
"60810","OG2262",0.1,"Metabolic_OG"
"60910","OG2123",0.0966,"Metabolic_OG"
"61010","OG3774",0.1052,"Metabolic_OG"
"61110","OG1935",0.1176,"Metabolic_OG"
"61310","OG6065",0.264,"Metabolic_OG"
"61610","OG2864",0.1536,"Metabolic_OG"
"61710","OG2031",0.1562,"Metabolic_OG"
"61810","OG2912",0.1565,"Metabolic_OG"
"61910","OG1943",0.074,"Metabolic_OG"
"62010","OG1137",0.0816,"Metabolic_OG"
"62110","OG2007",0.1183,"Metabolic_OG"
"62210","OG4266",0.15465,"Metabolic_OG"
"62310","OG4109",0.21565,"Metabolic_OG"
"62410","OG1394",0.0317,"Metabolic_OG"
"62510","OG2903",0.13145,"Metabolic_OG"
"62610","OG1988",0.0566,"Metabolic_OG"
"62710","OG1195",0.082,"Metabolic_OG"
"62810","OG6574",0.17485,"Metabolic_OG"
"62910","OG4377",0.219,"Metabolic_OG"
"63010","OG2200",0.1028,"Metabolic_OG"
"63110","OG4010",0.1213,"Metabolic_OG"
"63310","OG3332",0.0184,"Metabolic_OG"
"63410","OG2741",0.05825,"Metabolic_OG"
"63510","OG2084",0.0288,"Metabolic_OG"
"63610","OG2248",0.0513,"Metabolic_OG"
"63710","OG2129",0.0418,"Metabolic_OG"
"63810","OG1764",0.155,"Metabolic_OG"
"63910","OG1158",0.08245,"Metabolic_OG"
"64010","OG3467",0.1526,"Metabolic_OG"
"64210","OG2684",0.1259,"Metabolic_OG"
"64310","OG1799",0.1325,"Metabolic_OG"
"64410","OG2053",0.09475,"Metabolic_OG"
"64510","OG1393",0.1505,"Metabolic_OG"
"64610","OG1786",0.0607,"Metabolic_OG"
"64710","OG1696",0.066,"Metabolic_OG"
"64810","OG3114",0.2008,"Metabolic_OG"
"64910","OG3531",0.177,"Metabolic_OG"
"65010","OG2249",0.1318,"Metabolic_OG"
"65110","OG1847",0.0758,"Metabolic_OG"
"65210","OG3098",0.15835,"Metabolic_OG"
"65310","OG2960",0.1304,"Metabolic_OG"
"65410","OG4581",0.1396,"Metabolic_OG"
"65610","OG2655",0.0342,"Metabolic_OG"
"65710","OG3767",0.1153,"Metabolic_OG"
"65810","OG6290",0.2885,"Metabolic_OG"
"65910","OG4379",0.1695,"Metabolic_OG"
"66010","OG2126",0.1318,"Metabolic_OG"
"66110","OG2688",0.0593,"Metabolic_OG"
"66210","OG3832",0.1522,"Metabolic_OG"
"66310","OG3856",0.2076,"Metabolic_OG"
"66410","OG2721",0.0711,"Metabolic_OG"
"66510","OG2514",0.21855,"Metabolic_OG"
"66610","OG1240",0.132,"Metabolic_OG"
"66710","OG2752",0.0984,"Metabolic_OG"
"66810","OG4357",0.1884,"Metabolic_OG"
"66910","OG1586",0.0706,"Metabolic_OG"
"67010","OG1299",0.1723,"Metabolic_OG"
"67210","OG1708",0.209,"Metabolic_OG"
"67410","OG3493",0.143,"Metabolic_OG"
"67510","OG2246",0.1521,"Metabolic_OG"
"67610","OG1897",0.1318,"Metabolic_OG"
"67710","OG1171",0.06625,"Metabolic_OG"
"67810","OG2711",0.1622,"Metabolic_OG"
"67910","OG11566",0.1967,"Metabolic_OG"
"68010","OG1502",0.0502,"Metabolic_OG"
"68110","OG3048",0.0609,"Metabolic_OG"
"68210","OG3679",0.2027,"Metabolic_OG"
"68310","OG2132",0.1287,"Metabolic_OG"
"68410","OG1306",0.15525,"Metabolic_OG"
"68510","OG1684",0.1041,"Metabolic_OG"
"68610","OG1555",0.2003,"Metabolic_OG"
"68710","OG3240",0.1831,"Metabolic_OG"
"68810","OG1962",0.1396,"Metabolic_OG"
"69010","OG2936",0.1311,"Metabolic_OG"
"69110","OG3676",0.1154,"Metabolic_OG"
"69210","OG1510",0.0685,"Metabolic_OG"
"69310","OG3023",0.1434,"Metabolic_OG"
"69410","OG6996",0.26585,"Metabolic_OG"
"69510","OG1501",0.081,"Metabolic_OG"
