"X1"	"OG"	"dN_dS"	"species_num"	"protein_num"	"average_duplicate"	"group"
9492	"OG6404"	0.35755	71	72	1.014085	"g3"
9493	"OG15734"	0.241	8	8	1	"g1"
9494	"OG10060"	0.16815	22	22	1	"g2"
9495	"OG16550"	0.2163	8	8	1	"g1"
9496	"OG5824"	0.3122	89	93	1.044944	"g3"
9497	"OG2128"	0.19	340	344	1.011765	"g7"
9498	"OG18504"	0.335	7	7	1	"g1"
9499	"OG7219"	0.37655	54	55	1.018519	"g3"
9500	"OG12621"	0.2596	11	12	1.090909	"g2"
9501	"OG9482"	0.2928	19	26	1.368421	"g2"
9502	"OG15248"	0.5127	9	9	1	"g1"
9503	"OG6094"	0.2374	84	84	1	"g3"
9504	"OG4361"	0.03245	238	260	1.092437	"g6"
9505	"OG8048"	0.2532	40	40	1	"g2"
9506	"OG4797"	0.2287	213	217	1.018779	"g6"
9507	"OG11083"	0.238	17	17	1	"g2"
9508	"OG3429"	0.1773	311	314	1.009646	"g7"
9509	"OG10730"	0.1088	19	19	1	"g2"
9510	"OG3738"	0.2621	296	302	1.02027	"g7"
9511	"OG4574"	0.3869	239	243	1.016736	"g6"
9512	"OG5869"	0.2664	91	91	1	"g3"
9513	"OG16617"	0.48	8	8	1	"g1"
9514	"OG1769"	0.0145	336	349	1.03869	"g7"
9515	"OG9108"	0.21785	30	30	1	"g2"
9516	"OG2263"	0.2102	337	342	1.014837	"g7"
9517	"OG15049"	0.2201	9	9	1	"g1"
9518	"OG5663"	0.1469	102	102	1	"g4"
9519	"OG7442"	0.0662	36	51	1.416667	"g2"
9520	"OG9173"	0.3559	29	29	1	"g2"
9521	"OG18263"	0.1738	7	7	1	"g1"
9522	"OG16633"	0.1411	8	8	1	"g1"
9523	"OG9017"	0.316	23	30	1.304348	"g2"
9524	"OG2576"	0.1377	332	336	1.012048	"g7"
9525	"OG13855"	0.3894	9	10	1.111111	"g1"
9526	"OG5360"	0.1242	112	142	1.267857	"g4"
9527	"OG10831"	0.3241	17	18	1.058824	"g2"
9528	"OG15203"	0.2344	8	9	1.125	"g1"
9529	"OG7627"	0.3523	47	48	1.021277	"g2"
9530	"OG4216"	0.0619	252	272	1.079365	"g7"
9531	"OG17374"	0.1843	7	7	1	"g1"
9532	"OG3805"	0.2101	296	299	1.010135	"g7"
9533	"OG3813"	0.0611	296	298	1.006757	"g7"
9534	"OG1231"	0.2002	333	405	1.216216	"g7"
9535	"OG3516"	0.0742	306	311	1.01634	"g7"
9536	"OG12865"	0.20545	12	12	1	"g2"
9537	"OG9302"	0.2391	28	28	1	"g2"
9538	"OG16953"	0.46255	8	8	1	"g1"
9539	"OG5245"	0.27855	155	155	1	"g5"
9540	"OG2023"	0.0136	341	345	1.01173	"g7"
9541	"OG3180"	0.2394	313	322	1.028754	"g7"
9542	"OG12502"	0.3733	11	12	1.090909	"g2"
9543	"OG7762"	0.3269	44	45	1.022727	"g2"
9544	"OG7797"	0.2486	45	45	1	"g2"
9545	"OG12446"	0.2997	13	13	1	"g2"
9546	"OG8186"	0.21575	38	38	1	"g2"
9547	"OG6350"	0.4931	72	74	1.027778	"g3"
9548	"OG5300"	0.1986	146	148	1.013699	"g4"
9549	"OG17779"	0.20755	7	7	1	"g1"
9550	"OG4732"	0.1865	224	226	1.008929	"g6"
9551	"OG18410"	0.1933	7	7	1	"g1"
9552	"OG14639"	0.0619	9	9	1	"g1"
9553	"OG8588"	0.35815	33	34	1.030303	"g2"
9554	"OG11448"	0.2089	16	16	1	"g2"
9555	"OG14148"	0.0846	9	10	1.111111	"g1"
9556	"OG9861"	0.3539	24	24	1	"g2"
9557	"OG4691"	0.1858	229	230	1.004367	"g6"
9558	"OG9393"	0.16205	26	27	1.038462	"g2"
9559	"OG6182"	0.22075	71	80	1.126761	"g3"
9560	"OG4928"	0.3479	194	198	1.020619	"g5"
9561	"OG8385"	0.4319	36	36	1	"g2"
9562	"OG4638"	0.36185	234	237	1.012821	"g6"
9563	"OG5947"	0.3822	88	89	1.011364	"g3"
9564	"OG9337"	0.36425	27	28	1.037037	"g2"
9565	"OG14270"	0.21175	10	10	1	"g1"
9566	"OG8877"	0.2128	31	31	1	"g2"
9567	"OG3617"	0.1265	300	307	1.023333	"g7"
9568	"OG4827"	0.203	145	213	1.468966	"g4"
9569	"OG18165"	0.15425	7	7	1	"g1"
9570	"OG1357"	0.0599	343	373	1.087464	"g7"
9571	"OG9365"	0.455	26	27	1.038462	"g2"
9572	"OG1611"	0.02335	339	353	1.041298	"g7"
9573	"OG11550"	0.2685	14	15	1.071429	"g2"
9574	"OG9751"	0.3611	24	24	1	"g2"
9575	"OG8067"	0.24985	40	40	1	"g2"
9576	"OG13608"	0.3336	10	10	1	"g1"
9577	"OG18017"	0.2352	7	7	1	"g1"
9578	"OG17620"	0.1955	7	7	1	"g1"
9579	"OG8666"	0.2465	33	33	1	"g2"
9580	"OG13642"	0.28015	10	10	1	"g1"
9581	"OG14865"	0.5406	9	9	1	"g1"
9582	"OG2024"	0.2194	336	345	1.026786	"g7"
9583	"OG1712"	0.1723	343	350	1.020408	"g7"
9584	"OG12653"	0.4288	12	12	1	"g2"
9585	"OG13230"	0.29905	11	11	1	"g2"
9586	"OG6897"	0.2888	61	62	1.016393	"g3"
9588	"OG12922"	0.2471	12	12	1	"g2"
9589	"OG5385"	0.2462	135	138	1.022222	"g4"
9590	"OG2551"	0.1585	330	337	1.021212	"g7"
9591	"OG8446"	0.23185	35	35	1	"g2"
9592	"OG6823"	0.1618	64	64	1	"g3"
9593	"OG1688"	0.0694	342	351	1.026316	"g7"
9594	"OG13779"	0.36405	9	10	1.111111	"g1"
9595	"OG12170"	0.28365	13	13	1	"g2"
9596	"OG7755"	0.1256	45	45	1	"g2"
9597	"OG1736"	0.13715	342	350	1.023392	"g7"
9598	"OG8204"	0.4353	35	38	1.085714	"g2"
9599	"OG18169"	0.2477	7	7	1	"g1"
9600	"OG11569"	0.3099	12	15	1.25	"g2"
9601	"OG7823"	0.40355	44	44	1	"g2"
9602	"OG4695"	0.1682	218	230	1.055046	"g6"
9603	"OG10596"	0.3941	19	19	1	"g2"
9604	"OG1546"	0.1576	343	356	1.037901	"g7"
9605	"OG15826"	0.18655	8	8	1	"g1"
9606	"OG9881"	0.137	24	24	1	"g2"
9607	"OG7677"	0.3523	46	47	1.021739	"g2"
9608	"OG4961"	0.117	194	195	1.005155	"g5"
9609	"OG18272"	0.1999	7	7	1	"g1"
9610	"OG13156"	0.2539	11	11	1	"g2"
9611	"OG6805"	0.2175	63	64	1.015873	"g3"
9612	"OG6848"	0.1254	61	63	1.032787	"g3"
9613	"OG2172"	0.1328	327	343	1.04893	"g7"
9614	"OG8739"	0.2603	33	33	1	"g2"
9615	"OG6738"	0.0423	65	66	1.015385	"g3"
9616	"OG14480"	0.2906	7	9	1.285714	"g1"
9617	"OG3236"	0.1975	314	320	1.019108	"g7"
9618	"OG3652"	0.3391	303	306	1.009901	"g7"
9619	"OG11699"	0.2641	15	15	1	"g2"
9620	"OG10738"	0.0718	19	19	1	"g2"
9621	"OG10483"	0.36755	20	20	1	"g2"
9622	"OG1842"	0.1059	341	348	1.020528	"g7"
9623	"OG8915"	0.3573	31	31	1	"g2"
9624	"OG7674"	0.4842	46	47	1.021739	"g2"
9625	"OG9372"	0.1624	27	27	1	"g2"
9626	"OG7819"	0.1691	44	44	1	"g2"
9627	"OG1726"	0.2821	340	350	1.029412	"g7"
9628	"OG2546"	0.0061	332	337	1.01506	"g7"
9629	"OG4909"	0.0232	200	201	1.005	"g5"
9630	"OG1262"	0.0706	333	392	1.177177	"g7"
9631	"OG3916"	0.1775	291	293	1.006873	"g7"
9632	"OG16447"	0.4066	8	8	1	"g1"
9633	"OG10556"	0.48185	20	20	1	"g2"
9634	"OG6265"	0.2434	76	77	1.013158	"g3"
9635	"OG5519"	0.23955	114	116	1.017544	"g4"
9636	"OG4307"	0.22255	264	265	1.003788	"g7"
9637	"OG5262"	0.1359	143	153	1.06993	"g4"
9638	"OG15745"	0.10465	8	8	1	"g1"
9639	"OG6026"	0.1623	83	86	1.036145	"g3"
9640	"OG14214"	0.35495	9	10	1.111111	"g1"
9641	"OG11520"	0.1244	15	15	1	"g2"
9642	"OG6812"	0.15945	62	64	1.032258	"g3"
9643	"OG4678"	0.1408	216	232	1.074074	"g6"
9644	"OG2831"	0.3332	326	331	1.015337	"g7"
9645	"OG4972"	0.1699	188	193	1.026596	"g5"
9646	"OG15422"	0.1619	9	9	1	"g1"
9647	"OG7173"	0.35445	55	56	1.018182	"g3"
9648	"OG4858"	0.1627	207	208	1.004831	"g6"
9649	"OG7497"	0.1997	47	50	1.06383	"g2"
9650	"OG8404"	0.3624	35	35	1	"g2"
9651	"OG2637"	0.0213	319	335	1.050157	"g7"
9652	"OG3021"	0.1048	319	326	1.021944	"g7"
9653	"OG16136"	0.37615	7	8	1.142857	"g1"
9654	"OG5747"	0.19095	91	96	1.054945	"g3"
9655	"OG6712"	0.31455	66	66	1	"g3"
9656	"OG5954"	0.1299	89	89	1	"g3"
9657	"OG7312"	0.35585	53	53	1	"g3"
9658	"OG13856"	0.2024	10	10	1	"g1"
9659	"OG7992"	0.26885	41	41	1	"g2"
9660	"OG7706"	0.34005	43	46	1.069767	"g2"
9661	"OG4121"	0.2547	280	280	1	"g7"
9662	"OG3144"	0.3332	318	323	1.015723	"g7"
9663	"OG14265"	0.2709	10	10	1	"g1"
9665	"OG10174"	0.2366	22	22	1	"g2"
9666	"OG2066"	0.2897	340	345	1.014706	"g7"
9667	"OG3419"	0.09985	311	314	1.009646	"g7"
9668	"OG13293"	0.3011	11	11	1	"g2"
9669	"OG14926"	0.16565	9	9	1	"g1"
9670	"OG2661"	0.1963	332	335	1.009036	"g7"
9671	"OG1224"	0.1695	276	410	1.485507	"g7"
9672	"OG6704"	0.3285	66	66	1	"g3"
9673	"OG2907"	0.3544	320	329	1.028125	"g7"
9674	"OG3716"	0.423	298	303	1.016779	"g7"
9675	"OG15432"	0.2712	9	9	1	"g1"
9676	"OG14676"	0.1442	9	9	1	"g1"
9677	"OG4070"	0.1311	256	283	1.105469	"g7"
9678	"OG12881"	0.3287	12	12	1	"g2"
9680	"OG4481"	0.1765	249	251	1.008032	"g6"
9681	"OG9765"	0.30635	23	24	1.043478	"g2"
9682	"OG15160"	0.1119	9	9	1	"g1"
9683	"OG9784"	0.2087	23	24	1.043478	"g2"
9684	"OG7054"	0.3546	59	59	1	"g3"
9685	"OG3152"	0.3832	322	323	1.003106	"g7"
9686	"OG2803"	0.3083	328	332	1.012195	"g7"
9687	"OG8979"	0.2426	31	31	1	"g2"
9688	"OG5812"	0.21265	92	93	1.01087	"g3"
9689	"OG7837"	0.1001	31	44	1.419355	"g2"
9690	"OG6798"	0.1093	63	64	1.015873	"g3"
9691	"OG1866"	0.03085	342	347	1.01462	"g7"
9692	"OG16957"	0.3047	8	8	1	"g1"
9693	"OG2146"	0.2108	322	343	1.065217	"g7"
9694	"OG13663"	0.4352	9	10	1.111111	"g1"
9695	"OG10107"	0.22	22	22	1	"g2"
9696	"OG7203"	0.1572	55	55	1	"g3"
9697	"OG7100"	0.086	54	57	1.055556	"g3"
9698	"OG6770"	0.1944	61	65	1.065574	"g3"
9699	"OG4305"	0.3803	261	265	1.015326	"g7"
9700	"OG16124"	0.1236	8	8	1	"g1"
9701	"OG3831"	0.1927	292	297	1.017123	"g7"
9702	"OG4118"	0.2672	277	280	1.01083	"g7"
9703	"OG14834"	0.3514	9	9	1	"g1"
9704	"OG14918"	0.1704	9	9	1	"g1"
9705	"OG10442"	0.2781	20	20	1	"g2"
9706	"OG1488"	0.0802	343	360	1.049563	"g7"
9707	"OG1801"	0.1622	343	348	1.014577	"g7"
9708	"OG9930"	0.21075	20	23	1.15	"g2"
9709	"OG5070"	0.1747	177	180	1.016949	"g5"
9710	"OG12339"	0.14865	12	13	1.083333	"g2"
9711	"OG11497"	0.40615	16	16	1	"g2"
9712	"OG8280"	0.1792	37	37	1	"g2"
9713	"OG2567"	0.1938	330	336	1.018182	"g7"
9714	"OG8359"	0.17765	30	36	1.2	"g2"
9715	"OG3425"	0.2224	285	314	1.101754	"g7"
9716	"OG12293"	0.38305	13	13	1	"g2"
9717	"OG12767"	0.34935	12	12	1	"g2"
9718	"OG17575"	0.3131	7	7	1	"g1"
9719	"OG14789"	0.1988	9	9	1	"g1"
9720	"OG5079"	0.2448	178	179	1.005618	"g5"
9721	"OG2861"	0.21945	324	331	1.021605	"g7"
9722	"OG1607"	0.0717	343	353	1.029155	"g7"
9723	"OG11624"	0.5034	15	15	1	"g2"
9724	"OG6510"	0.4335	67	70	1.044776	"g3"
9725	"OG2804"	0.1929	329	332	1.009119	"g7"
9726	"OG5343"	0.3709	141	143	1.014184	"g4"
9727	"OG16911"	0.2843	7	8	1.142857	"g1"
9728	"OG7058"	0.4181	59	59	1	"g3"
9729	"OG4534"	0.20825	243	246	1.012346	"g6"
9730	"OG5199"	0.23735	153	161	1.052288	"g5"
9731	"OG4226"	0.16505	265	271	1.022642	"g7"
9732	"OG6849"	0.10475	61	63	1.032787	"g3"
9733	"OG7812"	0.32255	44	44	1	"g2"
9734	"OG14472"	0.2217	9	9	1	"g1"
9735	"OG16145"	0.26965	8	8	1	"g1"
9736	"OG11824"	0.3319	14	14	1	"g2"
9737	"OG14340"	0.23845	9	9	1	"g1"
9738	"OG5691"	0.3583	100	100	1	"g3"
9739	"OG15688"	0.0872	8	8	1	"g1"
9740	"OG17665"	0.1512	7	7	1	"g1"
9741	"OG6868"	0.3253	61	63	1.032787	"g3"
9742	"OG10462"	0.2623	20	20	1	"g2"
9743	"OG16696"	0.32915	8	8	1	"g1"
9744	"OG11148"	0.2581	17	17	1	"g2"
9745	"OG9196"	0.28635	28	29	1.035714	"g2"
9746	"OG6419"	0.29665	71	72	1.014085	"g3"
9747	"OG5460"	0.0959	116	125	1.077586	"g4"
9748	"OG9254"	0.3556	24	28	1.166667	"g2"
9749	"OG3027"	0.06615	306	326	1.065359	"g7"
9750	"OG11238"	0.3383	17	17	1	"g2"
9752	"OG7696"	0.1756	46	47	1.021739	"g2"
9753	"OG15671"	0.3996	8	8	1	"g1"
9754	"OG5323"	0.2962	134	145	1.08209	"g4"
9755	"OG2144"	0.1868	340	344	1.011765	"g7"
9756	"OG11920"	0.4619	14	14	1	"g2"
9757	"OG13600"	0.23765	10	10	1	"g1"
9758	"OG1761"	0.1767	342	349	1.020468	"g7"
9759	"OG1538"	0.0164	342	356	1.040936	"g7"
9760	"OG13038"	0.0735	11	11	1	"g2"
9761	"OG10319"	0.1833	20	21	1.05	"g2"
9762	"OG8570"	0.5202	33	34	1.030303	"g2"
9763	"OG7873"	0.25445	36	43	1.194444	"g2"
9764	"OG14338"	0.32095	9	9	1	"g1"
9765	"OG15676"	0.3343	8	8	1	"g1"
9766	"OG11636"	0.1992	15	15	1	"g2"
9767	"OG2217"	0.0859	330	342	1.036364	"g7"
9768	"OG3004"	0.1736	325	327	1.006154	"g7"
9769	"OG17503"	0.3293	7	7	1	"g1"
9770	"OG15268"	0.1844	9	9	1	"g1"
9771	"OG6699"	0.1827	66	66	1	"g3"
9772	"OG15317"	0.3955	9	9	1	"g1"
9773	"OG13565"	0.2844	10	10	1	"g1"
9774	"OG2289"	0.0819	334	341	1.020958	"g7"
9775	"OG13129"	0.3833	11	11	1	"g2"
9776	"OG8517"	0.308	33	34	1.030303	"g2"
9777	"OG1620"	0.1087	343	353	1.029155	"g7"
9778	"OG3506"	0.1082	295	312	1.057627	"g7"
9779	"OG5032"	0.0574	183	185	1.010929	"g5"
9780	"OG15474"	0.4349	9	9	1	"g1"
9781	"OG3064"	0.3559	324	325	1.003086	"g7"
9782	"OG6892"	0.3641	60	62	1.033333	"g3"
9783	"OG14379"	0.3701	9	9	1	"g1"
9784	"OG4904"	0.1696	198	202	1.020202	"g5"
9785	"OG8470"	0.2211	35	35	1	"g2"
9786	"OG6739"	0.10155	66	66	1	"g3"
9787	"OG7720"	0.3519	31	46	1.483871	"g2"
9788	"OG10067"	0.1215	18	22	1.222222	"g2"
9789	"OG7194"	0.1667	55	56	1.018182	"g3"
9790	"OG15414"	0.3061	9	9	1	"g1"
9791	"OG17526"	0.3137	7	7	1	"g1"
9792	"OG15156"	0.47165	9	9	1	"g1"
9793	"OG1540"	0.0834	337	356	1.05638	"g7"
9794	"OG3653"	0.3355	302	306	1.013245	"g7"
9795	"OG1977"	0.0769	341	346	1.014663	"g7"
9796	"OG12671"	0.2029	10	12	1.2	"g1"
9797	"OG12261"	0.1954	13	13	1	"g2"
9798	"OG17621"	0.1502	7	7	1	"g1"
9799	"OG5339"	0.2989	141	144	1.021277	"g4"
9800	"OG5679"	0.3347	99	101	1.020202	"g3"
9801	"OG3875"	0.0981	293	295	1.006826	"g7"
9802	"OG2699"	0.1717	330	334	1.012121	"g7"
9803	"OG2096"	0.18235	324	344	1.061728	"g7"
9804	"OG9679"	0.3352	25	25	1	"g2"
9805	"OG4853"	0.2644	201	209	1.039801	"g6"
9806	"OG2820"	0.3921	326	331	1.015337	"g7"
9807	"OG16675"	0.1948	8	8	1	"g1"
9808	"OG12079"	0.1711	13	14	1.076923	"g2"
9809	"OG13040"	0.3983	11	11	1	"g2"
9810	"OG18171"	0.3133	7	7	1	"g1"
9811	"OG2688"	0.0593	324	334	1.030864	"g7"
9812	"OG18195"	0.24955	7	7	1	"g1"
9813	"OG17997"	0.2966	7	7	1	"g1"
9814	"OG3099"	0.0344	288	324	1.125	"g7"
9815	"OG14986"	0.1478	9	9	1	"g1"
9816	"OG14693"	0.3206	9	9	1	"g1"
9817	"OG8842"	0.3918	31	32	1.032258	"g2"
9818	"OG5987"	0.0354	88	88	1	"g3"
9819	"OG3203"	0.1769	317	321	1.012618	"g7"
9820	"OG10244"	0.2607	21	21	1	"g2"
9821	"OG12554"	0.247	9	12	1.333333	"g1"
9822	"OG9271"	0.3258	22	28	1.272727	"g2"
9823	"OG7130"	0.4114	56	57	1.017857	"g3"
9824	"OG9814"	0.2046	24	24	1	"g2"
9825	"OG4867"	0.2025	191	207	1.08377	"g5"
9826	"OG2957"	0.0277	311	328	1.054662	"g7"
9827	"OG2359"	0.1755	330	340	1.030303	"g7"
9828	"OG14390"	0.1947	9	9	1	"g1"
9829	"OG8571"	0.22	33	34	1.030303	"g2"
9830	"OG11284"	0.2848	16	16	1	"g2"
9832	"OG10283"	0.2558	18	21	1.166667	"g2"
9833	"OG2843"	0.06625	317	331	1.044164	"g7"
9834	"OG2979"	0.093	317	327	1.031546	"g7"
9835	"OG10372"	0.4078	21	21	1	"g2"
9836	"OG2721"	0.0711	329	333	1.012158	"g7"
9837	"OG3306"	0.06845	313	318	1.015974	"g7"
9838	"OG12408"	0.32945	13	13	1	"g2"
9839	"OG1302"	0.0665	342	382	1.116959	"g7"
9840	"OG2287"	0.1788	335	341	1.01791	"g7"
9841	"OG13622"	0.1996	10	10	1	"g1"
9842	"OG5033"	0.3007	184	185	1.005435	"g5"
9843	"OG4369"	0.3362	252	259	1.027778	"g7"
9844	"OG6317"	0.30075	73	75	1.027397	"g3"
9845	"OG6159"	0.0885	80	81	1.0125	"g3"
9846	"OG15408"	0.53235	9	9	1	"g1"
9847	"OG3326"	0.4006	312	318	1.019231	"g7"
9848	"OG13809"	0.4561	10	10	1	"g1"
9849	"OG15198"	0.3276	9	9	1	"g1"
9850	"OG8811"	0.0941	32	32	1	"g2"
9851	"OG4456"	0.2847	249	253	1.016064	"g6"
9852	"OG2276"	0.1504	338	341	1.008876	"g7"
9853	"OG5122"	0.06	164	172	1.04878	"g5"
9854	"OG8994"	0.25075	30	30	1	"g2"
9855	"OG5711"	0.267	93	99	1.064516	"g3"
9856	"OG13788"	0.47485	10	10	1	"g1"
9857	"OG3834"	0.4193	292	297	1.017123	"g7"
9858	"OG5911"	0.19585	90	90	1	"g3"
9859	"OG11196"	0.15135	17	17	1	"g2"
9860	"OG4482"	0.06135	236	251	1.063559	"g6"
9861	"OG11844"	0.5456	13	14	1.076923	"g2"
9862	"OG11575"	0.0873	14	15	1.071429	"g2"
9863	"OG4598"	0.1812	237	241	1.016878	"g6"
9864	"OG5840"	0.249	90	92	1.022222	"g3"
9865	"OG9943"	0.23575	23	23	1	"g2"
9866	"OG11693"	0.22945	15	15	1	"g2"
9867	"OG12225"	0.1575	13	13	1	"g2"
9868	"OG2695"	0.3524	329	334	1.015198	"g7"
9869	"OG14576"	0.2203	9	9	1	"g1"
9870	"OG14057"	0.26215	10	10	1	"g1"
9871	"OG6708"	0.4467	66	66	1	"g3"
9872	"OG15087"	0.091	8	9	1.125	"g1"
9873	"OG4517"	0.11855	165	247	1.49697	"g5"
9874	"OG16446"	0.2904	8	8	1	"g1"
9875	"OG2108"	0.0622	337	344	1.020772	"g7"
9876	"OG9477"	0.24505	26	26	1	"g2"
9877	"OG8888"	0.2697	31	31	1	"g2"
9878	"OG10057"	0.2921	20	22	1.1	"g2"
9879	"OG10939"	0.31425	18	18	1	"g2"
9880	"OG11596"	0.3703	11	15	1.363636	"g2"
9881	"OG3005"	0.293	320	327	1.021875	"g7"
9882	"OG15825"	0.0977	8	8	1	"g1"
9883	"OG6828"	0.2561	64	64	1	"g3"
9884	"OG9062"	0.30745	27	30	1.111111	"g2"
9885	"OG13655"	0.3405	8	10	1.25	"g1"
9886	"OG6247"	0.1595	78	78	1	"g3"
9887	"OG3191"	0.307	315	322	1.022222	"g7"
9888	"OG3202"	0.20705	306	321	1.04902	"g7"
9889	"OG8654"	0.1016	29	33	1.137931	"g2"
9890	"OG1791"	0.05465	341	349	1.02346	"g7"
9891	"OG2194"	0.066	340	343	1.008824	"g7"
9892	"OG1171"	0.06625	342	461	1.347953	"g7"
9893	"OG2188"	0.0843	341	343	1.005865	"g7"
9894	"OG7164"	0.3322	56	56	1	"g3"
9895	"OG3222"	0.0507	318	321	1.009434	"g7"
9896	"OG17903"	0.2052	7	7	1	"g1"
9897	"OG2716"	0.244	330	334	1.012121	"g7"
9898	"OG14964"	0.1344	9	9	1	"g1"
9899	"OG6276"	0.1808	77	77	1	"g3"
9900	"OG14613"	0.25025	9	9	1	"g1"
9901	"OG11669"	0.2333	15	15	1	"g2"
9902	"OG1641"	0.2063	338	352	1.04142	"g7"
9903	"OG1283"	0.09315	307	384	1.250814	"g7"
9904	"OG16497"	0.388	8	8	1	"g1"
9905	"OG15792"	0.298	8	8	1	"g1"
9906	"OG7566"	0.3037	49	49	1	"g2"
9907	"OG7162"	0.5954	56	56	1	"g3"
9908	"OG2272"	0.12955	337	341	1.011869	"g7"
9909	"OG6922"	0.234	62	62	1	"g3"
9910	"OG13971"	0.1104	10	10	1	"g1"
9911	"OG7877"	0.3578	40	43	1.075	"g2"
9912	"OG3218"	0.1877	318	321	1.009434	"g7"
9913	"OG7014"	0.2595	56	59	1.053571	"g3"
9914	"OG2607"	0.2028	332	336	1.012048	"g7"
9915	"OG7211"	0.1488	51	55	1.078431	"g3"
9916	"OG13633"	0.2387	10	10	1	"g1"
9917	"OG14331"	0.2296	9	9	1	"g1"
9918	"OG6686"	0.3605	65	66	1.015385	"g3"
9919	"OG10519"	0.2016	20	20	1	"g2"
9920	"OG12393"	0.1287	13	13	1	"g2"
9921	"OG17904"	0.1941	7	7	1	"g1"
9922	"OG3969"	0.0296	278	289	1.039568	"g7"
9923	"OG16400"	0.19305	8	8	1	"g1"
9924	"OG11242"	0.2733	17	17	1	"g2"
9925	"OG8422"	0.24815	35	35	1	"g2"
9926	"OG9043"	0.416	29	30	1.034483	"g2"
9927	"OG6795"	0.1507	64	64	1	"g3"
9928	"OG18246"	0.0946	7	7	1	"g1"
9929	"OG18229"	0.14595	7	7	1	"g1"
9930	"OG4983"	0.4381	187	192	1.026738	"g5"
9931	"OG4205"	0.1338	267	272	1.018727	"g7"
9932	"OG2341"	0.1982	331	340	1.02719	"g7"
9933	"OG16093"	0.2718	8	8	1	"g1"
9934	"OG14829"	0.3111	9	9	1	"g1"
9935	"OG11235"	0.1532	17	17	1	"g2"
9936	"OG12640"	0.3541	12	12	1	"g2"
9937	"OG13022"	0.0885	8	11	1.375	"g1"
9938	"OG14591"	0.3919	9	9	1	"g1"
9939	"OG8743"	0.1248	33	33	1	"g2"
9940	"OG10269"	0.358	21	21	1	"g2"
9941	"OG1551"	0.1654	343	356	1.037901	"g7"
9942	"OG4553"	0.09545	241	245	1.016598	"g6"
9943	"OG7728"	0.4327	44	46	1.045455	"g2"
9944	"OG16249"	0.2742	8	8	1	"g1"
9945	"OG4377"	0.219	256	259	1.011719	"g7"
9946	"OG17183"	0.38635	7	7	1	"g1"
9947	"OG1902"	0.0887	342	347	1.01462	"g7"
9948	"OG14578"	0.2005	8	9	1.125	"g1"
9949	"OG9783"	0.2762	20	24	1.2	"g2"
9950	"OG5786"	0.264	91	94	1.032967	"g3"
9951	"OG11282"	0.2243	16	16	1	"g2"
9952	"OG16973"	0.48265	8	8	1	"g1"
9953	"OG1945"	0.2464	335	346	1.032836	"g7"
9954	"OG13891"	0.2647	10	10	1	"g1"
9955	"OG18139"	0.3693	7	7	1	"g1"
9956	"OG15680"	0.2106	8	8	1	"g1"
9957	"OG13917"	0.3147	10	10	1	"g1"
9958	"OG12161"	0.0535	13	13	1	"g2"
9959	"OG2813"	0.2361	325	332	1.021538	"g7"
9960	"OG11749"	0.2403	15	15	1	"g2"
9961	"OG9265"	0.0949	19	28	1.473684	"g2"
9962	"OG1813"	0.139	343	348	1.014577	"g7"
9963	"OG18240"	0.2733	7	7	1	"g1"
9964	"OG9576"	0.2736	26	26	1	"g2"
9965	"OG2453"	0.0976	336	339	1.008929	"g7"
9966	"OG16045"	0.1631	8	8	1	"g1"
9967	"OG11563"	0.4675	15	15	1	"g2"
9968	"OG10933"	0.3604	18	18	1	"g2"
9969	"OG1595"	0.10855	341	353	1.035191	"g7"
9970	"OG17230"	0.33555	7	7	1	"g1"
9971	"OG10554"	0.3101	20	20	1	"g2"
9972	"OG8461"	0.3082	35	35	1	"g2"
9973	"OG11802"	0.1224	14	14	1	"g2"
9974	"OG11856"	0.0144	12	14	1.166667	"g2"
9975	"OG8682"	0.1784	33	33	1	"g2"
9976	"OG3014"	0.4199	323	327	1.012384	"g7"
9977	"OG13628"	0.2582	10	10	1	"g1"
9978	"OG5919"	0.4347	89	90	1.011236	"g3"
9979	"OG10152"	0.1671	22	22	1	"g2"
9980	"OG14603"	0.43	8	9	1.125	"g1"
9981	"OG4992"	0.2833	188	190	1.010638	"g5"
9982	"OG11361"	0.18495	16	16	1	"g2"
9983	"OG9691"	0.2994	20	25	1.25	"g2"
9984	"OG11254"	0.2881	15	16	1.066667	"g2"
9985	"OG12372"	0.4169	13	13	1	"g2"
9986	"OG7095"	0.2931	57	58	1.017544	"g3"
9987	"OG1440"	0.0079	331	364	1.099698	"g7"
9988	"OG4266"	0.15465	264	268	1.015152	"g7"
9989	"OG5849"	0.1522	92	92	1	"g3"
9990	"OG6020"	0.21605	85	87	1.023529	"g3"
9991	"OG12766"	0.30835	12	12	1	"g2"
9992	"OG10490"	0.2413	19	20	1.052632	"g2"
9993	"OG15306"	0.31185	9	9	1	"g1"
9994	"OG3980"	0.3277	283	288	1.017668	"g7"
9995	"OG7175"	0.3004	54	56	1.037037	"g3"
9997	"OG16140"	0.2477	8	8	1	"g1"
9998	"OG14920"	0.2905	9	9	1	"g1"
9999	"OG9463"	0.4437	25	26	1.04	"g2"
10000	"OG16751"	0.34675	8	8	1	"g1"
10001	"OG18343"	0.1731	7	7	1	"g1"
10002	"OG17389"	0.5139	7	7	1	"g1"
10003	"OG10515"	0.26505	20	20	1	"g2"
10004	"OG7473"	0.17105	43	50	1.162791	"g2"
