"X1"	"OG"	"dN_dS"	"representative"	"locus"	"positive_num"	"uniprotID"	"geneID"
9410	"OG1547"	0.1467	"Saccharomyces_cerevisiae@YKR079C"	"YKR079C"	NA	"P36159"	"RNZ"
9414	"OG16235"	0.1492	"Saccharomyces_cerevisiae@YJL037W"	"YJL037W"	NA	"P47056"	"IRC18"
9415	"OG4081"	0.323	"Saccharomyces_cerevisiae@YOR275C"	"YOR275C"	NA	"Q12033"	"PALA"
9416	"OG15776"	0.1198	"Saccharomyces_cerevisiae@YGR066C"	"YGR066C"	NA	"P53242"	"YG29"
9420	"OG2892"	0.2815	"Saccharomyces_cerevisiae@YIL030C"	"YIL030C"	NA	"P40318"	"DOA10"
9421	"OG2926"	0.1856	"Saccharomyces_cerevisiae@YOR212W"	"YOR212W"	NA	"P18851"	"GBB"
9422	"OG3107"	0.1981	"Saccharomyces_cerevisiae@YJR062C"	"YJR062C"	NA	"P40354"	"NTA1"
9423	"OG2170"	0.1076	"Saccharomyces_cerevisiae@YKR081C"	"YKR081C"	NA	"P36160"	"RPF2"
9429	"OG3430"	0.1325	"Saccharomyces_cerevisiae@YKL114C"	"YKL114C"	1	"P22936"	"APN1"
9431	"OG6376"	0.3318	"Saccharomyces_cerevisiae@YGL145W"	"YGL145W"	NA	"P33891"	"TIP20"
9433	"OG4182"	0.1813	"Saccharomyces_cerevisiae@YDR466W"	"YDR466W"	NA	"Q03306"	"PKH3"
9434	"OG3974"	0.1372	"Saccharomyces_cerevisiae@YDL225W"	"YDL225W"	NA	"Q07657"	"SHS1"
9436	"OG1215"	0.1432	"Saccharomyces_cerevisiae@YJR051W"	"YJR051W"	NA	"P21375"	"OSM1"
9438	"OG3992"	0.3521	"Saccharomyces_cerevisiae@YMR287C"	"YMR287C"	NA	"P39112"	"DSS1"
9445	"OG2082"	0.0806	"Saccharomyces_cerevisiae@YGL148W"	"YGL148W"	NA	"P28777"	"AROC"
9450	"OG2237"	0.2117	"Saccharomyces_cerevisiae@YNL221C"	"YNL221C"	NA	"P41812"	"POP1"
9454	"OG3348"	0.1006	"Saccharomyces_cerevisiae@YNR032W"	"YNR032W"	NA	"P32838"	"PP2A4"
9458	"OG4606"	0.1641	"Saccharomyces_cerevisiae@YER116C"	"YER116C"	NA	"P40072"	"SLX8"
9459	"OG1421"	0.1063	"Saccharomyces_cerevisiae@YOR293W"	"YOR293W"	NA	"Q08745"	"RS10A"
9460	"OG1344"	0.0837	"Saccharomyces_cerevisiae@YLR324W"	"YLR324W"	NA	"Q06169"	"PEX30"
9465	"OG8129"	0.3821	"Saccharomyces_cerevisiae@YNL158W"	"YNL158W"	NA	"P53896"	"PGA1"
9467	"OG3211"	0.1131	"Saccharomyces_cerevisiae@YLR262C"	"YLR262C"	NA	"Q99260"	"YPT6"
9469	"OG4149"	0.3026	"Saccharomyces_cerevisiae@YIL137C"	"YIL137C"	NA	"P40462"	"TM108"
9471	"OG4270"	0.3436	"Saccharomyces_cerevisiae@YPR049C"	"YPR049C"	1	"Q12527"	"ATG11"
9472	"OG4046"	0.3179	"Saccharomyces_cerevisiae@YGR117C"	"YGR117C"	1	"P53270"	"YG32"
9476	"OG2832"	0.2077	"Saccharomyces_cerevisiae@YNL082W"	"YNL082W"	NA	"P14242"	"PMS1"
9480	"OG1698"	0.1402	"Saccharomyces_cerevisiae@YPR058W"	"YPR058W"	NA	"P32331"	"YMC1"
9486	"OG3414"	0.206	"Saccharomyces_cerevisiae@YOL032W"	"YOL032W"	NA	"Q08202"	"OPI10"
9488	"OG1831"	0.1903	"Saccharomyces_cerevisiae@YIL091C"	"YIL091C"	NA	"P40498"	"UTP25"
9489	"OG1339"	0.008	"Saccharomyces_cerevisiae@YDR054C"	"YDR054C"	NA	"P14682"	"UBC3"
9491	"OG2743"	0.1636	"Saccharomyces_cerevisiae@YLR066W"	"YLR066W"	NA	"Q12133"	"SPC3"
9492	"OG6404"	0.35755	"Saccharomyces_cerevisiae@YDR138W"	"YDR138W"	NA	"P17629"	"HPR1"
9497	"OG2128"	0.19	"Saccharomyces_cerevisiae@YFR051C"	"YFR051C"	NA	"P43621"	"COPD"
9499	"OG7219"	0.37655	"Saccharomyces_cerevisiae@YLR267W"	"YLR267W"	1	"Q06150"	"BOP2"
9504	"OG4361"	0.03245	"Saccharomyces_cerevisiae@YBR059C"	"YBR059C"	NA	"P38080"	"AKL1"
9506	"OG4797"	0.2287	"Saccharomyces_cerevisiae@YGL154C"	"YGL154C"	NA	"P50113"	"LYS5"
9508	"OG3429"	0.1773	"Saccharomyces_cerevisiae@YAL044C"	"YAL044C"	NA	"P39726"	"GCSH"
9510	"OG3738"	0.2621	"Saccharomyces_cerevisiae@YPL076W"	"YPL076W"	NA	"P46961"	"GPI2"
9514	"OG1769"	0.0145	"Saccharomyces_cerevisiae@YER068W"	"YER068W"	NA	"P34909"	"NOT4"
9516	"OG2263"	0.2102	"Saccharomyces_cerevisiae@YCR088W"	"YCR088W"	1	"P15891"	"ABP1"
9524	"OG2576"	0.1377	"Saccharomyces_cerevisiae@YNL207W"	"YNL207W"	1	"P40160"	"RIO2"
9530	"OG4216"	0.0619	"Saccharomyces_cerevisiae@YDR253C"	"YDR253C"	1	"Q12041"	"MET32"
9532	"OG3805"	0.2101	"Saccharomyces_cerevisiae@YPL149W"	"YPL149W"	NA	"Q12380"	"ATG5"
9533	"OG3813"	0.0611	"Saccharomyces_cerevisiae@YHR122W"	"YHR122W"	NA	"P38829"	"YHS2"
9534	"OG1231"	0.2002	"Saccharomyces_cerevisiae@YPR003C"	"YPR003C"	NA	"P53394"	"SULX"
9535	"OG3516"	0.0742	"Saccharomyces_cerevisiae@YER118C"	"YER118C"	NA	"P40073"	"SHO1"
9540	"OG2023"	0.0136	"Saccharomyces_cerevisiae@YKL064W"	"YKL064W"	1	"P35724"	"MNR2"
9541	"OG3180"	0.2394	"Saccharomyces_cerevisiae@YDR174W"	"YDR174W"	NA	"Q03973"	"HMO1"
9543	"OG7762"	0.3269	"Saccharomyces_cerevisiae@YPL033C"	"YPL033C"	NA	"Q03085"	"SRL4"
9546	"OG8186"	0.21575	"Saccharomyces_cerevisiae@YJR021C"	"YJR021C"	2	"P21651"	"RE107"
9557	"OG4691"	0.1858	"Saccharomyces_cerevisiae@YER058W"	"YER058W"	2	"Q02771"	"PT117"
9559	"OG6182"	0.22075	"Saccharomyces_cerevisiae@YPL105C"	"YPL105C"	1	"Q02875"	"SYH1"
9560	"OG4928"	0.3479	"Saccharomyces_cerevisiae@YJL132W"	"YJL132W"	1	"P47014"	"YJN2"
9562	"OG4638"	0.36185	"Saccharomyces_cerevisiae@YKR060W"	"YKR060W"	NA	"P36144"	"RL1D1"
9567	"OG3617"	0.1265	"Saccharomyces_cerevisiae@YPL206C"	"YPL206C"	NA	"Q08959"	"PGC1"
9570	"OG1357"	0.0599	"Saccharomyces_cerevisiae@YKL104C"	"YKL104C"	NA	"P14742"	"GFA1"
9572	"OG1611"	0.02335	"Saccharomyces_cerevisiae@YDR208W"	"YDR208W"	NA	"P38994"	"MSS4"
9578	"OG17620"	0.1955	"Saccharomyces_cerevisiae@YEL057C"	"YEL057C"	1	"P39983"	"YEG7"
9579	"OG8666"	0.2465	"Saccharomyces_cerevisiae@YPL267W"	"YPL267W"	1	"Q08981"	"ACM1"
9582	"OG2024"	0.2194	"Saccharomyces_cerevisiae@YMR309C"	"YMR309C"	NA	"P32497"	"EIF3C"
9583	"OG1712"	0.1723	"Saccharomyces_cerevisiae@YGR090W"	"YGR090W"	NA	"P53254"	"UTP22"
9586	"OG6897"	0.2888	"Saccharomyces_cerevisiae@YDR113C"	"YDR113C"	NA	"P40316"	"SECU"
9589	"OG5385"	0.2462	"Saccharomyces_cerevisiae@YGL226W"	"YGL226W"	1	"P53077"	"MTC3"
9590	"OG2551"	0.1585	"Saccharomyces_cerevisiae@YPR186C"	"YPR186C"	NA	"P39933"	"TF3A"
9592	"OG6823"	0.1618	"Saccharomyces_cerevisiae@YOR372C"	"YOR372C"	1	"Q08887"	"NDD1"
9593	"OG1688"	0.0694	"Saccharomyces_cerevisiae@YDR109C"	"YDR109C"	NA	"Q04585"	"YDR09"
9597	"OG1736"	0.13715	"Saccharomyces_cerevisiae@YNL021W"	"YNL021W"	NA	"P53973"	"HDA1"
9604	"OG1546"	0.1576	"Saccharomyces_cerevisiae@YGL195W"	"YGL195W"	NA	"P33892"	"GCN1"
9613	"OG2172"	0.1328	"Saccharomyces_cerevisiae@YBR286W"	"YBR286W"	NA	"P37302"	"APE3"
9617	"OG3236"	0.1975	"Saccharomyces_cerevisiae@YJR142W"	"YJR142W"	1	"P47173"	"YJ9J"
9618	"OG3652"	0.3391	"Saccharomyces_cerevisiae@YNR039C"	"YNR039C"	1	"P53735"	"ZRG17"
9622	"OG1842"	0.1059	"Saccharomyces_cerevisiae@YGR020C"	"YGR020C"	NA	"P39111"	"VATF"
9626	"OG7819"	0.1691	"Saccharomyces_cerevisiae@YDR363W-A"	"YDR363W-A"	NA	"O94742"	"SEM1"
9627	"OG1726"	0.2821	"Saccharomyces_cerevisiae@YMR125W"	"YMR125W"	NA	"P34160"	"NCBP1"
9628	"OG2546"	0.0061	"Saccharomyces_cerevisiae@YGL003C"	"YGL003C"	NA	"P53197"	"CDH1"
9630	"OG1262"	0.0706	"Saccharomyces_cerevisiae@YOL130W"	"YOL130W"	NA	"Q08269"	"ALR1"
9631	"OG3916"	0.1775	"Saccharomyces_cerevisiae@YJR050W"	"YJR050W"	NA	"P21374"	"ISY1"
9638	"OG15745"	0.10465	"Saccharomyces_cerevisiae@YNL194C"	"YNL194C"	NA	"P40169"	"YNT4"
9642	"OG6812"	0.15945	"Saccharomyces_cerevisiae@YOR083W"	"YOR083W"	NA	"Q12416"	"WHI5"
9643	"OG4678"	0.1408	"Saccharomyces_cerevisiae@YLR327C"	"YLR327C"	1	"Q06177"	"TMA10"
9644	"OG2831"	0.3332	"Saccharomyces_cerevisiae@YDR432W"	"YDR432W"	1	"Q01560"	"NOP3"
9651	"OG2637"	0.0213	"Saccharomyces_cerevisiae@YAR035W"	"YAR035W"	NA	"P80235"	"CACM"
9652	"OG3021"	0.1048	"Saccharomyces_cerevisiae@YCR034W"	"YCR034W"	NA	"P25358"	"ELO2"
9654	"OG5747"	0.19095	"Saccharomyces_cerevisiae@YNL318C"	"YNL318C"	1	"P42833"	"HXT14"
9655	"OG6712"	0.31455	"Saccharomyces_cerevisiae@YLR052W"	"YLR052W"	NA	"Q12345"	"IES3"
9661	"OG4121"	0.2547	"Saccharomyces_cerevisiae@YMR033W"	"YMR033W"	NA	"Q05123"	"ARP9"
9662	"OG3144"	0.3332	"Saccharomyces_cerevisiae@YBR133C"	"YBR133C"	1	"P38274"	"HSL7"
9666	"OG2066"	0.2897	"Saccharomyces_cerevisiae@YGR095C"	"YGR095C"	NA	"P53256"	"RRP46"
9667	"OG3419"	0.09985	"Saccharomyces_cerevisiae@YBR267W"	"YBR267W"	1	"P38344"	"REI1"
9670	"OG2661"	0.1963	"Saccharomyces_cerevisiae@YIL104C"	"YIL104C"	NA	"P40486"	"SHQ1"
9671	"OG1224"	0.1695	"Saccharomyces_cerevisiae@YBR207W"	"YBR207W"	NA	"P38310"	"FTH1"
9673	"OG2907"	0.3544	"Saccharomyces_cerevisiae@YKR016W"	"YKR016W"	NA	"P36112"	"MIC60"
9674	"OG3716"	0.423	"Saccharomyces_cerevisiae@YOR228C"	"YOR228C"	NA	"Q12106"	"MCP1"
9677	"OG4070"	0.1311	"Saccharomyces_cerevisiae@YJR127C"	"YJR127C"	NA	"P46974"	"RSF2"
9680	"OG4481"	0.1765	"Saccharomyces_cerevisiae@YGR229C"	"YGR229C"	NA	"P32566"	"SMI1"
9685	"OG3152"	0.3832	"Saccharomyces_cerevisiae@YMR149W"	"YMR149W"	NA	"Q02795"	"OSTD"
9686	"OG2803"	0.3083	"Saccharomyces_cerevisiae@YPL045W"	"YPL045W"	NA	"Q03308"	"VPS16"
9691	"OG1866"	0.03085	"Saccharomyces_cerevisiae@YDR388W"	"YDR388W"	NA	"P39743"	"RV167"
9693	"OG2146"	0.2108	"Saccharomyces_cerevisiae@YLR247C"	"YLR247C"	NA	"Q06554"	"IRC20"
9698	"OG6770"	0.1944	"Saccharomyces_cerevisiae@YDR143C"	"YDR143C"	NA	"P22470"	"SAN1"
9699	"OG4305"	0.3803	"Saccharomyces_cerevisiae@YPR139C"	"YPR139C"	NA	"Q06508"	"LOA1"
9701	"OG3831"	0.1927	"Saccharomyces_cerevisiae@YBL019W"	"YBL019W"	NA	"P38207"	"APN2"
9702	"OG4118"	0.2672	"Saccharomyces_cerevisiae@YDL067C"	"YDL067C"	NA	"P07255"	"COX9"
9706	"OG1488"	0.0802	"Saccharomyces_cerevisiae@YGR256W"	"YGR256W"	3	"P53319"	"6PGD2"
9707	"OG1801"	0.1622	"Saccharomyces_cerevisiae@YLR234W"	"YLR234W"	NA	"P13099"	"TOP3"
9713	"OG2567"	0.1938	"Saccharomyces_cerevisiae@YMR220W"	"YMR220W"	NA	"P24521"	"ERG8"
9715	"OG3425"	0.2224	"Saccharomyces_cerevisiae@YFL014W"	"YFL014W"	NA	"P22943"	"HSP12"
9718	"OG17575"	0.3131	"Saccharomyces_cerevisiae@YKR015C"	"YKR015C"	4	"P36111"	"YKZ5"
9721	"OG2861"	0.21945	"Saccharomyces_cerevisiae@YDR419W"	"YDR419W"	1	"Q04049"	"POLH"
9722	"OG1607"	0.0717	"Saccharomyces_cerevisiae@YER006W"	"YER006W"	NA	"P40010"	"NUG1"
9725	"OG2804"	0.1929	"Saccharomyces_cerevisiae@YNL240C"	"YNL240C"	1	"P23503"	"NAR1"
9728	"OG7058"	0.4181	"Saccharomyces_cerevisiae@YDR383C"	"YDR383C"	NA	"Q12493"	"NKP1"
9729	"OG4534"	0.20825	"Saccharomyces_cerevisiae@YNL224C"	"YNL224C"	NA	"P53866"	"SQS1"
9731	"OG4226"	0.16505	"Saccharomyces_cerevisiae@YNL141W"	"YNL141W"	NA	"P53909"	"ADE"
9733	"OG7812"	0.32255	"Saccharomyces_cerevisiae@YDR446W"	"YDR446W"	NA	"Q04110"	"ECM11"
9739	"OG15688"	0.0872	"Saccharomyces_cerevisiae@YGL104C"	"YGL104C"	NA	"P53142"	"VPS73"
9740	"OG17665"	0.1512	"Saccharomyces_cerevisiae@YLR154C"	"YLR154C"	1	"Q12338"	"RNH2C"
9741	"OG6868"	0.3253	"Saccharomyces_cerevisiae@YKR046C"	"YKR046C"	NA	"P36139"	"PET10"
9746	"OG6419"	0.29665	"Saccharomyces_cerevisiae@YHR192W"	"YHR192W"	NA	"P38878"	"LNP"
9749	"OG3027"	0.06615	"Saccharomyces_cerevisiae@YML099C"	"YML099C"	NA	"P05085"	"ARGR2"
9755	"OG2144"	0.1868	"Saccharomyces_cerevisiae@YDR280W"	"YDR280W"	1	"Q05636"	"RRP45"
9758	"OG1761"	0.1767	"Saccharomyces_cerevisiae@YMR304W"	"YMR304W"	NA	"P50101"	"UBP15"
9759	"OG1538"	0.0164	"Saccharomyces_cerevisiae@YHR165C"	"YHR165C"	1	"P33334"	"PRP8"
9763	"OG7873"	0.25445	"Saccharomyces_cerevisiae@YEL072W"	"YEL072W"	1	"P39975"	"RMD6"
9767	"OG2217"	0.0859	"Saccharomyces_cerevisiae@YNL098C"	"YNL098C"	NA	"P01120"	"RAS2"
9768	"OG3004"	0.1736	"Saccharomyces_cerevisiae@YDL209C"	"YDL209C"	NA	"Q12046"	"CWC2"
9774	"OG2289"	0.0819	"Saccharomyces_cerevisiae@YPR088C"	"YPR088C"	NA	"P20424"	"SRP54"
9777	"OG1620"	0.1087	"Saccharomyces_cerevisiae@YCL054W"	"YCL054W"	NA	"P25582"	"SPB1"
9778	"OG3506"	0.1082	"Saccharomyces_cerevisiae@YMR250W"	"YMR250W"	1	"Q04792"	"DCE"
9781	"OG3064"	0.3559	"Saccharomyces_cerevisiae@YOL073C"	"YOL073C"	NA	"Q08232"	"YO073"
9784	"OG4904"	0.1696	"Saccharomyces_cerevisiae@YGR251W"	"YGR251W"	1	"P53317"	"NOP19"
9793	"OG1540"	0.0834	"Saccharomyces_cerevisiae@YLR389C"	"YLR389C"	NA	"Q06010"	"STE23"
9794	"OG3653"	0.3355	"Saccharomyces_cerevisiae@YJR118C"	"YJR118C"	NA	"P47155"	"ILM1"
9795	"OG1977"	0.0769	"Saccharomyces_cerevisiae@YBL033C"	"YBL033C"	NA	"P38066"	"RIB1"
9798	"OG17621"	0.1502	"Saccharomyces_cerevisiae@YKL132C"	"YKL132C"	NA	"P36001"	"FOLC"
9801	"OG3875"	0.0981	"Saccharomyces_cerevisiae@YMR022W"	"YMR022W"	NA	"Q02159"	"UBC7"
9802	"OG2699"	0.1717	"Saccharomyces_cerevisiae@YDR397C"	"YDR397C"	NA	"Q92317"	"NCB2"
9803	"OG2096"	0.18235	"Saccharomyces_cerevisiae@YGL203C"	"YGL203C"	NA	"P09620"	"KEX1"
9805	"OG4853"	0.2644	"Saccharomyces_cerevisiae@YKL011C"	"YKL011C"	NA	"Q03702"	"CCE1"
9806	"OG2820"	0.3921	"Saccharomyces_cerevisiae@YPR036W"	"YPR036W"	NA	"P41807"	"VATH"
9811	"OG2688"	0.0593	"Saccharomyces_cerevisiae@YOR245C"	"YOR245C"	NA	"Q08650"	"DGAT2"
9814	"OG3099"	0.0344	"Saccharomyces_cerevisiae@YPL143W"	"YPL143W"	NA	"P05744"	"RL33A"
9819	"OG3203"	0.1769	"Saccharomyces_cerevisiae@YER151C"	"YER151C"	NA	"Q01477"	"UBP3"
9825	"OG4867"	0.2025	"Saccharomyces_cerevisiae@YMR090W"	"YMR090W"	NA	"Q04304"	"YMY0"
9826	"OG2957"	0.0277	"Saccharomyces_cerevisiae@YFR021W"	"YFR021W"	NA	"P43601"	"ATG18"
9827	"OG2359"	0.1755	"Saccharomyces_cerevisiae@YBR276C"	"YBR276C"	NA	"P38148"	"PPS1"
9833	"OG2843"	0.06625	"Saccharomyces_cerevisiae@YOL092W"	"YOL092W"	NA	"Q12010"	"YPQ1"
9834	"OG2979"	0.093	"Saccharomyces_cerevisiae@YDR481C"	"YDR481C"	NA	"P11491"	"PPB"
9836	"OG2721"	0.0711	"Saccharomyces_cerevisiae@YOR303W"	"YOR303W"	NA	"P07258"	"CARA"
9837	"OG3306"	0.06845	"Saccharomyces_cerevisiae@YBL057C"	"YBL057C"	NA	"P34222"	"PTH2"
9839	"OG1302"	0.0665	"Saccharomyces_cerevisiae@YKL127W"	"YKL127W"	NA	"P33401"	"PGM1"
9840	"OG2287"	0.1788	"Saccharomyces_cerevisiae@YJR033C"	"YJR033C"	3	"P47104"	"RAV1"
9844	"OG6317"	0.30075	"Saccharomyces_cerevisiae@YOR298W"	"YOR298W"	NA	"Q08750"	"MUM3"
9845	"OG6159"	0.0885	"Saccharomyces_cerevisiae@YPL190C"	"YPL190C"	NA	"P38996"	"NAB3"
9847	"OG3326"	0.4006	"Saccharomyces_cerevisiae@YOL034W"	"YOL034W"	1	"Q08204"	"SMC5"
9852	"OG2276"	0.1504	"Saccharomyces_cerevisiae@YLR253W"	"YLR253W"	NA	"Q06567"	"MCP2"
9857	"OG3834"	0.4193	"Saccharomyces_cerevisiae@YOL069W"	"YOL069W"	1	"P33895"	"NUF2"
9860	"OG4482"	0.06135	"Saccharomyces_cerevisiae@YGL252C"	"YGL252C"	NA	"P32608"	"RTG2"
9861	"OG11844"	0.5456	"Saccharomyces_cerevisiae@YIL037C"	"YIL037C"	NA	"P40534"	"PRM2"
9868	"OG2695"	0.3524	"Saccharomyces_cerevisiae@YNR021W"	"YNR021W"	1	"P53723"	"YN8B"
9871	"OG6708"	0.4467	"Saccharomyces_cerevisiae@YMR163C"	"YMR163C"	NA	"Q03824"	"INP2"
9875	"OG2108"	0.0622	"Saccharomyces_cerevisiae@YFR004W"	"YFR004W"	NA	"P43588"	"RPN11"
9881	"OG3005"	0.293	"Saccharomyces_cerevisiae@YFR011C"	"YFR011C"	NA	"P43594"	"MIC19"
9883	"OG6828"	0.2561	"Saccharomyces_cerevisiae@YPL166W"	"YPL166W"	NA	"Q12092"	"ATG29"
9887	"OG3191"	0.307	"Saccharomyces_cerevisiae@YNR040W"	"YNR040W"	1	"P53736"	"YN8O"
9888	"OG3202"	0.20705	"Saccharomyces_cerevisiae@YOR124C"	"YOR124C"	NA	"Q01476"	"UBP2"
9890	"OG1791"	0.05465	"Saccharomyces_cerevisiae@YDR266C"	"YDR266C"	NA	"Q05580"	"HEL2"
9891	"OG2194"	0.066	"Saccharomyces_cerevisiae@YGR185C"	"YGR185C"	NA	"P36421"	"SYYC"
9892	"OG1171"	0.06625	"Saccharomyces_cerevisiae@YPL036W"	"YPL036W"	7	"P19657"	"PMA2"
9893	"OG2188"	0.0843	"Saccharomyces_cerevisiae@YOR356W"	"YOR356W"	NA	"Q08822"	"ETFD"
9894	"OG7164"	0.3322	"Saccharomyces_cerevisiae@YGL226C-A"	"YGL226C-A"	NA	"Q92316"	"OST5"
9895	"OG3222"	0.0507	"Saccharomyces_cerevisiae@YKL170W"	"YKL170W"	NA	"P35996"	"RM38"
9897	"OG2716"	0.244	"Saccharomyces_cerevisiae@YDR132C"	"YDR132C"	1	"Q03900"	"YD132"
9901	"OG11669"	0.2333	"Saccharomyces_cerevisiae@YOL164W"	"YOL164W"	NA	"Q08347"	"BDS1"
9902	"OG1641"	0.2063	"Saccharomyces_cerevisiae@YLR336C"	"YLR336C"	1	"Q06132"	"SGD1"
9903	"OG1283"	0.09315	"Saccharomyces_cerevisiae@YJL107C"	"YJL107C"	NA	"P42947"	"YJK7"
9908	"OG2272"	0.12955	"Saccharomyces_cerevisiae@YMR235C"	"YMR235C"	NA	"P11745"	"RNA1"
9912	"OG3218"	0.1877	"Saccharomyces_cerevisiae@YDR523C"	"YDR523C"	2	"P08458"	"SPS1"
9913	"OG7014"	0.2595	"Saccharomyces_cerevisiae@YIL015W"	"YIL015W"	NA	"P12630"	"BAR1"
9914	"OG2607"	0.2028	"Saccharomyces_cerevisiae@YGL242C"	"YGL242C"	2	"P53066"	"YGZ2"
9922	"OG3969"	0.0296	"Saccharomyces_cerevisiae@YDR051C"	"YDR051C"	NA	"Q99288"	"DET1"
9925	"OG8422"	0.24815	"Saccharomyces_cerevisiae@YDR130C"	"YDR130C"	NA	"Q03898"	"FIN1"
9927	"OG6795"	0.1507	"Saccharomyces_cerevisiae@YDR381C-A"	"YDR381C-A"	NA	"Q3E6R5"	"YD381"
9932	"OG2341"	0.1982	"Saccharomyces_cerevisiae@YDR311W"	"YDR311W"	NA	"P32776"	"TFB1"
9941	"OG1551"	0.1654	"Saccharomyces_cerevisiae@YDL215C"	"YDL215C"	NA	"P33327"	"DHE2"
9942	"OG4553"	0.09545	"Saccharomyces_cerevisiae@YBR290W"	"YBR290W"	2	"P38356"	"BSD2"
9943	"OG7728"	0.4327	"Saccharomyces_cerevisiae@YOL025W"	"YOL025W"	NA	"Q92325"	"LAG2"
9945	"OG4377"	0.219	"Saccharomyces_cerevisiae@YOL136C"	"YOL136C"	1	"Q12471"	"6P22"
9947	"OG1902"	0.0887	"Saccharomyces_cerevisiae@YGR245C"	"YGR245C"	NA	"P53313"	"SDA1"
9953	"OG1945"	0.2464	"Saccharomyces_cerevisiae@YNL212W"	"YNL212W"	NA	"P40157"	"VID27"
9954	"OG13891"	0.2647	"Saccharomyces_cerevisiae@YNL300W"	"YNL300W"	2	"P48560"	"TOS6"
9956	"OG15680"	0.2106	"Saccharomyces_cerevisiae@YMR182C"	"YMR182C"	NA	"Q00453"	"RGM1"
9959	"OG2813"	0.2361	"Saccharomyces_cerevisiae@YLR085C"	"YLR085C"	1	"Q12509"	"ARP6"
9962	"OG1813"	0.139	"Saccharomyces_cerevisiae@YER091C"	"YER091C"	1	"P05694"	"METE"
9965	"OG2453"	0.0976	"Saccharomyces_cerevisiae@YAR015W"	"YAR015W"	NA	"P27616"	"PUR7"
9969	"OG1595"	0.10855	"Saccharomyces_cerevisiae@YHR037W"	"YHR037W"	NA	"P07275"	"PUT2"
9974	"OG11856"	0.0144	"Saccharomyces_cerevisiae@YKR094C"	"YKR094C"	1	"P0CH09"	"RL40B"
9976	"OG3014"	0.4199	"Saccharomyces_cerevisiae@YHR172W"	"YHR172W"	NA	"P38863"	"SPC97"
9987	"OG1440"	0.0079	"Saccharomyces_cerevisiae@YCR084C"	"YCR084C"	NA	"P16649"	"TUP1"
9988	"OG4266"	0.15465	"Saccharomyces_cerevisiae@YOL064C"	"YOL064C"	NA	"P32179"	"MET22"
9994	"OG3980"	0.3277	"Saccharomyces_cerevisiae@YLR128W"	"YLR128W"	NA	"Q12395"	"DCN1"
10011	"OG6478"	0.31775	"Saccharomyces_cerevisiae@YNL295W"	"YNL295W"	NA	"P48564"	"MRX6"
10012	"OG1949"	0.0154	"Saccharomyces_cerevisiae@YDR334W"	"YDR334W"	NA	"Q05471"	"SWR1"
10019	"OG3402"	0.06835	"Saccharomyces_cerevisiae@YNL162W"	"YNL162W"	1	"P0CX27"	"RL44A"
10024	"OG1713"	0.1627	"Saccharomyces_cerevisiae@YDR390C"	"YDR390C"	NA	"P52488"	"UBA2"
10035	"OG2264"	0.1836	"Saccharomyces_cerevisiae@YKL135C"	"YKL135C"	NA	"P36000"	"AP1B1"
10039	"OG6266"	0.1028	"Saccharomyces_cerevisiae@YML017W"	"YML017W"	1	"P50109"	"PSP2"
10041	"OG7550"	0.3485	"Saccharomyces_cerevisiae@YKR041W"	"YKR041W"	1	"P36134"	"YK21"
10046	"OG1402"	0.1142	"Saccharomyces_cerevisiae@YGL189C"	"YGL189C"	3	"P39938"	"RS26A"
10048	"OG4093"	0.1411	"Saccharomyces_cerevisiae@YGR063C"	"YGR063C"	NA	"P32914"	"SPT4"
10053	"OG3732"	0.1455	"Saccharomyces_cerevisiae@YDR165W"	"YDR165W"	NA	"Q03774"	"TRM82"
10058	"OG6952"	0.1855	"Saccharomyces_cerevisiae@YBR077C"	"YBR077C"	NA	"P38247"	"SLM4"
10067	"OG1197"	0.1411	"Saccharomyces_cerevisiae@YBR015C"	"YBR015C"	1	"P38069"	"MNN2"
10069	"OG3882"	0.20255	"Saccharomyces_cerevisiae@YDR347W"	"YDR347W"	NA	"P10662"	"RT01"
10072	"OG12999"	0.1229	"Saccharomyces_cerevisiae@YOR140W"	"YOR140W"	NA	"P20134"	"SFL1"
10073	"OG17395"	0.2463	"Saccharomyces_cerevisiae@YKL050C"	"YKL050C"	NA	"P35736"	"YKF0"
10075	"OG2322"	0.13585	"Saccharomyces_cerevisiae@YER165W"	"YER165W"	1	"P04147"	"PABP"
10077	"OG6255"	0.3651	"Saccharomyces_cerevisiae@YML029W"	"YML029W"	NA	"Q03714"	"USA1"
10079	"OG4116"	0.1891	"Saccharomyces_cerevisiae@YER163C"	"YER163C"	NA	"P32656"	"CHAC"
10081	"OG4282"	0.301	"Saccharomyces_cerevisiae@YBR273C"	"YBR273C"	NA	"P38349"	"UBX7"
10083	"OG9684"	0.3078	"Saccharomyces_cerevisiae@YMR255W"	"YMR255W"	NA	"Q04839"	"GFD1"
10085	"OG2798"	0.2084	"Saccharomyces_cerevisiae@YIR012W"	"YIR012W"	1	"P35184"	"SQT1"
10087	"OG4038"	0.1817	"Saccharomyces_cerevisiae@YDR468C"	"YDR468C"	4	"Q03322"	"TLG1"
10090	"OG5089"	0.204	"Saccharomyces_cerevisiae@YNL054W"	"YNL054W"	NA	"P53950"	"VAC7"
10100	"OG7672"	0.1709	"Saccharomyces_cerevisiae@YKL138C-A"	"YKL138C-A"	NA	"P69852"	"HSK3"
