geneid	sequenceidofingroupbesthit	taxonomyidofingroupbesthit	evalueofingroupbesthit	sequenceidofoutgroupbesthit	taxonomyidofoutgroupbesthit	evalueofoutgroupbesthit	alienindex	bitscorepercentage	HGTornot	value
yHMPu5000026274_Komagataella_populi@Seq_1228	GAT61275.1-658473-Mycena_chlorophos-Basidiomyc	658473	1.00E-115	XP_004345646.2-595528-Capsaspora_owczar-other_Opi	595528	3.00E-101	-33.33480359	0.532173913	No	0
yHMPu5000034597_Candida_stellimalicola@Seq_3907	XP_018702210.1-1081104-Isaria_fumosorose-Sordario	1081104	7.00E-106	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	7.00E-96	-23.02585093	0.616033755	No	0
Candida_boidinii_JCM9604@Seq_3059	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	7.00E-109	XP_002112209.1-10228-Trichoplax_adhaer-Metazoa	10228	2.00E-93	-35.58859852	0.635555556	No	0
yHMPu5000034605_Spencermartinsiella_europaea@Seq_4078	XP_013259158.1-1182545-Exophiala_aquamar-Eurotiom	1182545	5.00E-130	XP_001622809.1-45351-Nematostella_vect-Metazoa	45351	9.00E-108	-51.24465871	0.69017094	No	0
yHMPu5000034606_Priceomyces_medius@Seq_1699	XP_016275110.1-1130832-Rhodotorula_torul-Basidiom	1130832	1.00E-104	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	4.00E-98	-15.20180492	0.580896686	No	0
yHMPu5000034607_Saccharomycopsis_capsularis@Seq_4565	CBF81817.1-227321-Aspergillus_nidul-Eurotiomyc	227321	4.00E-113	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	4.00E-101	-27.63102112	0.70669746	No	0
yHMPu5000034610_Saturnispora_hagleri@Seq_1295	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	2.00E-94	XP_002158547.1-6087-Hydra_vulgaris-Metazoa	6087	1.00E-85	-20.03011866	0.624413146	No	0
yHMPu5000034611_Saturnispora_mendoncae@Seq_1514	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	3.00E-95	XP_009493427.1-691883-Fonticula_alba-other_Opis	691883	7.00E-93	-5.452468046	0.66588785	No	0
yHMPu5000034612_Saturnispora_saitoi@Seq_4642	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	2.00E-95	XP_008892182.1-761204-Phytophthora_para-Oomycetes	761204	1.00E-83	-26.93787394	0.620283019	No	0
yHMPu5000034615_Saturnispora_zaruensis@Seq_1540	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	2.00E-92	XP_002158547.1-6087-Hydra_vulgaris-Metazoa	6087	7.00E-84	-19.67344371	0.614117647	No	0
Candida_carpophila@Seq_2283	XP_016275110.1-1130832-Rhodotorula_torul-Basidiom	1130832	1.00E-104	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	3.00E-100	-10.30895266	0.506666667	No	0
yHMPu5000034622_Pichia_occidentalis@Seq_1769	KZT03441.1-1314785-Laetiporus_sulphu-Basidiomyc	1314785	8.00E-102	XP_002112209.1-10228-Trichoplax_adhaer-Metazoa	10228	8.00E-95	-16.11809565	0.532110092	No	0
yHMPu5000034623_Pichia_norvegensis@Seq_1457	OAK97785.1-765868-Stagonospora_sp_S-Dothideomy	765868	2.00E-100	XP_002112209.1-10228-Trichoplax_adhaer-Metazoa	10228	2.00E-90	-23.02585093	0.622767857	No	0
yHMPu5000034624_Pichia_nakasei@Seq_2065	OCF75195.1-1296123-Kwoniella_mangrov-Basidiomyc	1296123	2.00E-100	XP_007568506.1-48698-Poecilia_formosa-Metazoa	48698	4.00E-91	-21.41641302	0.517495396	No	0
yHMPu5000034625_Pichia_kudriavzevii@Seq_1854	OCF75195.1-1296123-Kwoniella_mangrov-Basidiomyc	1296123	1.00E-103	XP_002999170.1-403677-Phytophthora_infe-Oomycetes	403677	1.00E-95	-18.42068074	0.480327869	No	0
yHMPu5000034627_Pichia_heedii@Seq_1485	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	3.00E-98	XP_007568506.1-48698-Poecilia_formosa-Metazoa	48698	2.00E-91	-15.71263054	0.533206831	No	0
yHMPu5000034629_Pichia_exigua@Seq_3668	XP_007805149.1-1263415-Endocarpon_pusill-Eurotiom	1263415	2.00E-96	XP_002158547.1-6087-Hydra_vulgaris-Metazoa	6087	2.00E-95	-2.302585093	0.56614786	No	0
yHMPu5000034635_Nadsonia_fulvescens@Seq_5641	XP_001268376.1-344612-Aspergillus_clava-Eurotiomy	344612	2.00E-125	XP_001622809.1-45351-Nematostella_vect-Metazoa	45351	5.00E-108	-40.06023731	0.551194539	No	0
yHMPu5000034636_Ogataea_nitratoaversa@Seq_2252	XP_008083468.1-1116229-Glarea_lozoyensis-Leotiomy	1116229	2.00E-108	ODN01449.1-48709-Orchesella_cincta-Metazoa	48709	2.00E-95	-29.93360621	0.634199134	No	0
Candida_dubliniensis@Seq_5279	CZT10734.1-914237-Rhynchosporium_co-Leotiomyce	914237	1.00E-139	CQB89227.1-813-Chlamydia_trachom-other_Bact	813	1.00E-165	59.86721242	0.489489489	No	0
yHMPu5000034643_Candida_schatavii@Seq_3761	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	4.00E-101	XP_013106993.1-35570-Stomoxys_calcitra-Metazoa	35570	1.00E-89	-26.24472675	0.448698315	No	0
yHMPu5000034646_Wickerhamiella_cacticola@Seq_3295	KXG53228.1-5078-Penicillium_grise-Eurotiomyc	5078	6.00E-125	XP_001622809.1-45351-Nematostella_vect-Metazoa	45351	1.00E-110	-32.74701693	0.788968825	No	0
yHMPu5000034646_Wickerhamiella_cacticola@Seq_3334	KXG53228.1-5078-Penicillium_grise-Eurotiomyc	5078	6.00E-125	XP_001622809.1-45351-Nematostella_vect-Metazoa	45351	1.00E-110	-32.74701693	0.788968825	No	0
yHMPu5000034648_Candida_restingae@Seq_275	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	1.00E-109	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	5.00E-94	-36.14821431	0.532347505	No	0
yHMPu5000034660_Diddensiella_caesifluorescens@Seq_3155	XP_018002864.1-1664694-Phialophora_attae-Eurotiom	1664694	3.00E-116	XP_019646151.1-7741-Branchiostoma_bel-Metazoa	7741	3.00E-104	-27.63102112	0.69017094	No	0
yHMPu5000034661_Dipodascus_albidus@Seq_6081	ESA16824.1-747089-Rhizophagus_irreg-other_Fung	747089	3.00E-113	XP_002112209.1-10228-Trichoplax_adhaer-Metazoa	10228	1.00E-104	-19.62465355	0.618860511	No	0
yHMPu5000034665_Kodamaea_laetipori@Seq_2583	XP_011126927.1-756982-Arthrobotrys_olig-other_Pez	756982	2.00E-107	XP_015925360.1-114398-Parasteatoda_tepi-Metazoa	114398	1.00E-98	-20.03011866	0.538599641	No	0
yHMPu5000034667_Blastobotrys_serpentis@Seq_5336	XP_007805149.1-1263415-Endocarpon_pusill-Eurotiom	1263415	3.00E-121	XP_006824756.1-10224-Saccoglossus_kowa-Metazoa	10224	7.00E-108	-30.78090407	0.720982143	No	0
Candida_glabrata@Seq_4726	KIJ69545.1-994086-Hydnomerulius_pin-Basidiomyc	994086	4.00E-116	KMZ69356.1-29655-Zostera_marina-Streptophy	29655	1.00E-94	-49.27057768	0.487437186	No	0
Ambrosiozyma_kashinagacola@Seq_735	OCT50150.1-86049-Cladophialophora_-Eurotiomyc	86049	2,00E-109	KUF76702.1-4790-Phytophthora_nico-Oomycetes	4790	2,00E-94	-34.53877639	0.594650206	No	0
yHMPu5000034669_Blastobotrys_raffinofermentans@Seq_3158	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	2.00E-123	XP_009059846.1-225164-Lottia_gigantea-Metazoa	225164	3.00E-108	-34.9442415	0.734693878	No	0
yHMPu5000034670_Blastobotrys_proliferans@Seq_2739	XP_013259158.1-1182545-Exophiala_aquamar-Eurotiom	1182545	2.00E-123	XP_013415673.1-7574-Lingula_anatina-Metazoa	7574	2.00E-108	-34.53877639	0.716814159	No	0
yHMPu5000034674_Blastobotrys_muscicola@Seq_6217	XP_011126927.1-756982-Arthrobotrys_olig-other_Pez	756982	1.00E-121	ELT97214.1-283909-Capitella_teleta-Metazoa	283909	1.00E-114	-16.11809565	0.77904328	No	0
yHMPu5000034675_Blastobotrys_mokoenaii@Seq_914	XP_018002864.1-1664694-Phialophora_attae-Eurotiom	1664694	3.00E-125	XP_001622809.1-45351-Nematostella_vect-Metazoa	45351	1.00E-110	-33.44016411	0.690376569	No	0
yHMPu5000034709_Kluyveromyces_aestuarii@Seq_2215	XP_001212538.1-341663-Aspergillus_terre-Eurotiomy	341663	3.00E-122	XP_004345646.2-595528-Capsaspora_owczar-other_Opi	595528	1.00E-92	-67.9789405	0.538899431	No	0
yHMPu5000034710_Kluyveromyces_dobzhanskii@Seq_2402	XP_751200.1-330879-Aspergillus_fumig-Eurotiomyc	330879	1.00E-118	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	2.00E-93	-58.25777451	0.477462437	No	0
yHMPu5000034742_Lipomyces_suomiensis@Seq_3505	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	7.00E-122	XP_004345646.2-595528-Capsaspora_owczar-other_Opi	595528	7.00E-102	-46.05170186	0.644	No	0
Candida_homilentoma@Seq_465	XP_001911835.1-515849-Podospora_anserin-Sordariom	515849	6.00E-105	XP_015925360.1-114398-Parasteatoda_tepi-Metazoa	114398	3.00E-97	-17.72753356	0.588469185	No	0
yHMPu5000034748_Lipomyces_oligophaga@Seq_5435	XP_002147261.1-441960-Talaromyces_marne-Eurotiomy	441960	4.00E-128	XP_019646151.1-7741-Branchiostoma_bel-Metazoa	7741	5.00E-105	-53.18260069	0.639676113	No	0
yHMPu5000034749_Lipomyces_mesembrius@Seq_4804	XP_007805149.1-1263415-Endocarpon_pusill-Eurotiom	1263415	1.00E-129	XP_001622809.1-45351-Nematostella_vect-Metazoa	45351	2.00E-106	-53.65260432	0.546232877	No	0
yHMPu5000034754_Lipomyces_arxii@Seq_1153	XP_007805149.1-1263415-Endocarpon_pusill-Eurotiom	1263415	5.00E-131	XP_002112209.1-10228-Trichoplax_adhaer-Metazoa	10228	2.00E-106	-56.64833659	0.544368601	No	0
yHMPu5000034757_Lipomyces_doorenjongii@Seq_5734	XP_007805149.1-1263415-Endocarpon_pusill-Eurotiom	1263415	1.00E-126	XP_001622809.1-45351-Nematostella_vect-Metazoa	45351	1.00E-108	-41.44653167	0.622605364	No	0
yHMPu5000034758_Lipomyces_japonicus@Seq_762	XP_018134544.1-342668-Pseudogymnoascus_-Leotiomyc	342668	4.00E-121	XP_019646151.1-7741-Branchiostoma_bel-Metazoa	7741	1.00E-99	-49.27057768	0.624481328	No	0
yHMPu5000034761_Lipomyces_lipofer@Seq_5904	XP_007687692.1-930090-Bipolaris_oryzae_-Dothideom	930090	2.00E-129	XP_001622809.1-45351-Nematostella_vect-Metazoa	45351	2.00E-105	-55.26204223	0.596986817	No	0
yHMPu5000034862_Zygotorulaspora_florentina@Seq_2977	EWC45785.1-1043628-Drechslerella_ste-other_Pezi	1043628	3.00E-103	EOY30004.1-3641-Theobroma_cacao-Streptophy	3641	1.00E-95	-17.32206846	0.633196721	No	0
yHMPu5000034865_Zygosaccharomyces_kombuchaensis@Seq_2374	EGC49738.1-544711-Histoplasma_capsu-Eurotiomyc	544711	3.00E-118	XP_003562003.1-15368-Brachypodium_dist-Streptophy	15368	1.00E-96	-49.55825976	0.529307282	No	0
Candida_infanticola@Seq_2134	KEY77563.1-1476192-Aspergillus_fumig-Eurotiomyc	1476192	1.00E-128	XP_018912339.1-7038-Bemisia_tabaci-Metazoa	7038	3.00E-111	-40.24255887	0.813267813	No	0
yHMPu5000034875_Tetrapisispora_fleetii@Seq_4482	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	4.00E-112	XP_013875687.1-52670-Austrofundulus_li-Metazoa	52670	4.00E-95	-39.14394658	0.548204159	No	0
yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_4684	EWC45785.1-1043628-Drechslerella_ste-other_Pezi	1043628	5.00E-107	XP_004345646.2-595528-Capsaspora_owczar-other_Opi	595528	3.00E-93	-31.72536568	0.546845124	No	0
yHMPu5000034877_Tetrapisispora_namnaonensis@Seq_3688	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	8.00E-112	XP_013875687.1-52670-Austrofundulus_li-Metazoa	52670	2.00E-97	-33.15248203	0.552238806	No	0
yHMPu5000034881_Torulaspora_pretoriensis@Seq_783	XP_011126927.1-756982-Arthrobotrys_olig-other_Pez	756982	1.00E-118	XP_001953438.1-7217-Drosophila_ananas-Metazoa	7217	3.00E-96	-51.75548433	0.532727273	No	0
yHMPu5000034883_Peterozyma_xylosa@Seq_4801	XP_007805149.1-1263415-Endocarpon_pusill-Eurotiom	1263415	6.00E-108	XP_013106993.1-35570-Stomoxys_calcitra-Metazoa	35570	4.00E-99	-20.31780073	0.619341564	No	0
yHMPu5000034884_Peterozyma_toletana@Seq_3254	XP_007805149.1-1263415-Endocarpon_pusill-Eurotiom	1263415	4.00E-109	XP_013106993.1-35570-Stomoxys_calcitra-Metazoa	35570	8.00E-99	-23.71899811	0.622406639	No	0
yHMPu5000034886_Ogataea_trehalophila@Seq_3705	XP_008083468.1-1116229-Glarea_lozoyensis-Leotiomy	1116229	3.00E-104	XP_002999170.1-403677-Phytophthora_infe-Oomycetes	403677	6.00E-95	-21.41641302	0.623126338	No	0
yHMPu5000034887_Ogataea_trehaloabstinens@Seq_4215	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	4.00E-103	KUF76702.1-4790-Phytophthora_nico-Oomycetes	4790	3.00E-91	-27.34333904	0.604301075	No	0
yHMPu5000034890_Ogataea_ramenticola@Seq_3813	XP_011126927.1-756982-Arthrobotrys_olig-other_Pez	756982	3.00E-110	XP_013106993.1-35570-Stomoxys_calcitra-Metazoa	35570	7.00E-97	-30.78090407	0.721271394	No	0
Candida_intermedia@Seq_3482	XP_016275110.1-1130832-Rhodotorula_torul-Basidiom	1130832	1.00E-104	XP_013106993.1-35570-Stomoxys_calcitra-Metazoa	35570	8.00E-95	-22.80270738	0.551330798	No	0
yHMPu5000034891_Ogataea_pini@Seq_5344	KIW70439.1-5601-Capronia_semi_imm-Eurotiomyc	5601	7.00E-98	XP_008405828.1-8081-Poecilia_reticula-Metazoa	8081	5.00E-88	-22.68937869	0.590814196	No	0
yHMPu5000034892_Ogataea_pilisensis@Seq_3526	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	2.00E-106	XP_015925360.1-114398-Parasteatoda_tepi-Metazoa	114398	3.00E-96	-23.43131604	0.620762712	No	0
yHMPu5000034893_Ogataea_philodendra@Seq_1337	XP_002839272.1-656061-Tuber_melanosporu-other_Pez	656061	2.00E-104	GAV05686.1-947166-Ramazzottius_vari-Metazoa	947166	6.00E-92	-28.7296334	0.539196941	No	0
yHMPu5000034897_Ogataea_glucozyma@Seq_3706	XP_002839272.1-656061-Tuber_melanosporu-other_Pez	656061	4.00E-102	XP_018024789.1-294128-Hyalella_azteca-Metazoa	294128	5.00E-91	-25.55157957	0.570264766	No	0
yHMPu5000034901_Ogataea_methylivora@Seq_3348	XP_751200.1-330879-Aspergillus_fumig-Eurotiomyc	330879	1.00E-108	XP_002112209.1-10228-Trichoplax_adhaer-Metazoa	10228	3.00E-96	-28.7296334	0.655555556	No	0
yHMPu5000034902_Ogataea_minuta@Seq_1894	XP_013259158.1-1182545-Exophiala_aquamar-Eurotiom	1182545	1.00E-93	GAV05686.1-947166-Ramazzottius_vari-Metazoa	947166	1.00E-84	-20.72326584	0.41740413	No	0
yHMPu5000034903_Ogataea_naganishii@Seq_802	CCU76976.1-546991-Blumeria_graminis-Leotiomyce	546991	1.00E-108	XP_018912339.1-7038-Bemisia_tabaci-Metazoa	7038	9.00E-98	-25.22307551	0.66442953	No	0
yHMPu5000034933_Kuraishia_molischiana@Seq_2068	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	3.00E-107	XP_004345646.2-595528-Capsaspora_owczar-other_Opi	595528	4.00E-95	-27.91870319	0.541899441	No	0
yHMPu5000034939_Komagataella_pseudopastoris@Seq_3164	GAT61275.1-658473-Mycena_chlorophos-Basidiomyc	658473	1.00E-111	XP_009493427.1-691883-Fonticula_alba-other_Opis	691883	3.00E-96	-35.63738868	0.528998243	No	0
yHMPu5000034946_Ambrosiozyma_oregonensis@Seq_5531	OCT50150.1-86049-Cladophialophora_-Eurotiomyc	86049	2.00E-104	XP_008405828.1-8081-Poecilia_reticula-Metazoa	8081	7.00E-91	-31.18636918	0.577319588	No	0
yHMPu5000034947_Ambrosiozyma_philentoma@Seq_1103	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	2.00E-106	XP_002999170.1-403677-Phytophthora_infe-Oomycetes	403677	1.00E-92	-31.54304412	0.588842975	No	0
yHMPu5000034957_Hanseniaspora_osmophila@Seq_908	CVK92496.1-192010-Fusarium_mangifer-Sordariomy	192010	1.00E-97	ACO14592.1-344056-Caligus_clemensi-Metazoa	344056	3.00E-83	-33.33480359	0.424143556	No	0
yHMPu5000034967_Candida_freyschussii@Seq_1654	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	4.00E-109	XP_004345646.2-595528-Capsaspora_owczar-other_Opi	595528	2.00E-93	-36.14821431	0.52919708	No	0
Candida_parapsilosis@Seq_3653	XP_016275110.1-1130832-Rhodotorula_torul-Basidiom	1130832	1.00E-107	XP_015925360.1-114398-Parasteatoda_tepi-Metazoa	114398	8.00E-99	-20.50012229	0.485436893	No	0
yHMPu5000034973_Danielozyma_ontarioensis@Seq_52	XP_007805149.1-1263415-Endocarpon_pusill-Eurotiom	1263415	3.00E-106	XP_018024789.1-294128-Hyalella_azteca-Metazoa	294128	3.00E-98	-18.42068074	0.630801688	No	0
yHMPu5000034974_Deakozyma_indianensis@Seq_5495	CEG77932.1-58291-Rhizopus_microspo-other_Fung	58291	1.00E-114	XP_002112209.1-10228-Trichoplax_adhaer-Metazoa	10228	9.00E-111	-9.104979856	0.778301887	No	0
yHMPu5000034978_Cyberlindnera_mrakii@Seq_5493	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	3.00E-111	XP_003973949.1-31033-Takifugu_rubripes-Metazoa	31033	2.00E-92	-43.34365166	0.534450652	No	0
yHMPu5000034979_Cyberlindnera_misumaiensis@Seq_5363	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	5.00E-101	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	4.00E-88	-29.71046266	0.55165692	No	0
yHMPu5000034986_Candida_oregonensis@Seq_3644	XP_016275110.1-1130832-Rhodotorula_torul-Basidiom	1130832	2.00E-104	XP_015925360.1-114398-Parasteatoda_tepi-Metazoa	114398	7.00E-95	-21.97602881	0.54613936	No	0
yHMPu5000034988_Candida_fructus@Seq_3238	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	1.00E-105	XP_004345646.2-595528-Capsaspora_owczar-other_Opi	595528	6.00E-94	-27.12019549	0.517055655	No	0
yHMPu5000034990_Candida_corydali@Seq_1830	CZT10734.1-914237-Rhynchosporium_co-Leotiomyce	914237	1.00E-120	XP_013106993.1-35570-Stomoxys_calcitra-Metazoa	35570	1.00E-88	-73.68272298	0.549429658	No	0
yHMPu5000034999_Cephaloascus_fragrans@Seq_4472	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	4.00E-109	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	6.00E-104	-11.91839057	0.683406114	No	0
yHMPu5000035011_Candida_pyralidae@Seq_1057	XP_018078543.1-149040-Phialocephala_sco-Leotiomyc	149040	9.00E-154	CQB89227.1-813-Chlamydia_trachom-other_Bact	813	5.00E-121	-75.3975214	0.577812018	No	0
yHMPu5000035018_Candida_canberraensis@Seq_4775	XP_016275110.1-1130832-Rhodotorula_torul-Basidiom	1130832	3.00E-107	XP_013106993.1-35570-Stomoxys_calcitra-Metazoa	35570	7.00E-97	-23.87314879	0.521201413	No	0
yHMPu5000035022_Candida_emberorum@Seq_3955	XP_016275110.1-1130832-Rhodotorula_torul-Basidiom	1130832	2.00E-105	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	1.00E-94	-24.63528884	0.503472222	No	0
yHMPu5000035031_Candida_kruisii@Seq_3768	XP_016275110.1-1130832-Rhodotorula_torul-Basidiom	1130832	1.00E-104	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	1.00E-96	-18.42068074	0.538321168	No	0
yHMPu5000035032_Candida_gatunensis@Seq_1007	XP_006696569.1-759272-Chaetomium_thermo-Sordariom	759272	4.00E-106	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	1.00E-93	-28.54731185	0.538461538	No	0
yHMPu5000035033_Candida_cretensis@Seq_1206	XP_016275110.1-1130832-Rhodotorula_torul-Basidiom	1130832	3.00E-105	XP_005538174.1-280699-Cyanidioschyzon_m-Rhodophyt	280699	2.00E-94	-24.92297091	0.560928433	No	0
yHMPu5000035037_Candida_montana@Seq_3440	KZZ92255.1-392613-Ascosphaera_apis_-Eurotiomyc	392613	9.00E-111	XP_018912339.1-7038-Bemisia_tabaci-Metazoa	7038	4.00E-97	-31.42526109	0.600814664	No	0
yHMPu5000035040_Ambrosiozyma_maleeae@Seq_819	KIW70439.1-5601-Capronia_semi_imm-Eurotiomyc	5601	2.00E-103	XP_008892182.1-761204-Phytophthora_para-Oomycetes	761204	9.00E-89	-33.7402687	0.590909091	No	0
yHMPu5000035041_Ambrosiozyma_pseudovanderkliftii@Seq_3862	KZL68389.1-1573173-Colletotrichum_in-Sordariomy	1573173	2.00E-107	XP_002999170.1-403677-Phytophthora_infe-Oomycetes	403677	2.00E-93	-32.2361913	0.584521385	No	0
yHMPu5000035044_Barnettozyma_californica@Seq_1480	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	3.00E-108	JAT58946.1-1678845-Anthurium_amnicol-Streptophy	1678845	7.00E-102	-14.66280842	0.602739726	No	0
Candida_sorboxylosa@Seq_1689	XP_007805149.1-1263415-Endocarpon_pusill-Eurotiom	1263415	1.00E-98	XP_004345646.2-595528-Capsaspora_owczar-other_Opi	595528	2.00E-92	-14.50865774	0.574898785	No	0
yHMPu5000035046_Barnettozyma_populi@Seq_276	XP_008711082.1-1220924-Cyphellophora_eur-Eurotiom	1220924	8.00E-112	XP_003973949.1-31033-Takifugu_rubripes-Metazoa	31033	8.00E-98	-32.2361913	0.59009901	No	0
yHMPu5000035047_Barnettozyma_pratensis@Seq_2099	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	3.00E-108	XP_003973949.1-31033-Takifugu_rubripes-Metazoa	31033	1.00E-95	-28.83499392	0.561538462	No	0
yHMPu5000035048_Barnettozyma_salicaria@Seq_1775	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	8.00E-108	XP_018330304.1-224129-Agrilus_planipenn-Metazoa	224129	4.00E-93	-33.84562921	0.58266129	No	0
yHMPu5000035242_Zygoascus_ofunaensis@Seq_3686	XP_018134544.1-342668-Pseudogymnoascus_-Leotiomyc	342668	3.00E-116	XP_017335185.1-7998-Ictalurus_punctat-Metazoa	7998	3.00E-106	-23.02585093	0.715246637	No	0
yHMPu5000035243_Zygoascus_meyerae@Seq_3049	KFH68280.1-1069443-Mortierella_verti-other_Fung	1069443	2.00E-123	XP_018024789.1-294128-Hyalella_azteca-Metazoa	294128	4.00E-109	-32.92933848	0.707158351	No	0
yHMPu5000035244_Candida_incommunis@Seq_2590	XP_011126927.1-756982-Arthrobotrys_olig-other_Pez	756982	3.00E-118	XP_004345646.2-595528-Capsaspora_owczar-other_Opi	595528	7.00E-112	-14.66280842	0.800480769	No	0
yHMPu5000035252_Yamadazyma_nakazawae@Seq_1351	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	3.00E-106	XP_017301280.1-121845-Diaphorina_citri-Metazoa	121845	1.00E-96	-21.92723864	0.600814664	No	0
yHMPu5000035261_Candida_ponderosae@Seq_3968	CZR67708.1-576137-Phialocephala_sub-Leotiomyce	576137	2.00E-113	XP_018912339.1-7038-Bemisia_tabaci-Metazoa	7038	1.00E-94	-43.05596959	0.558766859	No	0
yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_3937	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	2.00E-113	XP_004345646.2-595528-Capsaspora_owczar-other_Opi	595528	4.00E-96	-39.83709376	0.558095238	No	0
yHMPu5000035271_Wickerhamomyces_bovis@Seq_3914	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	1.00E-104	XP_004345646.2-595528-Capsaspora_owczar-other_Opi	595528	2.00E-94	-23.71899811	0.584645669	No	0
Candida_succiphila@Seq_1996	CCU76976.1-546991-Blumeria_graminis-Leotiomyce	546991	1.00E-104	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	2.00E-96	-19.11382792	0.70263789	No	0
yHMPu5000035274_Wickerhamomyces_alni@Seq_884	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	2.00E-110	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	2.00E-93	-39.14394658	0.544761905	No	0
yHMPu5000035279_Tortispora_starmeri@Seq_3765	XP_018189884.1-1328760-Xylona_heveae_TC1-other_Pe	1328760	3.00E-128	XP_004345646.2-595528-Capsaspora_owczar-other_Opi	595528	5.00E-106	-51.16769767	0.689804772	No	0
yHMPu5000035282_Trigonopsis_vinaria@Seq_4615	XP_013259158.1-1182545-Exophiala_aquamar-Eurotiom	1182545	5.00E-124	JAN36162.1-35525-Daphnia_magna-Metazoa	35525	5.00E-114	-23.02585093	0.799054374	No	0
yHMPu5000035286_Candida_azyma@Seq_898	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	5.00E-107	XP_003973949.1-31033-Takifugu_rubripes-Metazoa	31033	6.00E-94	-30.11592777	0.559223301	No	0
yHMPu5000035296_Priceomyces_carsonii@Seq_2895	XP_016275110.1-1130832-Rhodotorula_torul-Basidiom	1130832	3.00E-106	XP_015925360.1-114398-Parasteatoda_tepi-Metazoa	114398	1.00E-95	-24.22982373	0.556190476	No	0
yHMPu5000035297_Priceomyces_castillae@Seq_4276	CEO59798.1-104259-Penicillium_brasi-Eurotiomyc	104259	4.00E-106	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	9.00E-97	-21.53419605	0.575048733	No	0
yHMPu5000035301_Pichia_terricola@Seq_3256	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	5.00E-95	XP_002158547.1-6087-Hydra_vulgaris-Metazoa	6087	1.00E-93	-2.995732274	0.535580524	No	0
yHMPu5000035302_Candida_fragi@Seq_3091	CCU76976.1-546991-Blumeria_graminis-Leotiomyce	546991	3.00E-105	XP_005538174.1-280699-Cyanidioschyzon_m-Rhodophyt	280699	3.00E-94	-25.32843602	0.575396825	No	0
yHMPu5000035318_Hyphopichia_heimii@Seq_402	XP_002847679.1-554155-Arthroderma_otae_-Eurotiomy	554155	6.00E-105	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	2.00E-92	-28.83499392	0.569138277	No	0
yHMPu5000035325_Cyberlindnera_petersonii@Seq_4580	EUC62165.1-1086054-Rhizoctonia_solan-Basidiomyc	1086054	2.00E-108	XP_005182949.1-7370-Musca_domestica-Metazoa	7370	2.00E-95	-29.93360621	0.515044248	No	0
